"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
2193616	1454	0	1169002	13165253	0	14121575	0	0	8540787	0	24234092	0	0		555109	22813492	9650489	12915131	24234092	37442	0	192608	8289389	8289389	309833	670967	159665	32178	980800	61541	142405	34073	8483	617534	246503	13038967	251398	203946	0	21026618		2290861		12417116		0		27815659	true	6051	899935	22462369	351123	1206	248	
2209553	1821877	0	102723	695223	0	758676	0	0	4769	248	3883630	0	139428		30964	1520855	6717	650998	3737118	4955	6836	4352	4769	4769	118503	184229	30554	262	302732	41377	131970	33721	283	302583	207351	954272	0	173347	0	0		0		954272		0		949503	false							
2218443	19424	0	9582	55902	0	110574	0	0	60910	0	201859	0	26188		97378	27357	975	97824	168766	3168	6905	0	60910	18000	26401	53712	37799	10246	78871	8759	17892	269	0	30780	26920	33281	0	26381	6756	0		0		27333		0		27333	true							
2232757	40900	4	20750	85773	0	115858	0	0	0	0	101105	0	9904		11363	29751	2680	95104	90733	0	468	1511	0	0	15137	8563	471	118	23700	4421	1743	0	0	12926	6164	2233	0	6164	0	0		0		0		0		0	true							
2233875	2043	0	0	103580	0	118816	0	0	25500	0	67230	0	0		3667	2390	0	118816	67230	0	0	0	25500	25500	5356	30292	24	9	35648	270	26846	0	0	32014	27116	0	0	27116	0	0		0		0		0		0	false							
2236821	23631	0	5958	313392	0	326098	0	0	123852	0	516425	0	6897	0	112352	207653	16332	193433	509528	126707	0	7293	123601	91695	61257	108541	56078	253	169798	24723	27441	6848	0	113777	59012	56731	251	52164	60212	0		0		0		0		0	true							
2239288	989553	21	134124	3188201	0	3424578	0	0	341771	0	4879366	0	207236		378431	2393551	77906	3248275	4672130	42158	0	30557	339743	338799	251270	643872	36050	2066	895142	177238	372640	11211	1915	554827	563004	941244	2012	549878	0	3336		0		453586		0		146777	true	329698	156174	241701	1990786	17527	972026	
2262718	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2265456	0	1	3	10	0	10	0	0	0	0	5367	0	0		1010	4082	0	6	5367	0	0	0	0	0	280	398	442	165	678	0	0	0	0	275	0	0	0	0	0	0		0		0		0		0	true							
2297998	137291	0	136	120508	0	128154	0	0	0	0	608902	0	0		36967	29179	0	128018	602161	0	6741	0	0	0	91635	66165	200	0	157800	173879	110554	0	0	121033	284433	0	0	284433	6741	0		0		0		0		0	true							
2298995	276949	0	15379	780323	0	856932	0	0	318330	0	1782682	0	268390		179908	902635	90295	831321	1514055	10232	237	12770	318330	318080	61892	282616	12622	617	344508	23564	182761	39026	0	177839	245351	193770	0	206325	237	26507		0		270991		0		105062	true	75901	62668	71038	696393	4661	272287	
2304636	22773	3	5257	89691	0	102348	0	0	5252	0	50629	0	215		11242	1304	695	96840	46936	248	3478	212	5252	5252	5997	14560	1106	5	15297	1865	3019	0	0	10426	4884	18295	0	4884	3478	0		0		15603		0		15603	true							
2305969	24931	0	7169	61848	0	111192	0	0	2000	0	136875	0	166		18233	41344	4164	104022	136709	1	0	2491	0	0	15109	27468	2899	2403	39148	10265	11036	1146	276	29645	22723	3601	2000	19077	0	0		0		3106		0		3106	true							
2316714	121780	0	18801	222430	0	272653	0	0	16030	0	329170	0	0		49286	54351	17824	251376	329170	2476	0	6661	16030	0	34585	58405	20476	1154	92989	14694	23725	0	0	65334	38419	97761	0	38419	0	0		0		2879		0		2879	true							
2317672	5815	0	755	26534	0	40474	0	0	29969	0	159951	0	510		4125	56251	3081	39719	85037	0	74404	1961	0	0	11982	27127	23275	26	38870	1029	28139	6307	0	58285	35475	4141	23965	29168	41560	0		0		0		0		0	true							
2325882	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2328137	108621	78	30792	836838	0	836838	0	0	10439	0	921992	0	69766		121690	467931	28720	805968	852226	0	0	12913	10439	10439	103454	139767	7060	1497	243221	33127	60282	0	252	130089	93661	23549	0	93409	0	0		0		19569		0		19569	true	48915	217363	202456	245905	92692	15106	
2328285	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2329200	11711	0	35561	62358	0	65432	0	0	72286	0	194737	0	87916		3193	159453	1323	29624	104095	247	2726	708	0	0	1147	9456	846	453	10603	5879	5792	0	0	8709	11671	127383	66741	11671	0	0		0		0		0		0	false							
2332910	11303	0	0	61277	462	69484	0	0	43999	0	551153	0	0		82391	134169	0	68980	551153	42	0	0	43999	43999	96451	88848	181	0	185299	102690	117511	0	0	103089	220201	0	0	220201	0	0		0		0		0		0	true							
2333140	878	0	0	43297	0	45668	0	0	8787	0	119050	0	13394		1561	70540	266	45402	93434	266	12222	0	8787	7005	5775	22400	10944	2700	28175	1057	4505	250	0	40258	5812	35510	0	5562	12222	0		0		0		0		0	true							
2337335	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2339599	9879	0	391	80619	0	102439	0	0	82848	248	409836	0	72698		18313	293143	6133	102048	332896	0	3994	4298	82848	82848	38019	40073	2060	54	78092	8640	16658	1310	0	61893	26608	190320	0	25298	0	0		0		139168		0		139168	true							
2339795	325425	0	90422	502753	0	617793	0	0	283232	0	1905921	0	421738		175261	995479	106974	522224	1483946	5147	237	16600	270746	268755	63670	286290	14963	984	349960	31742	182461	4907	0	190646	219110	285247	12219	214203	237	222645		0		173164		0		274889	true	73566	105341	51445	616633	11172	314252	
2343167	15633	0	48907	114520	0	148751	0	0	73075	0	320719	0	98234		7655	241446	5119	79798	197027	20046	25458	2621	997	498	8206	12654	1766	664	20860	2287	11064	17362	9637	15635	40350	43763	0	13351	0	0		0		0		0		0	true							
2344753	47471	0	107324	268235	0	733528	0	0	43583	0	893233	0	56897		54014	481945	22462	623481	836336	2723	0	12782	43583	43583	41959	84421	13587	3628	126380	62930	129324	21431	6537	89581	220222	85749	0	192254	0	0		0		78304		0		78304	true							
2353595	566992	10	72443	545009	0	895925	0	0	520	0	1762801	0	28379		144696	974017	74641	823241	1734390	231	32	22144	0	0	41630	72550	59705	26850	114144	6511	5393	7589	1564	56039	21057	520	0	11904	0	0		0		92		0		92	true							
2354985	6353453	5	568251	5520973	0	5520973	0	0	6284206	496	13560495	0	1090428		86459	4206516	357849	4940780	10604545	11937	1865026	3963	6284206	4799210	59272	501106	761352	762140	560378	155481	484391	276784	0	1997411	916656	2212541	0	639872	235077	0		0		4755909		0		529629	true	74849	58723	222099	3890375	1274708	100365	
2356091	157522	0	91889	114195	0	199473	0	0	8286	0	336489	0	7305		42833	67899	7985	104116	329184	3468	0	3083	0	0	20465	42686	13741	578	63151	8248	23660	1691	0	34637	33599	92821	0	31907	0	0		0		82166		0		82166	true							
2358769	41297	516	7895	303899	0	443234	0	0	56880	0	384479	0	6727		32538	239485	5989	434823	377752	0	0	1548	56880	56880	23391	51315	4841	541	74705	3864	18254	800	692	47548	23610	195813	0	22118	0	0		0		0		0		0	true							
2362458	0	0	0	2406938	0	2406938	0	0	0	0	0	0	0		0	0	309677	2406938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2235167		44771		114883		4117		2398938	false							
2371816	13125	0	16	29158	0	51984	0	0	46012	0	211792	0	15498		21843	35863	9313	51968	163969	0	32325	6861	40253	39273	43260	71627	11381	2638	114887	10396	19939	2609	954	107063	33898	2969	5759	30335	47173	0		0		0		0		0	true							
2390929	244516	0	142592	663731	0	1392161	0	0	0	0	1267520	0	10740		72706	656323	14880	1249569	1256210	0	570	4939	0	0	128569	84205	3752	663	212774	102437	46778	277	0	144483	149492	214896	0	149215	0	0		0		0		0		0	false							
2391588	15519	0	2455	49018	0	60668	0	0	0	0	152538	0	4538		10367	97787	1236	58213	144648	0	3352	525	0	0	11898	12853	7809	11	24751	4025	2370	266	0	22204	6661	18099	0	6395	1490	0		0		6653		0		6653	true							
2396592	47034	0	34930	155788	0	222478	0	0	85140	0	207079	0	17877		30930	26057	4651	183586	179336	3962	9866	2571	15503	15503	24753	73674	3601	757	98427	8599	19209	3395	0	71855	31203	156061	0	27808	9866	0		0		134633		0		134633	false							
2396604	54828	0	11520	102838	0	142582	0	0	0	0	208802	0	15932		29153	30962	13123	131062	192870	0	0	7652	0	0	18512	38977	9304	1626	57489	18252	31907	2301	2133	39266	54593	5791	0	50159	0	0		5791		0		0		5791	false							
2398701	692	0	30671	186745	0	196614	0	0	181241	0	337311	0	54767		50884	104835	746	162226	281381	3717	1163	637	181241	181241	163364	61320	249	0	224684	2747	4103	0	0	174049	6850	306764	0	6850	35740	0		0		112278		0		112278	true							
2434113	1127601	1	3121	358368	0	411327	0	0	216533	0	2182573	0	60726		282158	639077	30186	408205	2112020	0	9827	10839	216533	216533	62174	271607	18338	5359	333781	24749	24869	7605	1194	75320	58417	0	0	49618	0	0		0		0		0		0	true							
2451240	0	0	0	434209	0	434209	0	0	1	0	5140	0	0		0	4189	0	2319	61	431890	5079	0	1	1	600	350	0	0	950	0	0	0	0	950	0	0	0	0	0	0		0		0		0		0	false							
2465881	80058	0	53211	272270	0	425301	0	0	25032	0	534813	0	54683		120419	86520	21811	372090	480130	0	0	13148	12119	9895	61695	142681	23193	9988	204248	36447	90704	2469	1058	117138	130678	89824	12588	127151	0	0		0		81398		0		81398	true							
2467670	14884	0	0	115560	0	201188	0	0	0	0	26338	0	0		234	11000	80	201188	26338	0	0	0	0	0	10	92	317	35	101	0	0	0	0	220	0	0	0	0	0	0		0		0		0		0	true							
2471239	844	0	0	508371	0	508371	0	0	1032707	0	4303929	0	20564		1331781	2216357	43816	508371	4250373	0	32992	24426	1032707	260028	229917	595437	486955	486655	825354	64614	76156	142638	4355	467183	287763	64404	0	140770	31506	0		0		59946		0		59946	true	501888	6483	1838684	377673	843	1	
2482824	79319	0	9518	432463	0	451420	0	0	0	0	1187670	0	93927		135519	416622	15827	441902	1091041	0	2702	7364	0	0	123224	330761	9333	714	453980	65574	157180	4662	281	328513	227697	175831	0	222754	1193	0		0		78289		0		78289	true							
2489805	673000	0	0	142400000	0	142401000	0	0	43158000	0	70048000	0	0		38384000	30625000	22993000	142401000	70048000	0	0	1000	43158000	21759000	3479000	13743000	15581000	5847000	17222000	30000	65000	3000	2000	266000	100000	1450000	0	95000	0	49112000	40785000	14670000	12183000	6028000	6000000	9000	7000	64801000	true	0	1587000	25673000	4952000	673000	0	
2490285	7865	412	5491	16992	0	35553	0	0	0	0	46049	11	6174		5329	19140	2272	29650	39864	0	0	159	0	0	4980	8187	21	0	11991	3438	2418	0	0	7859	5856	0	0	5855	0	0		0		0		0		0	true							
2497181	665685	0	59080	126368	0	126368	0	0	10032	0	1504659	0	211509		112723	507186	25185	62828	1288506	4460	4644	13938	10032	10032	66584	35065	132191	3718	101649	30664	22387	40263	917	124834	94231	263140	0	53050	2687	0		0		238520		0		238520	true							
2502825	0	0	0	0	0	0	0	0	0	0	500	0	0		0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	500	0	0	500	0	0		0		0		0		0	false							
2505424	43639	0	28638	49960	0	104841	0	0	0	0	184977	0	19180		20848	90271	5788	76203	165797	0	0	2630	0	0	12758	20011	2745	96	32769	3624	10862	971	0	14762	15457	0	0	14486	0	0		0		0		0		0	true							
2505451	18730	0	1305	217805	0	264494	0	0	0	0	268439	0	545		27259	115012	10888	263189	267894	0	0	4621	0	0	12587	48473	4657	816	61060	10946	52705	4131	382	39274	68164	10	0	63651	0	0		0		10		0		10	true							
2505460	76940	0	8896	113283	0	159783	0	0	0	0	209995	0	12642		26382	2661	3831	150392	197353	495	0	1285	0	0	23763	50754	7489	522	74517	15960	29578	1847	480	56147	47865	16374	0	45538	0	0		0		1399		0		1399	true							
2508751	371307	0	45969	996552	0	1103280	0	0	429991	0	2497010	0	332719		134358	1568840	108320	1046801	2164291	10510	0	12596	429991	429441	67329	242842	11292	285	310171	38683	167188	28939	305	187390	235115	727884	0	205871	0	69770		0		281606		0		122092	true	65619	96559	66512	1278102	9047	362260	
2515320	7032	0	30588	719051	0	719051	0	0	155792	0	432092	0	35963		1394	281302	1056	685038	394890	3425	1239	239	155792	155792	12985	127986	469	0	140970	1425	308	585	0	140046	2318	251104	0	1733	741	0		0		237968		0		227875	true							
2529176	7646	0	0	81921	0	81921	0	0	0	0	107785	0	7761		23780	31181	4680	81921	100024	0	0	2401	0	0	16552	20424	9050	84	36975	3999	15328	3521	0	22330	22848	0	0	19327	0	0		0		0		0		0	true							
2531562	3759	0	0	8663	0	16559	0	0	0	0	69428	0	0		9399	29589	3420	16559	61537	0	7891	1252	0	0	7187	13923	5721	2131	21109	1263	4551	1304	0	19562	7118	0	0	5813	7891	0		0		0		0		0	true							
2531991	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2533043	1705	0	0	17129	0	21184	0	0	11244	0	66346	240	3290		5945	20614	380	21184	45645	0	17171	0	11244	11004	11744	19952	1381	24	31696	5662	5264	0	0	27156	10926	1008	0	10926	10459	0		0		760		0		0	true							
2536633	28146	0	17005	50016	0	64818	0	0	1	0	54886	0	2318		8074	5482	2081	47813	52568	0	0	285	1	1	3841	11697	456	32	15538	3400	1832	0	0	7952	5232	0	0	5232	0	0		0		0		0		0	true							
2539960	35630	0	11993	110785	0	144220	0	0	60347	0	445126	0	63507		71453	170285	26656	101121	369326	31106	12293	706	29731	24229	49064	96702	23751	2643	145766	19021	45894	1599	538	100707	67052	16605	30616	64915	10804	0		0		25493		0		13435	true							
2562137	12279	0	18055	25431	0	69965	0	0	0	0	93997	0	5148		14643	38395	3098	51910	88849	0	0	616	0	0	9106	20118	1280	61	29224	4814	7653	291	0	15922	12758	0	0	12467	0	0		0		0		0		0	true							
2562164	115087	0	51625	2004800	0	2119243	0	0	457989	248	1838332	0	89836		5299	1709287	4563	2065885	1742550	1733	5698	1987	457989	457989	3366	4739	1373	472	8105	578	2462	968	0	4651	4008	442792	0	3040	0	0		0		405182		0		0	true	103721	1102898	308705	1065142	100623	14456	
2567123	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2568063	0	0	0	46618	0	434808	0	0	0	0	505713	0	0		8604	489285	29562	434808	505713	0	0	1541	0	0	3465	6431	3977	883	9896	869	546	0	257	6152	1672	0	0	1415	0	0		0		0		0		0	false							
2576134	1502	0	0	0	0	45307	0	0	1358853	0	1647762	0	11210		1208082	396962	844	45307	1595336	0	41216	0	1358853	1129588	406698	609187	233368	43	1015885	0	0	0	0	41214	0	0	0	0	41214	0		0		193769		1		0	true							
2577739	11585	0	11892	26125	0	58969	0	0	0	0	115384	0	4123		10416	50722	4361	47077	111261	0	0	3150	0	0	7108	21126	2093	157	28230	7170	13111	2312	0	20068	22593	0	0	20281	0	0		0		0		0		0	false							
2580243	30434	0	28247	300010	0	300010	0	0	0	0	522080	0	8588		105306	183595	28616	271596	513492	167	0	14302	0	0	88580	116420	10338	7028	204999	39396	43889	260	2141	117059	85686	61259	0	83285	0	0		0		55882		0		55882	false							
2587916	10532	5	5837	186983	0	226591	0	0	0	0	342966	0	21206		22012	210113	5446	220005	321230	744	530	3146	0	0	23855	39303	2070	227	63158	24330	31710	827	0	43442	56867	32257	0	56040	0	0		0		0		0		0	true							
2594240	5797	27735	131179	1312371	0	1312371	0	0	239837	0	1789082	84424	49481		75872	1488448	3460	1143787	1636153	9670	19024	2131	239837	219469	75771	62923	17477	7811	138693	100750	24210	5705	189	88109	130854	850775	0	124960	0	0		0		748613		0		748613	true							
2594419	34853	0	15868	101673	0	222725	0	0	0	0	130825	0	6772		3762	70332	4229	206857	123345	0	708	871	0	0	5397	8143	1030	576	13540	4528	5694	0	273	11384	10495	6909	0	10222	0	0		0		0		0		0	true							
2596646	130782	0	167801	507879	0	897165	0	0	139235	0	1722506	0	188843		409272	333922	89114	728622	1532194	742	1469	50507	139235	9707	200027	461051	129651	78596	661078	93714	237061	41374	16328	460053	388477	67572	0	330775	0	0		0		54107		0		54107	true							
2597223	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2597232	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2598396	0	0	4067	50030	0	82729	0	0	0	0	85868	0	10600		19167	33503	5131	78658	73530	4	1738	2068	0	0	8165	28528	3647	506	36693	2933	7560	1028	0	21678	11521	2162	0	10493	1738	0		0		0		0		0	true							
2600039	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2602828	6601	0	1956	22753	0	35450	0	0	4019	0	51220	0	5552		4788	21664	266	29227	45668	4267	0	129	0	0	2716	6950	2100	235	9665	4122	4754	2078	0	7211	10954	7449	4019	8876	0	0		0		3147		0		3147	true							
2605566	2000	0	0	389	0	389	0	0	537884	0	540384	0	0		537884	0	0	389	540384	0	0	0	537884	243530	23505	220025	259599	34755	243530	0	500	0	0	0	500	0	0	500	0	0		0		0		0		0	false							
2607412	2542	0	0	5892	0	7184	0	0	7896	0	63679	0	198		14238	15689	1114	7184	40028	0	23453	388	7896	5977	14295	23975	676	0	38270	1574	2989	1939	0	24708	6502	0	0	4563	14382	0		0		0		0		0	true							
2608754	223107	0	225882	1543013	0	1888317	0	0	198916	0	2841894	0	360829		422369	1610413	42134	1637819	2480021	24616	1044	15514	198916	178830	150892	426741	55909	7295	577633	158145	186468	20987	1936	218468	367536	277608	0	344613	0	0		0		0		0		0	true	189075	183562	455712	895770	184031	39076	
2610784	6116	0	50	25933	0	38670	0	0	558	0	59236	0	2492		5102	29836	1050	38620	56744	0	0	237	558	558	5296	5710	366	45	11006	7323	4544	0	0	6315	11867	2192	0	11867	249	0		0		2192		0		2192	true							
2614344	50952	0	16891	106759	0	184019	0	0	14971	0	206746	0	3299		41835	28793	17380	167128	203447	0	0	9476	14971	9996	46423	30690	20424	2071	77113	18045	8059	935	355	57773	27394	0	0	26104	0	0		0		0		0		0	true							
2615190	950226	0	0	3900	0	3900	0	0	5466196	0	6987864	0	47861		5092693	484185	13035	3900	6846483	0	93520	0	5465721	3264080	842466	2182306	1795808	596934	3024772	59738	38552	28893	8755	324821	135938	0	475	98290	114425	0		0		0		0		0	true	3900	0	0	415548	12510	937716	
2615220	24686	0	22453	49676	0	118668	0	0	2914	0	140141	0	5238		21497	42749	6637	96215	134671	0	232	3467	2914	0	12512	29918	4139	456	29089	5435	20246	0	0	25528	25681	10562	0	14702	0	10562		0		0		0		10562	true							
2618780	9031047	0	0	9449572	0	10331467	0	0	206243	0	16197590	0	250334		791954	4928573	0	10330194	14994933	1273	952323	0	206243	206243	784510	791134	78691	94	1575644	288077	262589	29766	3109	862475	583541	1162213	0	550666	0	0		0		1162213		0		1162213	true	12133	131776	329021	3969773	8958603	72443	
2619714	18900	0	13380	87239	0	136521	0	0	5000	0	176444	0	17510		47018	23082	6796	121902	153589	1239	5345	3785	5000	5000	33759	55987	6392	1683	89746	12245	21816	2581	0	50803	36642	55422	0	34061	0	0		0		37568		0		37568	true							
2621285	10324	0	14838	31148	0	62026	0	0	8853	0	104771	0	6822		13066	45149	2651	30519	80448	16669	17501	1028	0	0	11579	17832	2003	850	24558	4970	12064	0	0	19198	17034	0	0	17034	4308	0		0		0		0		0	true							
2621940	15367	0	1293	43280	0	64295	0	0	0	0	83109	0	11306		8610	14157	2307	63002	71803	0	0	492	0	0	15914	5753	741	186	20533	20389	8725	1326	550	13984	30990	0	0	28524	0	0		0		0		0		0	true							
2624400	214409	0	53761	357578	0	436433	0	0	201629	0	1180706	0	249207		102215	487196	84772	382569	931012	103	487	12482	201629	201263	45719	182472	11880	511	228190	20748	209416	7593	762	138367	238519	74565	0	230164	487	89353		663		138918		0		140655	true	44342	59450	43081	323551	119889	94519	
2625724	10464	0	17594	168385	0	245341	0	0	56420	0	890504	0	19998		85147	184332	9293	226013	847173	1734	23333	1638	53686	8556	91398	304634	4032	0	396032	77378	218002	263	0	314917	295643	60138	2734	295380	0	0		0		49053		0		8630	true							
2631172	24090	0	20310	87089	0	89846	0	0	0	0	336061	0	50236		16668	258688	3161	67060	284488	2476	1337	1097	0	0	12499	30111	652	99	42610	3831	5271	820	0	26693	9922	88026	0	9102	0	0		0		70602		0		70602	true							
2631846	0	0	0	483852	0	924537	0	0	15001	0	204709	0	16470		22528	0	3340	923725	181209	812	7030	2176	15001	10001	8093	37403	17388	4458	45496	6122	100234	29681	1330	44814	137367	0	0	106356	23745	0		0		0		0		0	true	0	131437	0	0	0	0	
2634191	2956387	210	1282718	9379184	0	12347382	0	0	3308	248	9459436	115	689775		917908	3264473	211656	11049035	8756212	15419	13086	60177	3308	3308	1202231	677084	78076	25270	1879315	830493	400936	16812	7674	1064753	1255915	1824388	0	1231429	0	0		0		1572513		0		1569206	true	1206349	2968199	1398352	1866121	2390821	565566	
2634351	180784	1	93287	1101767	0	1344808	0	0	339586	0	1580789	0	220787		131363	1098715	33873	1247956	1360002	3564	0	2978	339586	339336	104804	114890	3069	560	219694	43443	34524	0	0	91960	77967	44932	0	77967	0	3379		0		216764		0		3379	true	162456	235311	222288	693513	0	180784	
2641827	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2642598	17751	0	8059	346900	0	346900	0	0	0	0	275447	0	254		4984	187237	1180	338345	275193	496	0	142	0	0	9857	2834	62	192	12691	53374	3740	0	402	7961	57516	13225	0	57113	0	0		0		11027		0		11027	true							
2643595	0	0	0	5991	0	10703	0	0	35491	0	239173	0	1981		72034	67462	8346	10703	225499	0	11693	4326	35491	14303	25953	55222	16918	39853	81175	4600	25190	3023	952	65912	33765	7697	0	29790	11693	0		0		0		0		0	true							
2649177	610043	0	0	0	0	0	0	0	73977	0	684020	6225	148539		73977	0	0	0	513003	0	16253	0	73977	22000	15000	7000	45977	6000	22000	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2651899	2000	0	0	0	0	0	0	0	0	0	2000	0	0		0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2652092	1689026	0	104606	817462	0	982058	1451	0	3461211	4830	8151417	0	173338		1644942	3038150	164930	870053	7883434	5948	89815	17466	3461211	3028094	843079	1263650	425181	178290	2106728	239887	400456	72383	1316	1065258	714042	1283149	0	640343	75763	0		0		2013726		2		1070226	true	3539	4143	140569	2866627	102157	1374686	
2654911	7941205	0	0	0	0	0	0	0	838	0	8379268	4212	4324		173566	0	4857728	0	8370732	0	0	264497	838	838	24895	96748	152504	49331	121643	853	34723	60655	18355	149911	114586	0	0	35576	0	498348		2319		146570		1901472		2548710	true	0	0	0	0	7932670	8535	
2661861	37813	0	26159	250420	0	455454	0	0	36342	0	233240	0	744		3041	184954	0	429295	231993	0	503	0	36342	0	2375	4723	358	260	7098	386	2100	271	0	4674	2757	176922	0	2486	0	0		0		176922		0		0	true							
2666400	67132	0	0	188622	0	204684	0	0	491125	0	1342663	0	4603		589489	404298	23974	204684	1338060	0	0	3579	491125	386170	205358	443771	111598	2927	649107	35617	68070	3892	0	174165	107579	32196	0	103687	12326	0		0		0		0		0	false							
2667920	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
2667939	25979	0	23502	96742	0	135139	0	0	84988	0	322318	0	32955		24571	27317	6177	109901	246488	1736	42875	3686	5234	3033	28766	74070	30057	8761	102388	36058	33874	30614	26822	117083	127368	89290	25604	69932	41775	7845		0		0		0		7845	true							
2667957	36717	0	122716	111443	0	291151	0	0	50000	0	432413	0	33000		89526	158097	18986	168359	399413	76	0	11100	50000	19797	37120	70635	25860	19361	107755	18529	50088	13073	2932	63450	84622	0	0	68617	0	0		0		0		0		0	true							
2668598	36473	0	16202	96240	0	144083	0	0	0	248	317427	0	38413		69445	121445	13518	126543	277290	1338	1476	5276	0	0	57321	63596	16580	1006	112634	10046	7294	3666	0	69058	21006	65189	0	17340	0	0		0		0		0		0	true							
2684552	25260	0	7318	63969	0	116674	0	0	0	0	199249	57	5891		36027	47152	10418	109353	193053	3	248	5482	0	0	22429	59682	6181	1159	82089	10723	22954	3440	269	53425	37386	0	0	33677	248	0		0		0		0		0	false							
2686211	34460	1	3451	115706	0	146592	0	0	52306	0	331668	0	3819		86736	87387	4306	143140	324284	0	3565	1178	52306	52306	43555	102935	6239	255	146490	6866	47862	2108	0	66249	56836	0	0	54728	1731	0		0		9287		0		0	false							
2687133	28039	0	35043	113931	0	186029	0	0	492	0	107115	0	7493		8874	49146	0	150986	99622	0	0	0	492	5	7885	8698	138	570	16583	9105	3534	0	0	8417	12639	0	0	12639	0	0		0		0		0		0	true							
2687487	0	0	0	1158	0	1158	0	0	215928	0	284362	0	0		0	0	0	1158	0	0	284362	0	0	0	8085	50849	8000	0	58934	59278	111906	46244	0	66934	217428	0	171184	171184	42342	0		0		0		0		0	false							
2693264	528127	1	32060	1192825	0	1280484	0	0	437434	0	2374547	0	279589		121496	1331609	77078	1247285	2094706	1138	252	8597	437434	437184	57379	197989	11119	765	255367	40426	201595	5538	0	145756	247559	563753	0	242021	252	27150		0		333978		0		93351	true	150729	64972	150091	1041263	7936	520191	
2694681	43491	3528	0	380408	0	424237	0	0	0	0	2029035	733	0		230511	109776	17347	420709	2028302	0	0	4446	0	0	252939	835236	1764	9	1088175	169137	613814	2869	0	859437	785820	0	0	782951	0	0		0		0		0		0	true							
2696180	24615	1	1291	16690	0	32995	0	0	0	0	67952	0	10544		16476	2756	3735	31703	57408	0	0	931	0	0	7376	17219	2873	803	24252	10862	1191	257	0	11796	12310	0	0	12053	0	3860		0		0		0		3860	true							
2697963	45424	0	63569	88635	0	404111	0	0	205988	0	465999	0	46076		73374	143620	1467	336331	409881	4211	10042	1370	205988	205988	91379	146775	3459	222	238154	12496	14846	7778	0	168461	35120	361385	0	27342	0	0		0		0		0		0	true	0	0	30484	113136	36294	9130	
2700984	4988427	0	0	0	0	231444	0	0	905985	0	6266572	0	0		244167	1033978	41806	231444	6266572	0	0	0	905985	905985	244167	0	0	0	244167	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	true	6679	0	0	1033978	0	4988427	
