"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
869346																																							39519	3544	74023	0	3244	1616	0	4126	284272	247874	1832	258143	0	2021	0	0	26129	1613	284272	0	0	4225	0	0	22730	0	26607	221267			0	155191	153170	-2439	5030	0	0	8437	26129	0	0	
869551																																							4461	8312	123768	0	0	2368	542	23608	456950	375688	1320	388966	0	3212	11958	0	67984	300	456950	0	0	71678	0	0	6050	264	62687	313001			0	296607	293395	-10044	0	0	0	0	67984	232	0	
869663																																							9494	3250	276554	0	0	656	2820	8237	756310	570349	3408	622488	0	2070	38982	0	133822	3500	756310	0	0	121785	0	0	40000	0	74558	495791			0	456937	454867	-31463	0	0	23	9726	133822	432	0	
869953																																							61481	5442	85451	0	0	1801	0	8546	336945	297958	823	298781	0	1949	0	0	38164	300	336945	0	0	39193	0	0	300	0	78575	219383			0	169981	168032	-1629	0	0	0	0	38164	0	6192	
870539																																							2553	15826	336972	0	445	18110	0	40880	760974	644629	20670	665299	0	2966	0	0	95675	366	760974	0	0	52457	0	0	74952	0	168205	476424			0	248298	245332	-32100	0	0	0	0	95675	0	100856	
870650																																							35919	6282	119845	0	288	8496	0	10960	839910	722742	5978	785470	0	11546	56750	0	54440	500	839910	0	0	70667	0	0	1000	0	129962	592780			0	669092	657546	-17727	574	0	0	0	54440	0	0	
870856																																							248	2597	29846	0	0	585	0	3555	82103	70344	432	75334	0	978	4436	0	6769	100	82103	0	0	8210	0	0	3098	0	17260	53084			0	46230	45252	-4639	0	0	122	0	6769	20	0	
870913																																							20426	988	115215	0	13598	25794	45	18784	501153	426370	6489	452545	0	2658	19686	0	48608	2102	501153	0	0	9508	0	0	44782	0	72339	354031			0	307180	304522	-7784	1781	0	0	0	48608	0	0	
871358																																							590	1386	15739	0	0	413	287	961	65258	54947	187	55134	0	629	0	0	10124	75	65258	0	0	11187	0	0	225	0	12397	42550			0	42130	41501	-1363	4299	0	0	0	10124	82	0	
871648																																							11936	1384	28798	230	306	1146	57	6647	130739	112522	591	113113	0	515	0	0	17626	200	130739	0	0	14412	0	0	3800	0	28476	84046			0	80131	79616	-786	516	0	0	0	17626	103	0	
871769																																							1137443	82499	61725	0	0	126546	0	120490	11395539	8688047	62830	10007187	0	97528	300000	0	1388352	2443	11395539	0	0	1223081	58552	0	164398	626	2971470	5716577			0	6458373	6360845	-1570	0	0	0	956310	1388352	0	3446813	
871956																																							21054	1581	0	0	0	182	0	358	83697	76680	495	77175	0	488	0	0	6522	100	83697	0	0	4122	0	0	2300	0	31926	44754			0	27186	26698	0	0	0	0	0	6522	0	33824	
872047																																							443	10029	126277	0	7827	6575	0	18885	741254	638493	5788	666342	0	8335	16409	0	74912	1003	741254	0	0	58880	0	0	25095	1443	110270	528223			0	549433	541098	-10066	0	0	4069	1583	74912	79	28598	
872579																																							30027	1832	332	0	5964	11389	0	3042	240167	204736	633	206216	0	2591	847	0	33951	0	240167	0	0	33964	0	0	0	0	11310	193426			0	190172	187581	-13	0	0	0	0	33951	0	0	
873259																																							46665	12962	113918	0	13165	19649	0	18361	972696	807950	9635	850591	0	8290	33006	0	122105	160	972696	0	0	77577	0	0	48266	641	209023	598927			0	755625	747335	-3898	0	0	0	0	122105	0	0	
874050																																							1458	6323	152477	0	4987	5262	203	20883	580254	493252	4046	530684	0	2924	25575	0	49570	300	580254	0	0	17051	0	0	39700	531	21424	471828			0	390836	387912	-7481	0	0	0	7811	49570	218	0	
874452																																							37	743	7215	0	0	228	0	3799	124003	75681	1862	112568	0	969	35025	0	11435	100	124003	1514	0	1917	0	0	9900	0	15835	59845			0	111436	110467	-482	0	0	0	0	11435	0	0	
874845																																							205439	97413	996957	1600	6707	67957	284	266335	6957623	6179074	47272	6251258	89	66552	7708	0	706276	2182	6957623	17204	17204	753408	0	0	111807	1637	1263981	4915093			0	5226827	5160275	-161121	2315	0	0	0	706365	1111	132389	
875048																																							6804	8802	78759	0	1890	5400	833	9661	316478	280949	2063	284967	0	3969	0	0	31511	400	316478	0	0	27136	0	0	11368	734	54497	226452			0	207564	203595	-7393	0	0	0	1955	31511	0	0	
875057																																							36303	5958	94181	0	238	3037	1369	14129	364466	308628	3500	312128	0	3103	0	0	52338	750	364466	0	0	47290	0	0	6750	0	112488	196140			0	212354	209251	-2452	0	0	0	0	52338	0	0	
875132																																							104643	4796	80	0	1098	3159	0	2396	422271	365861	2651	368512	0	3443	0	0	53759	937	422271	0	0	41160	0	0	11665	0	91066	274795			0	309542	306099	-3	0	0	0	0	53759	0	0	
875655																																							27937	3052	29591	0	3166	1559	0	2450	137699	123791	690	124481	0	911	0	0	13218	150	137699	0	0	5344	0	0	8042	0	30188	93603			0	70681	69770	-318	102	0	0	0	13218	72	0	
875758																																							32331	2029	12553	0	0	996	0	4848	239129	214405	1820	216225	0	422	0	0	22904	2000	239129	0	0	14062	0	0	7000	0	73781	140624			0	87504	87082	-158	0	0	0	0	22904	0	99290	
875879																																							1324	197	8382	0	887	213	0	5406	93352	63865	688	85553	0	498	21000	0	7799	1	93352	0	0	-2407	0	2028	9973	3132	5587	58278			0	74309	73811	-1796	0	0	0	0	7799	0	0	
875936																																							55885	6410	16078	0	0	7685	669	19673	549164	473515	4512	478027	0	5201	0	0	71137	1087	549164	0	0	29439	0	0	40853	0	113783	359732			0	357741	352540	-242	0	0	0	0	71137	0	90224	
876157																																							732	963	11135	0	0	365	38	1612	78289	71177	630	72402	0	630	0	0	5887	25	78289	0	0	1964	0	0	4725	0	9423	61754			0	62045	61415	-827	1766	0	0	595	5887	263	0	
876634																																							394917	78485	525360	0	89984	107336	132	112619	4392241	3790804	36349	3890487	0	29862	41534	0	501754	100	4392241	0	0	336745	0	0	168932	19181	1418032	2372772			0	2631490	2601628	-4023	0	0	0	21800	501754	0	462599	
876700																																							42361	9467	287842	0	48511	26837	491	101320	2893944	2141537	57188	2504475	0	18321	297817	0	389469	0	2893944	7933	7933	416170	0	0	0	552	261839	1879698			0	2220027	2201706	-26701	1247	0	0	0	389469	165677	0	
877350																																							9505	1427	25157	0	0	6687	0	8557	197631	175424	1253	176677	0	1616	0	0	20954	800	197631	0	0	17710	0	0	3200	0	33486	141938			0	147843	146227	-756	0	0	0	0	20954	71	0	
877752																																							25921	4040	63369	0	64	2032	91	8685	385198	339721	3273	343114	0	4756	120	0	42084	120	385198	0	0	42304	0	0	230	0	58657	281064			0	285752	280996	-570	0	0	0	0	42084	0	0	
877958																																							2076	2968	6938	0	2809	992	0	407	30517	24608	47	24655	0	105	0	0	5862	100	30517	0	0	-118	0	0	5881	0	5631	18977			0	13187	13082	-1	1245	0	0	0	5862	0	0	
879439																																							14675	79	23896	0	0	906	393	6871	169672	141162	2240	152719	0	1872	9317	0	16953	257	169672	0	0	12659	0	0	7256	0	33322	107840			0	124724	122852	-3219	0	0	0	0	16953	0	0	
879457																																							44627	27141	299297	0	0	42765	0	54518	1755510	1575355	15742	1631097	0	16819	40000	0	124413	100	1755510	0	0	96626	0	0	54978	0	210621	1364734			0	1268520	1251701	-27291	0	35461	0	0	124413	0	0	
879550																																							7402	1208	12907	0	0	541	0	703	31961	28199	65	28264	0	229	0	0	3697	100	31961	0	0	4395	0	0	150	0	6157	22042			0	9429	9200	-948	0	0	0	0	3697	0	0	
879644																																							10361	9574	67981	0	0	5237	307	15181	497733	429486	1792	436278	0	5493	5000	0	61455	300	497733	0	0	58806	0	0	4471	0	72506	356980			0	394585	389092	-2122	0	0	0	0	61455	0	0	
879747																																							14349	4425	63308	0	266	2497	0	11878	256316	223793	5097	228890	0	2167	0	0	27426	600	256316	0	0	26223	0	0	4259	0	58475	165318			0	160739	158572	-3656	1021	0	0	0	27426	0	0	
880332																																							34442	5028	120850	0	0	6494	495	17988	386824	343066	3038	346104	0	2061	0	0	40720	2602	386824	0	0	37338	0	0	6240	0	72145	270921			0	185287	183226	-5460	0	0	0	0	40720	0	18301	
880855																																							30704	11160	279212	0	0	8867	0	19779	894510	835538	7900	843986	0	7819	0	0	50524	300	894510	0	0	100845	0	0	200	1066	205682	629856			0	551522	543703	-50821	0	0	0	548	50524	19	0	
881012																																							25240	15415	291311	0	36279	27207	70	68184	1613330	1361810	15700	1441082	0	10167	45451	0	172248	1000	1613330	0	0	82356	0	0	98147	2719	273427	1088383			0	1157072	1146905	-9255	0	0	0	18121	172248	0	0	
881441																																							4398	2335	11677	0	0	5005	0	1335	127412	111656	422	118078	0	597	6000	0	9334	150	127412	0	0	10120	0	0	100	0	19065	92591			0	69507	68910	-1036	80	0	0	0	9334	0	33672	
881478																																							163342	90754	656452	175113	243487	92123	0	232179	7065598	5786570	112028	6161798	0	52529	263200	0	903800	1810	7065598	0	0	252849	0	0	686330	0	1586388	4200182			0	4774855	4722326	-37189	0	0	0	0	903800	0	689822	
881852																																							23621	2853	8032	0	1227	1228	15	7388	203755	178494	1448	180709	0	1632	767	0	23046	800	203755	0	0	10889	0	0	11875	0	20153	158341			0	161023	159391	-518	0	0	0	0	23046	0	0	
881900																																							10388	336	22261	0	0	1313	0	3802	135643	113907	1653	123560	0	602	8000	0	12083	400	135643	0	0	11589	0	0	401	0	26085	87822			-28	98145	97543	-279	0	0	0	0	12083	0	0	
882242																																							13467	8637	51728	0	7068	5362	0	12506	464846	391233	4696	405929	0	3715	10000	0	58917	260	464846	0	0	37714	0	0	20754	0	82626	308607			0	362779	359064	189	6901	0	0	0	58917	113	0	
882541																																							11010	1434	13920	0	0	1585	0	3756	126594	111338	757	112095	0	775	0	0	14499	200	126594	0	0	13921	0	0	800	0	29273	82065			0	95591	94816	-422	0	0	0	0	14499	73	0	
882701																																							64582	27380	246772	0	4952	28198	0	86243	1830497	1429675	48273	1599549	0	18118	121601	0	230948	0	1830497	0	0	271588	0	0	0	693	316615	1113060			0	1388272	1370154	-40640	0	0	0	0	230948	921	602	
882952																																							31679	4961	56805	0	0	2798	0	9067	363635	319032	1793	337137	0	3050	16312	0	26498	500	363635	0	0	29573	0	0	1500	0	50427	268605			0	261375	258325	-5075	0	0	0	0	26498	0	0	
883351																																							221	1765	79812	0	0	312	0	2444	141436	127380	819	130199	0	898	2000	0	11237	200	141436	0	0	18070	0	0	2300	0	36142	91238			0	54030	53132	-9333	3750	0	0	0	11237	0	0	
883959																																							26875	1298	34952	0	4139	5589	0	16533	337079	289141	1050	293635	0	3501	3444	0	43444	110	337079	0	0	8660	0	0	37189	0	79719	209422			0	251194	247693	-2515	0	0	0	0	43444	0	0	
884303																																							284226	35825	287335	0	22271	20577	56	84823	2850563	2479871	45537	2584024	0	22665	58616	0	266539	6472	2850563	0	0	208202	0	0	94569	2212	624455	1855416			0	2132414	2109749	-42704	0	0	0	0	266539	2809	680	
884358																																							10133	12736	397189	0	0	5633	0	20566	678530	593262	3179	596441	0	2387	0	0	82089	2200	678530	15957	0	101410	0	0	5800	0	186409	406853			0	218703	216316	-27321	0	0	0	0	82089	0	0	
884376																																							7780	1995	33156	0	182	353	0	6202	130944	114079	1134	119438	0	823	4225	0	11506	373	130944	0	0	8597	0	0	5498	0	6428	107651			0	79520	78697	-2962	0	0	0	0	11506	0	2579	
884442																																							8775	13032	92291	0	6463	21092	0	32898	1039853	847807	11964	955647	55	8368	90000	0	84151	1200	1039853	712	712	72362	0	0	19250	1284	139740	708067			0	855460	847092	-8661	949	0	0	5164	84206	0	15265	
884648																																							8403	1398	48920	0	3296	1835	0	12917	286978	216092	4559	262593	0	2967	41942	0	24385	120	286978	0	0	10588	0	0	15080	0	28512	187580			0	213176	210209	-1403	0	0	0	0	24385	0	0	
884657																																							16054	1291	18427	0	0	731	0	2068	105684	98731	350	99081	0	468	0	0	6603	100	105684	0	0	2899	0	0	3900	0	20947	77784			0	60767	60299	-296	6814	0	0	0	6603	0	0	
885252																																							58974	2632	18726	0	0	3253	0	9182	271968	237546	2438	244384	0	1342	4400	0	27584	108	271968	0	0	19058	0	0	9334	0	49215	188331			0	180543	179201	-916	0	0	0	0	27584	0	0	
885430																																							28200	4846	35125	0	0	2260	135	2606	295174	274028	597	274625	0	2161	0	0	20549	450	295174	0	0	22531	0	0	11300	0	106904	167124			-1153	78290	76129	-12579	0	0	0	0	20549	0	145873	
885579																																							6672	434	284	0	123	294	208	3691	65070	60773	642	61415	0	1197	0	0	3655	0	65070	0	0	3653	0	0	0	0	906	59867			0	54208	53011	2	353	0	0	0	3655	0	0	
885869																																							147524	26740	313927	0	4957	17914	170	40357	1593355	1438336	11630	1450030	0	15911	64	0	143325	1000	1593355	875	0	126381	0	0	33043	785	359578	1078758			0	1049554	1033643	-17099	0	0	0	0	143325	713	5750	
886204																																							96060	7334	416991	0	0	20614	0	65703	1476527	1299869	18712	1318581	0	1900	0	0	157946	0	1476527	0	0	163891	0	0	0	0	102671	1197198			0	627629	625729	-5945	0	0	0	0	157946	0	244096	
886624																																							36034	10589	169808	0	890	20595	116	36126	979478	865608	8366	873974	0	9704	0	0	105504	376	979478	0	0	126782	0	0	1574	1081	262400	603208			0	699969	690265	-23228	0	0	0	0	105504	0	13974	
887340																																							25556	19880	148152	0	9326	24570	101	44430	1560484	1269491	21099	1403705	0	14665	86917	0	156779	1305	1560484	0	0	84238	0	0	80247	22683	175323	1094168			0	1278450	1263785	-9011	2001	0	0	26198	156779	0	0	
887827																																							5059	528	12500	0	0	301	0	2324	118013	101390	769	102159	0	1266	0	0	15854	343	118013	0	0	16010	0	0	840	0	10518	90872			0	82187	80921	-1339	12231	0	0	0	15854	0	4149	
887854																																							2117	1679	20655	0	0	1054	0	1844	73175	66451	98	68049	0	406	1500	0	5126	25	73175	0	0	5825	0	0	368	0	19602	46849			0	43330	42924	-1092	2902	0	0	0	5126	0	0	
888002																																							70014	49381	2037156	4204	14062	63134	0	264912	6102056	5233761	33793	5363864	0	35301	11804	0	738192	0	6102056	0	0	782167	0	0	11397	0	1254706	3979055			0	3560724	3525423	-55372	40988	0	0	84506	738192	32782	0	
888141																																							2706	2022	68595	0	0	3306	0	14774	212907	188986	1841	198027	0	1743	7200	0	14880	600	212907	0	0	5237	0	0	15217	0	24487	164499			0	123247	121504	-6174	0	0	0	0	14880	0	0	
888271																																							30827	2206	18241	0	28	2872	389	6731	489401	384899	1498	401397	0	4530	15000	0	88004	0	489401	0	0	88055	0	0	0	0	36208	348691			0	426490	421960	-51	0	0	0	0	88004	452	5695	
888552																																							7956	12657	163912	0	1614	11854	21	22319	812607	735520	7535	743055	0	8057	0	0	69552	1200	812607	0	0	68627	0	0	22120	0	25650	709870			0	600181	592124	-22395	150	0	0	0	69552	0	0	
888833																																							77334	19424	136477	0	0	9237	0	20273	634703	552403	3581	559689	0	4976	3705	0	75014	665	634703	0	0	55428	0	0	26835	0	130306	422097			0	318154	313178	-7914	58780	0	0	0	75014	0	0	
890050																																							22700	7693	214710	0	0	473	0	3570	588882	521014	2234	523248	0	2590	0	0	65634	100	588882	0	0	89382	0	0	1800	1199	115106	405908			0	161785	159195	-25648	0	0	0	0	65634	0	179342	
890649																																							5659	1787	42067	0	0	1185	0	4188	181472	150190	1123	161213	0	1109	9900	0	20259	400	181472	0	0	22098	0	0	1600	0	19073	131117			0	127390	126281	-3839	281	0	0	0	20259	24	0	
890742																																							11296	21369	614660	0	182	17375	822	31957	1866322	1482598	11360	1693622	0	10996	71376	0	172700	3200	1866322	0	0	186318	0	0	5300	0	236851	1245747			0	1156822	1145826	-22118	0	0	0	128288	172700	0	22835	
890957																																							3122	4286	0	0	0	384	0	2800	97193	86794	1437	88231	0	236	0	0	8962	105	97193	0	0	7457	0	0	1400	0	12219	74575			0	45169	44933	0	20153	0	0	0	8962	0	21515	
891226																																							24154	8867	121434	68	7022	8442	2758	30997	841714	750163	6057	772385	0	4233	11393	0	69329	16564	841714	0	0	26682	0	0	41144	641	124129	626034			0	619702	615469	-15061	0	0	0	4772	69329	534	21328	
891253																																							64814	9083	198550	538	0	393	0	2985	294512	250862	1058	251920	0	202	0	0	42592	600	294512	0	0	13454	0	0	34122	0	80575	170287			0	18351	18149	-5584	0	0	0	0	42592	0	0	
892205																																							56880	29919	178785	9175	14114	30176	0	107555	2708826	2331654	25552	2464366	0	19733	102040	0	244460	500	2708826	5120	5120	18468	0	0	245306	0	596804	1734850			0	2092631	2072898	-19814	6089	0	0	0	244460	444	197671	
892223																																							12487	5190	47744	0	256	2697	0	8335	211988	191868	2112	195980	0	1239	2000	0	16008	800	211988	0	0	18469	0	0	800	199	30184	161684			0	133063	131824	-4061	2256	0	0	0	16008	0	1000	
893855																																							425734	19888	175329	0	45011	8219	0	178531	1743973	1527568	38347	1566570	0	8043	655	0	177403	60	1743973	0	0	51465	0	0	126866	83687	617460	910108			0	813642	805599	-988	0	0	0	0	177403	1975	0	
894272																																							20358	1320	117498	0	0	1984	0	9694	274496	251034	3185	254219	0	1628	0	0	20277	100	274496	0	0	20740	0	0	7000	0	19316	231718			0	125270	123642	-7563	0	0	0	0	20277	0	0	
894348																																							6061	8887	170236	0	791	7001	0	37690	1004361	830264	10926	896190	0	13107	55000	0	108171	3150	1004361	0	0	97008	0	0	18500	366	142519	687745			0	786193	773086	-10487	243	0	0	0	108171	0	0	
894544																																							28417	7973	132785	0	9094	4805	0	17871	549339	488687	3618	497850	0	4448	2000	0	51489	500	549339	0	0	28896	0	0	31145	183	75620	413067			0	352295	347847	-9052	165	0	0	3545	51489	199	0	
894834																																							17124	832	0	0	3	1920	0	1390	44853	37643	181	37824	0	312	0	0	7029	300	44853	0	0	2089	0	0	4639	0	16202	21441			0	22840	22528	1	0	0	0	0	7029	0	1056	
895055																																							96992	7214	71773	0	0	28811	6978	24327	981720	876824	4731	892071	0	9158	10516	0	89649	354	981720	0	0	62661	0	0	34300	0	84185	792639			0	754783	745625	-7666	0	0	0	0	89649	0	0	
895448																																							10563	2569	50147	0	0	1650	0	9441	193839	154284	1985	175777	0	1185	19508	0	18062	400	193839	0	0	19582	0	0	1600	0	14263	140021			0	120654	119469	-3520	0	0	0	0	18062	0	0	
895710																																							72679	26309	394743	0	57207	25089	402	119479	2598271	2127673	30273	2302373	0	21699	143894	0	295898	2630	2598271	0	0	115218	0	0	208387	3926	523571	1604102			0	1919258	1897559	-30337	0	0	0	533	295898	878	0	
896155																																							85	6153	95402	0	0	2456	0	11569	349651	298723	2036	315310	0	2826	12500	0	34341	200	349651	0	0	39163	0	0	3200	0	66442	232281			0	227027	224201	-8222	7462	0	0	2051	34341	73	2250	
897170																																							86601	40287	96562	0	122	44873	0	74074	3143813	2065934	45950	2660219	0	24100	548335	0	483594	34	3143813	0	0	151481	0	0	356361	5703	210624	1855310			-11235	2482812	2458712	-13047	0	0	0	0	483594	0	336879	
897237																																							335	1900	10511	0	0	661	0	1491	51176	42295	533	42828	0	761	0	0	8348	60	51176	0	0	8044	0	0	1088	0	7555	34740			0	37039	36278	-844	0	0	0	0	8348	0	0	
897451																																							243	1809	18489	0	446	1694	0	1467	87691	76729	1113	79121	0	1235	1279	0	8570	150	87691	0	0	2126	0	0	7850	0	25094	51635			0	64261	63026	-1556	517	0	0	0	8570	0	0	
897648																																							1750	1786	17088	819	0	597	0	6092	185641	153645	1629	155274	0	2621	0	0	30367	102	185641	0	0	21303	0	0	8930	0	48259	105386			0	126132	123511	32	11450	0	0	0	30367	0	22548	
897853																																							13049	1688	14811	0	0	537	0	1422	140267	123645	414	124059	0	1349	0	0	16208	900	140267	0	0	14877	0	0	450	0	21542	102103			0	110109	108760	-19	0	0	0	0	16208	0	0	
898458																																							15506	10768	0	0	943	70	0	9492	39131	1000	24623	25623	0	27	0	0	13508	0	39131	0	0	1126	0	0	12382	0	1000	0			0	2379	2352	0	0	0	0	0	13508	0	0	
898579																																							61192	2739	20563	0	0	5727	0	24819	585435	509149	4502	513651	0	5856	0	0	71784	0	585435	0	0	73595	0	0	0	0	48781	460368			0	474914	469058	-1811	0	0	0	0	71784	786	551	
898627																																							152898	13571	236462	0	17160	28356	970	20507	1057331	939691	4904	947887	0	7067	0	0	109444	1800	1057331	0	0	78267	0	0	39199	427	249832	689859			0	594047	586980	-9822	0	0	0	3292	109444	0	0	
898850																																							47198	6661	40247	0	0	11314	744	26333	817144	697203	8447	724850	0	10284	19200	0	92294	100	817144	0	0	41594	0	0	52657	1401	125424	571779			0	693530	683246	-2057	0	0	0	0	92294	0	0	
899008																																							46819	8425	39275	0	0	7677	0	30375	935229	681992	9690	838682	0	4151	147000	0	96547	0	935229	0	0	909	0	0	100712	0	56510	625482			-3346	755611	751460	-1728	0	0	0	0	96547	0	51198	
899343																																							36463	6380	215203	0	0	7305	0	13325	802908	719754	3928	759468	0	5328	0	0	43440	1000	802908	0	0	58444	0	0	14169	2775	269406	450348			0	524133	518805	-30173	2652	0	0	35786	43440	0	0	
899428																																							159880	34435	187579	0	17133	35224	0	72327	2041259	1835759	8086	1868845	0	15186	25000	0	172414	2447	2041259	0	0	98638	0	0	89288	414	573798	1261961			0	1443023	1427837	-17959	0	0	0	0	172414	0	106430	
899642																																							133931	14886	166306	0	1937	9399	0	2907	513967	470822	915	473960	0	2155	0	0	40007	820	513967	0	0	14407	0	0	31380	235	135972	334850			0	185687	183532	-6600	0	0	0	2223	40007	0	834	
899651																																							2328	4734	49157	0	0	167	0	1278	186965	167025	1169	168194	0	1499	0	0	18771	1000	186965	0	0	18566	0	0	2000	0	48560	118465			0	125050	123551	-2795	5750	0	0	0	18771	0	0	
900034																																							41046	9202	121691	0	0	2865	0	15716	537969	486608	5827	493015	0	6046	580	0	44954	550	537969	0	0	35048	0	0	23450	0	144839	341769			0	350469	344423	-14094	3026	0	0	0	44954	0	0	
900146																																							988	11576	109575	0	12596	5632	175	23412	775995	671104	5095	691199	0	8284	15000	0	84796	197	775995	0	0	97068	0	0	7303	332	50086	621018			0	617050	608766	-19772	255	0	0	0	84796	129	2559	
900306																																							167393	5378	153516	0	325	55942	0	106914	3224447	2669442	35269	2751196	0	64944	46485	0	473251	600	3224447	0	0	261809	0	0	213495	0	483654	2185788			0	2798678	2733734	-2653	0	0	0	0	473251	1245	0	
900502																																							20202	4167	115273	0	0	3825	0	57829	480901	304891	12941	352999	0	1374	35167	0	127902	0	480901	31595	0	139670	0	0	4126	0	89896	214995			0	248717	247343	-15894	667	0	0	0	127902	0	0	
900678																																							15751	3028	29335	0	0	3829	139	29280	306857	255842	3080	263477	0	1429	4555	0	43380	10000	306857	0	0	36782	0	0	0	0	23980	231862			0	226202	224773	-3402	0	0	0	0	43380	0	722	
901134																																							16171	2633	30691	0	0	4717	514	4885	331438	244241	1576	301692	0	2103	50000	0	29746	500	331438	0	0	29299	0	0	700	0	71802	172439			0	272844	270741	-753	836	0	0	5875	29746	0	250	
901358																																							14004	7601	25901	0	2569	4065	96	10809	415562	357159	4965	375824	0	6541	13700	0	39738	970	415562	0	0	10999	0	0	29550	8220	55790	301369			0	345914	339373	-1781	0	0	0	0	39738	0	2924	
901451																																							46386	2274	3671	0	0	40	0	684	73302	60460	514	60974	0	205	0	0	12328	100	73302	0	0	12140	0	0	100	0	14907	45553			0	20452	20247	-12	0	0	0	0	12328	0	0	
901938																																							14067	9228	219974	0	2363	10504	0	44719	890479	759865	11956	776821	0	7283	5000	0	113658	750	890479	0	0	136764	0	0	770	801	214716	545149			0	596106	588823	-24626	0	0	0	0	113658	0	0	
901974																																							20370	3470	7118	215	4334	3676	0	7642	178466	148426	1909	153515	0	1707	3180	0	24951	0	178466	0	0	25226	348	0	0	0	17728	130698			0	131890	130183	-275	1010	0	0	0	24951	0	100	
902645																																							1893	724	0	0	0	57	0	1620	39187	32294	276	35188	0	177	2618	0	3999	100	39187	0	0	2999	0	0	900	0	4991	27303			0	29019	28842	0	107	0	0	0	3999	0	5944	
902672																																							14546	5679	84712	0	0	14248	39	18655	562798	499244	4550	513945	0	5129	10151	0	48853	4184	562798	443	0	53798	0	0	269	192	86485	412759			-1267	429413	424284	-8131	0	0	0	0	48853	0	0	
903240																																							2122	3952	66161	0	0	5185	532	5915	283792	248626	1647	259828	0	1913	9555	0	23964	400	283792	0	0	21701	0	0	8000	0	84841	163785			0	196183	194270	-6137	5655	0	0	0	23964	0	0	
903754																																							2540	2612	30472	0	0	1374	0	3439	112985	93154	474	102628	0	753	9000	0	10357	150	112985	0	0	11533	0	0	1600	0	16714	76440			0	73027	72274	-2926	0	0	0	0	10357	274	0	
903950																																							2364	2477	47138	0	0	2416	202	1704	197957	174827	173	181500	0	791	6000	0	16457	200	197957	0	0	10159	0	0	6300	0	54757	120070			0	108234	107443	-202	0	0	500	0	16457	0	34213	
904171																																							20935	4804	25055	0	0	9316	0	18776	641284	578646	6698	585344	0	6894	0	0	55940	0	641284	0	0	58192	0	0	0	0	86236	492410			0	569292	562398	-2252	0	0	0	0	55940	0	0	
904359																																							28016	4696	2193	0	634	3944	0	11043	278052	246990	5504	252494	0	4019	0	0	25558	431	278052	0	0	17680	0	0	7483	0	70509	176481			0	228846	224827	-36	2699	0	0	0	25558	0	0	
904845																																							741	2927	52001	0	0	2958	0	2282	137786	134026	953	134979	0	839	0	0	2807	250	137786	0	0	2963	0	0	10250	0	12134	121892			0	70758	69919	-10656	6958	0	0	0	2807	0	0	
905356																																							27517	4129	29524	0	2341	2917	0	7135	518556	458150	3571	466721	0	5381	5000	0	51835	150	518556	0	0	8091	0	0	43923	0	54131	404019			0	450374	444993	-329	0	0	0	0	51835	0	0	
905673																																							1703	5079	41697	0	5669	2869	117	13997	197064	162096	4458	167055	0	1072	501	0	30009	0	197064	0	0	28818	0	0	3912	0	18354	143742			0	127005	125933	-2721	0	0	0	0	30009	0	0	
906241																																							860	10619	250958	0	0	14094	27	23657	685030	613269	4664	624933	0	7651	7000	0	60097	1150	685030	0	0	62586	5215	0	1150	985	87943	525326			0	386266	378615	-4789	0	0	0	0	60097	0	0	
906410																																							12548	1660	34315	0	0	595	0	6142	213158	176349	1345	178758	0	1479	0	0	34400	125	213158	0	0	35791	0	0	800	0	26124	150225			0	155031	153552	-2316	4346	0	0	1064	34400	0	0	
907444																																							16145	3867	24612	0	0	5200	0	1461	233272	206260	1055	213455	0	2434	6140	0	19817	200	233272	0	0	19693	0	0	200	0	52020	154240			0	181737	179303	-276	1443	0	0	0	19817	0	1241	
907547																																							4144	8540	152087	0	8907	6216	284	22000	558304	450758	2090	515852	0	4506	12800	0	42452	900	558304	0	0	26366	0	0	34106	0	134579	316179			0	360375	355869	-18920	257	0	0	50204	42452	0	0	
908450																																							24903	6204	48803	0	0	8672	0	4852	354550	318098	4603	322701	0	2707	0	0	31849	690	354550	0	0	23937	0	0	8210	851	72083	246015			0	215992	213285	-988	5797	0	0	0	31849	0	41183	
