"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJA29	RCFDJF76	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJA29	RCONJF76	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL59	RCONLL60	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																														0	0	0	0	0	0		0	0	0	0	0	9712	6	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.lnbparis.com	
1856																														98	0	2000	98	0	2000		0	0	0	0	0	225	0	0			0	2000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.washitastatebank.com	
2161																														0	0	0	0	0	12500		0	0	0	0	0	3729	1	0			12500	0	0	0	0	0	12500	0	0	0	0	0			0	0						2	6	0	0	0	0																					www.lamarnational.com	
2732																														1112	0	0	0	0	0		0	0	0	0	0	19877	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	1112						0	0	0	0	0	0						Albank															www.albanybank.com	
2750																														0	0	0	0	0	2220		0	0	0	0	0	1232	1	0			2220	0	0	0	0	0	2220	0	0	0	0	2220			0	0						0	0	0	0	0	0																					www.genoacb.com	
3252																														0	0	0	0	0	0		0	0	0	0	0	2200	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.fnbgordon.com	
3458																														0	0	500	0	0	500		0	0	0	0	0	0	0	0			0	500	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.farmbank.com	
3720																														0	0	0	0	0	0		0	0	0	0	0	4844	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.myboc.bank	
3971																														9497	26	25000	7276	0	35500		0	0	0	0	26	0	0	0			0	25000	10500	0	0	0	0	0	0	0	0	0			960	2221						0	0	0	0	0	0																					www.midcountrybank.com	
4231																														0	0	0	0	0	0		0	0	0	0	0	264	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fmbanksylvania.com	
5069																														0	0	0	0	0	0		0	0	0	0	0	700	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
5135																														1042	308	10000	1042	0	11088		0	74	234	0	0	10391	3	0			0	10000	0	0	1088	0	0	0	0	0	0	0				0						0	0	0	0	0	0						Fisrt State Bank of Arlington		First State Bank of Colquitt		Firts State Bank of Albany		First State Bank of Donalsonville		First State Bank of Leesburg		Fisrt STate Bank of Bainbridge					fsbanks.com	
5210																														74428	32	65000	56065	0	260000		0	0	32	0	0	12195	4	0			0	65000	165000	30000	0	0	0	0	0	0	0	0			1044	18363						0	0	0	0	0	0					www.traditions.bank	Traditions Bank, A Division of ACNB Bank															http://www.acnb.com	
5461																														33	0	11498	0	0	17458		0	0	0	0	0	0	0	0			0	11498	5960	0	0	0	0	0	0	0	0	0			0	33						0	0	0	0	0	0																					www.bankbac.com	
5751																														925	0	14141	925	0	14141		0	0	0	0	0	4895	2	0			0	14141	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.kcbks.bank	
6039																														0	0	0	0	0	0		0	0	0	0	0	1144	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.pineland.bank	
6329																														0	300	0	0	0	0		300	0	0	0	0	1195	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					5	317	0	0	0	0																					www.abbank.com	
7009																														0	0	0	0	0	0	true	0	0	0	0	0	21050	4	0	false		0	0	0	0	0	0	0	0	0	0	0	0	false	false	902	0						0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																														0	0	0	0	0	0		0	0	0	0	0	3027	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					http://www.banktpb.com	
7072																														6406	0	3000	5478	379	13000		0	0	0	0	0	443	0	1251			0	3000	10000	0	0	0	0	0	0	0	0	0			0	549				2	true	0	0	0	0	0	0																					www.wallkill.com	
7456																														0	0	2725	0	0	2725		0	0	0	0	0	1445	1	0			0	2725	0	0	0	0	0	0	0	0	51	0			2	0						0	0	0	0	0	0					www.bankofhartington.net		www.bankofhartington.online														www.bankofhartington.com	
7634																														0	0	0	0	0	0		0	0	0	0	0	1020	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					THEFOURCOUNTYBANK.COM	
8462																														0	0	0	0	0	0		0	0	0	0	0	4232	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																														0	0	0	0	0	0		0	0	0	0	0	613	0	0			0	0	0	0	0	0	0	0	0	0	0	0			267	0						0	0	0	0	0	0																					www.pcbsm.com	
9357																														30256	0	0	28667	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			970	1589						1	40	0	0	0	0																					scale.bank	
9553																														0	0	522	0	0	58549		0	0	0	0	0	434	0	0			225	522	4337	4700	48765	22411	225	0	0	0	0	225			0	0						0	0	0	0	0	0																					www.adamscountybank.net	
9807																														0	2800	0	0	0	0		1699	0	1101	0	0	19473	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0					1	9	0	0	0	0																					www.amboybank.com	
9955																														0	0	7714	0	0	16859		0	0	0	0	0	2699	2	0			0	7714	8270	875	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fusion.bank	
10250																														0	0	0	0	0	0		0	0	0	0	0	5261	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.thebankofelkriver.com	
10849																														694	0	0	694	0	0		0	0	0	0	0	14719	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.firststatebk.com	
11145																														955	0	474	450	0	19474		0	0	0	0	0	3910	2	0	false	0	0	474	9000	10000	0	0	0	0	0	0	0	0	false	false		505	0					0	0	0	0	0	0																					www.losb.com	
11640																														0	0	0	0	0	0		0	0	0	0	0	8977	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.fnbclarksdale.com	
11837																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.farmbk.com	
12030																														0	680	0	0	0	0		0	0	0	0	680	237	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fnbsouth.net	
12142																														0	165	0	0	0	0		0	0	0	0	165	125	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.clevelandstatebank.com	
12311	5964211	9572	2201936	5318529	567084	12772608		134085	4	567114	true	0	58218	2201936	2506118	5760	694	0	638679	5165087	1792978	461356	1176395	0	78598	0			0						12772608		0	0	9572	0	0																0		true	true								540	4005	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																														44	0	0	0	0	8850		0	0	0	0	0	1917	1	0			0	0	3000	1850	4000	0	0	0	0	0	0	0				44						0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12946																														37132	0	0	29028	0	4		0	0	0	0	0	4310	4	0	true		0	0	4	0	0	0	0	0	0	0	0	0			3461	8104						2	57	0	0	0	0																					www.myfarmers.bank	
13103																														17427	0	292	14250	0	11290		0	0	0	0	0	15879	1	0	false	0	5809	292	4018	530	641	0	5809	0	0	0	0	5461	false	false	2407	3177	0					2	5	0	0	0	0																					www.bristolcountysavings.com	
13251																														470	0	0	0	470	0		0	0	0	0	0	70	0	470			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.elysianbank.net	
13457																														556	0	0	0	0	0		0	0	0	0	0	1280	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	556						0	0	0	0	0	0																					www.legendswest.bank	
14155																														0	0	2500	0	0	2500		0	0	0	0	0	1905	1	0			0	2500	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.fandcbank.com	
14650																														0	0	0	0	0	0		0	0	0	0	0	4890	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.banklg.com	
14753																														0	0	0	0	0	0		0	0	0	0	0	3357	3	0			0	0	0	0	0	0	0	0	0	0	0	0			4	0						0	0	0	0	0	0																					www.fsbbucklin.com	
14865																														564	0	0	0	0	0		0	0	0	0	0	1039	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	564						1	4	0	0	0	0						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																														19	0	0	0	0	0		0	0	0	0	0	1214	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		19	0					0	0	0	0	0	0																					firstfedlfd.com	
16551																														4381	367	5500	2433	1948	30000		367	0	0	0	0	297	0	1948			0	5500	16500	8000	0	30000	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																														0	0	0	0	0	0		0	0	0	0	0	46	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	21251	0	0					0	0	0	0	0	0																					www.haverfordquality.com	
17147																														738140	177	100000	711554	9789	906868	true	0	0	177	0	0	2508	2	14133	true	0	1111	100000	685000	50000	63702	305000	1111	0	0	7055	0	0	true	false		16797	0					23	892	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants Bank															http://www.firstmerchants.com	
17259																														0	0	0	0	0	0		0	0	0	0	0	368	0	0			0	0	0	0	0	0	0	0	0	0	1055	0			0	0						0	0	0	0	0	0						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																														4436	0	0	3677	0	0		0	0	0	0	0	779	1	0			0	0	0	0	0	0	0	0	0	0	0	0			7	759						1	5	0	0	0	0					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																														0	211	0	0	0	0		211	0	0	0	0	1347	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0				2	true	0	0	0	0	0	0																					www.elizfed.com	
18050																														0	0	30000	0	0	30000		0	0	0	0	0	23382	5	0			0	30000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fnbbastrop.bank	
18827																														44629	0	22295	35325	0	72295		0	0	0	0	0	49604	4	0			0	22295	50000	0	0	0	0	0	0	0	0	0			1001	9304						3	60	0	0	0	0																					https://www.nextierbank.com	
18836																														0	0	0	0	0	0		0	0	0	0	0	481	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.caponvalleybank.com	
18854																														11012	455	0	10197	0	0		455	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	815	0					0	0	0	0	0	0																					www.bank7.com	
19356																														775	257	6000	762	0	6000		0	0	257	0	0	244	0	0			0	6000	0	0	0	0	0	0	0	0	0	0				13						0	0	0	0	0	0																					www.sbtmiami.com	
19936																														0	0	5099	0	0	5116		0	0	0	0	0	715	0	0			0	5099	17	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.cbkamericus.com	
19972																														0	0	0	0	0	0		0	0	0	0	0	672	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
20053																														0	0	0	0	0	7000		0	0	0	0	0	0	0	0			0	0	0	7000	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.securityonlinebank.com	
20633																														0	457	13835	0	0	14537		187	0	270	0	0	3794	1	0			0	13835	702	0	0	0	0	0	0	0	0	0			0	0						1	17	0	0	0	0						MCNB BANKS															www.mcnbbanks.com	
20857																														5333	0	15500	5247	0	21633		0	0	0	0	0	600	1	0			9	15500	655	1183	3518	2261	9	44	447	277	0	0				86						0	0	0	0	0	0					fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																														0	0	0	0	0	0		0	0	0	0	0	47	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.statebankofburrtononline.com	
21359																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																														0	0	58	0	0	22130		0	0	0	0	0	716	0	0	true	0	0	58	9780	11992	300	22072	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.alliancebank.us	
22048																														0	130	6	0	0	437		130	0	0	0	0	9926	3	0			0	6	0	0	431	437	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.unionbnk.com	
22543																														3551	0	0	0	3551	0		0	0	0	0	0	2570	2	3551			0	0	0	0	0	0	0	0	0	0	0	0			36	0						0	0	0	0	0	0																					www.ssbankmi.com	
22552																														0	0	36	0	0	1062		0	0	0	0	0	830	1	0			0	36	75	77	442	0	0	0	0	432	26381	0			0	0						1	25	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																														0	0	0	0	0	168		0	0	0	0	0	709	0	0			0	0	0	168	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.westunionbank.com	
23456																														4186	276	7000	2414	0	7272		0	0	0	0	276	678	0	0			0	7000	0	0	0	0	0	0	272	0	0	0				1772						0	0	0	0	0	0																					www.mykindofbank.com	
23504																														157232	0	400000	151668	2155	577840		0	0	0	0	0	2026	3	2764	true	0	69840	400000	48000	60000	0	0	69840	0	0	0	0	0	true	false		3409	0					1	1	0	0	0	0																					www.dime.com	
23643																														0	77	7000	0	0	8000		0	0	0	0	77	3216	3	0			0	7000	1000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.commercial-bank.net	
23755																														1148	0	7500	0	1148	9846		0	0	0	0	0	4243	2	2964			0	7500	2346	0	0	9846	0	0	0	0	0	0			0	0						0	0	0	0	0	0						FNC Bank															www.fnc.bank	
24006																														94305	0	0	80794	0	6854		0	0	0	0	0	50	0	0			6854	0	0	0	0	0	6854	0	0	0	0	6854			0	13511						1	46	0	0	0	0																					www.PCSB.com	
24378																														0	0	0	0	0	6000		0	0	0	0	0	707	0	0			0	0	1000	5000	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.gblbank.com	
24659																														929	0	0	859	0	0		0	0	0	0	0	167	0	0			0	0	0	0	0	0	0	0	0	0	0	0			2	70						0	0	0	0	0	0																					www.producestatebank.com	
24949																														750	0	0	0	750	8750		0	0	0	0	0	451	0	1161			0	0	0	2750	6000	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					http://www.baraboobank.com	
25357																														0	1394	0	0	0	0		0	0	1069	0	325	3115	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					https://www.redneck.bank																https://www.allamerica.bank	
25647																														0	0	27000	0	0	27000		0	0	0	0	0	0	0	0	false	0	0	27000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					0	0	0	0	0	0																					WWW.FIRSTSECUREBANK.COM	
26765																														3454	3018	0	3454	0	0		0	3018	0	0	0	115574	4	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						3	14	0	0	0	0																					www.vantage.bank	
27070																														16468	0	20150	15394	258	95750		0	0	0	0	0	1316	0	258			0	20150	22000	48600	5000	0	0	0	0	0	0	0			0	816						0	0	0	0	0	0																					www.prevail.bank	
27614																														2654	0	0	2654	0	0		0	0	0	0	0	1797	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.andover.bank	
27847																														0	91	29000	0	0	29000		24	0	63	0	4	296	0	0			0	29000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.diamondbanking.com																www.diamond.bank	
28013																														41169	0	373684	41012	112	877458		0	0	0	0	0	876	1	112	true	0	61526	373684	372288	25000	0	0	61526	2340	7077	35543	0	91265	true	false	0	45	0			1	true	1	53	0	0	0	0																					www.enorthfield.com	
28152																														0	0	0	0	0	0		0	0	0	0	0	56	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0					www.facebook.com/harvestbankmn																www.harvestbankmn.com	
28675																														420	0	17500	0	420	26118		0	0	0	0	0	534	0	420	false	0	618	17500	0	8000	0	12000	618	0	0	0	0	0	true	false		0	0			1	true	0	0	0	0	0	0																					www.cumberlandfederal.com	
28732																														0	0	0	0	0	0		0	0	0	0	0	2471	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.bankwithpeoples.com	
29476																														199	18	0	199	0	0		0	0	18	0	0	4706	4	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					eriverbank.com	
29636																														13167	1014	0	13030	0	0		53	0	47	0	914	1461	1	0			0	0	0	0	0	0	0	0	0	0	0	0			750	137						0	0	0	0	0	0																					www.thecitizensbankphila.com	
29878																														0	4552	0	0	0	0		0	0	782	1365	2405	2336	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																					www.maspethfederal.com	
30052																														3115	0	0	1231	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				1884						0	0	0	0	0	0																					www.amistadbank.com	
31134																														0	0	0	0	0	0		0	0	0	0	0	7424	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.fnbwaynesboro.com	
31255																														933	1900	0	933	0	0		0	0	0	0	1900	800	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.centralbankhouston.com	
31657																														0	0	0	0	0	0		0	0	0	0	0	307	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fsbbenwheeler.com	
31826																														885	83	0	865	20	0		0	0	83	0	0	5846	1	20	true	68948	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.powellvalleybank.com	
31835																														0	24	0	0	0	0		0	0	24	0	0	4228	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.bankofanguilla.com	
32234																														4984	0	0	4472	0	0		0	0	0	0	0	45	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	512						0	0	0	0	0	0					www.qwickrate.com																www.firstnbtc.com	
32766																														1697	0	0	1062	0	19000		0	0	0	0	0	0	0	0			0	0	19000	0	0	0	0	0	0	0	0	0				635						0	0	0	0	0	0																					http://www.LBTEXAS.com	
32971																														297	0	0	0	297	17500		0	0	0	0	0	1200	0	297			0	0	0	17500	0	10000	0	0	0	0	0	0			71	0				1	true	0	0	0	0	0	0																					www.secfedbank.com	
33147																														0	217	7500	0	0	7500		0	0	167	0	50	4953	2	0			0	7500	0	0	0	0	0	0	0	0	0	0			0	0						2	33	0	0	0	0																					www.fbtbly.com	
33259																														0	0	36000	0	0	36000		0	0	0	0	0	1172	1	0			0	36000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					www.remotedeposit.premierbanks.com		www.olb-ebanking.com														www..premierbanks.com	
