"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
13457	0	0	0	0	0	0	3	0				3	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	1	0				0	8	4		0				0		0	0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0				4	0	0	0	
14650	0	0	0	0	0	0	27	1				0	35	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	0	22	26	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	32	30				0	23	8		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	2	
14977	0	0	0	0	0	0	1	1				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
16551	0	0	0	0	0	0	11	1				0	12	0		0				0		0	0	0	0	2			0	0	0	0	0	0			0	0	0	0	0	8	0	0				0	0	12	0	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	4	1	0	0	3192	2452		0		0	10433	6973		0		0	0	0	0	0	0	0	1362	274			0	0	16	28	596	0			0	0	63	0	208	8	263	94	0	0		361	177	603	142	
17259	0	0	0	0	0	0	9	0				0	14	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	8	4	1	
17950	0	0	0	0	0	0	3	1				0	138	109		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	20	0				0	1	9	1	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	44	6				0	253	72		10				10		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	5	170	33	
18827	0	0	0	0	0	0	250	242				3	165	0		0				0		0	0	0	0	0			0	0	5	0	160	0			0	0	0	0	0	0	0	0				0	0	5	0	
18836	0	0	0	0	0	0	21	0				0	88	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	88	21	
18854	0	0	0	0	0	0	504	480		0		4	200	0		0		0	0	0	0	4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	197	17	0	0		0	0	3	3	
19356	0	0	0	0	0	0	5	0				0	14	0		6							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	5	0	0	
19936	0	0	0	0	0	0	72	45				3	10	0		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	14	0	4	0	0				0	3	5	3	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	274	0	0	0	0	0	6	0				0	280	0		0							0	0	0	0			4	3	0	0	0	0			0	0	0	0	0	3	0	0				0	0	2	0	
20633	0	0	0	0	0	0	2	0				1	21	0		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	1	
20857	0	0	0	0	0	0	1	1				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
21256	0	0	0	0	239	0	0	0				0	239	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	2	0				2	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22048	0	0	0	0	0	0	20	3				0	135	66		0				0		0	0	0	0	0			0	0	0	0	11	0			0	1	0	0	0	0	3	0				0	0	55	16	
22543	0	0	0	0	0	0	6	0				0	32	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	32	6	
22552	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22730	0	0	0	0	0	0	54	0				0	154	0		0							0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	154	51	
23456	0	0	0	0	0	0	9	0				0	301	55		14				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	136	0	96	5				0	4	0	0	
23504	0	0	0	1	0	0	356	335		0		0	12819	5233		0		0	0	0	0	0	0	0	0	0			0	0	0	0	44	0			0	0	0	0	0	0	7498	0	0	0		0	0	44	20	
23643	0	0	0	0	0	0	118	0				0	354	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	208	0	0	0	0	0				59	15	87	103	
23755	0	0	0	0	0	0	16	0				0	91	16		0				0		0	0	0	0	0			0	0	12	0	48	0			0	0	0	0	0	0	0	0				0	0	27	4	
24006	0	0	2057	0	0	0	15	8				0	2189	132		0				0		0	0	0	0	6			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
24378	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	13	0				0	9	0		0				0		0	0	0	0	0			9	0	10	0	0	0			0	0	0	0	0	0	0	0				0	1	0	2	
24949	0	0	0	0	0	0	28	0				0	4	0		0				0		0	0	0	0	0			1	1	4	1	0	0			0	0	0	0	0	22	0	0				0	0	3	0	
25357	133	0	497	3	0	0	73	42				21	1985	651		197				143		4	0	0	0	0			0	0	0	0	25	0			0	0	0	0	0	0	454	0				11	4	17	3	
25647	0	0	0	0	0	0	115	0		0		0	7	0		3		0	0	0	0	0	0	0	0	0			0	0	0	112	0	0			0	0	0	0	0	0	0	0	0	0		0	0	4	3	
26765	0	0	0	0	0	0	323	205				46	1014	557		103				0		0	0	0	0	0			0	0	12	0	143	0			0	0	60	0	151	60	0	0				0	0	0	0	
27070	0	0	0	0	0	0	9	0				0	34	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	33	9	
27614	0	0	0	0	0	0	1	0				0	22	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	22	1	
27847	0	0	0	0	0	0	72	36				6	175	114		0				0		5	0	0	0	0			0	0	8	0	25	0			0	0	0	0	0	2	0	0				27	13	9	7	
28013	0	0	0	10	0	0	419	390		0		0	4150	4150		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	19	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	12	0		0				0		0	0	0	0	0			0	0	0	0	0	3			0	0	0	0	0	0	0	0				0	0	9	0	
28675	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
28732	0	0	0	0	0	0	6	6				0	7	1		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
29476	17	0	0	0	0	0	5	0				3	17	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	0	0	0	0	0	174	10				4	270	44		1				1		4	0	0	22	0			58	28	30	1	21	0			0	1	0	1	69	84	0	0				0	0	55	15	
29878	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
31134	0	0	0	0	0	0	42	4				0	13	0		0				0		0	0	0	0	0			1	1	0	0	0	0			0	0	0	0	0	0	0	0				6	5	6	32	
31255	0	0	0	0	0	0	49	47		0		2	31	0		1		0	0	0	0	0	0	0	0	0			0	0	0	0	0	30			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	16	15				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
31826	0	0	0	0	0	0	6	0		0		0	48	1		0		0	0	0	0	0	0	0	0	0			0	0	0	0	7	0			0	0	0	0	2	0	0	0	0	0		20	0	18	6	
31835	0	0	0	0	0	0	37	4				0	244	36		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	208	33	
32234	0	0	0	0	0	0	24	0				0	113	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	113	24	
32766	0	0	0	0	0	0	142	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	100	0	0	0	37				0	0	0	3	
32971	0	0	0	0	0	0	23	0				0	52	0		0				0		0	0	0	0	0			0	0	10	0	0	0			0	0	0	0	0	0	0	0				0	0	52	13	
33147	0	0	0	0	0	0	7	0				0	1158	14		690				690		0	0	0	0	0			0	0	0	0	0	0			305	1	0	0	118	0	0	0				23	0	8	6	
33259	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	7	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	7	0	0	
33857	0	0	0	0	0	0	11	3		0		1	96	0		0		0	0	0	0	1	0	0	0	0			0	0	0	0	0	0			54	0	40	0	0	0	0	0	0	0		0	4	2	3	
34434	0	1	0	0	0	0	75	50				0	284	147		0				0		0	0	0	0	0			3	5	0	0	0	0			0	0	0	0	0	9	0	0				30	1	104	9	
34537	0	0	0	0	0	0	2703	971		0		0	12203	8924		808		0	0	0	0	0	0	0	19	11			0	0	30	0	208	0			0	0	0	8	0	0	319	1150	0	0		118	152	1807	381	
34555	0	0	0	0	0	0	43	38		0		1	53	0		30		0	0	0	0	0	0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	1	23	2	
34742	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35057	0	0	0	0	0	0	43	0				0	52	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	38	38	0	0				0	0	14	4	
35301	0	0	0	0			0		0	0	0	0	32000		0	0	6000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	23000	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
36933	0	0	0	0	0	0	4	4				0	25	21		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	0	0	
37051	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
37341	0	0	0	0	0	0	14	13				1	173	38		135				81		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37435	0	0	0	0	0	0	463	127				0	1555	629		0				0		0	0	0	0	0			48	21	40	7	0	18			0	0	0	7	0	0	640	50				94	137	126	74	
37640	0	0	0	0	0	0	312	27		0		215	1646	373		551		0	0	0	0	0	0	0	0	9			560	53	0	0	28	0			0	0	0	0	26	0	0	0	0	0		27	2	81	6	
37659	0	0	0	0	0	0	0	0				0	127	125		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
37949	0	0	0	0	0	0	27	23				0	362	362		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
38740	0	0	0	0	0	0	15	0				4	27	0		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	1	0	0	0				8	2	14	9	
39327	0	0	0	0	0	0	28	0				22	71	0		51				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	20	5	
39756	0	0	0	0	0	0	161	161		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
40033	0	0	0	0	0	0	1	0				0	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
40499	0	0	0	0	0	0	67	34		0		0	10450	391		0		0	0	0	0	0	0	0	0	0			0	0	0	14	0	0			0	0	175	0	16	5	9797	0	0	0		3	14	68	0	
40855	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
41553	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
41629	0	0	0	0	0	0	97	0				0	194	0		0				0		0	0	0	0	0			1	2	0	0	0	0			0	0	0	0	0	0	0	0				190	75	3	20	
41825	0	0	0	0	0	0	7	6		0		0	0	0		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42037	0	0	0	0	0	0	10	2				0	42	26		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	8	
42354	0	0	0	0	0	0	12	0				0	11	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	9	2	3	
42372	0	0	0	0	0	0	9	9				0	8	0		0				0		0	0	0	1	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
42420	0	0	0	0	84	28	6580	4218		0		121	12436	4505		833		0	0	0	0	0	0	0	118	134			169	48	42	7	108	0			0	0	0	0	1213	52	875	115	0	0		3012	1322	1519	493	
42448	0	0	0	0	0	0	218	9				40	646	12		305				0		5	0	0	0	0			64	2	106	1	163	0			0	32	0	0	0	0	0	0				17	10	85	18	
42457	0	0	0	0	0	0	0	0				0	100	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	100	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	0	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	2	0	0	0				0	0	0	0	
43351	0	16	0	0	0	0	236	177				32	4008	3954		21				21		32	0	0	0	0			0	0	0	0	0	0			4	0	0	0	0	0	0	0				11	8	18	3	
43856	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43959	0	0	0	0	0	0	2	2				0	45	45		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
44040	0	0	0	0	0	0	14	3				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	4	4	7	
44433	0	0	0	0	0	0	2	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44741	0	0	0	0	0	0	50	0				4	82	0		12				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				18	11	52	32	
44750	0	0	0	0	0	0	10	2				0	14	0		0							0	0	0	0			0	0	5	1	14	0			0	0	0	0	0	0	0	0				0	2	0	0	
44929	0	0	0	0	0	0	34	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	34	0	0				0	0	1	0	
45056	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45458	0	0	0	0	0	0	35	9				0	15	0		0				0		0	0	0	0	0			0	0	0	5	0	0			0	0	0	0	0	0	0	0				6	0	9	21	
45551	0	0	0	0	0	0	100	77				0	1250	1111		0				0		0	0	0	0	0			13	0	0	0	0	0			0	0	0	17	0	0	0	2				0	1	126	3	
