"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
1669																																																																				0	0	4659		7961			37362	0		111	321829	0	0	0	164745	4766	136829	37761	5945	22852	4198	30499	23286	77598	16356	25583	30692	36917	17205	30024				0	0			11657	6563	62991	3591			0			0	556														0	0	0	0	0		0	10	0	8222	0	0	0	0	0			0	0	0	0	0	9191	0	0	CONF	CONF										
1856																																																																				0	3108	2803		3536			5805	0		0	31003	0	0	0	7065	0	6337	9649	2365	3027	1112	24	144	392	5417	11263	5325	1024	643	0				0	0			419	74	1986	4979			0			0	0														10854	0	0	0	0		0	1	0	848	0	0	0	0	0			0	0	0	0	0	379	0	0	CONF	CONF										
2161																																																																				0	8065	12176		701			23144	0		0	238835	0	0	0	90920	1124	78095	20267	14004	18021	29759	27271	1865	0	25490	23864	27354	19262	16914	35031				20	0			359	30745	31131	38457			0			0	0														131654	0	0	0	0		0	0	0	319	0	0	0	0	0			0	0	0	0	0	1674	0	0	CONF	CONF										
2732																																																																				0	0	304388		0			42213	5055		0	571572	337	0	15328	29999	34	10731	94149	2125	6141	14727	6306	0	0	80416	83104	269547	97679	1296	0				0	300			0	20305	27608	141705			0			0	0													0	291385	0	0	0	0		0	289	0	0	0	0	0	0	0			0	0	0	0	0	13	0	0	CONF	CONF									0	
2750																																																																				0	5277	3102		24132			8044	0		0	50125	0	0	0	1651	1	139	28372	159	757	50	685	0	0	23278	5274	8195	9032	1868	827				0	52			120	0	1132	4119			0			0	0													0	22466	0	0	0	0		0	1820	0	312	0	0	0	0	0			0	0	0	0	0	363	0	0	CONF	CONF									0	
3252																																																																				0	36964	929		41806			8097	0		6588	109674	0	56	0	0	0	0	0	0	0	0	0	0	0	21928	69214	9740	5483	1402	398				0	0			0	106	0	7651			0			0	0														38703	0	0	0	0		0	726	0	2265	0	0	0	0	0			0	0	0	0	0	4486	0	0	CONF	CONF										
3458																																																																				0	11134	718		4154			3800	0		0	50652	0	97	0	13893	94	2358	9563	388	2471	5666	5085	283	0	2078	4626	10800	9500	9363	0				0	0			818	0	7888	4557			0			0	0													0	19474	0	0	0	0		0	0	0	1369	0	0	0	0	0			0	0	0	0	0	2130	0	0	CONF	CONF									0	
3720																																																																				0	15216	4057		2147			22564	2764		5179	202593	0	0	0	49341	2485	482	30474	1875	2506	13741	18800	9524	2893	10787	18667	53885	58163	9463	2287				0	224			1164	11515	32227	43778			0			0	0														108301	0	0	0	206		57	132	0	3943	0	0	0	156	0			0	0	0	0	0	5800	50	0	CONF	CONF										
3971																																																																				0	14360	107427		5380			86509	35315		0	760938	0	23444	5292	77838	4542	12439	181154	7258	8145	15649	12889	4448	29132	77971	89046	269692	154218	55241	21114				0	569			2767	13738	89842	260829			0			1254	46														310814	0	0	0	4269		0	117	0	523	0	0	0	0	151			1403	0	0	0	1403	37738	1461	0	CONF	CONF										
4231																																																																				0	2212	2532		786			2190	0		948	58619	0	0	0	19176	63	142	17897	307	2555	10362	5112	785	0	4429	14918	12579	6976	400	0				0	0			3786	4280	15702	4052			0			0	0														0	0	0	0	0		0	41	0	998	0	0	0	0	0			0	0		0	0	1853	0	0	CONF	CONF										
5069																																																																				0	4450	5622		0			3173	3722		0	429440	1758	0	0	37197	0	28075	251957	32185	3000	0	0	0	0	240770	55661	85525	0	0	0				0	0			18921	100635	85093	172385			0			0	0														102241	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF										
5135																																																																				0	103759	1028		114418			43737	0		5370	459438	0	0	0	75733	1932	2920	276663	9913	19463	34006	10160	1760	82	78040	170737	109545	15974	3030	107				830	0			9105	10140	49203	34340			0			105	0														31481	0	0	0	909		0	63	0	3021	0	0	0	0	0			804	794	8	1	1	6759	0	0	CONF	CONF										
5210																																																																				0	106216	118588		9639			150437	124347		49303	2358271	0	0	5778	556462	53747	369764	209678	23057	145697	70373	103894	112370	99868	417576	137041	439171	536352	213970	51229				0	4081			55787	79262	376918	653981			0			0	1215														1837478	521580	543135	5472	0		0	13477	0	318	0	0	0	0	0			0	0	0	0	0	5708	0	5755	CONF	CONF										
5461																																																																				0	36513	82102		4575			31391	5527		0	461683	237	0	4859	36345	1724	5589	48245	1084	4280	9493	8412	5647	7429	46057	36600	112634	184196	45599	488				0	27			0	15909	74676	167768			0			0	0													0	390597	0	0	0	0		0	1335	0	61	0	0	0	0	0			0	0	0	0	0	3967	0	0	CONF	CONF									0	
5751																																																																				0	37346	3126		29617			39328	2410		1830	200154	0	0	0	38539	211	34011	39378	925	4540	2665	3827	5754	20542	44384	19751	21170	37171	28390	9098				0	10			1172	2348	18579	21610			0			0	31													0	15740	0	0	0	588		0	47	0	3174	0	0	0	588	0			0	0	0	0	0	807	0	0	CONF	CONF									0	
6039																																																																				0	49131	1496	0	3030	38472	0	38472	4081		1030	403076	0	0	0	90942	754	17544	88226	7603	9566	22563	18273	8212	24725	90996	70417	82413	44242	19141	1640	0	0	0	567	110	0		12317	28422	75935	81876	0	0	0			99	0	0	0	0	0	0	0	0	0	0	0	0	0		15671				99	6951	0	6951	0	1099	0	0	0	0	0	0	0	0	0	0	0	0	6863	0	0	CONF	CONF										
6329																																																																				0	2733	42961	0	1115	113015	0	113015	21632		446	1654532	0	0	0	273795	11751	2328	338832	14361	29416	129599	92847	606	4724	10092	284963	423714	505304	149425	348	0	0	0	0	859	0		84727	258487	215732	149294	0	0	0			0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	138131				0	773	0	773	0	388366	0	0	0	0	0	0	0	0	0	0	0	0	88846	0	0	CONF	CONF									0	
7009																																																																				0	0	0		0			29274	0		0	259624	0	0	0	0	0	0	257727	0	0	0	0	0	0	253811	3916	1898	0	0	0				0	0			0	0	0	0			0			0	0														44593	0	0	0	0		0	66097	0	0	0	0	0	0	0			0	0	0	0	0	164253	0	0	CONF	CONF										
7045																																																																				0	9939	0		5213			6586	961		720	128020	0	0	0	74709	780	26274	7096	1071	218	2636	14101	7812	48315	3585	3815	10953	11822	13634	8582				445	7			1779	0	1892	8700			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		60944				0		0	0	0	8311	0	0	0	0	0			0	0		0	0	7978	0	0	CONF	CONF										
7072																																																																				0	4763	21391		0			30855	10571		0	337613	0	0	0	195014	3578	137247	25608	8531	15170	2459	7653	38268	122569	35550	6428	10460	36231	22977	30531				0	1385			8299	6465	28368	25775			0			22	381														138657	0	0	0	1688		0	0	0	0	0	0	0	0	1666			0	0	0	0	0	1149	0	446	CONF	CONF										
7456																																																																				0	18029	146		47962			16036	0		190	102747	0	0	0	6823	262	0	57409	152	446	3374	2851	0	0	51857	5242	19272	19056	136	361				0	5			2504	188	1984	6229			0			0	0														71796	0	0	0	0		0	4	0	1723	0	0	0	0	0			0	0	0	0	0	662	0	0	CONF	CONF										
7634																																																																				0	3080	737		5554			9714	0		0	60554	0	0	0	17899	618	0	15639	410	3276	4756	5562	3873	0	3578	8449	13917	12934	2277	1221				0	0			842	2038	918	6896			0			0	0														1512	0	0	0	0		0	13	0	611	0	0	0	0	0			0	0	0	0	0	11634	0	0	CONF	CONF										
8462																																																																				0	7485	0		22314			20202	0		0	94634	0	0	0	16995	1141	7090	26220	143	261	5217	1553	2490	7331	26526	17943	10159	12624	4906	5481				0	0			1280	3343	7834	1869			0			0	0														0	0	0	0	0		0	0	0	7943	0	0	0	0	0			0	0	0	0	0	4228	0	0	CONF	CONF										
8631																																																																				0	68	0		111			4404	1876		645	43570	0	0	0	22039	933	2184	1628	179	156	236	1545	6415	13408	1170	362	2254	7025	6410	4311				0	0			0	1463	498	8830			0			45	0													0	0	0	0	0	45		0	24	0	932	0	0	0	0	0			0	0		0	0	1747	0	0	CONF	CONF									0	
9357																																																																				33722	0	29297		0			134439	2241		0	381001	0	22466	0	0	63	0	207770	0	0	0	0	0	0	175694	41711	62663	73514	20366	6857				0	1351			0	0	36805	28531			0			0	0													0	188660	0	0	0	15		90892	764	0	87	0	0	0	0	0			0	0	0	0	0	343	15	0	CONF	CONF									0	
9553																																																																				0	56066	1884		51188			9819	0		0	144481	0	0	0	14815	21	1806	50661	1363	1806	4757	4853	1882	154	62582	4936	16505	18063	18530	9050				0	0			1390	0	6137	505			0			0	0														75050	0	0	0	0		0	1610	0	691	0	0	0	0	0			0	0	0	0	0	355	0	0	CONF	CONF										
9807																																																																				0	0	727943	0	0	34444	0	34444	102203		0	1916884	1368	0	0	156835	4134	3705	538869	3054	5648	23221	14489	44629	65575	246593	283574	472579	603602	131212	13940	0	0	0	0	10	0		26244	277114	127606	460781	0	0	0			0	1283	0	0	0	0	0	0	0	0	0	0	0	0	0	846371				32380	606	0	606	0	0	0	2905	29475	0	0	0	0	0	0	0	0	0	332	0	1571	CONF	CONF									0	
9955																																																																				0	19011	1928		1599			28938	3358		0	112874	0	9314	0	14568	238	1080	56556	1008	2878	8460	2172	50	0	37678	14992	27184	16420	2033	0				0	0			0	484	1894	31249			0			0	0														37243	0	0	0	0		0	12	0	241	0	0	0	0	0			0	0		0	0	40	0	0	CONF	CONF										
10250																																																																				0	1765	13932		0			98056	26528		0	422379	0	0	0	76789	2496	33261	55898	858	438	9326	25252	24015	16900	32329	42626	118030	103607	46979	1880				0	287			11332	24964	79747	62778			0			0	0														228951	0	0	0	0		0	73	0	9493	0	0	0	0	0			0	0	0	0	0	14139	0	0	CONF	CONF										
10849																																																																				0	22705	12829		10292			17571	4012		1879	233692	0	0	0	61630	161	60779	31514	8594	17529	27121	8074	312	0	39391	53076	62318	9019	8259	0				0	0			6106	18298	41130	32541			0			0	0														107177	0	0	0	0		0	2879	0	551	0	0	0	0	0			0	0		0	0	1108	0	0	CONF	CONF										
11145																																																																				0	2560	479	0	0	18591	0	18591	11155		1969	254752	0	0	0	63711	1047	2891	23320	1290	3689	9540	24499	13043	11133	26682	9104	49649	57041	47945	330	0	0	0	0	13	0		2817	8957	55483	21513	0	0	0			458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19474				723	0	0	0	0	9809	0	0	0	24	14	0	0	227	227	0	0	0	56648	0	0	CONF	CONF									0	
11640																																																																				0	21218	1859		46064			24794	0		0	226642	0	0	0	36190	919	28263	93955	1785	6326	3748	5247	3865	15220	74185	25888	32070	25960	14865	15886				0	0			9292	33770	14856	29627			0			9	0														89465	0	0	0	9		0	124	0	5730	0	0	0	0	0			0	0	0	0	0	2199	0	0	CONF	CONF										
11837																																																																				0	2120	12175		41			2517	3564		2036	98883	132	0	0	28070	191	598	36144	2119	9088	10521	3264	2461	617	19090	13342	27465	7125	3923	0				96	0			4528	8633	7434	24973			0			0	0														35807	0	0	0	0		15	103	0	581	0	0	0	0	0			0	0		0	0	1938	0	0	CONF	CONF										
12030																																																																				0	51796	16878		6899			41708	0		0	443873	0	0	0	82262	377	28698	54940	3469	11182	26147	4074	35360	2030	26548	96711	185481	28040	19521	5310				1016	138			1382	11311	138272	62273			0			0	0														0	0	0	0	0		0	1272	0	13466	0	0	0	0	0			0	0	0	0	0	14823	0	0	CONF	CONF										
12142																																																																				0	6172	5803		6541			44346	2084		0	170452	0	32	0	52076	2271	790	57486	3233	7846	17151	22906	940	0	23420	25922	25894	32955	9743	0				0	0			307	5825	2554	26150			0			117	0													0	0	0	0	0	285		0	0	0	5502	0	0	0	0	0			168	127	0	0	41	10789	0	0	CONF	CONF									0	
12311		56193	2858282	66538	260076	38365281	1473680	7835009	0	877941	135714916	0	1105101	26965153	488238	21708294	66330561	2078259	6471482	12201976	16208537	4715625	0	2738	51	0	839117	868633	543526	10317	8744	395278	1022270	6548958	7255683	0	5495513	0	0	0	0	0	0	0	0	0	0	0	0	108346026	712575	813573	10400871	0	15789808	340794	0	35788	0	0	0	6492506	1199843	1414756	2628339	382382	4775551		56193	2858282	66538	260076	38144345	837786		7835009	0	877941	134858086	0	5495513		26965153	488238	14917985		388191	519181	1065098	2015864	14025327	8853146							2738	51	839117	868633	543526			395278	1022270	6548958	7255683			0			38262	64417													0						813573	10400871			15789808	0	41799	40092	99040	116800				0				6492506		520500	CONF	CONF				1199843	1414756	2628339	382382	4775551	0	
12647																																																																				0	17360	8758		9574			12709	677		3156	117534	0	0	0	24163	206	14386	10632	5663	8279	6128	2282	1427	359	22383	35310	18501	4757	11083	1224				266	33			2061	3650	10661	24073			0			0	0														88266	0	0	0	0		0	8	0	22	0	0	0	0	0			0	0	0	0	0	157	0	0	CONF	CONF										
12946																																																																				0	123426	53447		25655			371126	0		6328	2276354	0	0	0	380678	14859	39550	628130	57939	52820	156878	53147	26180	28214	993106	192759	401265	205691	90316	4778				3213	0			30918	226676	278713	708566			0			0	201													0	1416803	0	0	0	0		0	809	0	8953	0	0	0	0	0			0	0	0	0	0	42987	0	0	CONF	CONF									0	
