"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
25357														2256	0	665	0	0	665	0	0	610	631	350	0	0	0	Deferred Revenue			
25647														2086		3	0	3				715	1368	0							
26765														50458	0	19958	0	2097	0	0	0	4329	19047	7124	0	0	15586				
27070														4867	0	849	0	0	0	0	0	1767	1939	312	426	0	0	Contract Incentive	Deferred fees		
27614														3761	0	2053	0	0	575	678	0	750	958	0	0	0	0	Split Dollar Life Insurance	Network Settlement		
27847														6042	0	3059	0	4	19	76	0	1039	1820	124	2960	0	0	Deferred Income	CDARS Incoming Ratebridge Payment	CDARS One-Way Sell Def Liability	
28013														28400		19444	0					461	7927	568	18610						
28152														1808		1647	0	105				85	38	38	1017	516					
28675														672		1	0					459	212	0							
28732														1576	0	975	0	150	816	0	0	222	222	157	0	0	0	Deferred Liabilities			
29476														1159	0	314	0	276	0	0	0	323	269	253	0	0	0				
29636														25607	0	18554	0	0	0	0	0	1496	4603	954	9511	0	8420				
29878														37057	0	36433	0	7258	114	6430	1138	0	534	90	21493	0	0	Abandoned Property	Minimum Liability Pension	Lease Liability	
30052														557	0	113	364	0	0	0	0	19	56	5	0	0	0				
31134														2161		1254	0	148	387		200	607	300	0				Index Liability Plan	Split Dollar Ins Liability	Allowance for unfunded committments	
31255														12768		4218	0		2108	39		653	7341	556			1645	Factored loans collected reserves	CDARS Ratebridge payments		
31657														155	0	0	0	0	0	0	0	97	58	0	0	0	0		Mastercard Drafts		
31826														3232		2474	0					582	153	23	1070						
31835														5197	0	1872	0	0	0	0	0	385	2940	0	1469	0	0				
32234														5232	0	3716	0	0	940	2652	0	931	585	0	0	0	0	Commitment on Equity Investments	Swaps		
32766														726	0	0	0	0	0	0	0	60	641	25	0	0	0				
32971														5807	0	3920	0	3	0	0	0	866	848	173	3498	0	278				
33147														3294	0	314	0	0	177	0	0	1564	1237	179	0	0	0	ATM Clearing Account	Incoming RBP - CDARS		
33259														7792	0	946	0	0	489	275	0	3443	3044	359	0	0	0	Interest Payable Participant	Miscellaneous Liabilities		
33370														316		316	0					0	0	0							
33839														141	0	0	88	0	0	0	0	48	0	5	0	0	0				
33857														14141		8480	0					2711	2635	315							
34434														5719	0	1319	0	290	0	0	0	486	3467	447	0	0	649				
34537														165484		117010	0					11827	30656	5991			50882				
34555														3132		2237	0	7				880	0	15	2148						
34742														6790	0	2601	0	0	0	0	0	2093	2028	68	2402	0	0				
35057														1262		177	0					642	329	114							
35301	16614000	0	13535000	108000	0	5340000	4543000	0	2897000	11000	0	0	0									63000						Payables for Cash Collateral received	Payable for securities purchased		
35646														1148	0	673	0	0	0	0	0	308	165	2	665	0	0	Acc slary contr BOLI General			
35879														1414	0	200	0	0	0	0	0	517	560	137	0	0	0				
36933														2621	0	967	0	0	464	0	0	787	767	100	0	0	0	Escrow balances			
37051														524	0	158	0	158	0	0	0	342	24	0	0	0	0				
37341														659	0	310	0	0	0	0	0	232	117	0	310	0	0				
37435														19209	0	4805	0	0	0	0	3397	777	11358	2269	0	0	179	Deferred Income	Escrow Payable	Due to Fed - Historic Tax Credit	
37640														59945		26445	0					7824	24630	1046			7500				
37659														875	0	764	0	0	0	0	0	40	50	21	764	0	0				
37949														485	0	220	0	0	0	0	0	259	6	0	0	0	0				
38740														1904	0	486	0	0	165	0	0	347	1037	34	0	0	0	LIHTC - Commitment			
39327														4497	0	2345	0	0	240	588	0	680	929	543	1390	0	0	Deferred Income	Lease Liability		
39756														9057		3394	0		3394			1513	3950	200				accrued salaries			
40033														844	0	785	0	0	0	0	0	10	49	0	785	0	0	Unfunded Projected Benefit Obligation	0		
40499														96312		75890	0					3909	13129	3384	38239		21535				
40855														1515	0	0	0	0	0	0	0	1191	324	0	0	0	0				
41553														666	0	0	0	0	0	0	0	61	560	45	0	0	0				
41629														1648	0	507	0	0	0	0	0	897	208	36	352	0	155				
41825														6052		3842	0					348	1355	507	1603		1887				
42037														701	0	0	0	0	0	0	0	124	577	0	0	0	0				
42354														1075	0	8	0	0	0	0	0	336	731	0	0	0	0				
42372														2932	0	2219	0	0	0	0	0	21	318	374	2219	0	0				
42420														122831	5241	84337	0					5573	26218	6703			44190				
42448														14022	0	1184	0	0	0	0	0	7118	3111	2609	0	0	0				
42457														236	0	0	0	0	0	0	0	21	215	0	0	0	0				
43052														924	0	4	0	0	0	0	0	239	668	13	0	0	0				
43351														2881	0	58	0	0	0	0	0	1729	744	350	0	0	0		INSURANCE PAYABLE	CAFETERIA PLAN	
43856														685	0	592	0	0	0	0	0	93	0	0	569	0	0				
43959														1171	0	0	0	0	0	0	0	662	493	16	0	0	0				
44040														1833	0	6	0	0	0	0	0	224	1586	17	0	0	0				
44433														7991		4730	0	1413				1643	1015	603		96	1365				
44741														2032	342	372	0	0	0	0	0	132	1499	29	0	0	0				
44750														2388	0	963	0	0	963	0	0	959	466	0	0	0	0	Deferred Income ORE			
44929														1214		1	859	1				117	194	43							
45056														624	0	201	0	0	0	0	0	232	191	0	201	0	0				
45458														1805	0	898	0	74	0	0	0	326	541	40	821	0	0				
45551														11227	0	6374	0	165	2479	0	0	4063	773	17	3403	0	0	EFA Vendor Subsidiary Deferred Income			
45560														28101		13621	0					5363	8228	889	8740		3583				
45775														3547	0	3490	0	0	0	0	0	55	1	1	3231	0	0				
46053														4011	0	2938	0	0	0	0	0	646	427	0	2056	0	0	Right of Use Lease Prior Lake	Int Rate Cap/Floor Swap	Right of Use Lease NAPA	
46941														1004	0	0	0	0	0	0	0	652	352	0	0	0	0				
47247														14195		3674	2136					952	5340	2093	1446	920					
47500														1817	0	420	0	41	0	0	0	35	1057	305	268	0	76				
48057														645	0	225	0	0	0	0	0	383	37	0	225	0	0				
48374														15773	0	6639	0	0	3766	0	0	1544	6745	845	0	0	0	Deferred Vendor Incentives			
48440														2061	0	1039	0	0	419	30	0	879	0	143	307	0	0	Split Dollar Life	Deferred Revenue	CDARS Incoming Ratebridge Payment	
49054														1432	0	538	0	0	217	0	0	178	716	0	203	0	109	DEFERRED VENDOR CREDIT			
49148														1829	200	1516	0	0	0	0	0	153	160	0	1316	0	0				
49241														18767	0	16013	0	0	0	0	0	1950	283	521	9848	0	0				
49652														427	0	149	0	0	0	0	0	150	118	10	0	0	0	Accrued Incentive Pay			
49858														1449	0	913	0	0	0	0	0	255	223	58	678	0	0				
49951														194	0	3	0	0	0	0	0	107	84	0	0	0	0				
50144														1760	0	0	0	0	0	0	0	378	1379	3	0	0	0				
50461														1170		622	0	317				200	248	100			299				
51253														17601		12975	0		9226			3127	1475	24				Escrows Payables			
51356														119		0	0					88	31	0							
51459														2037	0	545	0	0	0	0	0	816	572	104	545	0	0	Incoming RBP			
51842														6936		1812	0		109			3370	1361	393	1439			Supplemental Exec Retire Healthcare Benefit			
52719														4743689		4726848	0		2230283	2425685		0	16841	0				Participant fund cash	Payable to participants		
52951														1859	0	147	0	0	0	0	0	355	1327	30	0	0	0				
53051														177	0	0	0	0	0	0	0	171	6	0	0	0	0				
54058														2003		457	0		90			1246	0	300				ATM Clearing			
54656														8171		1551	0	360				5229	951	440	1135						
54973														145653		55160	0					879	85014	4600	31320		18930				
55336														4045	0	2558	0	535	0	0	0	353	963	171	806	0	0				
55635														1364	0	409	0	0	0	0	0	401	554	0	0	0	0				
55653														218	0	137	0	137	0	0	0	68	13	0	0	0	0				
55970														2723	0	35	0	0	0	0	0	616	2049	23	0	0	0				
56258														1697	0	957	0	0	0	0	0	418	188	134	0	0	0				
56351														34882		15285	0					3305	15540	752	8573		5076				
56548														8632	0	87	0	0	0	0	0	3587	4954	4	0	0	0				
56717														14681	0	5973	0	0	0	0	0	799	7367	542	5375	0	0				
57451														4756	0	0	0	0	0	0	0	2169	1697	890	0	0	0				
58225														1625	0	658	0	0	0	0	0	357	406	204	0	0	0				
58243														128838		87892	0	4181				11344	27102	2500	970	43133	32738				
58355														449	0	58	0	0	0	0	0	289	102	0	58	0	0				
58551														2398	0	1634	0	0	215	0	0	764	0	0	0	0	0	EMPLOYEE BONUS			
58636														5481	0	1502	0	0	782	0	0	1104	2278	597	716	0	0	ACCRUED SPLIT DOLLAR			
58757														5520	0	3924	0	0	145	0	0	1080	227	289	3571	0	188	Incentive Payable			
58971														166002		97115	0					7957	43872	17058	37671		39202				
59316														30191	2871	11427	0	0	0	0	0	10559	7739	466	0	0	3581				
59352														2513	0	301	0	0	0	0	0	875	1258	79	0	0	0				
59370														714	0	182	0	175	7	0	0	3	77	452	0	0	0	Other Liabilities			
59754														1156	0	852	0	0	0	0	0	202	74	28	0	0	0				
60143	1603000	0	1140000	0	0	358000	0	0	404000	37000	0	0	337000									22000						Pension plan liability			
60330														10378		7698	0					1948	472	260	4202		2260				
60545														1480	0	0	0	0	0	0	0	1214	266	0	0	0	0				
60554														371	0	0	0	0	0	0	0	238	133	0	0	0	0				
60648														3103	0	2109	0	0	0	0	0	155	839	0	2109	0	0				
61122														20998		15547	0					767	3689	995	8465		1231				
61355														11567	0	61	0	0	0	0	0	1761	9745	0	0	0	0				
61757														3908		720	0					1243	1743	202	699						
61832														3586	0	2143	0	0	2021	0	0	639	508	296	0	0	0	Contracts Payable			
61953														307	0	30	0	0	0	0	0	46	121	110	0	0	0				
62044														3273	0	2209	15	0	0	0	0	355	640	54	0	0	1833	Due to H.C.			
62110														2656	0	281	0	0	104	175	0	0	2375	0	0	0	0	Accrued postretirement benefits	Interco balance due to / from affiliates, net		
62147														275	0	22	0	0	0	0	0	88	158	7	0	0	0				
63050														5342	0	4209	0	0	0	0	0	467	666	0	4209	0	0				
63069	2426987	0	1646647	0	0	0	0	0	651367	89257	0	0	0									39716									
63201														911	0	408	0	0	378	0	0	91	334	78	0	0	0	Prepaid Exp FAS 15			
63573														3313	0	767	0	0	0	0	0	385	1628	533	631	0	0				
63733														9705		2481	0					2830	3190	1204	2365			Cardholder Settlement Debit Cards			
64150														1162	0	782	0	0	250	0	0	380	0	0	511	0	0	#1 Escrow			
64552														3354		2442	0		969			216	603	93				Reserve for Other Expenses			
64730														1968	0	11	0	0	0	0	0	175	1331	451	0	0	0				
65205														8815	0	3579	0	0	0	0	0	201	4079	956	0	964	0				
65559														7934		5824	0					1039	1071	0	5715						
65858														14407	0	1881	0	810	774	0	0	2841	8363	1322	0	0	0	Right of Use Lease Liability			
66154														2433	0	785	0	0	467	0	0	627	914	107	291	0	0	Unearned Conversion Credits Received			
66275														2725	0	1564	0	109	0	0	0	481	595	85	371	0	1049				
67142														558	0	9	0	0	0	0	0	327	169	53	0	0	0				
67151														8848	0	6403	0	0	0	0	0	596	1849	0	0	0	3426				
67209														25429	0	21800	0	0	5719	0	0	1010	1533	1086	11583	0	0	Collateral held from SWAP counterparties			
67254														186	0	0	0	0	0	0	0	0	186	0	0	0	0				
67656														13140		3377	0		2289			1516	7599	648	1082			ACCRUED LONG TERM EMPLOYEE BENEFITS			
67870														9378	0	7145	0	0	3264	0	0	355	1255	623	1469	0	2038	ESOP GUARANTEED LIABILITY			
68671														3987	0	1816	0	0	1165	0	0	1844	307	20	0	0	0	Escrow Deposits			
68756														6365		2933	0					1183	1918	331	2315						
68831														1441	0	0	0	0	0	0	0	102	1171	168	0	0	0				
69333														10737		1600	0					2697	5393	1047			1600				
69678														1717	0	924	0	0	759	0	0	382	386	25	0	0	0	Due to Holding Company			
70218														7073		6133	0					636	279	25			6127				
70414														2286	0	0	0	0	0	0	0	391	1645	250	0	0	0				
70638														890	0	5	0	0	0	0	0	321	562	2	0	0	0				
70955														327	0	4	127	0	0	0	0	40	156	0	0	0	0				
71073														1958	0	845	0	139	0	0	0	173	927	13	0	0	706				
71457														2800	0	1044	0	0	394	19	0	1037	719	0	583	0	0	Subscription Payable	Incoming Rate Bridge Payment		
71859														246	0	0	0	0	0	0	0	1	245	0	0	0	0				
72258														5219	0	0	0	0	0	0	0	1759	3318	142	0	0	0				
72351														394	0	0	0	0	0	0	0	155	237	2	0	0	0				
72454														1012	0	0	0	0	0	0	0	792	220	0	0	0	0				
72678														4041	0	479	0	479	0	0	0	1491	2035	36	0	0	0				
73116														5361	0	1296	0	0	0	0	0	95	3804	166	0	0	1296				
73152														1163	0	904	0	138	0	0	0	215	4	40	766	0	0				
73554														2583	0	892	696	0	0	0	0	668	212	115	408	484	0				
73956														273	0	113	0	113	0	0	0	146	6	8	0	0	0				
74056														2646	0	2184	0	0	2068	0	0	184	278	0	116	0	0	TAX CREDIT INVESTMENT LIABILITIES			
74140														14589		7218	0					937	5726	708	6001						
74403														9523		5215	0	2202				575	3056	677			1985		ATM Settlement	SERP	
74449														62	0	18	0	0	0	0	0	44	0	0	0	0	0				
75259														2925	0	765	0	0	0	0	0	1051	670	439	502	0	0				
75446														2544	0	8	0	0	0	0	0	998	1511	27	0	0	0				
75455														205	0	1	0	0	0	0	0	174	30	0	0	0	0				
75633	4128701	0	2388321	0	935962	0	0	0	1228830	263449	0	0	1015050									248101									
75651														362	0	0	0	0	0	0	0	304	58	0	0	0	0				
76153														418		63	184	63				64	107	0							
76443														387	0	5	0	0	0	0	0	37	307	38	0	0	0				
76854														2637	0	1559	0	419	0	0	0	518	269	291	526	0	532				
77150														565		0	9					414	130	12							
77253														1213	0	0	0	0	0	0	0	267	583	363	0	0	0				
77422														1387	0	1049	0	61	987	0	0	88	145	105	0	0	0	SERP Liability			
77851														76941		34352	0					21866	19673	1050	24351						
78157														209	0	46	0	0	0	0	0	30	115	18	0	0	0				
78241														259	0	0	0	0	0	0	0	198	61	0	0	0	0				
78559														649	0	22	19	0	0	0	0	106	483	19	0	0	0				
79042														3136		1575	0	1011				1273	195	93	154						
79127														684	0	276	0	0	0	0	0	38	349	21	252	0	0				
79145														2407	0	477	0	477	0	0	0	737	703	490	0	0	0				
79257														142	0	0	64	0	0	0	0	55	16	7	0	0	0				
79855														1003	0	0	0	0	0	0	0	664	339	0	0	0	0				
80150														6398	0	4198	0	40	19	0	0	1941	259	0	2405	0	0	Deferred Revenue			
80374														853	0	114	0	0	0	0	0	53	640	46	0	0	0				
80431														614	0	0	0	0	0	0	0	361	253	0	0	0	0				
81175														3549	0	336	0	0	205	0	0	709	2370	134	0	0	0	Lease Liabilities			
82033														1120	0	417	0	109	308	0	0	606	97	0	0	0	0	RETIREMENT PLAN			
82257														1021	0	698	0	0	0	0	0	199	124	0	698	0	0				
82350														1174	0	929	0	0	0	0	0	121	124	0	929	0	0				
83375														11405	0	5803	0	0	0	0	0	1869	1900	1833	3014	0	2676				
83638	241055	0	178476	0	0	0	0	0	43770	9692	0	0	113594									9117									
83834														2097	0	1208	0	0	0	0	0	248	452	189	1145	0	0				
83852														160	0	32	0	0	0	0	0	89	39	0	0	0	0				
83955														838	0	0	0	0	0	0	0	545	293	0	0	0	0				
84046														125	0	0	0	0	0	0	0	110	15	0	0	0	0				
84541														24005	0	16868	0	754	2386	138	0	5098	739	1300	9935	0	2940	ESCROW	Incentive Payments Accrued		
85052														688	0	132	0	51	0	0	0	291	250	15	0	0	59				
85472														146968		103373	0					2130	38175	3290		63196					
85931														3352	0	1733	0	0	0	0	0	1389	151	79	1404	0	0				
86349														4265	0	1905	0	0	0	0	0	970	1322	68	1619	0	0				
86675														6878	0	5170	0	0	0	0	0	82	1602	24	0	0	3288				
87047														966	0	500	0	0	0	0	0	261	162	43	484	0	0				
87234														11111	0	7433	0	0	0	0	0	3114	409	155	3602	0	2015				
87476														710	0	226	0	0	0	0	0	21	375	88	226	0	0	non construction LIP			
87579														3390		791	0					0	2121	478			482				
88231														18314	0	12563	0	830	0	3359	0	858	3141	1752	3456	0	2715		Mortgage Repurchase Reserve		
88259														1032	0	646	0	0	0	0	0	375	6	5	254	0	0	deferred contract incentives			
88352														1173		479	0	366				397	297	0			113				
88455														5139	0	102	0	0	0	0	0	1412	3625	0	0	0	0				
89032														1434	0	0	0	0	0	0	0	557	877	0	0	0	0				
89135														1719	0	1534	0	0	0	0	0	64	121	0	1417	0	0				
89854														1134	0	188	0	0	0	0	0	793	153	0	120	0	0				
89957														1402	0	319	0	38	0	0	0	668	330	85	0	0	281				
90047														142	0	2	8	0	0	0	0	92	40	0	0	0	0				
90177														1794	0	364	162	109	28	217	10	38	1207	23	0	0	0	Unearned Profit	Accrued Interest on FHLB Advances	CDARS Incoming Rate Bridge Payment	
90328														7417	0	5046	0	0	0	0	0	544	1355	472	1744	0	1382				
90337														8884	0	5337	0	0	0	0	0	1547	1280	720	4018	0	0				
90579														5490	0	3767	0	0	0	0	0	96	1420	207	3669	0	0				
91615														508	55	56	0	0	0	0	0	113	311	28	0	0	0				
91754														7452		2805	0	234				3670	707	270	2553		17				
91950														782	0	559	0	0	0	0	0	179	44	0	559	0	0				
92144														72	0	0	0	0	0	0	0	72	0	0	0	0	0				
92676														10802		8537	0		2578			173	1653	439			5536	Liability for Pension & Postretirement benefits			
92706														5712	0	5478	0	0	0	0	0	187	25	22	3853	0	426				
92902														33	0	19	9	0	0	0	0	4	1	0	0	0	0				
93244														1776	0	0	0	0	0	0	0	1190	459	127	0	0	0				
93543														8862	0	4122	0	0	0	0	0	1947	2563	230	1449	0	0				
93619	834	0	353	0	353	0	0	0	481	0	0	0	0									0									
94139														10171	732	6410	0	0	0	0	0	190	3395	176	4057	0	0				
94522														9681	0	7270	0	0	0	0	0	867	1438	106	4138	0	545				
94755														908	0	228	0	0	0	0	0	301	0	379	216	0	0				
94858														1671	0	993	0	0	661	210	0	406	248	24	0	0	0	ATM Suspense	Escrow Payable		
95051														3427		2006	0					762	645	14			1392				
95677														426	0	400	0	0	0	0	0	1	0	25	0	0	0				
96553														423	0	0	48	0	0	0	0	153	222	0	0	0	0				
97055														1734	0	14	0	0	5	9	0	1127	593	0	0	0	0	S.D. Box Rent plus cash items	Incoming RBP CDARS	NE Fund XVII	
97279														482	0	0	0	0	0	0	0	253	150	79	0	0	0				
97457														585	0	147	0	0	0	0	0	244	194	0	0	0	0				
97804														29913	0	12903	0	0	7294	0	0	1751	14180	1079	0	0	0	LIHTC/Fund Commitments			
97943														2243	0	62	0	0	0	0	0	1061	1120	0	0	0	0		Unearned Income PPP Loans		
98351														2872	0	2690	49	127	142	6	34	133	0	0	311	0	2070	UNEARNED LOAN FEE	ESCROW HOLDING	ACCRUED LOYALTY POINTS	
98463														10450	0	1056	0	0	0	0	0	1	9108	285	0	0	983				
98717														2401		94	0					1294	1008	5							
99143														4866	0	3643	0	0	0	0	0	174	1049	0	3619	0	0				
99376														44502		20938	0	1273	1407	450	21	537	20562	2465		17787		Deferred Revenue	LOC Valuation	Misc Liabilities	
99442														7364	0	3005	0	0	0	0	0	3149	1210	0	3005	0	0				
99536														21654	0	12209	0	1926	0	0	0	6387	3058	0	10282	0	0				
99853														32	0	0	0	0	0	0	0	20	12	0	0	0	0				
100236														5669	0	4016	0	0	0	0	0	466	1057	130	3555	0	0				
100357														14341	0	11577	0	0	0	0	0	1605	716	443	8744	0	457				
100562														161495		131044	0		59750	59750		9314	13932	7205				Low income housing fund commitments	SERP & MPL		
100777														2769	0	1946	0	0	1848	0	0	607	186	30	0	10	0	Other liabilities			
100843														4158	0	1859	0	0	0	0	0	586	1638	75	701	0	0	Interest Accrued on FHLB Adv			
101037														9905	0	6905	0	0	2534	0	0	1813	1066	121	0	0	0	Deferred Orig Fee			
