"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
24659																			0	56	0	1028	0	0	0	0	0	972	0	0	0	0	0	0	0	0				
24949																			0	1746	1933	16799	330	433	0	0	0	2132	0	0	0	0	0	10555	0	0				
25357																			549	3639	0	11030	223	1120	234	0	0	6271	0	0	74	0	0	0	0	0	Bookkeeper rejects			
25647																				1315	1956	5087	385	579				1237			21		0	0	0	0				
26765																			0	11594	0	113218	5422	9256	0	0	0	15398	0	0	3271	0	0	59914	2072	14984				
27070																			0	7829	5044	50974	928	1973	0	0	0	3221	0	805	0	0	0	32907	0	0				
27614																			0	1160	7860	21203	358	1140	383	0	0	2072	0	0	0	0	0	8971	0	0	ATM Conversion Account			
27847																			53	2422	0	30906	1560	1850	2	0	0	6577	0	167	68	0	0	15340	0	4717	Deed Stamp Inventory			
28013																				48731	16556	279002	3694	15342				19239					0	178607	0	527				
28152																				521	0	6292	177	983				1296	805				0	3492	0	0				
28675																				2103	800	4709		390				1416					0	0	0	0				
28732																			0	141	855	2877	0	270	0	0	0	604	0	0	0	0	0	1007	0	0				
29476																			0	754	68	6044	401	487	0	0	0	1594	0	0	0	0	0	3141	0	0	0			
29636																			0	1765	27241	65193	3375	3804	0	0	0	5732	0	0	0	0	0	19239	806	6606				
29878																			0	2568	10522	25816	638	5380	140	3333	1028	7346	0	0	240	0	0	0	0	0	Seat License, CRA Investment	Additional Minimum Liabilty Pension	Debit Escrow	
30052																			0	133	0	521	0	211	187	0	0	177	0	0	0	0	0	0	0	0	Prepaids - Insurance, Assessments, Other including Conversion to outsource			
31134																				168	836	3359	496	525				1274					0	556	0	0				
31255																				2579	0	32847	3060	3204				6916					0	17985	0	2163				
31657																			0	486	0	6057	0	229	0	0	0	767	0	0	0	0	0	3580	0	995	Prepaid - Other	Late Fees		
31826																				1949	1358	13633	2055	3256				1922					0	5148	0	0	deferred compensation 1070			
31835																			0	0	836	18408	0	376	0	0	0	3239	0	0	0	0	0	12980	0	977				
32234																			0	3519	13422	24349	0	4689	0	0	0	2719	0	2824	0	0	0	0	0	0				
32766																			0	1163	0	2358	259	493	132	0	0	702	0	0	0	0	0	0	0	0	Payroll			
32971																			0	1638	2592	17691	984	1327	0	0	0	1833	0	0	289	0	0	9990	0	311				
33147																			0	2124	0	17519	665	2073	0	710	0	6372	0	0	0	0	0	6154	0	796	Outgoing RBP - CDARS	OTHER INVESTMENTS - ANNUTITIES		
33259																			0	2307	4541	28749	777	1462	617	0	0	3789	0	0	0	0	0	16650	0	0	Unposted Deposits			
33370																				273	285	577		0				19					0	0	0	0				
33839																			0	90	0	472	22	104	61	21	0	278	0	0	0	0	0	0	0	0	Primarily Negative Accrued FASB Tax Liability	Fiserv Reserve and Neg Accr Fed Tax		
33857																				9036	0	21109	2729	2781				9292					0	0	0	0				
34434																			173	1134	0	6219	264	1285	0	0	0	1594	0	0	0	0	0	2206	0	0				
34537																				102484	81540	621940		72610				52446	26804				0	296615	0	16245				
34555																				4125	0	17089	802	1050				4223		130	1		0	7691	0	0				
34742																			0	2012	1791	20619	1108	2403	0	0	0	2876	0	0	0	0	0	11537	0	0				
35057																				712	17	10116	323	4538	3471			1745					0	2313	0	791	SBA Portion of Foreclosed Loan			
35301	0	822000	629000	58169000	0	51601000	43552000	0	0	1206000	0	0	0	0	0	684000	3227000	0		820000																	Payables for Cash Collateral received			
35646																			0	591	376	4842	0	80	0	0	0	434	0	0	0	0	0	3361	0	0				
35879																			0	2506	4971	16508	0	370	250	0	0	836	0	0	0	0	0	7825	0	0	ACCRUED INCOME TAX			
36933																			0	1117	2561	10199	443	550	0	0	0	2021	0	0	0	0	0	3950	0	0				
37051																			0	680	0	2373	224	573	146	0	0	868	0	203	0	0	0	252	0	0	Asset suspense/OLP clearing			
37341																			0	674	0	2776	0	296	0	0	0	547	0	0	0	0	0	1259	0	0				
37435																			0	1557	9250	28408	3227	9934	4400	0	0	7667	0	0	0	0	0	0	0	0	Investment - Fed HTC			
37640																				17966	61127	257380		36989	9385			35415					0	67169	0	38714	Investments in Affordable Housing			
37659																			20	54	0	2448	13	661	0	0	0	598	0	0	0	0	0	1135	0	0				
37949																			0	481	0	10480	291	345	0	0	0	2410	0	0	0	0	0	7244	0	0				
38740																			0	3515	3554	16258	338	499	0	0	0	1595	0	0	0	0	0	7095	0	0				
39327																			0	675	1964	34335	366	2137	556	1113	0	3014	0	102	0	0	0	25823	722	0	Other Deposits	Annuity		
39756																				701	0	19826	377	709				6558			1		0	9312	0	2546	0			
40033																			0	474	0	4698	208	1250	785	245	0	206	0	0	0	0	0	959	0	1809	Deferred Comp	Proceeds due from maturity of CD on 6/28/25		
40499																				21948	18173	194426		36316	15938			16786					0	94906	1972	4325	DEFERRED COMPENSATION PLAN ASSETS			
40855																			0	875	0	2266	0	0	0	0	0	1391	0	0	0	0	0	0	0	0				
41553																			0	477	0	3445	40	40	0	0	0	915	0	0	0	0	0	2013	0	0				
41629																			0	1616	351	5732	952	1967	529	0	0	1283	0	0	0	0	0	515	0	0	Low Income Housing Investment			
41825																				1427	4351	18295	954	1572				3374					0	5502	0	2069	Other Assets	Health Insurance Reserve		
42037																			0	65	973	4127	0	103	0	0	0	541	0	0	0	0	0	2162	0	283				
42354																			0	1603	0	9303	174	182	0	0	0	3061	0	0	0	0	0	4457	0	0				
42372																			0	806	2686	14641	2389	2471	0	0	0	1594	0	0	0	0	0	6641	443	0				
42420																				41614	49780	448595		82748	35803			43956					0	154038	66986	9473	Limited Partnership Investments			
42448																			0	10367	3325	56291	2417	7355	0	0	0	13244	0	233	0	0	0	22000	0	0				
42457																			0	303	197	1135	124	127	0	0	0	508	0	0	0	0	0	0	0	0				
43052																			0	2590	93	8214	53	364	0	0	0	561	0	0	0	0	0	4606	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																			0	657	124	9378	505	1042	429	0	0	5077	0	0	0	0	0	0	1258	1220	Income tax receivable			
43856																			0	1362	238	3988	130	487	233	123	0	273	0	0	0	0	0	1628	0	0	Naming Rights	Real Estate Wires		
43959																			0	1428	3193	11909	171	171	0	0	0	1106	0	0	0	0	0	6011	0	0				
44040																			0	1393	4403	16781	294	328	0	0	0	4394	0	0	0	0	0	6263	0	0				
44433																				7278	10404	28233	1212	4595	2303	201	547	5956					0	0	0	0	Security Deposits	Clearing CAPS	Securities Principal Payments	
44741																			0	1459	2198	7878	690	1004	0	0	0	3217	0	0	0	0	0	0	0	0				
44750																			0	2093	2803	11870	0	321	0	0	0	1045	0	0	0	0	0	3722	0	1886				
44929																				544	0	4789	279	280				556					0	1532	0	1877				
45056																			0	240	178	1737	110	133	0	0	0	1186	0	0	0	0	0	0	0	0				
45458																			0	2962	437	10395	698	929	0	0	0	2358	0	0	0	0	0	3577	132	0				
45551																			0	6819	8329	66503	1473	18589	4579	387	10573	14866	0	14	0	0	0	14736	0	3164	EFA Vendor Commissions	Premium on Loans Purchased	Wire Clearing	
45560																				11160	0	74340	18019	25218				8221					0	26146	0	3595				
45775																			0	406	1848	7639	0	282	0	0	0	576	0	0	0	0	0	4527	0	0				
46053																			0	2647	0	11434	276	637	0	100	259	1471	0	0	0	0	0	6331	0	348	Passport Prefunded Transactions	Lease Right of Use NAPA	Right of use lease  Prior Lake	
46941																			0	570	0	7158	0	441	0	0	0	1258	0	0	0	0	0	2909	0	1980				
47247																				7593	0	49421	2001	11475	5383			4834	968	70			0	25519	0	0	Lender Reserve Account			
47500																			0	3384	1776	25962	1005	1815	0	0	0	1626	0	0	6	0	0	17361	0	0				
48057																			0	546	467	4658	23	23	0	0	0	1658	0	0	0	0	0	1964	0	0				
48374																			0	9459	0	80490	0	16823	0	0	0	23518	0	0	8175	0	0	29541	0	1149				
48440																			0	1194	1247	8053	0	26	0	0	0	1087	0	0	0	0	0	4499	0	0	Prefunding account			
49054																			0	1962	0	3614	0	260	0	0	0	1392	0	0	0	0	0	0	0	0				
49148																			0	284	124	3062	65	66	0	0	0	858	0	0	0	0	0	1730	0	0				
49241																			0	12780	6652	64530	2200	4439	0	0	0	7106	0	0	0	0	0	26257	0	7296				
49652																			0	1024	138	8679	33	507	0	0	0	1758	0	0	0	0	0	5252	0	0				
49858																			0	166	136	5816	0	597	0	377	0	542	0	0	0	0	0	4375	0	0	Prepaid Insurance	Prepaid Service Contracts		
49951																			0	641	0	6203	0	423	0	0	0	2088	0	0	0	0	0	3051	0	0				
50144																			0	397	428	5361	0	17	0	0	0	405	0	0	0	0	0	4114	0	0				
50461																				0	2242	2661	51	51				368					0	0	0	0				
51253																				7055	427	25376		3835	2805			7823					0	6236	0	0	Brokered Deposit Premium			
51356																				0	0	405		47				358					0	0	0	0				
51459																			0	3771	290	12711	229	229	0	0	0	2947	0	0	0	0	0	5474	0	0	Insurance Claims Receivable	Accrued Income Taxes		
51842																				1846	2256	13761	359	2449	1792			2994					0	4216	0	0	FASB 115 Sed G (l) Def Tax			
52719																				6402	33375	100781		61004				0			52537		0	0	0	0				
52951																			291	3265	2423	10347	0	369	0	0	0	4290	0	0	0	0	0	0	0	0				
53051																			0	5	0	553	0	24	0	0	0	524	0	0	0	0	0	0	0	0				
54058																				2972	183	11193		169	38			7869					0	0	0	0	Accrued Income Tax Receivable			
54656																				2351	0	30944	363	1560	879			7954					0	14716	0	4363	Income Tax Receivable			
54973																				104529	109556	487007	10488	37966	22152			28021					0	61790	145145	0	Prepaid Pension Benefit			
55336																			0	1848	2133	10530	1289	1345	0	0	0	2284	0	0	0	0	0	2920	0	0				
55635																			0	177	507	2705	267	1311	0	0	0	710	0	0	0	0	0	0	0	0				
55653																			0	302	1	676	0	56	0	0	0	317	0	0	0	0	0	0	0	0				
55970																			0	368	1289	24754	866	995	0	0	0	1832	0	0	0	0	0	15865	0	4405				
56258																			0	722	0	7465	163	374	0	0	0	1885	0	0	0	0	0	4484	0	0				
56351																				11203	9763	120932	5743	15817	4902			16858					0	67291	0	0	Right of Use Asset			
56548																			0	6219	3171	21688	543	1573	514	0	0	2021	0	0	0	0	0	8704	0	0	Tax Receivable			
56717																			0	3047	8561	48458	1534	4085	0	1726	0	4376	0	0	0	0	0	23815	0	4574		ROU Lease Assets		
57451																			0	1910	4480	18469	1035	1211	0	0	0	3129	0	0	0	0	0	7739	0	0				
58225																			0	481	2161	13615	471	1166	0	0	0	1479	0	61	0	0	0	7101	0	1227				
58243																				55361	11766	321779	7130	72949	7740			26997	47930	3814	5728		0	114736	39970	0	NMTC Receivable			
58355																			0	457	0	1374	94	94	0	0	0	289	0	0	0	0	0	534	0	0				
58551																			0	0	0	10652	0	754	0	279	0	2878	0	0	0	0	0	6481	0	539		FHLB STOCK		
58636																			0	571	3579	21015	921	1713	684	0	0	2612	0	0	0	0	0	5645	0	6895	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																			0	1724	1898	17096	156	612	320	0	0	3268	0	0	0	0	0	9594	0	0	Agency Receivable			
58971																				28997	52249	228651	7170	26684				34078					0	86643	0	0				
59316																			0	7538	17693	93545	10696	14120	0	0	0	8642	0	0	0	0	0	34796	1410	9346				
59352																			0	379	141	11536	255	490	0	0	0	2476	0	0	0	0	0	8050	0	0				
59370																			0	542	1352	16258	869	1176	154	128	0	1069	0	16	9	0	0	12119	0	0	Income Tax Receivable	Other Assets		
59754																			0	1375	303	4248	984	1080	0	0	0	1490	0	0	0	0	0	0	0	0				
60143	0	874000	825000	5360000	0	1920000	1176000	0	0	299000	0	0	0	0	0	1414000	28000	0		874000																	Pension plan assets			
60330																				1304	2506	33389	3338	5883				3871	1685				0	13147	0	6678				
60545																			0	835	263	3590	0	79	0	0	0	2413	0	0	0	0	0	0	0	0				
60554																			0	188	0	2452	0	78	0	0	0	1533	0	0	0	0	0	653	0	0				
60648																			0	712	3797	14648	0	751	0	0	0	2007	0	0	0	0	0	6379	0	1002				
61122																			2802	5815	8378	102794	3076	31825	18538			7134					0	49642	0	0	Pension asset			
61355																			0	8170	6637	55076	2160	7050	0	0	0	7660	0	0	0	0	0	25559	0	0				
61757																				1232	1062	14726	192	364			160	1512					0	10556	0	0			Debit Card Settlement	
61832																			0	1389	4619	19825	248	340	0	0	0	2609	0	0	0	0	0	5622	0	5246				
61953																			0	273	0	833	0	31	0	0	0	529	0	0	0	0	0	0	0	0				
62044																			0	327	0	2981	343	890	135	0	0	1067	0	0	0	0	0	697	0	0	Holding Company Commitment			
62110																			0	126	410	1354	0	780	777	0	0	38	0	0	0	0	0	0	0	0	Account receivable owed from Clients			
62147																			0	657	0	3230	88	247	0	0	0	411	0	0	0	0	0	1915	0	0				
63050																			0	515	3206	14312	0	239	0	0	0	2158	0	0	0	0	0	8194	0	0				
63069	0	350072	586936	2741642	0	946505	445599	0	0	414486	0	0	0	0	0	108991	334652	0		350072																	Affordable Housing Investments commitment			
63201																			0	601	1999	7115	701	922	0	0	0	1131	0	0	0	0	0	2462	0	0				
63573																			0	2615	1901	9324	0	2838	2221	0	0	1970	0	0	0	0	0	0	0	0	Prepaid Pension Obligation			
63733																				6876	8949	62020	1578	7810	3413			8163		319			0	24962	0	5260	Insurance Annuity Asset			
64150																			0	795	0	8327	0	630	0	0	0	1885	0	256	0	0	0	5017	0	0				
64552																				2312	1532	13149		3038				1039				1099	0	5228	0	0				
64730																			0	234	2658	4254	0	309	0	0	0	1053	0	0	0	0	0	0	0	0				
65205																			0	1844	2058	60129	0	5324	0	0	0	3576	0	0	0	0	0	33389	0	13938				
65559																				572	8129	28811	480	761				7290		182			0	12059	0	0				
65858																			139	658	2077	40019	2518	10331	6378	0	0	10374	0	3	1227	0	0	14940	0	1639	Artwork			
66154																			0	1223	353	10494	862	1052	0	0	0	1550	0	0	0	0	0	6077	0	239				
66275																			0	2396	1612	12175	663	1575	860	0	0	5001	0	0	0	0	0	1591	0	0	Taxes and Loan Fees Recievable		0	
67142																			0	2625	0	4401	351	861	0	0	0	915	0	503	0	0	0	0	0	0				
67151																			0	2175	0	8929	0	3203	0	0	0	3551	875	0	0	0	0	0	0	0				
67209																			0	5917	12875	46392	0	3444	0	0	0	4914	0	0	0	0	0	19242	0	0				
67254																			0	0	0	314	0	256	0	0	0	58	0	0	0	0	0	0	0	0				
67656																				877	15047	28834	1255	3747				6078					0	3085	0	0				
67870																			0	2152	1668	19377	738	1251	468	0	0	2063	0	0	0	0	0	7464	0	4779	Pension Asset-Employee			
68671																			0	111	0	5385	584	3365	0	0	0	1909	171	0	0	0	0	0	0	0				
68756																				1751	0	24291		3980				8767	2090				0	9793	0	0				
68831																			0	1083	587	6994	0	470	0	0	0	1309	0	0	0	0	0	3545	0	0				
69333																				3765	0	50557	1686	3346	1527			7452					0	35994	0	0	Right of Use Lease Asset			
69678																			0	1016	2407	9851	1130	3395	1065	0	0	3033	0	37	0	0	0	0	0	0	Trust Fees Receivable			
70218																				679	287	7702		6318	5852			418					0	0	0	0	Right of Use Asset			
70414																			0	2951	3321	26323	1730	3072	0	0	0	2163	0	0	0	0	0	12956	0	1860				
70638																			0	973	0	11674	736	1755	0	0	0	4432	0	0	0	0	0	3173	178	1163				
70955																			0	0	0	399	0	90	0	0	0	309	0	0	0	0	0	0	0	0				
71073																			0	2830	504	8285	145	424	0	0	0	605	0	0	275	0	0	1331	0	2591				
71457																			0	5705	2657	23692	1358	1381	0	0	0	6537	0	0	0	0	0	7412	0	0				
71859																			0	151	79	735	0	445	0	0	0	60	0	0	384	0	0	0	0	0				
72258																			0	580	0	9350	711	1185	401	72	0	7585	0	0	0	0	0	0	0	0	Accrued Principal Receivable - Mortgage Backed Securities	AR Trust Income		
72351																			0	119	0	770	103	106	0	0	0	545	0	0	0	0	0	0	0	0				
72454																			0	110	567	1746	211	211	0	0	0	858	0	0	0	0	0	0	0	0				
72678																			0	2122	7556	34230	1723	1794	0	0	0	2316	0	0	71	0	0	20442	0	0				
73116																			0	544	4766	14865	734	1331	0	0	0	1827	0	0	496	0	0	6397	0	0				
73152																			0	541	0	6118	120	120	0	0	0	1187	0	0	0	0	0	3493	0	777				
73554																			0	3515	0	13048	480	1046	0	0	0	4830	0	311	0	0	0	3657	0	0				
73956																			0	220	81	1930	34	37	0	0	0	532	0	0	0	0	0	1060	0	0				
74056																			0	380	103	8250	354	3445	3091	0	0	2686	0	0	0	0	13	1623	0	0	TAX CREDIT INVESTMENTS			
74140																				8313	4639	79247	3360	12983	6812			7538					0	18165	24682	2927	Investment in Low Income Housing			
74403																				3560	7187	34195	1682	3326				3817					0	16305	0	0				
74449																			0	25	0	184	0	48	0	0	0	111	0	0	0	0	0	0	0	0				
75259																			0	1932	1631	30049	1956	2867	0	0	0	4003	0	0	412	0	0	18753	0	863				
75446																			0	4087	155	17028	272	845	0	0	0	3261	0	9	0	0	0	8680	0	0				
75455																			0	0	0	292	0	0	0	0	0	292	0	0	0	0	0	0	0	0				
75633	0	3050907	2037117	11517097	370609	1019817	0	0	0	878057	0	389342	0	0	351	1733074	2308030	489744																						
75651																			0	603	383	3912	0	253	160	0	0	645	0	0	0	0	0	2028	0	0	Insurance Agency			
76153																			17	567	0	1760	86	267				768					0	158	0	0				
76443																			0	214	0	907	126	203	0	0	0	490	0	0	0	0	0	0	0	0				
76854																			0	1317	4432	21741	599	2071	0	0	0	2218	0	0	0	0	0	8656	0	3047				
