"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
1856														73		0	0					52	19	2							
2161														6951		5256	0					165	1257	273							
2732														7084		2398	0					2562	1944	180							
2750														906		579	0					110	207	10							
3252														1137		37	0					517	583	0							
3458														284		2	0					215	67	0							
3720														3395		1	0					367	2987	40							
3971														12859		5300	0					3506	3945	108							
4231														750		0	0					425	215	110							
5069														10491		2198	0					1750	6484	59							
5135														4744		1162	0					1205	2377	0							
5210														39005		26755	0					802	9832	1616							
5461														7574		5800	0					147	1445	182							
5751														2066		1379	0					239	422	26							
6039														5283		2249	0	1657				2381	606	47	300		99				
6329														13050		7208	0	1115				2267	2133	1442	4459		906				
7009														19154		460	0					4925	13769	0							
7045														1080		0	0					212	868	0							
7072														5287		4033	0					5	1210	39							
7456														997		343	0					247	407	0							
7634														523		0	0					248	245	30							
8462														1866		22	0					1691	145	8							
8631														862		692	0					74	94	2							
9357														8809		6181	0					30	2507	91							
9553														1875		1	0					294	1580	0							
9807														17734		5509	0					6466	5021	738			3955	0	0		
9955														691		0	0					180	511	0							
10250														4302		1368	0					1231	1419	284							
10849														1351		240	0					282	537	292							
11145														4410		570	0		86			457	3383	0		484		Great Lakes Capital FUnd	Differed Revenue	Marble CLiff Capital	
11640														4303		1761	0					942	1600	0							
11837														414		5	0					107	165	137							
12030														7496		4605	0					1272	203	1416							
12142														2997		1460	0					1287	231	19							
12311	3662359	0	2659344	0	1238811	0	0	0	700010	188225	0	0	0									114780									
12647														508		29	0					301	178	0							
12946														26747		14417	0					1283	10486	561							
13103														34200		17659	0					3427	8641	4473		9326	4880				
13251														261		116	0					145	0	0							
13457														650		1	67					323	259	0							
14155														3071		1187	0					1109	755	20							
14650														998		36	0					255	568	139							
14753														460		0	29					178	253	0							
14865														7526		5199	0					295	2007	25							
14977														507		56	0	45				240	178	33							
16551														2056		113	0					638	1011	294							
17110														17584		7545	0					638	9332	69			7319				
17147														344742		79250	0					8313	239179	18000		49863					
17259														1647		1275	0					111	261	0							
17950														3730		1690	0					755	1124	161							
17978														1205		164	549					16	476	0							
18050														5858		1888	0					1034	2756	180							
18827														22610		13060	0					2402	5128	2020							
18836														3000		974	0					270	1756	0							
18854														12872		10241	0					1171	996	464							
19356														890		284	0					229	288	89							
19936														3715		2938	0					377	0	400							
19972														1482		1352	0					2	89	39							
20053														622		0	0					395	206	21							
20633														2144		1292	0					134	662	56							
20857														3399		665	0					2215	334	185							
21256														19		7	0					12	0	0							
21359														367		207	0					65	95	0							
21658														1654		879	0					326	449	0	859						
22048														3826		1926	0					782	919	199							
22543														2068		311	920					159	511	167							
22552														382		0	0					340	42	0							
22730														1543		160	0					893	407	83							
23456														2311		165	0					1435	665	46							
23504														91079		51151	0					3068	34521	2339			48138				
23643														1250		105	0					807	230	108							
23755														2419		1076	0					307	1036	0							
24378														901		562	0					49	290	0							
24659														520		270	0					25	225	0							
24949														4804		3327	0					782	555	140							
25357														2281		640	0					613	678	350							
25647														3879		1314	0	1314				649	1916	0							
26765														52551		17627	0					4131	21660	9133							
27070														5335		730	0					1751	2379	475							
27614														3573		1918	0					793	862	0							
27847														6213		3134	0					911	2013	155							
28013														32846		21163	0					46	10953	684	19447						
28152														2429	500	1998	0					87	306	38	1027	462					
28675														810		2	0					638	170	0							
28732														1817		1014	0					250	396	157							
29476														1024		374	0					358	67	225							
29636														25514		18465	0					1367	4652	1030							
29878														40383		40009	0					0	281	93							
30052														692		137	398					21	131	5							
31134														2165		1336	0	150	375		200	496	333	0				Index Liability Plan	Split Dollar Ins Liability	Allowance for unfunded committments	
31255														13688		4180	0		2253	40		665	8287	556			1500	Factored loans collected reserves	CDARS Ratebridge payments		
31657														166		0	0					89	77	0							
31826														5337		4430	0					693	191	23	1070						
31835														5362		1873	0					339	3150	0							
32234														5177		3795	0					800	582	0							
32766														958		0	0					62	825	71							
32971														6198		3820	0					834	1371	173							
33147														3799		626	0					1637	1357	179							
33259														7408		332	0					2857	3790	429							
33370														349		349	0					0	0	0							
33839														170		5	108					52	0	5							
33857														15159		8385	0					2885	3505	384							
34537														172786		114475	0					8498	43672	6141			50991				
34555														3324		2311	0	20				998	0	15	2138						
34742														6646		2851	0					1912	1815	68							
35057														1396		201	0					720	361	114							
35301	24459000	0	21483000	104000	0	10555000	6290000	0	2800000	10000	0	0	0									62000						Payables for non-cash collateral	Payables for cash collateral received		
35646														1217		714	0					363	138	2							
35879														1582		333	0					492	615	142							
36933														3154		1044	0					1049	961	100							
37051														559		157	0					351	51	0							
37341														680		306	0					258	106	10							
37435														21224		4738	0					769	13448	2269							
37640														62893		23697	0					10209	27792	1195			5939				
37659														882		752	0					42	64	24							
37949														375		161	0					208	6	0							
38740														2160		419	0					292	1415	34							
39327														5157		2383	0					641	1183	950							
40033														851		793	0					12	46	0							
40499														91228		69117	0					3880	15308	2923	37795		21100				
40855														1632		0	0					1107	525	0							
41553														690		0	0					62	583	45							
41629														2161		731	0					1130	264	36							
41825														5807		3878	0					352	1060	517	1714		1761				
42037														961		0	0					142	819	0							
42354														1441		7	0					307	1127	0							
42372														2883		2235	0					23	251	374							
42420														122422	6341	77564	0					5266	31005	8587			43590				
42448														14471		1668	0					7657	2539	2607							
42457														289		0	0					16	273	0							
43052														1235		4	0					246	972	13							
43351														2800		34	0					1413	1003	350							
43856														663		590	0					73	0	0							
43959														1554		2	0					908	644	0							
44040														2100		5	0					228	1850	17							
44433														8575		5139	0	2287				1676	1157	603		131	2015				
44741														2142		388	0					169	1562	23							
44750														1951		1052	0					785	114	0							
44929														1418		0	980					114	281	43							
45056														624		208	0					141	275	0							
45458														1926		958	0					354	594	20							
45551														10317		5717	0					3642	940	18							
45560														32295		13395	0					4222	13739	939	8724		3392				
45775														3096		3022	0					72	1	1							
46053														4403		2933	0					749	609	112							
46941														1050		0	0					641	409	0							
47247														12934		2981	2263					817	4780	2093	1484	61					
47500														2101		322	0					24	1486	269							
48374														15813		6864	0					2193	5911	845							
48440														2125		1101	0					899	0	125							
49054														1668		704	0					172	792	0							
49148														1685		1321	0					148	216	0							
49241														19197		16336	0					1931	409	521							
49652														990		680	0					144	156	10							
49858														1547		970	0					240	279	58							
49951														1463		1	0					131	1331	0							
50144														1716		0	0					379	1334	3							
50461														1233		555	0	65				305	273	100			482				
51253														17734		13547	0		10368			2611	1552	24				Escrows Payables			
51356														128		0	0					93	35	0							
51459														2262		575	0					974	602	111							
51842														5923		2058	0		109			3326	145	394	1435			Supplemental Exec Retire Healthcare Benefit			
52719														4911059		4893229	0		2219152	2609654		0	17830	0				Participant fund cash	Payable to participants		
52951														1816		68	0					384	1334	30							
53051														190		0	0					172	18	0							
54058														2296		594	0		68			1241	11	450				ATM Clearing			
54973														152838		56530	0					856	90252	5200	34013		17983				
55336														5904		3995	0					429	1309	171							
55635														1608		466	0					392	750	0							
55970														3044		41	0					641	2339	23							
56258														1791		990	0					361	322	118							
56351														37228		15428	0					3667	17381	752	8826		4925				
56548														8500		74	0					3392	5030	4							
56717														16483		6440	0					777	8747	519							
57451														4339		0	0					1679	1956	704							
58225														1708		627	0					362	515	204							
58243														138202		85889	0	984				14620	35193	2500	1493	40648	33379				
58355														433		58	0					228	147	0							
58551														2859		1949	0					910	0	0							
58636														5499		1487	0					1026	2399	587							
58757														5911		4023	0					1036	530	322							
58971														168836		98885	0					5764	49529	14658	38916		40536				
59316														31098		11547	0					9444	9751	356							
59352														2795		285	0					803	1628	79							
59370														669		221	0					3	81	364							
59754														1489		1123	0					243	95	28							
60143	1555000	0	1118000	5000	0	361000	0	0	369000	39000	0	0	332000									24000						Pension plan liability			
60330														11539		8589	0					2050	648	252	5339						
60545														1400		0	0					997	403	0							
60554														333		0	0					172	161	0							
60648														3397		2117	0					163	1117	0							
61122														21423		15634	0					542	4265	982	8530		1152				
61355														11497		61	0					1707	9729	0							
61757														5188		726	0					1623	2637	202	699						
61832														3889		2165	0					702	736	286							
61953														353		45	0					59	159	90							
62044														2810		1520	3					331	812	144							
62110														2835		418	0					0	2417	0							
62147														322		39	0					53	221	9							
63050														5609		4282	0					493	834	0							
63069	2461419	0	1665586	0	0	0	0	0	663775	88029	0	0	0									44029									
63201														990		428	0					79	404	79							
63573														3000		738	0					149	1580	533							
63733														10196		2585	0					2291	4116	1204	2464			Cardholder Settlement Debit Cards			
64552														4343		3107	0		939			285	728	223				Reserve for Other Expenses			
64730														2075		12	0					162	1419	482							
65205														8680		3311	0					22	4435	912							
65559														8304		5907	0					790	1607	0	5798						
65858														15897		2926	0					2457	9192	1322							
66154														2574		759	0					679	1015	121							
66275														2727		1637	0					454	551	85							
67142														613		6	0					345	208	54							
67151														9952		7077	0					896	1979	0							
67209														28017		23801	0					997	2121	1098							
67254														280		0	0					0	280	0							
67656														14251		3277	0		2419			1475	8851	648	850			ACCRUED LONG TERM EMPLOYEE BENEFITS			
67870														9508		7018	0					342	1610	538							
68671														3808		1863	0					1579	346	20							
68756														7586		4057	0					1114	2061	354	2311						
68831														1226		0	0					105	945	176							
69333														12095		1573	0					2955	6520	1047			1573				
69678														2044		972	0					411	636	25							
70218														6829		5886	0					629	289	25			5880				
70638														1272		12	0					275	842	143							
70955														372		3	127					35	207	0							
71073														1980		794	0					171	999	16							
71457														3192		1117	0					1101	974	0							
71859														560		0	0					2	558	0							
72258														4350		0	0					1795	2413	142							
72351														523		0	0					167	354	2							
72454														1240		0	0					751	489	0							
72678														3814		585	0					1095	2098	36							
73116														5243		1205	0					98	3776	164							
73152														1227		953	0					227	7	40							
73554														2847		883	833					649	367	115							
73956														371		208	0					147	8	8							
74056														2864		2174	0					209	381	100							
74140														16796		9199	0					980	5946	671	5988						
74403														9623		5258	0	2209				507	3156	702			1933		ATM Settlement	SERP	
74449														50		16	0					34	0	0							
75259														4853		1600	0					1150	1664	439							
75446														2324		8	12					1013	1264	27							
75455														193		0	0					148	45	0							
75633	4351293	0	2507584	0	1081325	0	0	0	1355216	273825	0	0	1005423									214668									
75651														467		0	0					363	104	0							
76153														416		5	185					69	157	0							
76443														524		3	0					37	446	38							
76854														3209		497	0					566	1761	385							
77150														586		0	37					374	153	22							
77253														1506		0	0					266	877	363							
77422														1396		1019	0					77	195	105							
77851														83355		34432	0					23985	23748	1190	24339						
78157														275		73	0					30	154	18							
78241														347		0	0					205	142	0							
78559														674		22	0					103	530	19							
79042														3958		1794	0	1429				1594	477	93	233						
79127														881		257	0					61	542	21							
79145														2469		474	0					691	814	490							
79257														144		0	64					50	24	6							
79855														1373		0	0					929	444	0							
80150														6692		4500	0					1784	408	0							
80374														1434		575	0					64	749	46							
80431														584		0	0					313	271	0							
81175														3095		386	0					724	1729	256							
82033														1279		467	0					642	170	0							
82257														985		698	0					97	190	0							
82350														1139		934	0					129	76	0							
83375														12862		5887	0					1763	3344	1868							
83638	236234	0	174817	0	0	0	0	0	46834	9042	0	0	114240									5541									
83834														2150		1253	0					251	442	204							
83852														190		20	0					98	72	0							
83955														1005		0	0					562	443	0							
84541														27598		19642	0					4930	1584	1442							
85052														698		140	0					255	283	20							
85472														158381		106392	0					1222	46130	4637		58235					
85931														3080		1421	0					1371	231	57							
86349														4267		1792	0					908	1508	59							
86675														8100		5723	0					90	2269	18							
87047														954		494	0					294	136	30							
87234														11594		7448	0					3400	591	155							
87476														1051		233	0					18	712	88							
87579														3651		711	0					0	2544	396			446				
88231														17364		12225	0					837	2550	1752							
88259														1172		779	0					382	6	5							
88352														1248		478	0	376				382	388	0			102				
88455														6375		128	0					1340	4907	0							
89032														1537		0	0					604	933	0							
89135														1778		1439	0					165	174	0							
89854														913		180	0					528	205	0							
89957														1417		255	0					518	559	85							
90047														131		2	8					92	29	0							
90177														2058		323	199					82	1431	23							
90328														7800		5277	0					573	1484	466							
90337														10325		6087	0					1718	1800	720							
90579														5965		3752	0					86	1917	210							
91615														401		0	0					86	287	28							
91950														758		537	0					162	59	0							
92144														70		0	0					70	0	0							
92676														10281		8037	0		2173			112	1687	445			5409	Liability for Pension & Postretirement benefits			
92706														4362		4078	0					170	92	22							
92902														47		27	9					4	7	0							
93244														2022		0	0					1141	754	127							
93543														7547		2581	0					1897	2839	230							
93619	446	0	3	0	0	0	0	0	443	0	0	0	0									0									
94139														11104		6507	0					214	4219	164							
94522														4476		1572	0					855	1954	95							
94755														1028		376	0					302	0	350							
94858														1292		516	0					377	372	27							
95051														3251		1765	0					762	706	18			1152				
95677														403		381	0					4	0	18							
96553														507		4	26					168	309	0							
97055														2232		24	0					1312	896	0							
97279														463		0	0					217	165	81							
97457														757		142	0					257	358	0							
97804														30343		12287	0					1717	15142	1197							
97943														2845		46	0					1291	1508	0							
98351														2992		2762	91					139	0	0							
98463														10932		1036	0					2	9610	284							
98717														2040		33	0					1345	657	5							
99143														5221		3678	0					192	1351	0							
99376														47921		22140	0	718		450	22	594	23067	2120	1824	17055	2071	Deferred Revenue	Rep and Warranty Reserves	Misc Liabilities	
99442														7471		3214	0					2796	1461	0							
99536														23048		11849	0					6568	4631	0							
99853														60		23	0					32	0	5							
100236														6137		4139	0					535	1333	130							
100357														14567		11968	0					1710	446	443							
100562														181137		130041	0		54381	34515		7503	36448	7145				Low income housing fund commitments	SERP & MPL		
100777														4162		2085	0					1907	135	35							
100843														4206		1945	0					421	1765	75							
101037														11395		7180	0					2563	1523	129							
101439														1131		300	0					234	597	0							
101671														16414		15203	0		8102			666	462	83				LT Lease Liability			
101738														1472		810	0					438	204	20							
101952														851		0	0					206	645	0							
102333														298		37	0					85	176	0							
102342														3409		437	0					2276	696	0							
102557														3243		2576	0					466	201	0							
102874														1612		660	0					121	816	15							
103134														334		0	37					78	93	126							
104234														771		300	0					138	333	0							
104542														449		166	0					242	39	2							
104971														121		14	0					0	107	0							
105026														4644		2802	0					531	1280	31							
105473														28720		12482	0					250	14936	1052							
105530														2759		1840	0					377	349	193							
106359														23087		10778	0					4120	7089	1100			8053				
106452														4406		1248	0					114	2604	440							
106676														337		38	0					198	78	23							
107244														764626		451652	49058		247844			46795	69862	147259			160973	Uncalled Contributions for Equity Investments			
107570														4179		950	0					1150	1933	146							
107758														242		169	0					32	41	0							
108072														1528		548	0					35	901	44							
108269														2359		2352	0					5	2	0							
108652														173		50	0					9	101	13							
108746														125		0	0					90	35	0							
108951														4841		2059	0					1172	1310	300							
109136														4298		2287	0					735	716	560							
109154														446		0	0					264	182	0							
109453														1985		60	105					1067	753	0							
109574														6116		4205	0					18	1593	300							
109659														8785		7065	0					702	868	150							
110413														8581		2321	0					84	5932	244	2321						
110936														32648		25464	0					1709	5162	313							
110945														1325		3	0					481	780	61							
110972														364		62	0					67	203	32							
111157														825		446	143	6				114	122	0	440			DDA Suspense			
111205														6226		1064	0					805	4178	179							
111942														4107		2484	0					446	688	489							
112163														27282		19492	0					4099	3691	0	7206		12180				
112332														1320		595	0					665	39	21							
112510														670		0	0					85	577	8							
112556														929		373	65					300	191	0							
112837	26362398	0	9593649	0	0	0	0	0	16271397	135246	0	0	0									362106									
113003														48762		2496	40142			1721		2	6064	58	209		547	Pension 87	Fasb 106		
113030														1589		0	0					567	934	88							
113441														7946		3248	0					842	3856	0							
113601														24281		16987	0					737	3878	2679							
113740														4921		93	0					1842	1986	1000		93					
114149														3102		50	0					213	2808	31							
114260														26991		10680	0		7379			3675	11236	1400				Trade Date Purchased Loans Gov Guar			
114457														424		40	0					303	37	44							
114774														1134		118	605					201	210	0							
114840														2440		48	0					562	1530	300							
114859														514		271	25					147	71	0							
115146														509		17	15					476	0	1							
115575														7476		4935	0					191	1863	487							
116358														188		14	0					115	59	0							
116554														866		798	0					2	63	3							
116741														533		0	0					448	85	0							
117038														2993	180	1860	0					813	248	72	1680			Dealer Reserve			
117074														5153		4855	0					2	272	24							
117458														9370		2971	0					1572	4802	25							
117775														8018		7284	0	129	6931			14	705	15			224	Factoring Liabilities			
118156														9081		4521	0					2072	2488	0							
118660														1045		787	0					0	258	0							
118736														1995		1194	0					315	425	61							
119153														976		446	0					168	233	129	340						
119779														10334		0	0					997	9124	213							
119872														11671		10058	166					289	938	220							
120476														271		0	0					148	123	0							
120542														1641		10	0					1363	218	50							
120609														19062		13037	0					1	4835	1189							
120953														738		2	0					489	219	28							
121642														74362		30018	0					9432	29074	5838		43	29975				
121651														6491		676	0					1794	4014	7							
121914														2890		2139	0					162	589	0							
122153														383		0	0					177	206	0							
122546														449		0	0					315	91	43							
123075														366		116	0					102	148	0							
123374														526		348	0					149	29	0							
124344														7106		3306	0					2159	1441	200							
124830														987		106	0					609	254	18							
125154														14109		8172	0		2725			73	5832	32			5447	RETIREMENT BENEFIT OBLIGATION			
125855														8704		0	0					842	7629	233							
126012														11042		8396	0					354	2078	214							
126049														213		0	0					171	41	1							
126375														1658		751	0					353	554	0							
126553														9343		7530	0		150	265		483	1300	30		14	6087	Mortgage Liability	Banker's Acceptance		
126834														5105		9	0					4435	661	0							
127055														2032		0	0					475	1557	0							
127224														1620		0	0					616	988	16							
128258														381		0	5					161	140	75							
128904														494643		242747	0					45688	192557	13651		64394	90917				
129349														2515		1540	71					329	463	112							
129358														1589		479	0					255	690	165							
129732														146978		43771	0		22220			10337	89473	3397				A/P - due to Broker/Counterparty			
129853														1490		60	0					500	930	0							
129910														7064		4151	0					1210	1631	72							
130345														6321		965	0					176	5043	137							
130541														47695		29606	0	8049				8651	7167	2271	214						
131436														5929		3348	0					134	1831	616	3310						
131717														809		448	0		139	305		55	306	0				Escrow Loan Account	Incentive/Launch Support Mastercard conversion		
131940														1139		674	0					240	100	125							
132107														31750		16385	0					765	13770	830							
132451														310		0	0					197	113	0							
132778														296		141	0					6	148	1							
132938														999		115	0					516	335	33							
133579														9103		7749	0		2286	2456		18	1001	335	2347			RETIREMENT PLAN	ESCROW RESERVE		
133850														21303		2345	0					3643	13330	1985							
133971														5670		4551	0					57	1051	11							
134156														1605		116	624					204	649	12							
134437														15876		8271	0					1869	5457	279							
134455														2021		975	0					606	440	0							
134848														1182		223	0					777	116	66							
135836														891		0	0					181	688	22							
135854														1012		132	117					585	168	10							
136048														1711		571	0					701	439	0							
136338														2705		1075	0					339	1049	242							
136655														915		310	0					367	238	0							
137205														24027		14120	0					1929	6837	1141							
137447														4184		2436	0					935	718	95							
137456														436		0	0					95	341	0							
137559														600		94	0					352	154	0							
137643														757		179	0					344	234	0							
137652														26537		10852	5927	6880				587	8991	180			3391				
137915														279361		116567	67054	3636	91951			68	89848	5824				Lease liability			
138051														837		0	92					725	20	0							
138257														641		236	0					343	37	25							
138556														1387		1048	0					176	153	10							
139133														4591		3026	0					469	1096	0	2289		61				
139478														2360		351	0					1	1947	61							
139553														10982		1775	0					1509	7256	442							
139656														54245		28364	0	9733				5073	19871	937							
139740														33275		17541	0					7797	6393	1544		11128					
139843														22849		10178	0				2781	1867	8586	2218			3657			Commitment to purchase securities	
140157														2389		6	1144					504	735	0							
140362														49033		16982	12945					438	17578	1090		6258	9507				
140634														534		41	0					430	63	0							
141350														936		245	0					550	141	0							
141556	64101	0	27667	0	0	8766	0	0	12933	1331	9624	0	0									22170						INVESTMENT IN TAX CREDIT PAYABLE			
141677														585		300	0					210	75	0							
141958														726		0	0					499	197	30							
142049														1118		0	0					329	745	44							
142179														1905		1542	0					157	206	0							
142955														10900		7751	0					1493	1316	340							
143372														1862		1282	0					148	408	24							
143662														1025114		757998	0					22179	226158	18779		194786					
143859														2952		801	0					980	1171	0							
143952														951		31	222					74	570	54							
144052														3205		1120	0					852	1108	125							
144155														10733		8983	0					378	1253	119			8983				
144678														3970		3179	0					583	167	41							
144856														3260		100	0					808	2337	15							
144913														3585		2137	0					1402	46	0							
145059														1130		718	0					412	0	0							
145545														6094		4328	0					1307	351	108							
145554														2153		903	0					104	812	334							
145741														1291		0	0					919	372	0							
145844														3772		19	0					1009	2744	0							
146056														749		275	0					145	312	17							
146663														4770		2193	0					895	1672	10							
147651														312		0	0					75	237	0							
147679														4269		2738	0					841	668	22							
147857														1995		1173	0					821	1	0		105					
147923														2222		1412	0					378	275	157							
148171														2215		1445	0					546	174	50							
148238														2900		671	0					530	1491	208							
148340														933		402	0					386	142	3							
148470														12010		10802	0					334	829	45							
148715														480		162	0					104	214	0							
149150														1314		159	0					264	891	0							
150035														17762		11893	0					1583	3706	580	4592						
150044														8471		3848	0					331	3832	460							
150727														21021		18353	0					1405	695	568							
151957														5706		924	0					1144	3638	0							
152057														3796		0	0					17	3779	0							
152253														674		1	0					583	90	0							
152440														730		84	0					383	256	7							
153054														2413		475	0					250	1088	600							
153353														16951		6505	0					3361	5900	1185							
154154														4937		2777	0					1231	651	278							
154770														16881		9538	0					1410	4245	1688							
155759														145		0	0					145	0	0							
156457														532		0	0					502	8	22							
156970														989		239	0					122	542	86							
157155														509		340	0					115	39	15							
157379														309		128	1					0	152	28							
157650														1184		214	0					149	792	29			101				
157744														3454		2278	0					222	872	82							
157856														60		43	0					17	0	0							
158376														308		78	0					217	13	0							
158741														1469		430	0					810	229	0							
159636														48203		8963	0					25697	11231	2312	6515		2317				
159645														1302		0	0					339	963	0							
159953														858		350	0					372	136	0							
159971														13095		11702	0					114	1232	47							
160360														7516		4655	0					198	2080	583							
160454														1767		363	0					132	1272	0							
160959														16113		3321	0		108			4961	6779	1052			3197	RE Appraisal/Commitment Fee			
161273														38843		10182	0					0	27268	1393							
161602														75426		55633	0					8137	10132	1524							
162337														15226		6069	0					5446	2711	1000							
163343														489		164	0					119	12	194							
163549														36809		24233	0					2255	9371	950	21244	2989					
163857														8449		5770	0					1065	1280	334							
164153														936		706	0					113	117	0							
164331														886		456	0					110	305	15							
164377														3627		2841	0					524	178	84							
164957														903		0	0					418	304	181							
164975														235		62	0					0	173	0							
165628	689145	0	454419	41735	0	0	0	0	146930	17600	0	299304	0									28461									
165758														2150		1100	0					362	597	91							
166111														5215		0	4351					10	854	0							
166531														1964		47	0					531	1076	310							
166652														7116		2448	0	127				1999	2669	0			2321				
167453														879		28	0					549	302	0							
167752														107		59	0					20	28	0							
168571														2334		508	0					428	1228	170							
169354														2023		257	0					885	667	214							
169653														96403		75647	0					2391	15934	2431			30796				
169756														1815		1639	0					87	89	0							
170257														336		188	0					47	101	0							
170275														2034		1239	0					47	689	59							
170332														2067		968	0	557				674	212	213	349						
171133	3051	0	2234	0	0	0	0	0	544	15	0	0	2229									258									
171656														765		407	0					341	17	0	401						
171759														956		23	0					211	722	0							
171768														6901		848	0					2178	3362	513							
172251														217		0	0					105	112	0							
172457														2688		2006	0					215	368	99							
172475														5602		3920	0					127	1475	80							
172859														1215		319	0					251	645	0							
173306														5963		3264	0					120	2521	58			2947				
173557														853		178	0					37	584	54							
173575														11473		8425	0					4	2571	473	1501						
173641														3234		0	0					2281	935	18							
173959														755		20	0					239	486	10							
174321														798		166	0					127	505	0							
174367														650		508	0					103	18	21							
174572														165388		128171	3228		56992			1004	29054	3931				Employee Benefits			
175056														4100		1471	0		40			1889	631	109	1431			CDARS Incoming Ratebridge			
175140														3139		740	0		437			1476	467	456				Personnel			
175458														145		0	0					56	89	0							
175609														1706		1012	0					15	392	287							
176101														26196		10021	0					558	15152	465	7041						
176325														1439		380	0		110			312	747	0	269			Unearned income on bank property being leased			
176437														600		40	0					422	61	77							
176464														9133		5894	0					845	1944	450							
176642														627		238	0					170	96	123							
177135														6		0	0					2	4	0							
177443														848		475	0					86	261	26							
177500														254		72	0					2	171	9							
177555														172		93	0					79	0	0							
177751														12241		3967	0					971	6996	307							
177920														16114		4871	0					2352	7559	1332							
178150														1147		748	0					194	181	24							
178244														1043		234	0					776	33	0							
178356														669		82	0					270	317	0							
178851														2468		72	0					307	1789	300							
179148														2718		1846	45					156	666	5							
179335														1731		0	0					1073	589	69							
179700														4003	21	1724	0		472			0	1966	313			1231	HISTORICAL TAX CREDIT LIABILITY			
180144														1451		180	0					290	981	0							
180845														636		0	0					556	80	0							
181963														1205		660	0					82	463	0							
182951														7965		4378	0					996	2012	579							
183668														9628		7959	0					28	1549	92							
183770														11000		7494	0					361	2424	721							
183958														1171		1	100					412	658	0							
184656														1791		1218	0					231	322	20	1207						
184759														384		0	232					152	0	0							
185251														29		11	0					13	5	0							
185448														437		234	0		69	165		198	5	0				Deferred Gain OREO	Deferred Gain OREO P&I Payments		
185859														5951		6	0					1106	1157	3682							
186717														24849		23396	0					819	595	39							
186744														15741		5071	0					3739	6021	910							
187648														123		38	0					85	0	0							
187947														26385		12727	0					7786	5797	75		4162					
188056														1646		0	0					1192	454	0							
188177														662		4	24					413	221	0							
188430														3816		1545	0		300			49	2097	125	20	190	728	Deferred builder commitment fees			
188449														1615		131	0		99	5	27	926	324	234				RE TAX PAYABLE	PREPAID SAFE DEP BOX	KPMG PAYABLE	
188720														1993		709	0					745	466	73							
188739														711		0	0					457	254	0							
188917														1327		536	0					169	572	50							
189129														5321		1485	0					431	2891	514							
189950														1378		267	0					1042	69	0							
190563														2685		800	0					834	949	102							
190648														1241		177	0					788	276	0							
190947														231		0	16					46	59	110							
190956														1582		152	0					1122	308	0							
191355														1736		10	0					1665	36	25							
191935														10757		5306	0					3468	1885	98							
192147														2451		9	0	4				253	1928	261							
192558														4934		2026	42	2026				460	2222	184							
192651														124		43	0					81	0	0							
192857														3807		2570	0					735	402	100							
193162														1342		0	0					190	1152	0							
193537														2076		86	0					1172	618	200							
193649														967		0	0					325	499	143							
