"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1545	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDJ451	RCFDJ454	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCFDPV05	RCFDPV06	RCFDPV07	RCFDPV08	RCFDPV09	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RCONPV05	RCONPV06	RCONPV07	RCONPV08	RCONPV09	RIADG377	
253468																																																																				0	15997	1519675	0	23618	156040	0	156040	4609		9856	4388882	0	0	9000	194769	3946	602	194471	101	36	6550	5735	22555	159791	178170	139171	805968	1026079	2029544	15182	0	0	0	0	52	0		0	15250	159480	2280727	0	0				0	0														3831181				0	3988	0	3988	0	43	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	CONF	CONF										
253646																																																																				0	69930	884		48626			57881	2809		7120	332540	0	0	1743	32052	714		103361	1037	1396	2313	2277	23199	1830	61395	39533	64366	66484	58086	8572				1003	17			0	0	87446	18606							0														15732				0		0	0		863													4589			CONF	CONF										
253730																																																																				0	23545	45		6809			16186	979		1381	76032	0	0	0	6784	0		62086	2598	3170	993	0	0	0	16573	40998	9672	1373	375	0				0	0			0	2503	8923	3905							0													0	90				0		0	336		1439													3197			CONF	CONF									0	
254317																																																																				0	0	4788		0			87129	0		0	134066	0	0	0	1796	14		19506	0	1	12	0	1780	0	77928	13516	23630	14482	1757	0				0	171			0	0	18771	11010							0													0	0				0		0	3895		1665													4827			CONF	CONF									0	
254504																																																																				0	955	20207		848			32723	16235		262	226885	0	0	0	48806	1713		19576	34	125	4517	13101	11879	19093	38865	9500	31507	47053	46375	843				0	1764			669	4359	40228	56306							0														6842				65		0	668		524													618			CONF	CONF										
254849																																																																				0	0	23406		0			110945	1850		0	394733	0	9767	0	123852	1136		36995	3183	7647	21328	40996	35803	14366	63113	17327	69793	54762	40773	24090				0	0			0	8355	36348	35663							0														228363				0		0	0		14077													29334			CONF	CONF										
255350																																																																				0	0	9731		0			7045	1374		278	91485	0	0	0	26088	671		28155	3478	1290	8996	9713	1412	1199	19376	10327	16496	18694	506	0				9	6			5999	3738	10214	25434							0														0				55		0	1		471													426			CONF	CONF										
255556																																																																				0	1412	1203		193			10183	0		0	203245	0	0	0	83722	5074		15358	3510	2425	4519	10425	26427	36416	33931	10323	9653	22690	23688	19238				0	49			2415	13044	33204	41004							0														36926				0		0	45		2874													8823			CONF	CONF										
255574																																																																				0	315	29667		0			72989	97171		0	801961	891	0	0	342052	15910		95285	13841	63230	41164	23953	15932	173338	46388	48875	130203	92703	121316	17348				1858	1063			7401	47461	55616	129274							4314														797856				752		0	321		452													1302			CONF	CONF										
255659																																																																				0	257584	267564	0	181636	196962	0	196962	128632		69570	5046474	19353	412	1239	1279632	42510	997472	664065	85223	120923	524607	258231	233444	56907	770576	199651	683425	908858	1105672	111654	0	0	0	3527	758	0		197940	262323	525955	1624384	0	412				74	0														2783784				74	370	0	370	0	12984	0	0	0	0	0	0	0	0	0	0	0	0	13084	0	6929	CONF	CONF										
256058																																																																				0	29034	5344		25597			31116	0		0	463573	6	0	0	97724	4275		159202	10989	20680	34562	27321	3972	0	114773	59309	92223	73955	12845	12723				973	62			2942	43255	86260	110276							0														71891				0		0	3096		11913													11712			CONF	CONF										
256076																																																																				0	6890	1395		728			2753	1703		0	108352	0	0	0	72724	1251		1957	874	2220	237	608	14717	53019	4744	1040	1004	3552	7911	16563				0	4			2482	1267	6867	8281							0													0	74154				0		0	0		768													1239			CONF	CONF									0	
256179																																																																				0	8801	713		6052			19218	0		0	105262	927	0	0	14636	4536		18166	841	3481	2096	5035	929	2254	7767	27281	12706	27764	8832	6486				0	0			3708	17113	21577	5253							0														0				0		0	100		3236													1246			CONF	CONF										
256553																																																																				0	650367	173886	0	526565	947730	0	947730	33085		0	3868104	0	0	898	175172	10492	59694	1722130	9324	22222	45118	53539	26359	18228	1580080	348109	779757	633055	282304	14919	0	0	0	12138	3341	0		20159	292309	307887	575427	0	0				151	0														397624				7700	3490	0	3490	0	52018	0	3482	0	1435	0	653	0	1979	1677	302	0	0	84038	653	0	CONF	CONF										
257233																																																																				0	9611	28998		1820			127604	23019		2241	735822	1574	0	0	115529	13977		162351	7953	9671	22585	35137	21856	17629	200073	70086	139360	151165	52172	3721				2500	0			11469	75147	108209	204814							0													0	100172				1236		0	986		1803													9669			CONF	CONF									0	
257345																																																																				0	44918	0		20171			10079	3959		4613	184656	0	0	0	54097	1797		20461	1165	2445	4735	10494	24510	10750	15190	14481	35345	35946	25230	4351				0	0			1691	525	23898	13626							0														49561				0		0	11		3411													1860			CONF	CONF										
257578																																																																				0	5688	17091		0			9641	38196		0	571146	0	0	0	407167	5014		6558	3128	12294	6410	60627	44229	275127	45751	5298	8846	21418	13738	68639				0	52			28806	9538	4873	44563							157														296658				7961		0	207		0													310			CONF	CONF										
257653																																																																				0	3983	0		8223			3843	0		0	25330	0	0	100	191	0		9358	0	0	23	168	0	0	4739	4975	3631	7374	2787	1629				0	0			0	0	0	2572							0													0	0				0		0	29		4243													2246			CONF	CONF									0	
257756																																																																				0	8103	530		2942			55783	25348		0	256188	0	0	0	26759	3871		50285	1772	5950	6805	7737	1016	3196	92669	23588	36939	37136	10313	27825				0	100			16177	9482	59737	15504							0														99724				20		0	47		754													31051			CONF	CONF										
258306																																																																				0	0	16922		0			70185	24242		0	507728	0	0	0	208109	15192		18694	3239	4239	7872	18459	58264	115344	50286	7269	63150	73288	56633	48334				0	85			24125	12830	63268	55030							264													0	292707				0		0	671		16512													557			CONF	CONF									0	
258379																																																																				0	1065	0		0			2822	2375		0	161667	644	0	1787	128005	0		940	3675	6536	155	154	11551	105074	12890	828	1020	4152	3903	11513				0	48			12960	5194	3278	5380							0													0	75865				154		0	0		163													1021			CONF	CONF									0	
258539																																																																				0	34645	0		21628			10031	145		0	98773	0	0	0	14605	406		20707	0	505	429	1093	9088	3490	17024	12135	10896	12257	23721	8125				0	0			0	0	2734	10401							0														13865				0		0	0		3572													606			CONF	CONF										
258874																																																																				0	729	0		0			853	2443		0	89359	717	0	0	76430	2986		1907	2255	6686	5060	7231	48804	6164	3717	684	1277	2847	4926	193				0	26			623	15	176	1192							0													0	77323				0		0	26		2974													1603			CONF	CONF									0	
259059																																																																				0	22036	0		11672			4367	0		275	59624	0	0	0	8094	43		13470	999	729	2368	2610	1389	0	6566	8800	15080	6554	13780	749				0	0			381	2847	4717	2986							0													0	16923				0		0	12		1727													467			CONF	CONF									0	
259330																																																																				0	2748	112763	0	0	25818	0	25818	24702		7270	867520	0	13474	0	42834	84	17326	266206	4613	5873	3245	2738	5384	20388	239925	15795	78364	67494	422081	554	0	0	0	0	16	0		260	35552	60723	150677	0	13474				7	0														447430				7	65	0	65	0	1055	0	0	0	0	0	0	0	0	0	0	0	0	389479	0	0	CONF	CONF										
259442																																																																				0	58148	51093		47007			13345	11741		14146	404164	0	0	0	94849	8480		56337	3595	8336	40649	30796	8374	3037	34477	29091	110029	71349	53446	9340				0	39			15795	5782	17367	62982							0														125541				2392		0	53		1700													1637			CONF	CONF										
259956																																																																				0	0	0		35			9134	3155		687	87200	0	0	0	33256	0		19564	650	2012	12191	14570	2782	1004	8807	8095	20787	7598	8141	516				0	320			4767	0	17878	11431							0														13200				91		0	0		4487													2050			CONF	CONF										
260055																																																																				0	29426	171226	0	38	147387	0	147387	577394		82102	4247271	11047	9287	724	1296255	34032	1192375	367420	39956	100749	79058	91545	46235	937037	1060973	215575	477076	739934	409089	52678	0	0	0	5181	4605	0		130853	328360	499885	851264	0	9287				68	715														619073				13671	48997	0	48997	0	8701	0	158	0	0	12555	890	0	0	0	0	0	0	33325	890	0	CONF	CONF										
260831																																																																				0	29356	8853		2335			32146	2354		0	218558	21	0	0	64555	3162		65482	8277	11273	35152	8282	1571	0	34075	32366	60869	18886	6439	0				0	0			14040	4471	30572	11247							0														51208				151		0	140		5135													10213			CONF	CONF										
261146																																																																				0	29262	14170	0	3732	20097	0	20097	6275		0	430473	410	84698	0	113576	2326	32054	45667	3099	3414	19094	1525	2994	83439	61162	29625	80530	50266	43162	45271	0	0	0	0	16	0		14697	41033	57998	38780	0	84698				0	1409													0	112874				528	0	1815	0	0	1101	0	0	0	0	0	497	0	31	31	0	0	0	1307	497	0	CONF	CONF									0	
261360																																																																				0	77391	2179		36972			97736	0		1321	740158	1382	0	0	204463	10446		119147	5332	18585	64918	68486	22557	20424	61117	96223	145900	167661	18463	42116				0	0			30803	26389	129412	105167							0														0				1722		0	648		5794													12819			CONF	CONF										
261940																																																																				0	207947	36562		28251			82831	0		2977	833619	0	361	167	184708	6938		230575	9894	37064	69137	60870	6683	654	81343	158873	198747	178095	28397	2329				854	0			15736	40832	64566	129890							0													0	784764				924		3600	878		11438													15250			CONF	CONF									0	
262059																																																																				0	1371	15404		0			45888	6521		0	426060	0	0	0	126333	2350		73245	3674	1198	4339	20896	4963	91043	108289	30919	60291	53499	28053	16991				0	0			18441	45561	84085	68439							0													0	221196				7256		2945	5530		453													2739			CONF	CONF									0	
262237																																																																				0	15119	10207		22161			27710	17333		703	467226	2445	0	0	133032	2746		120669	14427	15104	45745	28776	8225	20571	127906	44279	88644	42793	10009	20059				0	0			24709	37384	123135	49453							0													0	77178				249		0	0		993													4986			CONF	CONF									0	
262358																																																																				0	6476	46536		39			23035	0		0	497495	704	0	0	112574	662		99859	10945	2148	8851	5796	8527	72598	135794	72483	58406	35159	52985	29944				323	0			14222	32904	32969	223000							0													24957	365785				6643		0	30		1181													4248			CONF	CONF									283	
262741																																																																				0	46718	20745		3230			49464	46671		206	613304	0	0	0	207362	1658		101366	13337	28206	5364	13498	21979	123708	116215	42606	49955	52862	65536	78671				0	21			17154	70526	55553	69861							1134													0	379305				0		4483	64		7034													12554			CONF	CONF									0	
262844																																																																				0	177883	21483		55504			69339	12386		28004	584438	0	0	0	99368	2451		156888	1785	6640	15955	26126	27772	21030	33012	115451	127427	119135	62516	25610				0	66			7384	9925	21166	70389							0														161187				2692		0	63		6240													2787			CONF	CONF										
262956																																																																				0	0	0		0			16757	331		315	114078	0	0	0	18447	654		12617	411	943	1759	3051	12283	0	15918	8315	35674	25244	5764	272				0	128			920	2304	21838	48088							0														0				227		0	17		2804													1475			CONF	CONF										
263243																																																																				0	43301	24440	0	4930	29836	0	29836	12655		4532	362372	0	0	0	100059	994	81675	46530	6431	23361	16141	9919	30155	13924	54149	31357	23752	23775	63383	65169	0	0	0	0	38	0		5537	11702	67051	19857	0	0				0	0														100059				0	67	0	67	0	2020	0	0	0	0	0	0	0	0	0	0	0	0	35353	0	0	CONF	CONF										
263627																																																																				0	2550	466		167			6142	0		1110	92888	0	0	6142	42053	285		19583	1749	3414	8786	10875	13045	3096	3427	11003	9852	8562	13872	2668				0	0			660	5339	24330	7996							144														0				4		0	10		716													1064			CONF	CONF										
264455																																																																				0	27996	2204		9794			38272	4776		1724	498487	0	0	0	216605	9131		93551	5153	13949	2745	19680	12320	161107	25311	49138	37996	37806	42952	85607				0	0			18208	53856	54220	43857							0														449768				25		0	178		8802													8864			CONF	CONF										
264772																																																																				0	0	22229	0	0	158035	0	158035	0		0	6052937	-1681	43880	549	160697	401	90758	269166	18102	9459	17346	21993	30043	63341	236136	239260	2639323	1853455	860312	5159	0	0	0	0	0	0		0	49450	229800	149570	0	43880				0	0														4705028				55319	0	0	0	0	243628	0	0	0	0	0	0	0	55319	0	0	0	55319	4993566	0	0	CONF	CONF				0	0	0	0	0		
265340																																																																				0	8951	3154		1638			9051	9906		873	209323	0	0	0	113916	2983		15340	1389	6802	16899	24976	24633	37686	17337	19599	23602	25013	7172	2058				0	0			10774	4071	22561	15821							269														113916				0		0	82		1255													4287			CONF	CONF										
265407																																																																				0	819	229069		0			50500	26941		24680	2147590	0	0	966	471449	2812		75400	5034	45627	40999	60035	58700	260317	112342	120965	405993	372606	602931	61026				0	8			5635	105928	304727	900902							527														912649				160		0	181		91													23848			CONF	CONF										
265452																																																																				1499	9891	155		3870			17472	59		1018	76904	0	0	0	28912	365		8354	632	3280	10681	13579	741	0	3948	11978	14834	10651	6581	0				0	0			3043	0	0	5825							0													0	42873				0		0	3202		1303													290			CONF	CONF									0	
265676																																																																				0	814	1932		4			10552	2107		779	97226	0	0	153	47044	887		29925	1071	8402	12986	21357	3128	0	4236	16216	9145	16527	4058	0				0	0			3626	5791	11041	6823							0														0				0		0	135		1782													3909			CONF	CONF										
266244																																																																				0	15426	8453		517			15107	13320		650	191753	0	0	0	36308	2631		16934	494	1869	3411	7734	2352	20434	40178	11551	28687	28467	12087	33504				0	91			1657	12804	39454	40333							0														94093				1584		0	2954		363													1685			CONF	CONF										
266253																																																																				0	21772	0		30155			7896	0		1961	104960	0	0	0	18402	0		33524	385	2379	2197	5833	6077	1126	18208	20202	25873	16206	3338	841				0	0			478	0	100	22507							0														42794				946		0	203		304													1182			CONF	CONF										
266655																																																																				0	35931	2658		29817			3094	0		0	73901	0	0	0	4	0		32987	1	3	0	0	0	0	29555	14313	14217	8993	4161	2658				0	0			0	0	0	1513							0														27686				0		0	37		413													434			CONF	CONF										
266851																																																																				0	0	32815		114			22523	5609		0	226267	0	1672	0	84204	2158		16972	9570	13486	8467	10532	16686	25393	42808	27244	34110	13984	14337	9577				0	10			5040	20656	21842	25097							0														134323				0		0	34		1322													3171			CONF	CONF										
266945																																																																				15000	24791	98117		3606			33843	30353		2182	841764	0	1402	0	266457	6511		115083	6988	16050	41992	57682	43078	100191	119143	83642	134920	107238	28514	99262				1325	0			25653	66356	95041	145026							20													0	522584				1948		0	8333		5474													12294			CONF	CONF									0	
267652																																																																				0	478	0		478			12170	2427		138	52309	0	0	0	8243	198		17584	338	2495	5133	145	132	0	5204	9548	14390	11818	2468	0				0	133			1069	1662	20537	2848							0														4608				34		0	9		1136													783			CONF	CONF										
268006																																																																				0	42	244601	0	45	99450	0	99450	91011		61540	2448814	-1186	0	0	1198821	12232	272554	56626	10393	29092	59104	122899	161637	814112	157531	61307	213889	345810	198187	272083	0	0	0	0	278	0		19320	102479	201205	391825	0	0				110	110													0	1219630				2014	4549	0	4549	0	2677	0	0	1430	474	0	0	0	0	0	0	0	0	17553	0	0	CONF	CONF									0	
268136																																																																				0	20917	6385		5116			41531	5457		1360	286408	0	0	0	97822	1580		74329	20242	10491	27565	33443	5934	0	58717	27857	46652	43870	11339	0				0	0			23501	13113	16404	38727							0														38093				115		0	416		4901													9178			CONF	CONF										
268677																																																																				0	0	130895	0	0	41606	0	41607	0		0	592932	0	0	0	118078	0	38952	40237	30936	3338	4462	2766	39916	33510	42861	22060	42693	89506	231788	21236	0	0	0	0	0	0		0	4693	116641	155745	0	0				0	1963														35258				0	35	0	35	0	1448	0	0	0	0	0	0	0	0	0	0	0	0	23790	0	0	CONF	CONF										
268828																																																																				0	5762	18946	0	0	14170	0	14170	0		6627	211261	0	0	99	35445	0	0	43428	1473	897	3617	17182	7671	4497	34508	6552	36728	32850	14407	48117	0	0	0	0	0	0		0	20985	33404	57020	0	0				419	0														0				574	267	0	267	0	8096	0	0	0	0	0	0	0	155	0	0	0	0	10539	0	0	CONF	CONF										
268976																																																																				0	480	20812		0			658	38177		0	668975	0	0	0	482775	35901		1429	18211	41479	161763	150506	75618	34339	41639	5776	48348	54796	2933	32707				0	0			49172	706	21542	17713							4375														288263				0		0	0		423													616			CONF	CONF										
269049																																																																				0	38700	52719		21721			93089	24999		6983	768746	490	0	685	127005	4170		160230	13650	6731	28281	37002	38922	2371	211165	43984	140708	192006	40788	10513				238	4			9479	103542	87773	197178							131													0	262029				55		0	578		556													502			CONF	CONF									0	
269058																																																																				0	10452	6096		9692			43346	13692		7393	179390	0	0	0	30512	4854	16303	23123	163	2395	14543	3506	8766	1128	15982	17027	42055	44256	26212	3339				0	121			6880	5299	13265	12438						0	0														63040				2		0	5	0	12980	0	0	0	0	0			2	0	0	0	0	2365	0	0	CONF	CONF										
269571																																																																				0	0	478		0			0	3306		0	65000	169	0	0	56359	1570		3	2408	5482	18792	1213	8869	19595	1372	2449	2178	1003	1808	0				0	0			1883	0	819	0							327														51288				82		0	0		0													754			CONF	CONF										
269759																																																																				0	21993	0		18716			4611	0		0	51684	0	0	0	1257	0		19385	0	54	459	679	60	5	5952	13433	18755	10701	800	0				0	0			0	0	0	3426							0														0				0		0	234		1245													202			CONF	CONF										
270148																																																																				0	3990	1641		14			27183	2028		0	114626	0	0	0	32147	0		26990	2282	2831	9436	12615	4599	148	7570	14307	15999	23205	17703	2807				0	273			235	1005	10884	6065							234														0				0		0	0		27049													2112			CONF	CONF										
270353																																																																				0	8857	0		779			1419	199		0	19482	0	0	0	182	497		6004	0	6	167	9	0	0	2801	3430	7457	4810	797	0				0	0			0	202	3159	2503							0														0				0		0	73		186													1426			CONF	CONF										
270504																																																																				0	23758	104006		1491			121819	28228		70090	963891	0	0	0	231761	14541		54857	12320	10615	32124	62473	28889	84992	135699	69186	124225	216092	114658	64509				0	0			7135	49109	131485	165821							0													0	254877				0		2291	2050		267													10039			CONF	CONF									0	
270531																																																																				0	0	6395		0			7052	46		0	110407	0	0	0	19006	0		45436	606	5034	8638	3583	1145	0	8825	30971	36578	15026	0	0				0	0			0	1119	55415	20890							0														96378				0		0	118		0													366			CONF	CONF										
270652																																																																				0	9748	0		35873			7580	0		0	58287	0	185	0	1711	22		9327	67	62	444	685	453	0	28281	5986	6542	5990	8897	880				0	0			0	0	0	0							0														0				0		0	39		764													2365			CONF	CONF										
271136																																																																				0	0	4013		0			2339	0		0	61778	0	0	0	28893	157		12084	1842	4768	11498	9778	726	0	3218	5187	12917	6331	4457	0				27	0			6685	678	16182	2117							498														0				0		0	80		8													599			CONF	CONF										
271275																																																																				0	0	8713	0	0	25318	0	25318	23303		0	342067	0	0	0	193440	18122	43354	2674	1340	5538	10985	17810	32098	125663	30291	10151	19286	28169	29251	31201	0	0	0	0	21	0		7999	7243	18250	34562	0	0				0	0														166593				0	0	0	0	0	2587	0	0	0	0	0	0	0	0	0	0	0	0	2509	0	265	CONF	CONF										
271341																																																																				0	8109	3190		5			4247	12731		636	77808	0	0	0	15121	919		9215	406	3554	5014	3188	2959	0	20610	7618	15216	16238	1005	2000				0	0			2622	4869	11186	13697							0														15121				0		0	52		282													142			CONF	CONF										
271529																																																																				0	1985	284		0			25548	27329		0	402944	0	0	0	162643	7877		95159	11111	623	5575	56403	22047	66740	77036	6389	58407	52111	39262	4030				0	303			9867	3690	115020	37541							700														132083				0		57	56		1595													9149			CONF	CONF										
272030																																																																				0	10210	2165		634			12962	10234		1110	179913	0	0	0	85841	2903		48443	5772	16210	34941	17870	9151	1562	17611	18096	32109	13254	11501	1447				0	0			4617	9946	13807	10974							0														76636				147		0	18		4382													10110			CONF	CONF										
272058																																																																				0	8219	1144		4517			1150	0		0	25368	0	0	0	0	0		4160	0	0	0	0	0	0	6411	3765	11377	3007	687	107				0	0			0	0	6394	905							0														10368				0		0	0		52													2987			CONF	CONF										
272151																																																																				0	1266	134		472			7459	794		55	23514	0	0	0	3969	0		15905	1883	332	481	775	497	0	10872	2818	2487	3196	125	9				0	0			0	269	2699	6019							0														23514				0		0	0		184													194			CONF	CONF										
272272																																																																				0	255610	445953		229338			487675	121438		1601	4192019	0	3381	0	888324	11813		1798370	131082	101729	133362	112913	128393	276915	1170790	394769	716997	491276	489825	17938				0	1223			64540	219371	454265	918275							2335													0	2036122				27072		34270	867		20705													33370			CONF	CONF									0	
272302																																																																				0	0	346230	0	0	4944	0	4944	73004		0	4205731	0	0	20	3141467	18476	135021	24270	7346	19641	24276	88907	427704	2573592	223569	40693	34029	181241	483243	101486	0	0	0	0	167	0		51272	64401	138055	365541	0	0				0	0														2399258				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174	0	0	CONF	CONF										
273336																																																																				0	11417	74189	0	296	349499	0	349499	178826		0	1902930	0	0	0	217705	4923	48560	121443	6746	1135	32946	44692	128968	3031	476449	60699	180535	350448	559532	53813	0	0	0	2221	41203	0		3976	96097	465263	407010	0	0				0	67														915941				4908	43768	1	43768	0	411	0	0	0	0	0	4908	0	0	0	0	0	0	6125	4908	0	CONF	CONF										
273550																																																																				0	96615	4701		61702			10496	5782		0	229692	0	390	0	21612	1505		57050	729	1172	4553	3327	6597	5209	63179	10599	52202	36890	18254	26687				0	91			774	16	6214	17072							0														74183				0		0	37		2049													636			CONF	CONF										
273653																																																																				1	11211	2841		3452			9084	1823		0	68139	0	0	0	23633	3101		3637	604	927	4130	6027	3743	8201	7771	3237	13212	8042	6270	5289				0	27			741	888	6277	1684							0													0	0				220		0	32		2530													814			CONF	CONF									0	
273662																																																																				0	22225	9167		21694			79297	0		22297	689632	0	0	0	135556	1437		95432	7330	4776	14118	7273	20991	79586	181503	66432	120028	62145	37693	77458				0	0			5520	74139	152209	153225							319														378632				4241		0	925		4152													7789			CONF	CONF										
273840																																																																				0	30180	3227		10459			76561	2682		151	200519	0	0	0	14420	345		37097	1117	2649	8061	2091	18	174	49772	35605	52347	40028	4460	2253				0	0			2634	4430	43336	9054							0														133001				0		2425	280		109													226			CONF	CONF										
273859																																																																				0	0	0		4509			1535	0		0	6209	0	0	0	0	0		3865	0	0	0	0	0	0	2179	2286	422	1213	108	0				0	0			0	0	0	0							0														0				0		0	4		9													152			CONF	CONF										
274025																																																																				0	1198	778		1225			2468	0		39	13516	0	0	0	5749	151		1038	141	769	4839	0	0	0	107	931	3702	839	2187	0				0	0			0	0	0	991							0													0	0				0		0	0		180													737			CONF	CONF									0	
274052																																																																				0	4452	0		1992			4850	0		0	38357	0	67	0	18448	644		10659	2012	2352	5826	6806	516	936	1415	4880	4926	5134	1842	1688				0	0			601	404	3012	523							17														20792				55		0	0		2142													1222			CONF	CONF										
274829																																																																				0	0	22415	0	0	68791	0	68791	5557		0	307883	0	0	0	37561	519	6412	29978	1838	1693	9536	7360	14364	2661	37986	16203	71289	76645	68150	0	0	0	0	0	29	0		9396	9195	41682	54311	0	0				0	124													0	103699				0	0	0	0	0	1465	0	0	0	0	0	0	0	0	0	0	0	0	56962	0	0	CONF	CONF									0	
274856																																																																				0	33428	527		24418			3787	0		190	79161	0	0	0	6444	307		17333	0	0	993	3278	1729	444	20514	5638	17888	16368	6330	5980				145	4			1615	727	5158	78							0													0	26562				0		0	111		989													1233			CONF	CONF									0	
275255																																																																				0	82933	1556	0	80859	24952	0	24952	5474		0	285320	0	0	0	17523	0	0	129739	2484	336	4189	8049	486	1897	83384	43535	86623	27097	11881	10982	0	0	0	0	87	0		1653	7314	16941	34354	0	0				0	0														57013				97	0	0	0	0	6702	0	0	0	0	0	97	0	0	0	0	0	0	4972	97	0	CONF	CONF										
275358																																																																				0	133919	164128		379872			264249	16989		27366	1515071	0	0	0	105798	5534		497429	2825	12431	45751	32357	8006	4428	464090	107829	379118	339613	105667	6858				97	588			10660	42475	70355	267793							0														1098907				0		0	597		9417													15234			CONF	CONF										
275479																																																																				0	0	12183		0			775	4603		0	136334	87	0	0	90933	691		21954	3488	6101	5973	7749	10226	57075	12094	5181	9186	3642	691	14695				0	0			2718	0	2359	22064							0														91751				0		0	0		0													95			CONF	CONF										
275657																																																																				0	13402	0		9540			5663	0		0	31979	0	313	0	0	0		17560	0	0	0	0	0	0	6114	11446	6704	5353	2036	325				0	0			0	0	1442	0							0														0				246		0	31		642													946			CONF	CONF										
276074																																																																				0	0	7648		0			23022	14527		0	216830	0	0	0	105313	60		137	54	145	3080	7283	20451	73760	19930	7487	19646	41591	19309	3507				0	123			1299	5864	14710	39481							401														60456				492		0	92		1483													3208			CONF	CONF										
276159																																																																				0	34709	0		6524			7656	37		284	91651	0	0	0	22240	143		21814	1199	2097	1891	1496	15026	439	8248	11001	7790	16914	23666	1340				0	6			0	0	8650	2794							91														0				0		0	731		2751													5126			CONF	CONF										
276551																																																																				0	35243	255		9982			933	65		61	69972	211	0	0	7895	218		8908	434	42	676	1980	2549	2214	2004	8504	4708	12148	33018	1902				0	0			242	0	9886	4156							0														23526				0		0	16		623													608			CONF	CONF										
276579																																																																				48008	222753	2982132	185663	193303	14137699	0	14137699	3902704		4341482	60517245	0	348861	406727	10807304	125905	9441333	8517842	173743	564764	866692	1330482	5040230	2744443	31682165	1694621	3545116	3568496	7563412	1423993	0	0	48008	141132	336112	36984		1164908	2191240	8627600	8070125	0	348861				8866	20818														42639268				515889	526627	2036966	712290	0	77735	528	25047	143064	31900	209175	53922	0	43387	0	0	0	0	48986	53922	110207	CONF	CONF				388979	556323	133383	344514	613767		
276645																																																																				0	58915	2143		39033			27952	0		1843	236791	0	0	0	50552	1909		49488	2086	4933	20364	12984	6233	3949	33221	32851	36260	49310	27386	7119				49	0			3340	2568	31695	3943							0														36359				0		0	272		9045													3532			CONF	CONF										
276654																																																																				0	23090	2198		12416			11764	2842		1094	72282	0	0	0	3265	194	0	18801	221	915	1306	578	246	0	17829	5591	22186	14667	6899	36				0	98			0	1954	7322	5456						0	0														20642				0		0	233	0	217	0	0	0	0	0			0	0	0	0	0	139	0	0	CONF	CONF										
276850																																																																				0	161140	138921		171064			111889	16698		10155	1370128	0	0	7682	161586	9904		302998	3601	12841	26273	50295	37691	30620	213156	129396	306982	334015	148762	71840				0	600			19219	57081	138326	195708							1														521219				0		13788	3721		8450													151878			CONF	CONF										
276953																																																																				0	2445	0		18572			8891	0		0	40890	0	0	0	7130	0		8849	0	2	3	559	6151	415	2224	10615	4457	9422	6762	205				0	0			0	0	0	135							0														0				0		0	121		1947													1649			CONF	CONF										
277240																																																																				0	0	41083		0			28331	10266		0	439093	90	0	0	22128	281		137695	2567	1053	9852	8657	0	0	94417	48413	184429	89796	0	0				0	0			4141	25411	141718	162265							0														220416				0		0	107		399													3053			CONF	CONF										
