"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
67656																				877	14221	30209	1141	4739	1666			7259					0	3113	0	0	NET CURRENT TAXES			
67870																				1682	1514	18762		1260				1969					0	7513	0	4824				
68671																				112	0	6093		4521				1460					0	0	0	0				
68756																				1752	0	25157		4184				9403	2343				0	9818	0	0				
68831																				1093	343	6706		381				1312					0	3577	0	0				
69333																				3774	0	50606	1570	3433	1497			7116					0	36283	0	0	Right of Use Lease Asset			
69678																				1014	1857	9758		3816				3071					0	0	0	0				
70218																				679	290	7522		6136	5593			417					0	0	0	0	Right of Use Asset			
70638																				995	0	11332		1302				4492					0	3195	178	1170				
70955																				0	0	545		78				467					0	0	0	0				
71073																				2742	413	8266		614				557					0	1338	0	2602				
71457																				6543	2119	24966		876				7955					0	7473	0	0				
71859																				147	76	701		438				40					0	0	0	0				
72258																				580	0	9631		857				8194					0	0	0	0				
72351																				119	0	827		100				608					0	0	0	0				
72454																				110	528	1929		289				1002					0	0	0	0				
72678																				2173	7353	33614		1099				2393					0	20596	0	0				
73116																				544	4410	14838		1450				1998					0	6436	0	0				
73152																				551	0	6034		108				1078					0	3515	0	782				
73554																				3895	0	15540		891				7073					0	3681	0	0				
73956																				222	62	1871		20				503					0	1064	0	0				
74056																				469	49	9044		3198				3689					8	1631	0	0				
74140																				8313	3588	82481		16028	6561			8901					0	17712	25935	2004	Investment in Low Income Housing			
74403																				3560	6784	33120	1279	2565				3778					0	16433	0	0				
74449																				25	0	149		37				87					0	0	0	0				
75259																				2594	1631	31081		2900				4164					0	19009	0	783				
75446																				4378	0	17599		506				3974					0	8741	0	0				
75455																				0	0	539		0				539					0	0	0	0				
75633	0	3057640	1940663	11557652	320754	1074442	0	0	0	931651	0	419750	0	0	86	1782466	2297085	473619																						
75651																				628	322	4016		190				828					0	2048	0	0				
76153																				711	0	2168	69	171				1128					0	158	0	0				
76443																				214	0	934		183				537					0	0	0	0				
76854																				1317	3817	21023		1816				2286					0	8727	0	3060				
77150																				92	0	1264		348				824					0	0	0	0				
77253																				1743	4138	31117		5436				3244					0	16556	0	0				
77422																				711	833	9535		2687				426					0	2559	0	2319				
77851																				26526	7996	161062	8644	14077				25392					0	87071	0	0				
78157																				100	0	482		128				254					0	0	0	0				
78241																				298	493	1797		91				915					0	0	0	0				
78559																				227	0	1398		298				873					0	0	0	0				
79042																				3025	3081	20526		55				5334					0	8899	0	132				
79127																				334	0	4128		259				490					0	3045	0	0				
79145																				2329	506	4522		299				1388					0	0	0	0				
79257																				0	0	738		381				357					0	0	0	0				
79855																				1002	0	4561		1934				1625					0	0	0	0				
80150																				415	138	27198		2756				11528					0	10254	0	2107				
80374																				361	610	9803		604				705					0	7523	0	0				
80431																				97	84	810		93				536					0	0	0	0				
81175																				2166	736	13502		1841				4554					0	4205	0	0				
82033																				1917	868	17594		5767				1244					0	7798	0	0				
82257																				135	33	782		71				543					0	0	0	0				
82350																				71	799	2968		152				515					0	1431	0	0				
83375																				1508	0	46711		7303				5400					0	29672	0	2828				
83638		62808	43228	503266		99471				39717	40146		29780		0	258042	0	0		62808																				
83834																				1491	0	6073		510				971					0	3101	0	0				
83852																				24	79	735		275				357					0	0	0	0				
83955																				252	337	4447		94				2010					0	1754	0	0				
84541																				14343	11809	89279		4520				17271					0	21542	0	19794				
85052																				442	4036	7338		391				738					0	1731	0	0				
85472																				149661	47727	609535		96232				46780	58625				0	111911	110361	46863				
85931																				1704	1648	7251		457				1047					0	2395	0	0				
86349																				1556	0	8929		3447				3926					0	0	0	0				
86675																				3929	8216	32234		2799				867					0	15134	1289	0				
87047																				446	2147	9191		223				780					0	5595	0	0				
87234																				2064	2917	36626		9973				2565					0	17725	0	1382				
87476																				2128	625	9189		1060				579					0	4797	0	0				
87579																				3352	2917	28835	1380	5147		2453		2249					0	10619	0	4551		Defined benefit pension plan asset		
88231																				4893	6140	51853		8509				4270					0	28041	0	0				
88259																				386	0	3399		60				1060					0	1893	0	0				
88352																				81	0	9749	210	347	10	122		1817		5			0	6199	0	1305	Bedias Mineral Interests, Inc - Subsidiary	Right-of-Use Assets		
88455																				7012	2981	40132		4789				15263					0	8172	120	1795				
89032																				709	288	4668		337				1083					0	2082	0	169				
89135																				172	0	3369		272				361					0	1213	0	1351				
89854																				788	307	6664		1523				891					0	3155	0	0				
89957																				989	875	4663		576				861					0	1362	0	0				
90047																				0	0	473		58				415					0	0	0	0				
90177																				3521	0	11235		1064				1404					0	1346	0	3900				
90328																				4662	3848	53723		14065				4135					0	24698	438	1877				
90337																				2917	0	24523		2131				1826					0	17649	0	0				
90579																				1270	4060	17223		1897				2084					0	6833	0	1079				
91615																				325	775	5234		626				810					0	2698	0	0				
91950																				401	316	4133		126				807					0	2483	0	0				
92144																				88	264	2100		15				492					0	1241	0	0				
92676																				3094	2855	32672	1890	3081				2690					0	17477	0	3475				
92706																				614	4934	20241		2415				1268					0	5027	0	5983				
92902																				48	0	374		208				118					0	0	0	0				
93244																				4770	0	14352		823				2707					0	6052	0	0				
93543																				2517	3201	26850		6588				3842					0	6936	0	3766				
93619	0	118	0	5463	0	5345	0	0	0	0	0	0	5238	0	0	0	0	0																						
94139																				9716	3928	44139		3118				3068					0	24309	0	0				
94522																				1211	3662	41140		4286				4381					0	19936	3260	4404				
94755																				659	1865	11319		67				3227					0	5501	0	0				
94858																				246	0	2516		62				2208					0	0	0	0				
95051																				4162	0	7625		1813				1650			1546		0	0	0	0				
95677																				507	623	1780		283				367					0	0	0	0				
96553																				855	0	3468		538				2075					0	0	0	0				
97055																				4647	1343	18700		824				11886					0	0	0	0				
97279																				244	9	1392		302				337					0	0	500	0				
97457																				787	0	5595		248				2401					0	1515	0	644				
97804																				11789	6370	70470		19945				4419					0	27947	0	0				
97943																				4165	495	11677		208				6809					0	0	0	0				
98351																				216	232	4493		615				810					0	2620	0	0				
98463																				2403	13551	44947		2151				4274					0	19968	1560	1040				
98717																				572	1063	7851	279	377				701					0	5138	0	0				
99143																				900	2459	16109		1434				3408					0	6010	0	1898				
99376																				15062	3939	70043	4204	31292			54	19750	9472		17562		0	0	0	0			Miscellaneous Assets	
99442																				786	6580	31664		4350				8478					0	9935	0	1535				
99536																				1347	1277	27870		2262				5078					0	3343	0	14563				
99853																				0	688	1227		294				245					0	0	0	0				
100236																				311	0	6989		340				1281					0	5057	0	0				
100357																				5127	0	41921		1596				8000					0	24138	3060	0				
100562																				19978	102869	436762		145398	113550			32126					0	136391	0	0	Low income housing funds			
100777																				2828	3875	34609		1246				3227					0	23433	0	0				
100843																				6100	0	18460		1231				4933					0	4023	0	2173				
101037																				636	10726	19961		4007				4592					0	0	0	0				
101439																				198	0	3129		792				2139					0	0	0	0				
101671																				1449	3742	41924		11812	8655			3193					0	21728	0	0	capital lease assets			
101738																				1249	0	6958		461				1483					0	3765	0	0				
101952																				1296	0	6298		151				603					0	3555	0	693				
102333																				0	763	1241		204				274					0	0	0	0				
102342																				2059	24	5906		493				3330					0	0	0	0				
102557																				439	160	3169		250				623					0	1697	0	0				
102874																				1385	202	2560	175	175				798					0	0	0	0				
103134																				691	0	3465		128				516					0	2130	0	0				
104234																				74	1197	2041		171				599					0	0	0	0				
104542																				396	0	1428		43				318					0	671	0	0				
104971																				24	189	344		90				41					0	0	0	0				
105026																				1390	1497	11728		1570				1869					0	5402	0	0				
105473																				2515	5674	30427		13927				8311					0	0	0	0				
105530																				266	2726	10301		474				802					0	4374	0	1659				
106359																				11009	26521	92891	3102	10435				8819	2528				0	28765	0	7342				
106452																				859	0	5594		1362				3373					0	0	0	0				
106676																				694	355	1448		172				227					0	0	0	0				
107244																				655441	0	1789118	30040	109796	38434			178310					0	749227	59270	37074	Income Taxes Receivable			
107570																				2835	2418	21364		1335				2361					0	12415	0	0				
107758																				549	0	3218		116				703					0	1850	0	0				
108072																				807	1458	8357		254				1642					0	4196	0	0				
108269																				117	0	4016		59				459					0	3381	0	0				
108652																				387	403	1597		340				186					0	281	0	0				
108746																				36	0	1078		440				602					0	0	0	0				
108951																				4963	1022	13926		329				7324					0	288	0	0				
109136																				368	4592	21426		448				2030					0	13988	0	0				
109154																				1159	0	2867		172				873					0	663	0	0				
109453																				1643	94	6898		258				3382					0	1521	0	0				
109574																				2762	2396	19344		154				1998					0	12034	0	0				
109659																				947	1345	15361		894				1642					0	10085	0	448				
110413																				13083	0	86941	8836	24894	11313	4735		5006					0	41999	0	1959	Prepaid Custodial Broker Income	Accrued Program Revenue		
110936																				2051	9342	31340		6154				13793					0	0	0	0				
110945																				1365	931	8625		508				1786					0	0	0	4035				
110972																				636	168	3254		166				416					0	1868	0	0				
111157																				1024	0	4871	247	316	69			1654					0	1877	0	0	DDA Suspense			
111205																				7353	1640	34617		7256				2797					0	7697	0	7874				
111942																				4388	2280	20879		1426				2832					0	9116	0	837				
112163																				14695	8642	86274	3138	8627				10730					0	43580	0	0				
112332																				230	246	7657		667				1126					0	5388	0	0				
112510																				255	0	2568		217				404					0	1692	0	0				
112556																				155	0	1379		30				1194					0	0	0	0				
112837	0	2727004	7253749	24178180	0	8675364	2615519	0	0	3490732	0	0	0	0	0	108930	1922401	0		2727004																	NMTC Loans			
113003																				213	0	6395	267	1117	641			601		167			0	4464	0	0	Pension 87			
113030																				0	0	1040		256				784					0	0	0	0				
113441																				1537	5666	34246		3286				4787					0	11010	4687	3273				
113601																				923	6375	13763		1198				5267					0	0	0	0				
113740																				8440	2847	46218	1582	2556				4947	724				0	27428	0	0				
114149																				4645	1135	14388		121				1027					0	6690	0	770				
114260																				5824	11863	50978	4451	13001	5473			20290					0	0	0	0	Reserve for Taxes			
114457																				419	0	4250		597				3234					0	0	0	0			11	
114774																				324	0	895		357				214					0	0	0	0				
114840																				2649	2528	20690		1896				2728					0	7406	677	2806				
114859																				969	0	2021		234				818					0	0	0	0				
115146																				2599	0	5180		5				2576					0	0	0	0				
115575																				4053	5003	31763		3413				2840					0	13291	480	2683				
116358																				255	0	1124		48				385					0	436	0	0				
116554																				38	0	3566		3234				294					0	0	0	0				
116741																				213	192	3750		108				3237					0	0	0	0				
117038																			27	528	185	8536	307	942	143	2		2054	463				0	4827	0	0	MC Security Deposit	12525	Utility Deposits	
117074																				587	1212	14598		343				1430					0	11026	0	0				
117458																				26379	685	44136		2328				14744					0	0	0	0				
117775																			30	129	1248	2618	255	323				918					0	0	0	0				
118156																				3919	520	58531		11049				8261					0	33825	0	957				
118660																				1363	8	2845		396				1078					0	0	0	0				
118736																				564	790	12028		1517				1973					0	7184	0	0				
119153																				662	0	2476		182				1632					0	0	0	0				
119779																				5590	1653	44959	1573	2741				6242					0	24432	0	4301				
119872																				2521	0	11068		1514				2179					0	4854	0	0				
120476																				498	92	891		30				271					0	0	0	0				
120542																				1133	0	8707		959				1455					0	5160	0	0				
120609																				6064	9226	88893		26923				7759					0	37278	0	1643				
120953																				6	2505	11762		112				3891					0	3846	797	605				
121642																			51	10770	9879	190539	11280	26973				36469	708				0	95386	0	11062				
121651																				1462	4285	11079		480				4852					0	0	0	0				
121914																				624	2086	15723		1635				1253					0	10125	0	0				
122153																				203	399	909		106				201					0	0	0	0				
122546																				412	0	3982		1017				735					0	1818	0	0				
123075																				549	963	2187		436				239					0	0	0	0				
123374																				402	0	930		132				396					0	0	0	0				
124344																				4416	2475	23037		3429				2171					0	10403	0	143				
124830																				181	250	7341		529				1626					0	2814	709	1232				
125154																				1433	0	19838	2238	4422				3648					0	7250	0	3085				
125855																				1445	0	19274		3960				13869					0	0	0	0				
126012																				736	4480	26346		10839				1746					0	7176	0	1369				
126049																				654	0	3877		194				1037					0	1992	0	0				
126375																				1349	186	12647		1557				572					0	8983	0	0				
126553																				12095	0	32969	628	8536				1784	349		522		0	10554	0	0				
126834																				0	12668	19474		249				6557					0	0	0	0				
