"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
268136	48765	41434	7640	0	0	1215	0	0	41434	81	0	825	
268677	49799	54214	-6574	0	0	0	0	0	54214	0	0	2159	
268828	62953	58063	3096	0	0	1847	0	0	58063	0	0	3641	
268976	107128	103005	4123	0	0	0	0	0	103005	0	0	0	
269049	91103	85782	11866	0	0	8179	0	0	85782	0	0	1634	
269058	30689	24820	5359	0	0	2335	0	0	24820	0	0	2845	
269571	11823	11751	72	0	0	0	0	0	11751	0	0	0	
269759	8205	7503	1868	0	0	1270	0	0	7503	0	0	104	
270148	18407	15280	2011	0	0	800	0	0	15280	0	0	1916	
270353	3641	1989	203	0	0	100	0	0	1989	0	0	1549	
270504	125522	110120	18182	0	0	8946	0	0	110120	0	0	6166	
270531	24971	22661	1891	0	0	0	0	0	22661	0	0	419	
270652	7338	7355	-769	0	0	110	0	0	7355	0	0	862	
271136	11179	10675	413	0	0	0	0	12	10687	0	0	79	
271275	32684	27632	1405	0	0	0	0	0	27632	0	0	3647	
271341	9669	7899	2110	0	0	1679	0	0	7899	0	0	1339	
271529	47253	33971	8856	0	0	6300	0	0	33971	0	0	10726	
272030	20167	16484	3324	0	0	57	171	0	16484	0	0	587	
272058	5077	4869	98	0	0	150	0	0	4869	0	0	260	
272151	5817	5593	-550	0	0	0	0	0	5593	0	0	774	
272272	527168	468216	67421	0	0	17500	0	0	468216	1232	0	7799	
272302	668188	607031	48630	0	0	0	0	0	607031	0	0	12527	
273336	282946	241730	35825	0	0	15500	0	0	241730	142	0	20749	
273550	57016	48455	6255	0	0	3000	0	0	48455	0	0	5306	
273653	8741	7721	1348	0	0	578	0	0	7721	0	0	250	
273662	204036	155787	19682	0	0	2970	0	0	155787	0	0	31537	
273840	28098	26090	5509	0	0	4300	0	0	26090	0	0	799	
273859	2259	2219	100	0	0	60	0	0	2219	0	0	0	
274025	2242	1974	191	0	0	54	0	0	1974	0	0	131	
274052	3875	3608	609	0	0	399	0	0	3608	0	0	57	
274829	63050	46719	3290	22642	-14000	1372	0	0	46719	0	0	5771	
274856	16951	14314	1136	0	0	91	0	0	14314	0	0	1592	
275255	40149	36038	7583	0	0	4523	0	0	36038	0	0	1051	
275358	227951	155719	25426	0	40627	3050	0	71	155790	0	0	9158	
275479	28033	25761	541	0	0	0	0	0	25761	0	0	1731	
275657	9514	7361	535	0	0	390	0	0	7361	0	0	2008	
276074	27386	23069	536	0	-775	0	0	0	23069	4000	0	556	
276159	12118	9189	1935	0	0	1800	0	0	9189	0	0	2794	
276551	14573	12499	1533	0	0	1117	0	0	12499	0	0	1658	
276579	7179703	6123654	898702	0	0	263055	3367	0	6123654	-15031	0	438800	
276645	34569	28643	6844	0	0	3785	0	0	28643	0	0	2867	
276654	9038	8491	161	0	0	150	0	0	8491	0	0	536	
276850	186905	163324	18784	0	0	0	0	0	163324	0	0	4797	
276953	7735	6941	265	0	0	200	0	0	6941	0	0	729	
277240	72361	66770	6005	0	0	410	0	0	66770	0	0	-4	
277277	28391	25363	2883	0	0	0	0	0	25363	0	0	145	
277736	26043	24004	6058	0	0	4925	0	0	24004	0	0	906	
277820	80321	74395	2038	0	0	0	0	0	74395	0	0	3888	
278256	44850	32868	3922	16860	0	10126	0	0	32868	0	0	1326	
278555	357690	298136	87530	0	0	30800	0	0	298136	0	0	2824	
278733	27876	22421	3800	0	1190	0	0	0	22421	0	0	465	
278751	3820	3470	563	0	0	320	0	0	3470	0	0	107	
278818	599583	499446	64775	0	50000	30642	0	0	499446	0	0	16004	
279105	208814	183515	12179	0	0	0	0	0	183515	0	0	13120	
279842	121673	108605	10550	0	2500	2815	0	0	108605	0	0	2833	
279954	146646	125075	14436	0	0	0	0	0	125075	0	0	7135	
280110	19074946	16769719	2158160	0	77552	1375000	0	0	16769719	0	0	1444515	
280138	33837	31863	2405	0	0	2001	0	0	31863	0	0	1570	
280352	16826	14682	3944	0	0	1800	0	0	14682	0	0	0	
280558	9156	6825	1644	0	0	639	0	0	6825	0	0	1326	
282075	199830	181440	4834	0	0	132	0	0	181440	0	0	13688	
282226	59071	46946	6647	0	0	1375	0	0	46946	0	0	6853	
282824	51620	47203	5937	0	0	2356	0	0	47203	0	0	836	
283438	122355	111771	9457	0	0	750	6506	0	111771	0	0	8383	
283652	28137	26299	5807	0	0	3969	0	0	26299	0	0	0	
283737	146443	142115	26658	0	0	25000	0	0	142115	0	0	2670	
283867	134478	130207	31522	0	0	27750	0	0	130207	0	0	499	
284154	23623	23319	2019	0	0	1750	0	0	23319	0	0	35	
284239	22811	21387	3979	0	0	2555	0	0	21387	0	0	0	
284556	53223	49838	5320	0	0	1919	0	0	49838	0	0	-16	
284752	13000	10785	1372	0	0	1108	0	0	10785	0	0	1951	
284958	5681	5514	235	0	0	190	0	0	5514	0	0	122	
285151	36061	33318	4285	241	0	1800	0	0	33318	0	0	17	
285348	37269	33949	1835	0	0	0	0	0	33949	0	0	1485	
285544	31825	28328	4021	0	0	595	0	0	28328	0	0	71	
285553	11689	10379	1327	0	0	100	0	0	10379	0	0	83	
285740	113188	101503	18331	0	0	11021	0	0	101503	0	0	4375	
285852	49751	41769	8335	0	0	4562	0	0	41769	0	0	4209	
285928	46233	39277	7002	0	0	3160	0	0	39277	0	0	3114	
286251	1964	3124	-1786	0	300	0	0	0	3124	0	0	326	
286457	143610	133585	20550	0	145	14500	0	0	133585	0	0	3830	
287007	45196	42942	2037	0	0	0	0	0	42942	0	0	217	
287342	26476	24718	2706	0	0	1895	0	0	24718	0	0	947	
287922	8232	6971	597	0	0	253	0	0	6971	0	0	917	
287959	17490	15041	2416	0	-4	1675	0	0	15041	0	0	1712	
288152	3276	2792	95	0	0	25	0	0	2792	0	0	414	
288376	21767	12847	4298	0	0	1275	0	0	12847	0	0	5897	
288853	1860280	1553573	323124	0	0	235100	0	0	1553573	0	0	218683	
289056	11175	8829	1330	0	0	1000	0	0	8829	0	0	2016	
289225	1383	-196	100	0	0	98	0	0	-196	0	0	1577	
289515	184524	153345	23958	0	653	7350	0	0	153345	0	0	13918	
289702	257610	221439	20461	0	0	0	0	0	221439	0	0	15710	
289739	42138	37967	3548	0	0	937	0	0	37967	0	0	1560	
289757	33166	28402	3746	0	0	1190	0	0	28402	0	0	2208	
290249	182269	162324	26295	0	0	16139	0	0	162324	0	0	9789	
290838	51251	37516	3066	0	0	0	0	-94	37422	10047	0	716	
290922	12239	11771	2468	0	0	2000	0	0	11771	0	0	0	
291059	20101	18650	5801	0	0	4350	0	0	18650	0	0	0	
291611	97176	88834	6875	0	0	4289	0	0	88834	-48	0	5804	
291732	11491	8206	156	0	0	63	0	0	8206	0	0	3192	
292234	7267	2716	2645	0	0	1250	0	0	2716	0	0	3156	
292467	13457	9061	2563	0	0	1100	0	0	9061	0	0	2933	
292850	4857	4339	303	0	0	205	0	0	4339	0	0	420	
293053	311206	261917	55340	0	0	13340	0	0	261917	0	0	7289	
293352	6223	5955	578	0	0	478	0	0	5955	0	0	168	
293437	27508	21701	1334	0	0	25	0	0	21701	0	0	4498	
293651	31411	27890	4480	0	0	1700	0	0	27890	0	0	741	
293754	12287	11466	1773	0	0	1450	0	0	11466	0	0	498	
294023	101252	75925	11499	0	9000	1995	0	0	75925	0	0	6823	
294751	58024	57887	7735	0	0	5550	0	0	57887	0	0	-2048	
294779	266476	246989	30766	0	0	12250	0	0	246989	412	0	559	
294827	23985	23641	1424	0	0	1631	0	0	23641	0	0	551	
295011	75427	64697	9501	0	0	3000	0	0	64697	0	0	4229	
295057	15010	14419	1055	0	0	650	0	0	14419	0	0	186	
295646	2361	2043	-48	0	0	0	0	0	2043	0	0	366	
296456	78308	73054	7664	0	0	3036	0	0	73054	0	0	626	
296474	41244	39454	1243	0	0	0	0	0	39454	0	0	547	
296559	31477	24174	7349	0	0	6000	0	0	24174	0	0	5954	
296755	28212	24681	6808	0	0	3590	0	0	24681	0	0	313	
297051	22467	18927	4515	0	0	1898	0	0	18927	0	0	923	
297761	32100	29085	-3554	0	5700	0	0	0	29085	0	0	869	
298049	24118	21602	3497	0	0	1880	0	0	21602	0	0	899	
298218	169580	152954	12546	0	0	0	0	0	152954	0	0	4080	
298245	47583	40306	3556	0	0	1668	0	0	40306	0	0	5389	
299868	62340	60765	2784	0	0	1209	0	0	60765	0	0	0	
300009	121002	111729	6511	0	-200	0	0	0	111729	0	0	2962	
300063	133067	133307	3432	0	970	2799	1855	0	133307	0	0	12	
300353	39352	30343	6330	0	0	4200	0	0	30343	0	0	6879	
300933	41432	34609	7534	0	0	4225	0	0	34609	0	0	3514	
300942	27692	23273	3716	0	0	845	0	0	23273	0	0	1548	
301574	116993	87280	7392	0	0	0	0	0	87280	20060	0	2261	
301800	121239	108301	5964	0	0	0	0	0	108301	0	0	6974	
302030	12820	10667	2040	0	0	983	0	0	10667	0	0	1096	
302133	6268	5948	54	0	0	0	0	0	5948	0	0	266	
302553	43579	38981	2983	0	0	0	0	0	38981	0	0	1615	
302656	326042	295042	27836	0	0	6000	0	0	295042	0	0	9164	
303653	34780	26897	4612	0	0	2720	0	0	26897	0	0	5991	
303701	22785	18926	1678	0	0	0	0	0	18926	0	0	2181	
303747	6469	5622	194	0	0	22	0	0	5622	0	0	675	
303952	66246	53474	5762	0	0	0	0	0	53474	0	0	7010	
304173	166760	153707	3009	0	0	0	0	0	153707	0	0	10044	
304520	13136	12631	2694	0	0	2300	0	72	12703	0	0	39	
304575	7592	413	500	0	6585	0	0	0	413	0	0	94	
304762	32614	30081	1677	0	0	0	0	0	30081	182	0	674	
304913	131347	127321	4028	0	0	0	0	0	127321	-2	0	0	
305059	16123	13520	2481	0	0	555	0	0	13520	0	0	677	
305077	32113	28349	1826	0	0	0	0	0	28349	0	65	1873	
305237	24686	21957	2477	0	0	625	0	0	21957	0	0	877	
305442	71310	46243	4233	19250	0	1817	0	0	46243	0	0	3401	
306056	3943	3729	294	0	0	80	0	0	3729	0	0	0	
306159	49243	44920	5298	0	0	1488	0	0	44920	0	0	513	
306337	50389	44350	8749	0	0	4820	0	0	44350	0	0	2110	
306908	93146	79841	12357	0	0	4850	0	0	79841	0	0	5798	
307062	98895	84715	9422	0	0	1324	0	0	84715	0	0	6082	
307334	31428	28078	856	0	1000	0	0	0	28078	0	0	1494	
307361	62827	57849	8520	0	0	4437	0	0	57849	0	0	895	
307679	138744	126199	12651	0	0	7695	0	0	126199	0	0	7589	
308256	6216	6011	935	0	0	857	0	0	6011	0	0	127	
308340	17861	13361	3048	0	0	1091	0	0	13361	0	0	2543	
308836	9523	9059	600	0	0	137	0	0	9059	0	0	1	
309150	54880	48082	7736	0	0	3942	0	0	48082	0	0	3004	
309655	196088	157779	20047	0	15552	0	0	0	157779	0	0	2710	
309851	6300	4914	52	0	0	0	0	0	4914	0	0	1334	
310754	48766	38092	15282	0	1154	5803	0	0	38092	0	0	41	
310978	337808	328145	26174	0	299	23329	0	0	328145	0	0	6519	
311050	131013	125753	14210	0	0	14352	0	0	125753	0	0	5402	
311144	6559	5767	1050	0	0	847	0	0	5767	0	0	589	
311256	29965	27402	3066	0	1000	1945	0	0	27402	0	0	442	
311265	31477	24512	705	6116	0	3520	0	0	24512	0	0	3664	
311603	131037	115369	5522	0	0	0	0	0	115369	0	0	10146	
311658	6465	4933	478	0	0	300	0	0	4933	0	0	1354	
311845	2296768	1976204	133485	0	0	0	134	0	1976204	7225	0	179988	
311939	31844	28502	4567	0	0	2639	0	0	28502	0	0	1414	
312244	70819	52210	20129	0	0	14100	0	0	52210	0	0	12580	
312356	24393	22297	2942	0	0	1563	0	0	22297	0	0	717	
313009	28888	26543	410	0	-6	0	0	0	26543	1006	0	935	
313157	17721	13954	-2344	0	5000	606	0	0	13954	0	0	1717	
313223	39235	34414	5672	0	0	1624	0	0	34414	0	0	773	
313577	105085	92162	10655	0	0	3900	0	0	92162	0	0	6168	
314257	129165	114744	21794	0	0	10230	0	0	114744	0	0	2857	
314444	16746	12942	1977	0	550	873	0	0	12942	0	0	2150	
315656	21075	25197	-2760	0	0	1362	0	0	25197	0	0	0	
316840	1037176	939517	131848	0	0	48000	0	0	939517	3952	0	9859	
316859	15489	12871	1551	0	0	411	0	0	12871	20	0	1458	
316934	6256	5681	549	0	0	190	0	0	5681	0	0	216	
317258	53457	40113	11011	0	785	5930	0	0	40113	0	0	7478	
317342	1074255	940963	144390	0	0	40973	0	0	940963	0	0	29875	
317379	69635	62133	4820	0	0	0	0	0	62133	201	0	2481	
318974	224057	223505	3297	0	0	2915	0	0	223505	0	0	170	
319047	27507	23254	3034	0	0	800	0	0	23254	0	0	2019	
319551	107466	95340	11961	0	2000	4441	0	0	95340	0	0	2606	
320034	5418	3196	785	0	518	785	0	0	3196	0	0	1704	
320052	59260	56660	5442	0	0	4000	0	0	56660	0	0	1158	
320070	37844	36872	643	0	0	0	0	0	36872	0	0	329	
320119	1429190	1310749	76016	0	0	0	0	0	1310749	636	0	41789	
321152	7236	12790	-7835	0	0	0	0	0	12790	613	0	1668	
321255	4539	4459	480	0	0	400	0	0	4459	0	0	0	
321273	112758	117220	8467	0	0	18000	0	0	117220	3012	0	2059	
321330	8146	6508	1253	0	0	750	0	0	6508	0	0	1135	
321947	62982	49049	6327	0	0	2990	0	0	49049	0	0	10596	
322449	13033	11813	1291	0	0	378	0	0	11813	0	0	307	
322551	4746	4218	588	0	0	201	0	0	4218	0	0	141	
323204	157841	137088	22014	0	0	12500	0	0	137088	0	0	11239	
323651	32184	28736	2751	0	0	1440	0	0	28736	0	0	2137	
324153	32589	26051	3881	0	0	750	0	0	26051	0	0	3407	
324229	7508	6755	488	0	0	142	0	0	6755	0	0	407	
324256	6470	6310	1960	0	0	1800	0	0	6310	0	0	0	
324340	506677	256165	31643	211520	30042	24799	0	0	256165	0	0	2106	
324854	27609	25037	3587	0	0	3000	0	0	25037	0	0	1985	
324863	323151	285401	47510	0	0	18000	0	0	285401	0	0	8240	
324975	14745	12465	437	0	0	0	0	0	12465	0	0	1843	
325141	39468	35429	2274	0	0	1250	0	0	35429	0	0	3015	
325459	4618	4080	158	0	0	0	0	0	4080	0	0	380	
325534	29756	26917	4292	0	0	5167	0	0	26917	0	0	3714	
326054	53200	47694	6872	0	0	2750	0	0	47694	0	0	1384	
326344	68994	56996	8235	0	0	2212	0	0	56996	0	0	5975	
326858	193377	169978	20481	0	0	6801	0	0	169978	0	0	9719	
326979	96917	86390	5160	0	0	15	0	0	86390	0	0	5382	
327220	12900	10392	1498	0	0	514	0	0	10392	0	0	1524	
327305	108457	96293	11032	0	0	2997	0	0	96293	43	0	4086	
327435	61466	39534	10100	0	0	3379	0	0	39534	0	0	15211	
327556	38324	31259	5915	0	0	2910	0	0	31259	0	0	4060	
327855	108270	98745	15742	0	0	8433	0	0	98745	0	0	2216	
328058	7822	7351	694	0	0	480	0	0	7351	0	0	257	
328357	78961	59980	152062	0	0	134484	0	0	59980	0	0	1403	
328656	22193	18566	4523	0	0	1505	0	0	18566	0	0	609	
328777	327987	291343	11675	0	0	0	0	0	291343	0	0	24969	
329149	17342	16178	1306	0	0	724	0	0	16178	0	0	582	
329345	117623	96552	11522	0	8750	3070	0	0	96552	0	0	3869	
329550	44798	41259	4902	0	0	3600	0	0	41259	0	0	2237	
329952	98905	82281	11668	0	0	4221	0	0	82281	0	0	9177	
330239	66304	55845	8513	0	-48	3513	0	0	55845	0	0	5507	
330248	18638	15216	1780	0	0	1241	0	0	15216	0	0	2883	
330855	346933	308678	50519	0	0	21000	0	0	308678	0	0	8736	
330949	32381	27138	3363	0	250	0	0	0	27138	0	0	1630	
331076	61821	68029	2749	0	0	10000	0	0	68029	0	0	1043	
331375	31717	29493	1422	0	0	0	0	0	29493	0	0	802	
331544	17457	14794	1357	0	0	697	0	-425	14369	0	0	2428	
331713	49396	44357	4584	0	0	2670	0	0	44357	0	0	3125	
332224	68186	62093	3550	0	0	1960	0	0	62093	0	0	4503	
332671	28501	27983	222	0	0	0	0	0	27983	0	0	296	
332756	10809	9814	725	0	0	191	0	0	9814	0	0	461	
333203	97021	82437	11944	0	1425	7500	0	0	82437	601	0	8114	
333650	72617	64765	13314	0	0	7867	0	0	64765	0	0	2405	
333856	77077	60445	14687	0	0	0	0	0	60445	0	0	1945	
333940	7360	6705	230	0	0	174	0	0	6705	0	0	599	
334264	66367	51313	12914	0	0	6000	0	0	51313	0	0	8140	
335346	53884	49622	5087	0	0	1579	0	0	49622	53	0	701	
336147	20123	17776	2366	0	0	725	0	0	17776	0	0	706	
336361	35204	32903	2735	0	0	497	0	0	32903	0	0	63	
336576	28806	27684	-448	0	0	0	0	0	27684	0	0	1570	
337340	22605	20386	1830	0	0	820	0	0	20386	0	0	1209	
338646	61487	55283	9626	0	0	5008	0	0	55283	69	0	1517	
338945	6664	6822	596	0	0	790	0	0	6822	0	0	36	
339072	244735	240206	3014	0	0	0	0	0	240206	0	0	1515	
339353	11513	10338	1485	0	0	1000	0	0	10338	0	0	690	
339456	73404	63176	8539	0	0	2448	0	0	63176	0	0	4137	
339607	133998	125438	3085	0	0	0	0	0	125438	0	0	5475	
339773	779187	606765	49554	210837	0	93000	0	0	606765	0	0	5031	
339858	5495781	5130141	554417	0	0	550000	0	0	5130141	24353	0	336870	
340135	188456	162723	31581	0	0	14400	0	0	162723	0	0	8552	
340144	138213	123117	15141	0	216	6700	0	0	123117	0	0	6439	
340256	87239	76010	9304	0	0	1300	0	0	76010	0	0	3225	
340443	10652	9080	3731	0	0	2875	0	0	9080	0	0	716	
340742	80577	78307	2542	0	0	0	0	0	78307	-3000	0	2728	
340751	101374	91461	18730	0	0	9439	0	0	91461	0	0	622	
341310	88379	72945	9554	0	0	0	0	0	72945	0	0	5880	
342054	47539	38346	8530	0	0	3250	0	0	38346	375	0	3538	
342410	623489	569254	87095	24	0	44000	0	0	569254	0	0	11116	
342634	2215483	2060699	233977	0	0	155440	0	0	2060699	6213	0	70034	
343051	9806	7396	49	0	0	0	0	787	8183	0	0	1574	
343248	5102	4765	194	0	0	50	0	0	4765	0	0	193	
343770	13173	11693	1221	0	0	0	0	0	11693	0	0	259	
343903	106128	95830	5154	0	0	0	0	0	95830	0	0	5144	
343958	11089	10592	1389	0	0	892	0	0	10592	0	0	0	
344647	86399	72042	7676	0	0	3425	0	0	72042	0	0	10106	
344852	12481	9261	1442	0	0	576	0	0	9261	0	0	2354	
345309	269162	234230	24315	0	0	0	0	0	234230	0	0	10617	
345345	57478	52880	8079	0	0	3510	0	0	52880	0	0	29	
345747	75019	64989	8077	0	0	1875	0	0	64989	0	0	3828	
345756	86133	79749	7191	0	0	2039	0	0	79749	0	0	1232	
345877	106899	89308	15941	0	0	1500	0	0	89308	575	0	2575	
346379	27074	24412	3310	0	0	937	0	0	24412	0	0	289	
346566	10760	9338	1977	0	0	1014	0	0	9338	0	0	459	
346771	25639	22554	3454	0	0	1000	0	0	22554	0	0	631	
347022	33805	27354	3849	0	0	550	0	0	27354	0	0	3152	
347639	25435	24007	-677	0	25	0	0	0	24007	0	0	2080	
347956	64132	59262	3486	0	0	0	0	0	59262	303	0	1081	
348159	18075	16564	1251	0	0	600	0	0	16564	0	0	860	
348720	143998	125395	20904	0	0	5155	0	0	125395	-636	0	3490	
349129	22009	19095	2085	0	0	1130	0	0	19095	0	0	1959	
349343	40004	27344	8489	8647	0	5346	0	0	27344	0	0	870	
350657	3487	2371	379	0	0	54	0	0	2371	0	0	791	
350750	34127	31923	7757	0	0	5553	0	0	31923	0	0	0	
351131	9058	8016	215	0	0	0	0	0	8016	0	0	827	
351560	48887	47477	3035	0	0	1625	0	0	47477	0	0	0	
351878	20344	18065	1310	0	0	0	0	0	18065	0	0	969	
352370	27875	25937	998	0	0	0	0	0	25937	0	0	940	
352651	24983	21714	2939	0	0	0	0	0	21714	0	0	330	
352745	31916	25578	6350	0	0	2750	0	0	25578	0	0	2738	
352772	1951461	1813001	203390	0	0	143066	0	0	1813001	0	0	78136	
353238	71373	59129	14782	0	0	5380	0	0	59129	0	0	2842	
353546	18096	16206	1415	0	0	212	0	0	16206	0	0	687	
353555	1077041	979479	172653	0	0	85457	0	0	979479	0	0	10366	
353957	8274	6901	607	0	0	162	0	0	6901	0	0	928	
354253	6917	5574	442	0	0	0	0	0	5574	0	0	901	
354310	907055	887188	103267	0	0	98826	0	0	887188	0	0	15426	
354552	56626	42425	13884	0	0	13299	0	0	42425	0	0	13616	
354851	9812	11207	-1193	0	0	400	0	0	11207	0	0	198	
355120	105502	95924	12293	0	0	4344	0	0	95924	0	0	1629	
355559	62638	47221	7127	0	7000	1809	0	0	47221	0	0	3099	
355858	454013	410242	41311	0	0	3884	0	0	410242	0	0	6344	
356239	46799	38072	6541	0	0	1941	0	0	38072	0	0	4127	
356659	33812	33670	3683	0	0	3600	0	0	33670	0	0	59	
356752	43025	29930	5817	0	8278	0	0	0	29930	0	0	-1000	
357526	17657	15485	2203	0	0	500	0	0	15485	0	0	469	
357553	28936	25137	1840	0	0	700	0	0	25137	0	0	2659	
357777	42870	41533	1337	0	0	0	0	0	41533	0	0	0	
357937	53296	49189	3691	0	0	445	0	0	49189	0	0	861	
358112	20196	18101	2578	0	0	2200	0	0	18101	0	0	1717	
358448	9192	7551	749	0	0	457	0	0	7551	0	0	1349	
359472	17169	16882	284	0	0	0	0	0	16882	0	0	3	
359744	12005	10007	1407	0	0	800	0	0	10007	0	0	1391	
360777	7094	7132	-38	0	0	0	0	0	7132	0	0	0	
361055	74185	63232	16383	0	0	13460	0	0	63232	0	0	8030	
361167	1064248	940947	81558	0	50000	40000	0	0	940947	2462	0	29281	
361279	29260	27456	2010	0	0	448	0	0	27456	0	0	242	
361354	8891	8431	-10	0	0	0	0	0	8431	0	0	470	
361439	58690	49057	7957	0	0	1923	0	0	49057	0	0	3599	
362043	4528	3910	371	0	0	230	0	0	3910	0	0	477	
362155	25562	23328	2512	0	0	1086	0	0	23328	0	0	808	
362717	137049	123739	12242	0	0	7934	0	0	123739	0	0	9002	
362856	23432	18493	2512	0	0	106	0	0	18493	0	0	2533	
362940	13655	11907	1647	0	0	500	0	0	11907	0	0	601	
363442	3645	3244	345	0	0	0	0	0	3244	0	0	56	
363648	26088	21586	2796	0	0	1500	0	0	21586	0	0	3206	
363657	82439	65965	9711	0	0	6750	0	0	65965	0	0	13513	
363778	9914	9445	469	0	0	0	0	0	9445	0	0	0	
364131	40089	29755	6273	0	5000	4000	0	0	29755	0	0	3061	
364270	21582	20579	1355	0	0	352	0	0	20579	0	0	0	
364430	37937	32480	5016	0	2000	2693	0	0	32480	0	0	1134	
364850	12854	12046	735	0	0	125	0	0	12046	0	0	198	
365325	5577829	5024692	486335	299869	0	317000	0	0	5024692	0	0	83933	
365745	39519	35229	4577	0	0	1250	0	0	35229	0	0	963	
365848	10719	9080	531	0	0	297	0	-127	8953	0	0	1532	
365950	20635	19879	-204	867	0	0	0	0	19879	0	0	93	
366078	77501	69557	8981	0	0	2720	0	0	69557	0	0	1683	
366238	223434	192374	28998	0	0	13125	0	0	192374	1053	0	14134	
366247	25837	24109	2170	0	0	900	0	0	24109	0	0	458	
366359	7740	6562	1665	0	0	1075	0	0	6562	0	0	588	
366658	15342	13220	1205	0	0	165	0	0	13220	0	0	1082	
366854	21266	15938	1480	0	3900	57	0	0	15938	0	0	5	
367150	14836	12666	1891	0	0	249	0	0	12666	0	0	528	
367178	28887	27784	1103	0	0	0	0	0	27784	0	0	0	
367431	47236	42576	5639	0	0	1351	0	0	42576	0	0	372	
367543	44629	40175	5020	0	0	3670	0	0	40175	0	0	3104	
368054	23129	18433	2073	0	0	969	0	61	18494	0	0	3531	
368344	14923	9490	2816	0	0	1625	0	0	9490	0	0	4242	
368522	21452	20067	2113	0	0	1170	0	0	20067	0	0	442	
368951	32299	26668	4756	0	0	2009	0	0	26668	0	0	2884	
369453	11778	8633	2151	0	0	1208	0	0	8633	0	0	2202	
369659	189453	176914	40116	0	0	32359	0	0	176914	0	0	4782	
370020	69854	61044	7991	0	0	2050	0	0	61044	0	0	2869	
370347	15906	13968	1716	0	0	880	0	0	13968	0	0	1102	
370721	35667	39042	3270	3817	0	12550	0	0	39042	0	0	2088	
370833	16684	16124	537	0	0	0	0	-515	15609	0	0	538	
370954	18522	16717	3174	0	0	1732	0	0	16717	0	0	363	
371223	34104	31245	4164	0	0	1203	0	0	31245	0	0	-102	
371232	26499	24359	2527	0	0	1240	0	0	24359	0	0	853	
371362	50380	37721	5344	0	0	1899	0	0	37721	0	0	9214	
371559	20797	18702	654	0	0	518	0	0	18702	0	0	1959	
371849	7890	6769	547	0	0	60	0	0	6769	0	0	634	
371924	162778	144734	5502	0	0	1281	0	0	144734	0	0	13823	
371942	23850	13956	2981	6744	0	900	0	0	13956	0	0	1069	
372444	10702	8734	883	0	0	100	0	0	8734	0	0	1185	
372538	149943	138158	17015	0	0	5670	0	0	138158	0	0	440	
372640	23011	18583	3533	0	0	1484	0	0	18583	0	0	2379	
372855	24464	22759	2651	0	0	1532	0	0	22759	0	0	586	
373272	4004	3744	260	0	0	0	0	0	3744	0	0	0	
373553	24588	8802	1702	4084	10000	0	0	0	8802	0	0	0	
373601	-7010	-52398	-22141	0	0	0	0	0	-52398	0	0	67529	
374130	21713	18080	2448	0	0	181	0	0	18080	0	0	1366	
374653	476590	425255	56779	0	0	16260	0	0	425255	0	0	10816	
374774	22428	19460	4925	0	0	2617	0	0	19460	0	0	660	
375043	175878	155178	30058	0	3600	17149	0	0	155178	0	0	4191	
375379	3597	3349	-63	0	0	0	0	-58	3291	0	0	369	
375566	105703	147796	10251	0	0	54046	0	0	147796	0	0	1702	
375650	7538	4053	1884	0	0	400	0	0	4053	0	0	2001	
376237	14249	11692	1342	0	0	0	0	0	11692	0	0	1215	
376273	386282	364217	22051	0	0	0	0	0	364217	0	0	14	
376442	91332	80532	9124	0	0	3225	0	0	80532	0	0	4901	
376947	35641	33524	3592	0	0	1838	0	0	33524	0	0	363	
377663	9350	5710	1457	0	0	652	0	0	5710	0	0	2835	
377850	23652	23068	2772	0	0	2212	0	0	23068	0	0	24	
378044	9002	8660	508	0	0	168	0	-9	8651	0	0	11	
378110	5790	4971	193	0	0	57	0	0	4971	0	0	683	
379050	3841	3424	344	0	0	77	0	0	3424	0	0	150	
379153	17757	14820	3501	0	0	1534	0	0	14820	0	0	970	
379470	21293	19813	346	0	0	0	0	-26	19787	0	0	1160	
379649	68114	63561	3591	0	0	1000	0	0	63561	0	0	1962	
379920	6711049	6191493	633751	0	0	220000	0	0	6191493	0	0	105805	
380346	14332	12508	636	0	0	261	0	0	12508	0	0	1449	
380458	265688	238865	15299	0	454	0	0	0	238865	0	0	11070	
380533	55850	50931	8798	0	0	4800	0	0	50931	0	0	921	
380878	33483	33149	457	0	0	0	0	0	33149	0	0	-123	
380944	13900	12246	1901	0	0	775	0	0	12246	0	0	528	
381026	9901	7965	1172	0	0	288	0	0	7965	0	0	1052	
381932	36878	32641	6420	0	0	3500	0	0	32641	0	0	1317	
381950	18044	10464	-25	0	1000	120	0	0	10464	0	0	6725	
382050	40871	31551	8532	0	0	3824	0	0	31551	0	0	4612	
382069	60161	49265	8231	0	0	5000	0	0	49265	0	0	7665	
382256	5707	5127	354	0	0	0	0	0	5127	0	0	226	
382274	112	300	-308	0	0	0	0	0	300	120	0	0	
382443	42743	38930	4563	0	0	1275	0	0	38930	0	0	525	
382537	67612	59616	5337	0	1285	477	0	0	59616	0	0	1851	
382649	114805	101108	15665	0	0	9828	0	0	101108	0	0	7860	
382658	39890	38278	5308	0	0	3696	0	0	38278	0	0	0	
382742	18941	8919	7188	0	0	0	0	0	8919	2623	18	193	
