"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
16551			27	1076	60	7413	53	17729	180	4477	35	3273	27	6416			13	477	9	738	3	803	23	506	4	527	5	932	false	false	
17110			0	0	0	0	0	0	1	86	0	0	5	1993															false	false	
17147			317	12064	555	64923	1203	485531	5758	103052	915	71248	1276	309215			120	4213	183	18404	178	46332	192	4752	144	13657	94	18923	false	false	
17259			17	508	11	1765	21	11167	10	449	0	0	4	864			14	500	4	503	8	2359	25	459	3	144	0	0	false	false	
17950			40	1359	76	9247	81	30114	324	7618	45	4100	34	6817			37	1646	61	8456	68	18795	347	9012	73	7411	45	9130	false	false	
17978			3	131	14	1609	14	3943	0	0	0	0	0	0			1	28	3	301	1	254	0	0	0	0	0	0	false	false	
18050			18	568	42	4622	70	28253	206	4878	35	3161	18	5516			32	1505	116	14439	46	12241	53	1137	14	1157	7	1603	false	false	
18827			96	3544	169	18072	274	104582	330	7365	184	16525	177	27566			1	0	2	118	1	209	1	32	1	130	0	0	false	false	
18836			26	1205	23	2517	31	11141	63	1585	11	922	3	1121			7	296	5	600	19	4431	17	256	1	200	0	0	false	false	
18854			16	565	31	3886	78	34164	313	7795	77	11564	98	49691			9	389	26	3362	19	5236	121	6028	51	7753	25	7428	false	false	
19356			26	1068	21	2826	26	10998	108	2596	24	2031	25	10052			6	214	2	273	0	0	25	578	4	650	2	305	false	false	
19936			66	3388	70	6657	55	22966	59	3654	0	0	8	4977			58	3562	30	4000	22	5730	110	6681	21	3598	4	652	false	false	
19972			0	0	0	0	0	0	0	0	1	26	0	0			0	0	2	42	0	0	0	0	0	0	0	0	false	false	
20053			52	1994	39	5062	47	18692	78	1871	28	2305	9	1579			21	866	26	2820	20	5534	54	1101	14	1190	5	743	false	false	
20633			14	638	24	2583	43	16164	26	829	7	480	10	3807			1	14	1	159	3	493	0	0	0	0	0	0	false	false	
20857			35	1461	37	4722	51	16559	101	2260	36	3600	44	12354			43	1514	59	6012	67	13499	86	1984	53	4037	52	9232	false	false	
21256			0	0	0	0	1	260	6	182	4	547	3	688			0	0	0	0	0	0	10	159	0	0	1	229	false	false	
21359			11	512	4	574	4	2038	126	3375	22	2582	6	2521			30	1238	18	2581	7	1580	91	1931	14	1346	12	3062	false	false	
21658			102	4360	80	10341	44	15933	140	3600	17	2135	7	1868			62	2479	68	8882	48	12477	178	3727	33	4035	21	5777	false	false	
22048			45	1774	39	4762	36	10653	660	14789	85	8892	44	14073			102	3704	29	3071	6	1185	6	189	1	220	2	802	false	false	
22543			83	3140	150	20448	179	68173	256	5763	74	5820	40	9228			3	208	6	857	1	16	8	323	8	92	5	970	false	false	
22552			36	1777	42	6184	20	6883	164	4017	31	3728	19	8101			19	963	57	7193	33	9294	182	4961	45	5641	31	7678	false	false	
22730			20	616	22	2964	38	17959	111	3255	20	1428	9	2842			2	68	2	241	1	288	1	17	0	0	0	0	false	false	
23456			74	3393	109	13433	65	23546	206	4247	38	3642	18	4960			45	1880	40	4806	22	6309	110	2525	24	2293	16	3993	false	false	
23504			3	41	41	4786	409	187812	1155	33551	332	32983	401	102295															false	false	
23643			35	1369	42	4556	36	12464	456	12756	151	14674	71	20132			15	546	16	1772	17	4751	26	574	6	454	4	475	false	false	
23755			11	653	32	4885	67	27576	77	2607	47	5034	34	8814			0	0	0	0	1	340	1	13	0	0	0	0	false	false	
24378			4	187	7	745	3	1391	38	1163	18	1241	1	442															false	false	
24659			21	738	19	2516	17	5008	78	2005	22	2342	10	2944			25	897	19	2345	11	2620	24	655	8	758	13	3559	false	false	
24949			23	867	38	4402	82	31726	49	750	18	1144	14	1767			2	85	2	123	0	0	3	56	0	0	0	0	false	false	
25357			121	4705	59	8203	86	30520	171	1841	32	3360	14	3957			93	3892	112	13892	65	18871	424	9928	129	14505	51	11915	false	false	
25647			15	966	68	11511	122	50205	12	279	11	601	17	3353			0	0	1	15	0	0	0	0	0	0	0	0	false	false	
26765			5	250	85	9920	291	130160	252	10344	197	22117	285	104413			1	51	3	197	6	1198	6	62	2	258	0	0	false	false	
27070			21	836	42	5575	73	30983	50	1390	28	2165	38	10310			7	347	8	1110	3	1039	6	209	3	284	3	902	false	false	
27614			14	422	31	2585	53	20393	33	507	10	486	12	2451			0	0	2	168	0	0	0	0	0	0	0	0	false	false	
27847			134	5475	112	13701	87	31001	814	16700	77	8668	24	8114			283	10210	155	19766	95	23929	458	8752	15	1347	1	149	false	false	
28013			4	383	54	5646	224	83983	182	6338	235	23761	106	28747															false	false	
28152			12	435	22	3192	17	6083	137	3332	37	3844	20	6251			13	572	58	7656	31	8829	102	2787	36	3367	23	6018	false	false	
28675			45	1550	35	4205	21	6296	114	3169	22	2091	20	4325			76	2444	41	5137	26	7790	40	960	12	1400	5	1356	false	false	
28732			5	286	14	2152	17	6223	185	4072	19	1509	10	2677			4	170	5	623	3	678	7	103	4	426	0	0	false	false	
29476			4	225	3	258	7	3380	75	2143	13	1251	9	5205			11	675	32	3632	16	4188	21	659	8	1046	10	3038	false	false	
29636			71	3572	72	8409	102	37922	420	8004	58	7330	21	7853	204	23													true	false	
29878			35	260	63	5953	429	185546	0	0	0	0	0	0															false	false	
30052			6	245	12	1535	19	6017	22	550	6	482	3	1271			0	0	1	135	1	230	0	0	1	214	0	0	false	false	
31134			9	250	24	3065	22	5983	236	4890	39	3726	7	1683			14	643	19	2232	4	1017	21	673	5	297	4	900	false	false	
31255			3	220	7	656	72	38183	226	6285	68	8786	80	29299			0	0	0	0	1	353	0	0	0	0	0	0	false	false	
31657			4	311	12	1486	13	4358	118	2688	26	2458	9	3446			21	632	25	3011	19	5376	70	1528	6	618	4	435	false	false	
31826			151	5373	113	16237	124	46216	246	6762	28	3674	13	5479			47	1869	23	3057	4	1154	86	1349	3	360	0	0	false	false	
31835			5	254	2	250	0	0	3	71	4	676	4	1856			0	0	6	392	6	1057	6	392	29	4745	28	10075	false	false	
32234			14	543	7	767	22	10046	34	1341	32	4044	23	7473			11	323	9	1022	13	2684	15	326	4	465	5	818	false	false	
32766			6	333	3	500	8	4592	34	709	10	1706	20	10278															false	false	
32971			38	1471	35	4149	52	22202	112	3793	41	4034	17	4368			5	172	10	1033	7	1832	10	406	1	101	4	980	false	false	
33147			111	4780	69	9524	106	19511	272	7121	67	7208	53	17860			71	3448	39	5560	33	9963	63	2001	36	4080	30	9045	false	false	
33259			32	2145	74	8565	155	64902	192	6228	82	6281	86	16980			0	0	1	230	1	407	0	0	0	0	0	0	false	false	
33370			0	0	6	916	3	758	0	0	0	0	0	0															false	false	
33839			5	294	0	0	2	703	83	2808	8	682	1	135			2	107	1	213	5	1372	37	3507	6	651	1	230	false	false	
33857			49	2300	58	9023	125	53426	440	11515	132	13576	127	36285			128	5056	120	14702	98	27248	440	5473	132	9124	85	9581	false	false	
34537			124	6550	521	67207	1738	755969	2452	73194	962	83414	1052	260574			17	562	27	2795	21	5238	45	1572	14	1063	11	1544	false	false	
34555			76	3138	45	5309	25	8680	127	2804	19	1879	19	5470			60	1288	74	9233	56	15252	123	3017	55	4815	21	5283	false	false	
34742			28	1236	39	5532	45	16899	97	2804	22	3168	25	8118			162	789	109	2802	81	7779	61	1222	5	628	3	874	false	false	
35057			66	2439	63	7157	48	18624	93	2331	18	1514	13	2888			73	3147	70	8596	43	11975	130	3274	32	2801	12	2646	false	false	
35301			0	0	1	0	0	0	0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
35646			36	1482	23	3387	25	12643	145	4761	27	4180	10	3774			11	622	16	2513	4	1211	51	1383	6	1176	1	377	false	false	
35879			6	140	1	48	4	1605	36	1257	17	1308	2	455			0	0	1	144	0	0	15	379	1	106	0	0	false	false	
36933			103	3921	80	11151	72	32312	1514	29673	107	10184	44	13744			120	4526	50	6893	12	3349	27	476	5	569	2	448	false	false	
37051			9	309	16	2306	19	8943	45	1327	19	1479	12	4358			19	872	30	3724	16	5473	78	2168	15	1482	3	1114	false	false	
37341			16	477	17	2416	13	5229	123	3507	16	1969	11	4330			9	341	12	1605	18	8441	74	1778	12	1759	4	1068	false	false	
37435			113	5321	165	19277	223	72133	1061	21475	149	13179	55	11442			12	490	10	1043	12	2800	5	53	0	0	0	0	false	false	
37640			418	18749	633	76934	863	343637	1445	49849	541	60210	553	190924			429	22830	460	57961	331	90572	430	15971	130	18411	96	25231	false	false	
37659			9	397	8	1066	9	2760	68	2127	19	1973	9	3437			11	539	11	1581	4	983	104	2383	8	826	1	39	false	false	
37949			20	589	4	207	14	5475	98	2969	22	2895	15	5429			9	469	12	1649	9	2598	35	1102	23	2657	12	3205	false	false	
38740			38	1944	54	6844	83	36486	131	3506	50	5466	29	8027			6	276	6	853	5	1069	0	0	1	111	0	0	false	false	
39327			26	1103	69	8049	103	40406	133	2668	53	3612	61	15362			5	366	4	616	9	2726	2	57	0	0	2	379	false	false	
40033			4	71	7	608	5	3573	9	416	12	1228	11	2919			9	415	3	576	3	889	0	0	0	0	0	0	false	false	
40855			24	1023	20	2594	30	11354	222	6063	59	6468	20	6842			25	1192	40	4934	36	9628	206	5352	31	3349	19	4216	false	false	
41553			1	40	4	332	7	4434	55	1803	20	2283	6	2450			6	98	6	794	4	1486	93	2270	14	2107	1	26	false	false	
41629			8	371	27	4300	75	31069	118	2684	45	3665	14	3715			1	94	1	126	8	2263	15	337	2	175	0	0	false	false	
41825			4	234	52	7166	137	51400	231	5311	119	10033	160	38695			7	356	14	2283	15	4526	0	0	0	0	0	0	false	false	
42037			121	5051	47	5024	18	6187	157	4566	35	3128	11	3412			63	2374	16	1584	3	1383	15	357	5	817	3	412	false	false	
42354			15	1067	20	3130	30	12018	242	5947	28	3389	27	10022			11	652	12	1781	6	1886	65	1547	12	1652	0	0	false	false	
42372			31	1587	33	5303	27	10193	28	639	7	700	2	439															false	false	
42420			357	9431	601	57648	908	300360	9967	75029	583	38929	777	142797			4	158	6	531	2	138	66	2170	34	3584	5	708	false	false	
42448			67	2745	133	15767	201	75109	528	12140	131	12597	99	25217			49	1578	66	7866	35	7576	70	1263	26	2600	22	4187	false	false	
42457			2	44	1	76	4	2311	36	934	10	1523	14	6870			1	35	4	647	5	1280	45	1277	11	1595	8	2385	false	false	
43052			20	287	22	1603	25	5670	45	339	10	854	15	6282			0	0	0	0	1	276	4	81	0	0	0	0	false	false	
43351			48	1963	48	6742	41	18176	219	3177	56	5194	41	11820			36	1568	32	4482	37	10661	101	2028	40	3722	21	4518	false	false	
43856			8	287	6	627	6	1822	13	523	1	154	3	552															false	false	
43959			20	1067	26	3123	43	14420	143	4864	33	4203	11	3284			1	41	1	135	1	252	1	66	2	105	0	0	false	false	
44040			60	2202	42	5404	27	8949	136	3441	27	2681	18	7020			94	3944	125	15013	95	25896	152	4169	60	5564	40	7855	false	false	
44433			0	0	11	1978	32	17079	8	378	8	832	10	2852			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
44741			81	4446	140	17101	137	52717	101	3226	47	4306	36	10085			1	70	5	634	1	222	0	0	0	0	0	0	false	false	
44750			17	583	20	2528	35	12993	70	2210	16	1674	8	3204			8	523	7	920	20	7660	3	16	0	0	0	0	false	false	
44929			16	490	22	2801	25	7200	65	1638	17	1104	11	2424			8	243	2	170	4	1236	3	58	1	10	1	350	false	false	
45056			2	66	4	540	5	1077	57	1238	8	842	24	6014			7	422	9	982	14	3694	109	3586	54	7645	30	8160	false	false	
45458			35	1547	25	3463	33	12830	129	3650	36	3678	18	7129			55	2309	59	7754	24	6182	134	3792	55	5435	7	975	false	false	
45551			61	2502	88	10421	102	37420	5180	118264	945	74916	179	32200			65	2126	175	13589	295	68563	484	9824	238	15278	220	48228	false	false	
45560			11	419	67	8990	207	78878	263	7367	128	9991	117	23524			0	0	5	609	5	1370	0	0	1	19	0	0	false	false	
45775			12	397	28	3292	66	21060	11	232	1	98	6	1184															false	false	
46053			10	562	22	2980	53	20147	72	2312	44	3603	41	13753			2	77	10	1325	17	4272	27	549	4	375	6	1847	false	false	
46941			84	2903	47	6805	61	26906	76	1831	18	2252	11	3136			54	2191	61	6334	39	11199	71	1488	13	1425	0	0	false	false	
47247			15	714	64	8780	121	51112	66	824	32	1960	63	14403			6	224	6	784	3	870	5	59	2	104	0	0	false	false	
47500			15	697	36	4834	72	23181	116	2609	70	8873	42	12393			0	0	0	0	3	564	0	0	0	0	0	0	false	false	
48374			87	3178	89	11006	54	15008	579	14014	150	15415	150	44728			773	25252	479	50251	301	75723	80	1651	17	2040	21	3825	false	false	
48440			47	2179	57	7837	74	29893	181	5208	33	2801	19	4366			10	310	24	2870	6	1956	34	1035	1	26	1	45	false	false	
49054			1	0	2	251	1	400	4	76	3	293	9	3362			3	161	6	785	2	556	7	224	7	597	6	2166	false	false	
49148			20	817	6	603	1	751	40	1046	13	1142	8	1618			21	578	22	2236	19	5108	54	1342	14	1219	2	897	false	false	
49241			48	1804	54	6424	102	40181	387	9923	101	11207	107	36966			42	1820	28	3168	26	6195	108	2347	39	3944	32	6827	false	false	
49652			15	492	3	299	8	2852	49	1513	8	824	6	3349			13	590	10	1263	7	2496	23	794	19	2304	9	3580	false	false	
49858			5	254	14	1821	35	11671	42	1264	11	1023	7	2462			1	13	1	130	3	564	0	0	0	0	0	0	false	false	
49951			22	965	17	2624	38	17221	142	4823	46	5218	73	25835			23	887	28	3055	24	6057	102	3041	32	3646	27	7525	false	false	
50461			0	0	6	1161	27	11595	3	128	7	710	4	601															false	false	
51253			17	771	34	3709	47	15929	77	1617	15	1182	12	3168			6	227	4	637	2	304	8	88	0	0	0	0	false	false	
51356			2	114	2	182	1	302	15	238	4	273	7	2612			0	0	1	117	1	244	14	315	0	0	0	0	false	false	
51459			34	1520	16	1370	27	8942	251	6508	47	3751	16	4413			42	1740	48	5391	33	8636	152	4701	33	4458	28	6567	false	false	
51842			20	729	27	3651	45	19581	111	3050	31	3740	27	10162			30	907	61	4834	63	9392	180	5064	75	8611	33	7640	false	false	
52719																													false	false	
52951			29	1334	20	2348	22	9011	495	13207	79	7648	41	11631			60	2689	44	5748	19	4847	186	4467	33	3084	7	1922	false	false	
53051			11	513	10	1664	10	4504	321	13558	129	17547	36	14673			11	403	6	637	2	229	89	1364	2	328	2	710	false	false	
54058			69	3010	67	8084	34	13779	290	5933	37	3557	16	4805			64	2598	82	10753	65	18499	143	3163	81	8497	43	10173	false	false	
54973			0	0	11	1748	63	31850	864	23113	39	4822	50	15910	0	7													true	false	
55336			16	844	45	5646	155	64572	189	3184	58	6390	40	9935															false	false	
55635			6	242	24	4378	26	11479	41	1608	11	1583	1	997															false	false	
55970			6	264	46	4911	147	62571	17	622	6	473	5	733			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
56258			11	606	48	8095	34	13867	63	2173	31	3036	36	11982			7	220	8	818	19	6006	100	4063	39	5467	20	5128	false	false	
56351			146	6778	311	41066	449	194899	2209	57717	555	54941	332	84912			98	4024	72	8756	37	9714	332	6773	29	3882	4	847	false	false	
56548			5	154	17	1452	46	15455	6	110	1	30	4	339			6	111	8	945	10	2064	13	124	2	30	6	864	false	false	
56717			47	1843	123	14754	202	71836	544	10883	136	11206	110	23829			1	53	9	766	2	685	25	339	2	107	0	0	false	false	
57451			21	1216	37	4699	47	18140	101	2513	30	2559	30	8768			15	581	15	1507	3	710	35	687	16	1752	4	1034	false	false	
58225			46	1729	77	9054	64	22689	261	7516	74	8312	15	5302			82	2086	20	2339	5	1891	19	104	0	0	0	0	false	false	
58243			86	4103	196	28486	291	121561	222	7269	141	14644	186	57288			0	0	2	229	4	925	1	31	0	0	0	0	false	false	
58355			30	2236	27	3759	16	4389	136	4056	30	3168	9	2657			0	0	2	158	0	0	2	72	2	150	5	862	false	false	
58551			35	1353	25	3043	17	8098	387	7760	41	4543	14	2616			44	2066	65	8372	31	8474	570	12210	89	9688	21	4535	false	false	
58636			42	2156	83	10293	91	36469	532	11948	49	5309	26	7280			402	14740	108	14684	24	6546	6	122	1	198	2	380	false	false	
58757			22	909	47	6464	65	26293	166	4350	55	5872	54	13992			18	727	42	4127	42	9046	99	3056	55	5875	39	9488	false	false	
58971			53	1548	185	19746	625	262076	5853	66482	474	38210	887	202970			9	206	27	1656	38	3524	83	505	53	2308	38	4387	false	false	
59316			155	7098	279	36573	430	161681	1343	47213	325	37564	187	61057			32	1613	63	8294	52	12788	198	7005	48	5886	22	4106	false	false	
59352			25	1074	37	5740	99	41717	115	2934	45	3716	19	4739			13	632	18	2080	16	3572	97	2065	8	937	15	2798	false	false	
59370			4	127	11	1630	22	9130	27	576	11	1155	5	1178			1	25	3	264	0	0	0	0	0	0	0	0	false	false	
59754			3	45	0	0	5	2129	25	823	13	1269	9	2252	2	5													true	false	
60143			269	8000	427	52000	1162	517000	8947	154000	2075	174000	2710	857000			0	0	5	1000	0	0	22	1000	0	0	5	1000			
60330			51	2468	98	13718	175	70344	426	10947	130	11820	95	25701			11	548	24	2965	23	6225	33	819	8	848	7	1898	false	false	
60545			32	1611	31	4141	27	9103	160	3625	24	2253	30	9166			22	1102	35	4674	53	16352	225	6428	67	6965	49	11676	false	false	
60554	25	80															13	641	23	2649	34	9763	218	5223	40	4797	34	8765	false	true	
60648			14	530	27	3566	48	16678	73	1480	31	2660	24	6707			10	251	31	3598	23	6279	23	444	4	520	9	1302	false	false	
61122			30	1656	104	12826	153	59929	585	19385	209	23339	131	36560			5	134	6	654	5	1945	28	402	0	0	0	0	false	false	
61355			56	2630	96	12040	187	78002	399	9482	126	12327	125	35291			85	3339	119	15398	61	15590	351	8283	94	9231	40	8259	false	false	
61757			26	1327	39	4872	72	29966	64	1449	30	2519	21	6080			17	765	17	2082	4	820	32	590	2	136	0	0	false	false	
61832			8	330	24	2700	55	24391	49	1152	11	1095	9	2226			0	0	1	137	4	1457	3	70	1	0	2	0	false	false	
61953			2	58	13	1536	18	7317	63	1249	23	2571	14	4769			3	222	5	544	3	1152	1	25	0	0	1	235	false	false	
62044			0	0	5	670	23	12059	27	1055	32	4006	33	13643			4	219	2	92	0	0	0	0	0	0	0	0	false	false	
62110																													false	false	
62147			28	822	39	4538	21	5080	37	784	9	753	6	1157			11	326	5	428	3	830	12	216	1	133	0	0	false	false	
63050			42	1933	53	6984	67	22951	174	3728	22	2413	12	4401			17	774	29	3648	15	3819	66	765	5	365	3	442	false	false	
63069			1	0	30	3846	582	300039	6033	113550	1778	177936	849	165815			0	0	0	0	0	0	0	0	0	0	0	0			
63201			5	221	14	1794	28	10687	95	2128	34	3015	27	6646			1	39	1	61	2	460	15	420	1	70	4	749	false	false	
63573			13	707	27	2775	115	41473	43	1497	28	2801	25	5424															false	false	
63733			90	4153	160	18702	208	81589	715	15256	134	12764	82	23024			127	5057	95	11175	63	16886	239	4371	7	752	4	1528	false	false	
64552			7	242	16	1924	40	16408	19	302	11	930	8	2964			0	0	3	360	2	626	0	0	0	0	0	0	false	false	
64730			8	231	5	549	11	3661	29	667	6	611	2	330			2	17	3	311	2	377	1	72	0	0	0	0	false	false	
65205			2	40	25	3428	64	28859	21	305	9	516	12	2691															false	false	
65559			23	1164	49	5917	81	37953	457	10339	125	10774	101	25510			48	1881	81	6858	64	8908	407	8373	113	7505	38	5280	false	false	
