"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							25082	5697	81639	0	0	3472	0	22402	462938	408809	2524	411333	0	5810	0	0	51605	800	462938	0	0	52342	0	0	800	0	87307	321502			0	316973	311163	-2337	0	0	0	0	51605	0	13483	
1856																																							2788	1112	7805	0	98	414	0	728	43550	35030	62	37092	0	433	2000	0	6458	500	43550	0	0	292	0	0	5732	0	4476	30554			0	30038	29605	-66	0	0	0	0	6458	0	1000	
2161																																							4442	3242	82092	0	0	19230	0	21689	375922	327631	6610	343241	0	3215	5000	0	32681	1000	375922	0	0	19073	0	0	20524	0	72694	254937			0	243200	239985	-7916	5242	0	4000	0	32681	0	0	
2732																																							127506	7471	43073	0	1112	2675	0	7660	729563	601838	5138	606976	0	5748	0	0	122587	0	729563	0	0	116752	0	0	5789	0	132778	469060			0	545814	540066	46	0	0	0	0	122587	0	0	
2750																																							23	660	12832	0	0	219	0	5039	70587	57827	970	62265	0	536	2340	0	8322	109	70587	0	0	899	0	0	8000	0	7912	49915			0	52284	51748	-686	0	0	1128	0	8322	66	0	
3252																																							0	8099	238813	0	0	1909	0	6175	364135	312743	1345	314088	0	3382	0	0	50047	200	364135	0	0	49369	0	0	300	0	72742	240001			0	111021	107639	178	1500	0	0	0	50047	0	0	
3720																																							61566	7079	102385	0	0	4046	0	15032	441857	392641	3644	396285	0	2100	0	0	45572	2400	441857	0	0	37149	0	0	18600	0	107346	285295			-8580	214447	212347	-3997	225	0	0	0	45572	0	39177	
3971																																							44986	7599	218026	2476	9095	17541	0	35026	1042613	842608	11703	909811	0	13025	55500	0	132802	2	1042613	0	0	21532	0	0	118985	0	181525	661083			0	715749	702724	-7717	4230	0	0	0	132802	910	0	
4231																																							26411	1267	71824	0	0	817	0	6736	172793	148546	953	149499	0	1084	0	0	23294	500	172793	0	0	13093	0	0	12100	0	38556	109990			0	65535	64451	-2399	0	0	0	0	23294	0	1287	
5069																																							67144	1243	6448	0	0	36499	0	9457	500519	259394	6552	265946	0	10218	0	0	234573	4500	500519	0	0	225620	0	0	4129	0	38072	221322			0	388830	378612	324	0	0	0	0	234573	1116	0	
5135																																							101617	7804	99355	0	1042	6606	308	20719	668744	528787	3637	543474	0	6109	11050	0	125270	651	668744	0	0	100330	0	0	24391	0	115687	413100			0	437402	431293	-102	0	0	0	0	125270	0	0	
5210																																							44777	20561	466894	2251	72509	33308	19	171765	3211593	2475524	36791	2813292	0	23672	280000	0	398301	4798	3211593	0	0	223840	0	0	191837	28170	554725	1920799			0	2330514	2306842	-22174	260	0	3611	17366	398301	949	63288	
5461																																							15413	13209	33775	0	27	11008	0	20806	786267	670923	7682	712488	0	6917	33883	0	73779	2059	786267	0	0	82089	0	0	4241	0	258205	412718			0	482335	475418	-14610	0	0	0	0	73779	0	216611	
5751																																							0	7942	103987	0	871	1602	0	9862	338600	300046	1759	301805	0	3460	0	0	36795	600	338600	0	0	32713	0	0	8752	0	48395	251651			0	195582	192122	-5270	16004	0	0	0	36795	0	6210	
6039																																							58277	6140	54172	0	0	11486	0	9282	569937	509006	4863	513869	0	7128	0	0	56068	469	569937	0	0	24909	0	0	30568	0	167744	341262			0	405235	398107	122	28955	0	0	0	56068	0	3518	
6329																																							121431	45491	191318	0	0	45257	1522	63278	2207970	1946455	14966	2011421	0	29533	25000	0	196549	2600	2207970	0	0	162893	0	0	42400	1411	454194	1492261			0	1767794	1738261	-11344	1	0	25000	0	196549	0	0	
7009																																							287427	500	1299915	0	0	2235	0	15208	1863938	1723058	16977	1740035	0	0	0	0	123903	500	1863938	0	0	123302	0	0	552	0	203809	1519249			0	257779	257779	-451	0	0	0	0	123903	874	0	
7045																																							21231	2974	143594	0	0	1654	0	10653	319192	295363	1033	296396	0	1131	0	0	22796	100	319192	0	0	28082	0	0	2325	0	35487	259876			0	138762	137631	-7711	0	0	0	0	22796	0	1455	
7072																																							1461	7640	39634	0	6266	11952	0	21480	464860	396208	5322	419530	0	3580	18000	0	45330	0	464860	0	0	43634	0	0	4060	0	78315	317893			0	338217	334637	-2364	6226	0	0	0	45330	0	35564	
7456																																							570	3676	26388	0	0	723	0	6129	155217	128506	699	143039	0	1303	12906	0	12178	400	155217	0	0	6081	0	0	6600	0	25454	103052			0	118968	117665	-903	0	0	928	0	12178	66	0	
7634																																							17473	711	11772	0	0	373	0	1314	91656	79530	418	79948	0	1371	0	0	11708	200	91656	0	0	4452	0	0	8060	0	16878	62652			0	61384	60013	-1004	0	0	0	0	11708	0	0	
8462																																							8026	5973	89394	0	0	502	0	1824	203846	173674	808	174482	0	2119	0	0	29364	350	203846	0	0	32272	0	0	350	0	33487	140187			0	95161	93042	-3608	5085	0	0	0	29364	0	0	
8631																																							5661	1970	17189	0	0	2596	0	3804	79436	71602	793	72395	0	419	0	0	7041	500	79436	0	0	6305	0	0	800	0	23597	48005			0	46181	45762	-564	2454	0	0	0	7041	0	0	
9357																																							6547	5503	50998	1903	41460	3134	0	4854	564303	423680	12405	451085	0	3972	15000	0	113218	500	564303	0	0	56243	0	0	56160	0	149379	274301			0	452980	449008	315	0	0	0	0	113218	896	0	
9553																																							547	3107	31898	0	0	746	0	14513	240243	148645	1656	216096	0	1671	65795	0	24147	400	240243	0	0	25571	0	0	1700	0	27189	121456			0	158027	156356	-3524	0	0	0	0	24147	0	33076	
9807																																							174951	12344	392337	0	0	20895	2091	171445	2811720	2410976	24598	2476751	0	32091	0	0	334969	20000	2811720	0	0	203082	0	0	112272	0	154613	2256363			0	1935191	1903100	-385	0	0	0	41177	334969	1148	133409	
9955																																							42824	3289	53115	0	0	5251	0	5373	246634	185455	801	214169	0	2040	27913	0	32465	110	246634	0	0	30467	0	0	3023	0	46417	139038			0	128621	126581	-1135	0	10201	0	0	32465	0	0	
10250																																							4245	7462	187821	0	0	10949	0	6776	717628	658944	3646	668090	0	4545	5500	0	49538	1500	717628	0	0	25275	0	0	38500	0	149372	509572			0	437072	432527	-15737	0	0	0	0	49538	0	67848	
10849																																							4479	1699	71449	0	694	6021	0	4710	328570	292238	1307	295545	0	3329	2000	0	33025	16	328570	0	0	20620	0	0	15375	0	40243	251995			0	242847	239518	-2986	0	0	0	0	33025	0	0	
11145																																							34438	9297	125977	44	967	7317	72	18673	465668	393575	4297	416872	0	3433	19000	0	48796	1000	465668	0	0	30773	0	0	25000	0	95689	297886			0	258013	254580	-7977	14303	0	0	0	48796	0	0	
11640																																							6932	9041	103364	0	0	3710	0	23987	393355	351039	2965	354004	0	2571	0	0	39351	650	393355	0	0	3041	0	0	44095	0	88666	262373			0	248892	246321	-8435	0	0	0	0	39351	0	0	
11837																																							17212	961	68565	0	0	940	0	2460	183560	168590	497	169087	0	1235	0	0	14473	314	183560	0	0	5866	0	0	11686	0	12981	155609			0	94657	93422	-3393	0	0	0	0	14473	0	0	
12030																																							48680	11771	135802	0	0	4322	560	54581	713582	596547	8157	604704	0	12290	0	0	108878	300	713582	0	0	107833	0	0	300	0	198659	397888			0	465776	453486	445	4305	0	0	0	108878	0	75	
12142																																							13123	15645	72686	0	0	4208	165	13940	337514	311271	2754	314025	0	2267	0	0	23489	1250	337514	0	0	9401	0	0	25550	0	93821	217450			0	168686	166419	-12712	2650	0	0	0	23489	0	48678	
12311	12269857	3062477	26132431	285493	6506126	1614991	12331	7751440	224047234	3992571	199334957	419229	2537122	13578488	818099	24293048	39999	224047234	211440	328280	5142634	2531665	780000	20219878	1415054		0	149520831	146983709	-1889463	0	22405	24712277	12058	15258162	0	0	0			26132431							180595114					13578488					211440	328280						36156830	144438284							0	0	0	22405		12058		
12647																																							16710	2499	0	0	0	2893	0	6652	215689	180130	668	189648	0	1224	8850	0	26041	250	215689	0	0	8074	0	0	17717	0	64347	115783			0	124322	123098	0	0	0	0	0	26041	0	63837	
12946																																							9466	38994	470651	0	36654	65880	0	111423	3050571	2733700	22368	2776068	0	36154	20000	0	274503	1	3050571	0	0	236389	0	0	95182	8049	571056	2162644			0	2340181	2304027	-57069	0	0	0	0	274503	5427	0	
13103																																							17309	20610	287348	0	17193	30848	0	84805	3122402	2551445	43105	2658608	2331	25400	64058	0	461463	500	3122402	0	0	432779	941	0	34019	8320	380426	2171019			0	2646682	2621282	-5835	0	0	0	0	463794	15508	18238	
13251																																							12125	1890	3573	0	428	1208	0	1942	76548	67207	273	67480	0	752	0	0	9068	25	76548	0	0	5173	0	0	3975	0	14980	52227			0	55686	54934	-105	448	0	0	0	9068	0	0	
13457																																							245	12161	1829	0	522	4458	0	1645	148740	131843	725	132568	0	1891	0	0	16172	50	148740	0	0	123	0	0	16000	0	8158	123685			0	119807	117916	-1	9964	0	0	0	16172	0	0	
14155																																							12920	6319	22242	0	0	6626	0	17054	467321	408096	3300	418896	0	5041	7500	0	48425	176	467321	0	0	48033	0	0	160	0	76261	331835			0	407201	402160	56	0	0	0	0	48425	0	0	
14650																																							12777	1313	0	0	0	1978	0	2695	161524	144526	1074	145600	0	1752	0	0	15924	200	161524	0	0	11740	0	0	3984	0	24340	120186			0	129713	127961	0	10772	0	0	0	15924	0	4028	
14753																																							6572	1371	10202	0	0	68	0	961	65809	57635	277	57912	0	617	0	0	7897	300	65809	0	0	5635	0	977	1277	0	22709	34926			0	33612	32995	-292	13485	0	0	0	7897	126	29	
14865																																							80517	26273	197652	0	486	9842	0	29350	960382	849933	8669	858602	0	6833	0	0	101780	730	960382	0	0	90374	0	0	11532	0	250295	599638			0	619482	612649	-856	0	0	0	0	101780	0	3613	
14977																																							5961	445	6304	0	18	2129	0	1353	66056	53918	455	54373	0	682	0	0	11683	0	66056	0	0	11662	0	0	0	0	13581	40337			0	50347	49665	21	181	0	0	0	11683	0	0	
16551																																							11120	6026	56142	0	4325	9774	0	11700	470056	391489	1558	420547	0	4879	27500	0	49509	175	470056	0	0	21340	0	0	30325	500	105897	285592			0	356181	351302	-2331	0	0	0	0	49509	0	19167	
17110																																							23506	1752	0	0	0	7867	0	4261	174139	118473	19336	137809	0	279	0	0	36330	300	174139	0	0	29044	0	0	6986	0	0	118473			0	113124	112845	0	0	0	0	0	36330	21308	2600	
17147																																							196300	84158	1407102	0	735546	138394	658	683060	19011326	15336558	255369	16542290	0	195597	806608	0	2469036	10871	19011326	0	0	898603	178380	125	1687684	20079	2178965	13157593			0	13791707	13596110	-128247	0	0	40000	103755	2469036	0	1971539	
17259																																							1331	1151	12726	0	0	1243	0	2602	70196	64030	1454	65484	0	1061	0	0	4712	769	70196	0	0	3934	0	0	769	0	18872	45158			0	51659	50598	-760	0	0	0	0	4712	0	545	
17950																																							106	7352	395785	0	4292	7779	0	16311	798812	703468	3404	730172	0	5488	23300	0	68640	725	798812	0	0	50479	0	0	32837	0	161522	541946			0	372508	367020	-15401	0	0	0	0	68640	167	0	
17978																																							19501	2280	0	0	0	5232	211	2633	318795	182524	895	183419	0	1495	0	0	135376	0	318795	0	0	135376	0	0	0	0	3049	179475			0	174284	172789	0	9348	0	0	0	135376	0	106801	
18050																																							96572	14814	311951	0	0	12020	0	19912	1100844	999125	6370	1005495	0	7561	0	0	95349	1214	1100844	0	0	91022	0	0	34671	1	322739	676386			0	653135	645574	-31558	0	0	0	0	95349	0	0	
18827																																							159351	32209	387089	4345	43624	36053	510	103808	2928928	2539721	22108	2634124	0	22486	72295	0	294804	693	2928928	0	0	135048	0	0	162569	0	503334	2036387			0	2184270	2161784	-3506	0	0	0	0	294804	155	0	
18836																																							10496	2219	35468	0	0	6874	0	8890	236765	211644	2984	214628	0	1987	0	0	22137	180	236765	0	0	21007	0	0	1676	0	59279	152365			0	174793	172806	-726	12	0	0	0	22137	0	0	
18854																																							217201	37891	54019	0	10949	21884	461	31122	1962629	1700873	11812	1712685	0	19407	0	0	249944	40	1962629	0	0	238252	0	0	14198	2078	341456	1359417			0	1606431	1587024	-2546	0	0	0	0	249944	0	0	
19356																																							1180	9088	13106	0	772	1307	257	5415	152189	131245	764	140071	0	1842	8062	0	12118	2025	152189	0	0	5022	0	0	6200	0	21754	109491			0	122625	120783	-1129	281	0	0	0	12118	0	0	
19936																																							115745	2770	108498	0	0	3879	136	12832	504882	450169	3077	458312	0	4030	5066	0	46570	420	504882	0	0	36003	0	0	14166	0	107294	342875			0	264535	260505	-4019	0	0	0	0	46570	0	517	
19972																																							24544	2120	0	0	0	347	0	8113	120160	94070	1342	95412	0	505	0	0	24748	0	120160	0	0	24748	0	0	0	0	85	93985			0	58371	57866	0	0	0	0	0	24748	1244	25926	
20053																																							3941	3649	4218	0	0	411	0	3432	231630	196238	971	204209	0	1892	7000	0	27421	150	231630	0	0	21340	0	0	6053	0	35757	160481			0	207245	205353	-122	10626	0	0	0	27421	0	0	
20633																																							7621	3585	75858	0	0	5319	315	18692	362670	295240	2262	321658	0	2706	24156	0	41012	1106	362670	0	0	39988	0	0	2816	0	45899	249341			0	252689	249983	-2898	616	0	0	0	41012	681	0	
20857																																							14035	3848	94929	0	5304	14525	900	11115	705168	620667	3410	650281	0	2484	6044	0	54887	200	705168	0	0	14173	0	0	45893	238	103973	516694			0	467767	465283	-5379	0	0	19000	1160	54887	66	94925	
21256																																							929	279	1202	0	0	133	0	550	8494	7595	9	7604	0	106	0	0	890	105	8494	0	0	80	0	0	695	0	3474	4121			0	5507	5401	10	0	0	0	0	890	0	0	
21359																																							9735	5541	19978	0	0	334	0	1613	80812	73206	344	73550	0	520	0	0	7262	550	80812	0	0	3210	0	0	4850	0	21155	52051			0	43891	43371	-1348	0	0	0	0	7262	0	240	
21658																																							3109	5199	43785	0	0	1495	0	7840	257977	209851	1828	233759	0	2301	22080	0	24218	100	257977	0	0	21100	0	0	4157	0	26127	183724			0	198485	196184	-1139	277	0	0	0	24218	88	0	
22048																																							10241	6845	46456	0	0	4310	10	10807	342950	309085	3509	313009	0	4440	415	0	29941	1000	342950	0	0	27140	0	0	6650	0	54345	254740			0	268721	264281	-4849	0	0	0	0	29941	0	0	
22543																																							40851	1970	11183	0	3382	23428	0	4623	413185	374166	2267	376433	0	2706	0	0	36752	602	413185	0	0	22355	0	0	13762	1190	119324	254842			0	309750	307044	33	19426	0	0	0	36752	88	0	
22552																																							532	2361	12563	0	0	2155	0	3466	155122	117179	356	143558	0	1200	1123	0	11564	100	155122	0	0	3608	0	0	8900	0	31567	85612			0	132962	131762	-1044	0	0	24900	0	11564	74	2209	
22730																																							5312	4355	134707	0	0	2821	0	8256	300839	271360	2353	281739	0	1743	149	0	19100	250	300839	0	0	24852	0	0	300	0	93038	178322			0	146921	145178	-6302	210	0	0	7877	19100	0	0	
23456																																							14656	5109	82130	0	4027	6210	348	8490	417636	382160	2176	384893	0	3186	557	0	32743	126	417636	0	0	37143	0	0	2512	370	42378	339782			0	297659	294473	-7038	1335	0	0	0	32743	0	488	
23504																																							2270449	80218	797485	0	156748	74131	0	593862	15332384	12949436	101950	13686828	119	97372	560400	0	1645437	1	15332384	75042	75042	692721	0	0	992844	1989	4070322	8879114			-8661	10758208	10660836	-31468	0	0	0	0	1645556	2723	618901	
23643																																							5738	2638	102495	0	0	2784	72	14416	375073	339067	1120	350237	0	2821	10050	0	24836	200	375073	0	0	35464	0	0	4800	0	66300	272767			0	249751	246930	-15628	0	0	0	0	24836	0	0	
23755																																							17928	1778	28356	0	1027	4908	0	11054	319072	287017	4402	293765	0	2209	2346	0	25307	110	319072	0	0	26051	0	0	4615	0	58995	228022			0	219696	217487	-5469	1166	0	0	0	25307	0	35368	
24378																																							6193	798	2082	0	0	1278	0	1092	78672	63766	350	70116	0	348	6000	0	8556	0	78672	0	0	8679	0	0	0	0	11964	51802			0	55277	54929	-123	719	0	0	0	8556	0	11581	
24659																																							3478	3123	31888	0	810	638	0	1113	113586	101054	413	101467	0	598	0	0	12119	50	113586	0	0	3924	0	0	7950	0	33150	67904			0	57767	57169	195	4497	0	0	0	12119	13	10857	
24949																																							64846	6545	80121	0	697	4009	0	16682	587481	509885	5110	523745	0	5417	8750	0	63736	1800	587481	0	0	28438	0	0	33223	1626	110217	399668			0	300419	295002	275	0	0	0	0	63736	0	117953	
25357																																							6516	7737	73634	0	0	6156	600	10187	593707	528402	1721	530123	0	4833	0	0	63584	1957	593707	0	0	11969	546	0	49558	0	60450	467952			0	467227	462394	100	3444	0	0	0	63584	0	22493	
25647																																							71193	3744	20786	0	0	6745	0	5383	392141	307549	2877	352426	0	3433	42000	0	39715	12	392141	0	0	9619	0	0	30829	0	51790	255759			0	287723	284290	-745	0	0	0	0	39715	0	0	
26765																																							810230	33800	154516	0	3454	63294	1670	115118	4936269	4456318	53594	4509912	0	49725	0	0	426357	2360	4936269	0	0	129098	0	0	309537	923	1159754	3296564			0	3797854	3748129	-14638	0	0	0	0	426357	0	5135	
27070																																							3432	8621	162416	0	16550	16183	0	50789	979247	748154	4814	844801	0	8461	90750	0	134446	0	979247	0	0	142513	0	0	0	0	73274	674880			0	729717	721256	-8067	0	0	1083	0	134446	0	0	
27614																																							20100	7961	256327	0	2654	7028	0	19708	586992	546067	3629	549696	0	1577	0	0	37296	1515	586992	0	0	47896	0	0	11139	0	144216	401851			0	274791	273214	-23254	0	0	0	0	37296	0	0	
27847																																							2624	8955	146302	0	0	12792	937	32030	932050	818377	5595	850972	0	7573	27000	0	81078	430	932050	0	0	86131	0	0	7982	0	153243	665134			0	735983	728410	-13465	0	0	0	0	81078	0	0	
28013																																							151900	12051	1412419	0	90	45727	0	282663	5752016	4048613	32108	5027722	108	38144	941956	0	724186	0	5752016	20198	5045	279857	0	0	460277	0	777184	3271429			-11728	3856773	3818629	-4220	0	0	0	0	724294	0	8339	
28152																																							8751	9004	31468	0	0	1174	1062	6202	234948	215233	1678	216911	0	2122	0	0	18037	105	234948	0	0	8210	0	0	12500	273	51121	164112			0	158574	156452	-2778	1926	0	0	0	18037	0	18636	
28675																																							896	3090	147003	0	401	1577	0	4299	328797	272923	1159	298082	0	1708	24000	0	30715	0	328797	0	0	32111	0	0	0	0	12304	260619			0	173133	171425	-1396	0	0	0	0	30715	106	0	
28732																																							20174	2979	22416	0	0	3368	0	2612	171602	146842	1731	148573	0	1567	0	0	23029	250	171602	0	0	23130	0	0	307	0	50045	96797			0	114263	112696	-658	1795	0	0	0	23029	0	5562	
29476																																							1909	1972	13631	0	199	4807	0	6523	161941	139058	891	142949	0	1816	3000	0	18992	0	161941	0	0	13159	0	0	6069	0	14656	124402			-43	125776	123960	-193	8600	0	0	0	18992	0	340	
29636																																							50989	17131	151708	0	13112	28316	1839	62937	1512484	1337629	25766	1437618	0	8945	0	0	74866	1	1512484	0	0	17035	0	0	124806	755	285005	1052624			0	841607	832662	-66976	0	0	0	74223	74866	710	352325	
29878																																							143207	6225	48905	0	0	34941	4496	25017	2199882	1403765	35518	1439283	0	18416	0	0	760599	0	2199882	0	0	765469	0	0	0	0	59095	1344670			0	1955507	1937091	-4870	0	0	0	0	760599	0	0	
30052																																							4802	810	7679	0	3007	1971	0	478	54940	42581	783	44364	0	438	1000	0	10576	1000	54940	0	0	1455	0	0	8140	0	12717	29864			0	35129	34691	-19	1502	0	0	0	10576	0	0	
31134																																							46843	3281	24898	0	0	4774	0	3106	226527	182979	1914	184893	0	1931	0	0	41634	200	226527	0	0	42267	0	0	250	0	50360	132619			0	145556	143625	-1083	0	0	0	0	41634	0	0	
31255																																							61965	7023	199573	0	933	6272	1900	32728	1318887	1180647	14379	1195026	0	10052	0	0	123861	2989	1318887	0	0	95969	0	0	31311	0	416878	763769			0	1018545	1008493	-6408	0	0	0	0	123861	0	0	
31657																																							0	3495	0	0	0	1307	0	6179	184266	156446	111	156557	0	1043	0	0	27709	60	184266	0	0	25439	0	0	2210	0	41024	115422			0	69267	68224	0	5632	0	0	0	27709	0	99429	
31826																																							55850	11869	33063	0	905	9444	0	13341	517608	464324	5030	469354	0	5032	0	0	48254	800	517608	0	0	48058	0	0	800	0	117729	346595			0	398168	393136	-1404	0	0	0	0	48254	0	0	
31835																																							27444	1649	42149	0	0	2247	24	18755	192039	159132	4119	163251	437	2347	0	0	28351	461	192039	0	0	9548	0	0	19550	0	85045	74087			0	95292	92945	-1208	3844	0	0	0	28788	772	2210	
32234																																							4477	6053	42000	0	4534	5073	0	24261	386400	371448	5051	385489	0	1188	0	0	911	332	386400	0	0	5169	0	0	28061	0	34399	337049			0	143180	141992	-32651	0	0	8990	0	911	0	158010	
32766																																							124540	1126	0	0	1640	3941	0	2395	383994	309655	1078	329733	0	2904	19000	0	54261	320	383994	0	0	12669	0	0	41272	0	38497	271158			0	253145	250241	0	111	0	0	0	54261	0	0	
32971																																							19700	3257	28101	0	294	14070	0	17149	458092	393672	6457	417629	0	3253	17500	0	40463	0	458092	0	0	43756	0	0	0	441	59900	333772			0	378267	375014	-3293	0	0	0	0	40463	66	0	
