"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
41629														1909	0	844	0	0	0	0	0	874	180	11	728	0	0				
41825														9294		7357	0					314	1177	446			5089				
42037														646	0	0	0	0	0	0	0	135	511	0	0	0	0				
42354														523	0	50	0	0	0	0	0	382	91	0	0	0	0				
42372														2926	0	2224	0	0	0	0	0	29	299	374	2224	0	0				
42420														127227	8132	79172	0					5804	34093	8158			42627				
42448														11998	0	175	0	0	0	0	0	6365	2793	2665	0	0	0				
42457														75	0	0	0	0	0	0	0	35	40	0	0	0	0				
43052														968	0	3	0	0	0	0	0	257	695	13	0	0	0				
43351														2174	0	66	0	0	0	0	0	1422	406	280	0	0	0		INSURANCE PAYABLE	CAFETERIA PLAN	
43856														673	0	591	0	0	0	0	0	82	0	0	569	0	0				
43959														1301	0	1	0	0	0	0	0	825	435	40	0	0	0				
44040														1552	0	41	0	0	0	0	0	239	1255	17	0	0	0				
44433														16631		11970	0	4759				2036	1790	835		175	6914				
44741														2790	833	897	0	0	0	0	0	171	1721	1	0	0	0				
44750														1712	0	948	0	0	948	0	0	618	146	0	0	0	0	Deferred Income ORE			
44929														1382		0	1013					118	205	46							
45056														1519	1050	1270	0	0	0	0	0	206	43	0	220	0	0				
45458														1882	0	1030	0	80	0	0	0	305	527	20	860	0	0				
45551														10746	0	5115	0	9	1631	0	0	4131	1472	28	3093	0	0	EFA Vendor Subsidiary Deferred Income			
45560														31660		14846	0					4755	11362	697	8853		3952				
45775														3536	0	3455	0	0	0	0	0	79	1	1	3120	0	0				
46053														4080	0	2905	0	0	0	0	0	746	317	112	2095	0	0	Right of Use Lease Prior Lake	Int Rate Cap/Floor Swap	Right of Use Lease NAPA	
46941														938	0	0	0	0	0	0	0	569	369	0	0	0	0				
47247														13458		4085	3085					767	3428	2093	1521	295					
47500														2417	0	700	0	110	0	0	0	27	1497	193	211	0	352				
48374														24879	8535	15204	0	0	0	0	0	2719	6111	845	0	0	0				
48440														1762	0	778	0	0	419	19	0	859	0	125	303	0	0	Split Dollar Life	Deferred Revenue	CDARS Incoming Ratebridge Payment	
49054														1333	0	683	0	0	181	0	0	164	486	0	134	0	326	DEFERRED VENDOR CREDIT			
49148														1862	294	1617	0	0	0	0	0	146	99	0	1323	0	0				
49241														19973	0	17222	0	0	0	0	0	1784	446	521	10489	0	0				
49652														1943	0	1462	0	0	0	0	0	137	334	10	0	0	0	Accrued Incentive Pay			
49858														1363	0	1032	0	0	0	0	0	224	49	58	691	0	302				
49951														2194	0	1	0	0	0	0	0	270	1923	0	0	0	0				
50461														1281		574	0	99				331	276	100			459				
51253														12897		8067	0		5254			3135	1671	24				Escrows Payables			
51356														111		0	0					76	35	0							
51459														2070	0	771	0	0	1	119	0	639	552	108	650	0	0	Incoming RBP	Deferred Building Repair		
51842														5606		1805	0		109			3300	108	393	1432			Supplemental Exec Retire Healthcare Benefit			
52719														3013486		2983314	0		2254595			0	30172	0				Participant fund cash			
52951														1151	0	96	0	0	0	0	0	390	635	30	0	0	0				
53051														177	0	0	0	0	0	0	0	174	3	0	0	0	0				
54058														1798		153	0		146			1195	0	450				ATM Clearing			
54973														129211		55592	0					829	67590	5200	35862		17058				
55336														4085	0	2508	0	0	0	0	0	360	1076	141	1030	0	0				
55635														1021	0	419	0	0	0	0	0	318	284	0	0	0	0				
55970														2702	0	99	0	0	0	0	0	597	1983	23	0	0	0				
56258														1577	0	1016	0	0	0	0	0	250	190	121	1002	0	0				
56351														37109		15029	0					3521	17807	752	8819		4669				
56548														8438	0	62	0	0	0	0	0	3466	4900	10	0	0	0				
56717														17084	0	7178	0	0	0	0	0	944	8446	516	5579	0	0				
57451														4744	0	0	0	0	0	0	0	1595	1952	1197	0	0	0				
58225														1592	0	605	0	0	0	0	0	378	405	204	0	0	0				
58243														142452		86729	0	2549				15963	37760	2000	2022	39257	33615				
58355														521	0	121	0	0	0	0	0	331	69	0	121	0	0				
58551														1997	0	1431	0	0	191	0	0	566	0	0	1239	0	0	PRIMAX VALERA PAYABLE			
58636														4677	0	1467	0	0	790	0	0	705	1923	582	670	0	0	ACCRUED SPLIT DOLLAR			
58757														5747	0	4226	0	0	130	0	0	1056	133	332	3925	0	156	Incentive Payable			
58971														191088		114044	0		33082			6214	57572	13258	39985		38443	Committments to Fund Investments			
59316														30114	2974	11324	0	0	0	0	0	11797	6726	267	0	0	3404				
59352														2893	0	381	314	0	0	0	0	756	1404	38	0	0	0				
59370														981	0	277	0	189	87	0	0	88	335	281	0	0	0	OTHER LIABILITIES			
59754														1641	0	327	0	0	0	0	0	316	992	6	0	0	301				
60143	1594000	0	1134000	7000	0	348000	0	0	384000	41000	0	0	331000									28000						Pension plan liability			
60330														13119		10594	0					1865	469	191	6430						
60545														1153	0	0	0	0	0	0	0	1148	5	0	0	0	0				
60554														354	0	44	0	0	0	0	0	194	116	0	0	0	0				
60648														3207	0	2116	0	0	0	0	0	165	926	0	2116	0	0				
61122														26700		19966	0					816	4700	1218	9009		1180				
61355														9047	0	61	0	0	0	0	0	1662	7324	0	0	0	0				
61757														4436		1014	0					1839	1381	202	999						
61832														3189	0	2167	0	0	2015	0	0	660	76	286	0	0	0	Contracts Payable			
61953														161	0	0	0	0	0	0	0	60	11	90	0	0	0				
62044														3154	0	1825	3	0	0	0	0	249	933	144	0	0	1765				
62110														3017	0	353	0	0	261	0	0	0	2664	0	0	0	0	Interco balance due to / from affiliates, net			
62147														323	0	20	0	7	0	0	0	91	201	11	0	0	0				
63050														5347	0	4389	0	0	0	0	0	519	439	0	4389	0	0				
63069	2180773	0	1545925	0	0	0	0	0	511396	90259	392573	0	0									33193									
63201														602	0	248	0	0	154	0	0	77	192	85	0	0	0	Prepaid Exp FAS 158			
63573														3607	0	746	0	0	0	0	0	160	2031	670	575	0	0				
63733														10934		2486	0					2600	4644	1204	2426			Cardholder Settlement Debit Cards			
64552														5039		3941	0		1869			284	640	174				Reserve for Other Expenses			
64730														2506	0	11	0	0	0	0	0	150	1650	695	0	0	0				
65205														9038	0	3541	0	0	0	0	0	3	4681	813	0	0	0				
65559														10355		7847	0	1853				801	1707	0	5881						
65858														15724	0	2358	0	641	1363	0	0	2760	9219	1387	0	0	0	Right of Use Lease Liability			
66154														2352	0	818	0	0	395	0	0	687	773	74	326	0	0	Unearned Conversion Credits			
66275														2469	0	1297	0	0	0	0	0	445	642	85	0	0	843				
67142														506	0	10	0	0	0	0	0	315	122	59	0	0	0				
67151														9043	0	6771	0	0	0	0	0	757	1515	0	0	0	4265				
67209														22790	0	19064	0	0	0	0	0	759	1874	1093	10264	0	0				
67254														253	0	0	0	0	0	0	0	0	253	0	0	0	0				
67656														13584		3721	0		2550			1580	7635	648	1166			ACCRUED LONG TERM EMPLOYEE BENEFITS			
68671														2888	0	1022	0	0	510	0	0	1561	285	20	0	0	0	Escrow Deposits			
68756														5323		3081	0					1053	841	348	2336						
68831														1481	0	442	0	0	0	0	0	113	721	205	0	0	0				
69333														24823	12870	14374	0					3381	6021	1047			1504				
69678														2702	0	1152	0	0	759	305	0	394	1126	30	0	0	0	Due to Holding Company	ICS In-Clearing/In-Process		
70218														6541		5631	0					520	365	25			5629				
70638														813	0	225	0	0	0	0	0	253	198	137	0	0	0				
70955														205	0	5	122	0	0	0	0	34	44	0	0	0	0				
71073														1747	0	765	0	119	0	0	0	150	816	16	0	0	645				
71457														2316	0	1072	0	0	343	104	0	1005	239	0	581	0	0	Subscripton Payable	Retainage Payable		
71859														87	0	0	0	0	0	0	0	2	85	0	0	0	0				
72258														4177	0	0	0	0	0	0	0	1912	2123	142	0	0	0				
72351														241	0	0	0	0	0	0	0	178	61	2	0	0	0				
72454														681	0	0	0	0	0	0	0	638	43	0	0	0	0				
72678														3265	0	543	0	398	0	0	0	781	1905	36	0	0	0				
73116														4904	0	1116	0	0	0	0	0	107	3480	201	0	0	1113				
73152														1172	0	881	0	79	0	0	0	251	0	40	802	0	0				
73554														3330	0	872	1523	0	0	0	0	615	205	115	445	426	0				
73956														228	0	111	0	111	0	0	0	96	13	8	0	0	0				
74056														2737	0	2158	0	0	2047	0	0	194	285	100	111	0	0	TAX CREDIT INVESTMENT LIABILITIES			
74140														18761		9172	0					1015	8081	493	5930						
74403														9581		5429	0	2431				532	2953	667			1883		ATM Settlement	SERP	
74449														27	0	3	0	0	0	0	0	24	0	0	0	0	0				
75259														5175	0	2612	0	0	0	0	0	1384	946	233	2389	0	0				
75446														2562	0	5	0	0	0	0	0	998	1514	45	0	0	0				
75455														233	0	98	0	0	0	0	0	115	0	20	0	0	0				
75633	3566727	0	2087026	0	709416	0	0	0	1015171	296691	0	0	992340									167839									
75651														463	0	118	0	0	118	0	0	315	30	0	0	0	0	Retirement Liability			
76153														392		3	228					75	86	0							
76443														635	0	0	0	0	0	0	0	39	558	38	0	0	0				
76854														2550	0	1239	0	504	0	0	0	587	433	291	242	0	380				
77150														679		0	69					404	184	22							
77253														2146	0	765	0	0	0	0	0	285	733	363	765	0	0				
77422														1381	0	992	0	63	924	0	0	76	208	105	0	0	0	SERP Liability			
77851														80063		35266	0					22843	20854	1100	24326						
78157														235	0	90	0	0	0	0	0	31	90	24	0	0	0				
78241														382	0	0	0	0	0	0	0	165	217	0	0	0	0				
78559														521	0	34	0	0	0	0	0	80	388	19	0	0	0				
79042														2498		964	0	807				1270	171	93							
79127														835	0	253	0	0	0	0	0	36	527	19	253	0	0				
79145														2324	0	466	0	466	0	0	0	618	750	490	0	0	0				
79257														163	0	0	51	0	0	0	0	56	50	6	0	0	0				
79855														1025	0	0	0	0	0	0	0	676	349	0	0	0	0				
80150														6857	0	3580	0	5	15	0	0	2771	506	0	1867	0	0	Deferred Revenue			
80374														967	0	423	0	0	0	0	0	68	430	46	0	0	0				
80431														634	0	0	0	0	0	0	0	346	256	32	0	0	0				
81175														3562	0	349	0	0	181	118	0	647	2331	235	0	0	0	Lease Liabilities	Credit Card Rewards Payable		
82033														1155	0	369	0	0	325	0	0	448	275	63	0	0	0	RETIREMENT PLAN			
82257														938	0	732	0	0	0	0	0	164	42	0	732	0	0				
82350														1142	0	948	0	0	0	0	0	154	40	0	948	0	0				
83375														12458	0	5932	0	0	0	0	0	1630	3096	1800	3327	0	2330				
83638	262640	0	202549	0	0	0	0	0	42935	9742	0	0	122399									7414									
83834														2014	0	1132	0	0	0	0	0	256	418	208	1082	0	0				
83852														111	0	1	0	0	0	0	0	100	10	0	0	0	0				
83955														1113	0	0	0	0	0	0	0	437	676	0	0	0	0				
84541														27147	0	17150	0	742	1022	95	0	5970	2585	1442	9960	0	2827	ESCROW	Incentive Payments Accrued		
85052														544	0	144	0	88	0	0	0	251	129	20	0	0	34				
85472														163516		103874	0					3523	52091	4028		55533					
85931														3057	0	1410	0	0	0	0	0	1568	15	64	1390	0	0				
86349														5579	0	1767	0	0	0	0	0	966	2781	65	1551	0	0				
86675														7981	0	5560	0	0	0	0	0	82	2327	12	1961	0	3123			0	
87047														885	0	490	0	0	0	0	0	266	99	30	475	0	0				
87234														12131	0	8050	0	0	0	0	0	3550	376	155	3790	0	1870				
87476														1313	0	240	0	0	0	0	0	13	972	88	240	0	0	non construction LIP			
87579														4807		1676	0					0	2660	471			410				
88231														20539	0	13412	0	2487	0	3306	0	1502	3789	1836	3686	0	2156		Mortgage Repurchase Reserve		
88259														1207	0	783	0	0	478	0	0	413	6	5	230	0	0	deferred contract incentives			
88352														1243		464	0	373				346	433	0			91				
88455														8396	0	29	0	0	0	0	0	1309	7058	0	0	0	0				
89032														1289	0	0	0	0	0	0	0	484	805	0	0	0	0				
89135														1425	0	1347	0	0	0	0	0	55	23	0	1256	0	0				
89854														549	0	173	0	0	0	0	0	278	98	0	109	0	0				
89957														1574	0	244	0	3	0	0	0	675	518	137	0	0	207				
90047														136	0	2	8	0	0	0	0	87	39	0	0	0	0				
90177														1861	0	286	215	118	19	142	6	110	1227	23	0	0	0	Unearned Profit	Accrued Interest on FHLB Advances	CDARS Incoming Rate Bridge Payment	
90328														7541	0	4986	0	0	0	0	0	531	1544	480	2699	0	1282				
90337														13060	4819	9622	0	0	0	0	0	2334	384	720	4058	0	0				
90579														5920	0	3837	0	0	0	0	0	196	1677	210	3738	0	0				
91615														408	0	0	0	0	0	0	0	101	279	28	0	0	0				
91950														757	0	515	0	0	0	0	0	198	44	0	515	0	0				
92144														69	0	0	0	0	0	0	0	69	0	0	0	0	0				
92676														10512		7889	0		2216			119	2033	471			5277	Liability for Pension & Postretirement benefits			
92706														6152	0	5848	0	0	0	0	0	183	99	22	4073	0	399				
92902														46	0	39	1	0	0	0	0	5	1	0	0	0	0				
93244														1461	0	0	0	0	0	0	0	1225	109	127	0	0	0				
93543														7271	0	3007	0	0	0	0	0	1525	2376	363	1504	0	0				
93619	412	0	0	0	0	0	0	0	412	0	0	0	0									0									
94139														10130	1064	5735	0	0	0	0	0	224	4003	168	2918	0	0				
94522														13568	0	11246	0	0	0	0	0	864	1286	172	4413	0	424				
94755														856	0	223	0	0	0	0	0	284	0	349	0	0	0				
94858														821	0	377	0	0	180	86	109	406	1	37	0	0	0	ATM Suspense	Escrow Payable	Deferred Revenue-Mastercard	
95051														2716		1449	0					775	475	17			911				
95677														434	0	410	0	0	0	0	0	2	0	22	0	0	0				
96553														311	0	0	27	0	0	0	0	173	111	0	0	0	0				
97055														1752	0	19	0	0	2	17	0	1303	430	0	0	0	0	S.D. Box Rent plus cash items	Incoming RBP CDARS	NE Fund XVII	
97279														524	0	0	0	0	0	0	0	245	195	84	0	0	0				
97457														669	0	136	0	0	136	0	0	249	284	0	0	0	0	DEFERRED REVENUE			
97804														32152	0	13361	0	0	8455	0	0	1896	15658	1237	0	0	0	LIHTC/Fund Commitments			
97943														1703	0	31	0	0	0	0	0	1129	543	0	0	0	0		Unearned Income PPP Loans		
98351														3223	0	2703	390	263	139	33	34	130	0	0	284	0	1948	UNEARNED LOAN FEE	ESCROW HOLDING	ACCRUED LOYALTY POINTS	
98463														12821	1196	2131	0	0	0	0	0	2	10429	259	0	0	887				
98717														1691		19	0					1205	462	5							
99143														4930	0	3699	0	0	0	0	0	166	1065	0	3692	0	0				
99376														48632		21437	0	1227		450	20	514	24718	1963	2383	15324	2032	Deferred Revenue	Rep and Warranty Reserves	Misc Liabilities	
99442														6795	0	3541	0	0	0	0	0	2650	604	0	3042	0	0				
99536														23212	3548	14881	0	1327	0	0	0	6051	2260	20	10005	0	0				
99853														65	0	15	0	0	0	0	0	25	25	0	0	0	0				
100236														5938	0	4471	0	0	643	0	0	547	790	130	3786	0	0	ATM Suspense			
100357														13437	0	11245	0	0	0	0	0	1618	249	325	9425	0	0				
100562														176613		134033	0		59027	34408		8048	26787	7745				Low income housing fund commitments	SERP & MPL		
100777														3139	0	2019	0	0	1779	0	0	1037	48	35	0	0	0	Other liabilities			
100843														4599	0	2821	0	0	87	0	0	313	1390	75	0	0	0	Interest Accrued on FHLB Adv			
101037														9324	0	7036	0	0	2428	0	0	1766	392	130	0	0	0	Deferred Orig Fee			
101439														332	0	103	0	0	0	0	0	229	0	0	0	0	0		DEFERRED SBA PPP LOAN FEES		
101671														12465		10944	0		7912			699	724	98				LT Lease Liability			
101738														1653	0	921	0	158	0	0	0	457	255	20	336	0	427				
101952														715	0	0	0	0	0	0	0	243	472	0	0	0	0				
102333														105	0	0	0	0	0	0	0	89	16	0	0	0	0				
102342														3661	0	224	0	0	0	0	0	2728	709	0	0	0	0				
102557														3171	0	2529	0	0	2476	0	0	462	180	0	0	0	0	Lease liability			
102874														1149		317	0					125	692	15							
103134														390	117	117	0	0	0	0	0	84	91	98	0	0	0				
104234														634	0	306	0	0	269	0	0	148	180	0	0	0	0	Deferred Fees on Loans			
104542														468	0	162	0	7	0	0	0	264	40	2	99	0	0				
104971														115	0	15	0	4	0	0	0	0	100	0	0	0	0				
105026														6931	2125	5427	0	0	0	0	0	501	993	10	2061	0	0				
