"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Not fully insured, affiliate sweep d	Fully insured, non-affiliate sweep d	Not fully insured, non-affiliate swe	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
988153	57297	0	9406	202347	0	284205	0	0	33555	0	455302	0	108790	78351	83673	129906	6930	274799	343280	0	3232	2704	33555	33555	68446	81105	6725	929	115995	44962	61046	4884	0	73532	110892	4450	0	106007	0	0	0	0	0	0	true							
988256	1253	0	1135	8930	0	14271	0	0	0	0	20169	0	2316	2227	4607	7793	509	13136	17853	0	0	117	0	0	2353	3048	995	43	5401	1149	2687	848	0	1833	4684	0	0	3836	0	0	0	0	0	0	true							
988452	13000	0	8263	49407	0	89043	0	0	0	0	159920	0	12490	20253	13466	62622	5855	69131	133362	11649	14068	2881	0	0	16115	30743	888	0	46856	20005	16549	0	0	34280	36554	25715	0	36554	249	0	20384	0	0	20384	true							
989141	11927	0	98	27769	0	49812	0	0	4244	0	110889	0	8231	0	23337	46982	4252	49714	98414	0	4244	1291	1244	0	9179	20379	9383	803	29558	5093	3792	3350	0	16407	12236	0	0	8885	1244	0	0	0	0	0	true							
989347	42566	0	16247	89122	0	151972	0	0	84932	0	327433	0	72286	47616	120250	50241	3846	135725	255147	0	0	3846	84932	80942	75973	79934	6375	4785	155622	17952	42894	5894	819	46817	67559	0	0	60846	0	0	0	0	0	0	true							
989534	11286	0	20481	42415	0	84046	0	0	0	0	62088	0	1492	19676	10615	13048	3873	63565	60596	0	0	1835	0	0	12466	10345	137	85	22811	8538	6184	0	0	12418	14722	0	0	14722	0	0	0	0	0	0	true							
989730	27806	0	40806	119147	0	131835	0	0	15036	0	205058	0	26447	47408	21341	36858	11015	90534	178124	495	487	4311	0	0	25860	42712	9312	2668	68572	12444	27154	19756	488	59211	59842	51413	0	37763	0	0	0	19790	0	19790	true							
989851	6136	36	1806	22879	0	30667	0	0	0	0	43807	0	1346	3152	11399	14302	1913	28825	42461	0	0	354	0	0	3148	11614	1467	176	8697	2457	4206	300	0	5006	6963	0	0	6663	0	0	0	0	0	0	true							
990053	25030	0	4531	62251	0	74825	0	0	0	0	130935	0	8199	11368	16151	47749	7065	70294	122736	0	0	3172	0	0	16829	24785	2438	716	41614	5702	6704	982	0	28617	13388	3151	0	12406	0	0	0	0	0	0	true							
990352	109225	0	65558	212633	0	339938	0	0	0	0	373175	0	69988	63627	78934	31577	21017	271897	302369	2483	818	7527	0	0	84272	69263	12763	2195	144573	37609	24403	1868	0	89559	63880	99746	0	62012	249	0	0	73296	0	73296	true							
990642	28392	0	72604	71130	0	196713	0	0	0	0	186358	0	51974	103135	25342	34512	4953	124109	134384	0	0	1911	0	0	13184	27686	11288	2523	40841	10584	36548	17972	3670	29340	68774	0	0	47132	0	0	0	0	0	0	false							
991078	5060	2711	0	4219	0	13352	0	0	7544	0	37971	0	0	0	4670	1488	2043	10641	22873	0	15098	1154	7544	706	4120	4808	9562	7165	8928	332	1102	988	3348	20984	5769	0	0	1434	7555	0	0	0	0	0	false							
991135	10141	0	153	34492	0	41884	0	0	0	0	64165	0	250	0	12350	4877	4710	41731	63915	0	0	2882	0	0	15107	9103	2827	550	23665	16645	3429	1485	0	15237	21559	0	0	19083	0	0	0	0	0	0	true							
991340	541809	10	1393672	4192692	0	4192692	0	0	220000	0	3033386	0	98558	0	716909	912787	136082	2798870	2934330	140	498	46136	220000	110000	282306	627012	226844	2779	909318	171378	225666	42805	0	422032	439849	0	0	397044	988	0	0	0	0	0	true	255166	1105603	278819	631083	517391	23862	
991359	18947	0	2360	79537	0	87582	0	0	3000	248	102687	0	5536	1878	15137	28099	2726	84975	96476	247	427	550	2200	2200	15523	19831	1685	93	35354	5337	12476	0	696	21995	18509	13344	0	17813	0	0	0	0	0	0	true							
991555	23253	0	14258	37608	0	99440	0	0	0	0	100275	0	7485	15844	27087	20600	5227	85182	92790	0	0	1137	0	0	11488	29476	6815	365	40964	4035	3541	701	0	21058	8277	1011	0	7576	0	0	0	0	0	0	true							
991621	73465	0	13319	113063	0	227987	0	0	0	0	259634	0	49064	57419	40087	59094	14533	214668	210570	0	0	5873	0	0	21831	30178	13683	3255	52009	34931	19493	3399	305	28860	58128	0	0	54424	0	0	0	0	0	0	true							
991854	2033	0	720	4756	0	6846	0	0	0	0	5024	0	138	858	1295	937	46	6126	4886	0	0	0	0	0	1000	811	245	0	1811	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	false							
992851	24000	0	17271	62371	0	128510	0	0	0	0	170950	0	21919	26645	44166	34958	9529	110656	147775	583	1256	2326	0	0	26119	49735	5320	871	75854	9917	19397	632	0	37879	29946	0	0	29314	0	0	0	0	0	0	false							
993250	36687	0	3435	57278	0	75656	0	0	37939	0	220541	0	38976	19289	30373	24504	4902	72221	148456	0	33109	2285	37939	12643	38353	68994	22101	2943	106793	8106	16535	1488	830	102018	26959	29698	0	24641	22964	0	0	0	0	0	true							
994435	105502	0	75593	527311	0	652811	0	0	0	0	541934	0	38758	90817	92328	128071	24377	577218	503176	0	0	9424	0	0	65697	122068	16882	2929	176564	32500	54947	9442	3896	115248	100785	18068	0	87447	0	0	0	6644	0	6138	true	139507	53343	59656	61535	99064	6438	
994770	5836	0	0	0	0	0	0	0	0	0	23869	0	6892	5785	6781	0	1570	0	16244	0	733	599	0	0	3637	5497	2799	111	9134	975	3280	1733	0	5263	5988	0	0	4255	0	0	0	0	0	0	true							
995076	154542	0	278113	1600314	0	1600314	0	0	51648	0	1559624	0	75806	0	64434	885914	30953	1321337	1483547	864	271	17538	51648	51648	48316	87474	16048	6569	135790	72490	253597	29799	4877	93972	360763	51648	0	326086	0	0	0	0	0	0	false							
995272	28462	0	0	63249	0	63249	0	0	0	0	371655	0	2516	1416	114168	71134	70491	63249	369139	0	0	38547	0	0	46330	132986	17789	10114	179316	17541	43003	2673	1622	93052	64839	0	0	60544	0	0	0	0	0	0	true							
995517	26902	0	26761	46748	0	190017	0	0	4	0	277191	0	9150	22099	86671	19554	11955	163256	267908	0	133	2277	4	4	72356	111982	2066	555	181539	17064	23120	3592	0	100288	43776	32864	0	40184	0	0	0	0	0	0	true							
995571	18452	0	35950	98268	0	112905	0	0	0	0	115196	0	7263	36945	17888	16811	6193	76955	107933	0	0	3565	0	0	13817	38861	733	0	17571	7495	19028	0	0	35523	26523	2537	0	26523	0	0	0	0	0	0	false							
995674	17304	0	0	33037	0	33335	0	0	0	0	226725	0	11087	0	47640	24736	8131	33335	207202	0	8436	4544	0	0	38029	92527	18775	54	130556	12959	17976	4365	0	101745	35300	47757	0	30935	6219	0	0	0	0	0	false							
995955	2680	0	2567	15170	0	23735	0	0	0	0	30008	0	9813	12380	4220	1118	804	21168	20195	0	0	0	0	0	10822	5062	0	0	15884	8335	1991	0	0	11664	10326	0	0	10326	0	0	0	0	0	0	false							
996260	289090	0	0	691191	0	783995	0	91	42691	248	3981542	0	234599	0	276817	1393713	19695	783467	3728982	528	17622	245	42691	32691	350804	403095	29451	32	753899	849922	658146	7289	0	506565	1515357	108914	0	1508068	16384	0	0	78956	0	78956	true	280269	42251	140956	1252757	138085	151005	
997155	12341	0	3795	27837	0	40164	0	0	0	0	52394	0	769	3381	13172	11128	2965	36369	51625	0	0	1332	0	0	10075	10615	2434	59	10615	3789	1951	0	0	10012	5740	0	0	5740	0	0	0	0	0	0	true							
997557	22377	0	2018	23474	0	35054	0	0	0	0	51051	0	2750	3637	12742	1580	2141	33036	48301	0	0	0	0	0	7739	8640	3975	914	16379	4896	623	0	307	8526	5826	0	0	5519	0	0	0	0	0	0	false							
997847	34888	0	1808	96739	0	145650	0	0	0	0	514816	0	29982	0	45802	339999	21132	143842	484834	0	0	10867	0	0	24183	42643	11134	0	66826	41266	18477	2226	0	32158	61969	880	0	59743	0	0	0	85	0	85	true							
998358	11721	0	18935	16570	0	50495	0	0	0	0	28450	0	2271	0	4954	4758	0	31560	26179	0	0	0	0	0	1717	5076	974	53	6793	2859	1293	0	0	2866	4152	0	0	4152	0	0	0	0	0	0	true							
998648	17943	0	5730	43705	0	97495	0	0	0	0	65105	0	40845	43732	12158	6180	6511	91765	24260	0	0	3383	0	0	5997	18017	2045	69	24014	7643	6854	357	0	13970	14854	0	0	14497	0	0	0	0	0	0	true							
998657	2512	0	3058	25888	0	29758	0	0	17995	0	70706	0	600	2624	21931	6133	0	26700	62151	0	7955	0	17995	17995	10488	24020	3	6	34508	8122	19422	0	0	12586	27544	210	0	27544	7955	0	0	0	0	0	true							
998844	44932	0	49450	150626	0	309856	0	0	40378	0	690615	0	80184	119130	121717	300978	22517	260406	608201	0	2230	0	40378	28678	65054	113689	29825	10503	150065	33300	74076	18260	0	97353	125636	6853	0	107375	1744	0	0	4402	0	4402	true							
999935	87327	0	48467	162636	0	270668	0	0	0	0	411314	0	52894	69710	48621	140361	11864	220715	356697	1486	1723	4626	0	0	49373	63464	9584	1182	110963	21172	37377	1475	0	74982	60024	102174	0	58549	0	0	0	85812	0	85812	true							
1000052	28219	0	26867	105632	0	185800	0	0	10208	0	332118	0	16487	28281	51416	153241	10721	158933	302722	0	12909	4256	0	0	46572	42114	5163	489	88686	25493	19643	5796	5388	42922	56320	50211	0	45136	0	0	0	42595	0	42595	true							
1000276	55651	0	7415	84179	0	87699	0	0	10830	0	226479	0	2577	0	36966	65457	13112	80284	223901	0	1	7847	10830	10830	18398	36929	5401	1572	55327	14380	24119	4572	0	25334	43071	0	0	38499	0	0	0	0	0	0	true							
1000641	98498	0	156820	141548	0	437999	0	0	10097	0	337439	0	5552	0	31010	174567	8089	279941	331887	1238	0	3256	10097	10097	12236	34542	2739	176	42505	4631	5326	4724	0	18683	14681	27153	0	9516	0	0	0	25470	0	25470	true							
1000856	6014	0	87	8327	0	8911	0	0	0	0	9189	0	442	0	1640	1432	573	8824	8747	0	0	0	0	0	894	687	162	0	1568	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	true							
1000959	16374	0	12031	41684	0	71150	0	0	0	0	114486	0	28023	34374	12450	63343	4298	59119	86463	0	0	1828	0	0	7955	9957	1511	172	16299	7123	8050	0	0	7145	15173	1037	0	14789	0	0	0	1037	0	1037	true							
1001059	126384	0	39701	473834	0	473834	0	0	0	0	687680	0	83608	105242	125753	254805	32531	434133	604072	0	0	12387	0	0	64286	110468	21523	10832	174754	37903	52691	6270	2518	81356	99382	88755	0	90594	0	0	0	88259	0	88259	true	41319	119118	93851	102598	100004	22692	
1001152	511536	9	65801	1289724	0	1567493	0	0	0	0	4977526	0	34858	93376	303026	3030987	22268	1384813	4942668	116870	0	6635	0	0	282480	349783	32921	3061	632263	315968	427371	22419	1000	365218	766758	0	0	743339	0	0	0	0	0	0	true	357598	255520	1516401	1498208	463936	47600	
1001639	190208	0	45383	402950	0	576076	0	0	777133	0	2158639	0	58050	98433	1154639	212788	61051	530693	2100589	0	0	16571	777133	691133	801804	642580	100117	1892	1444384	84852	107051	17347	0	391754	209250	77454	0	191903	0	0	0	72748	0	72748	true	114775	86247	75889	136899	164053	26154	
1001648	39005	0	190220	680623	0	1227545	0	0	0	0	2263237	0	252312	360940	63781	1461430	26608	1034849	2006736	2476	4189	13210	0	0	65641	109222	14611	5482	174863	303323	239311	21382	3830	131175	567846	283958	0	542634	0	0	0	0	0	0	true	163977	39394	772333	561038	37549	1455	
1001853	22437	0	2950	72209	0	89604	0	0	8016	0	210833	0	11323	7377	56958	60138	14814	86654	199180	0	330	8554	8016	8016	31259	67342	5391	311	98601	9009	14408	537	0	47345	23954	6021	0	23417	0	0	0	3826	0	3826	true							
1002373	89757	28	1958	85496	0	155826	0	0	29957	0	398794	0	23553	0	67736	104822	22861	153840	375241	0	0	8237	29957	29439	44379	62519	15605	583	106898	38428	34773	7928	0	55350	81129	0	0	73201	0	0	0	0	0	0	false							
1002458	3253	0	1527	8659	0	17882	0	0	2005	0	53399	0	4035	3258	10285	0	1688	16355	45622	0	3742	1013	2005	2005	8584	16003	13940	995	24586	6003	1855	2768	0	29236	10626	1907	0	7858	1491	0	0	1907	0	1659	false							
1002878	2403822	0	174896	2005711	0	2284590	0	0	200506	0	11878254	0	525242	326783	1625074	6557734	236616	2098542	11353012	11152	0	34005	200506	198433	1082999	1339727	67798	15351	2422726	178762	225389	6109	564	880801	410824	934094	0	404151	0	0	0	896850	0	896850	true	131388	59806	4689131	1393912	2311331	92416	
1002953	11075	0	33077	21415	0	76770	0	0	0	0	100086	0	11363	42463	6439	5217	1218	43693	88723	0	0	315	0	0	6660	3821	1390	1244	10481	65944	3270	865	600	6676	70679	0	0	69214	0	0	0	0	0	0	true							
1003455	37967	1	42781	30861	0	192523	0	0	7540	0	192034	0	32570	53873	25283	68525	4410	149247	157269	494	2195	1171	0	0	25332	23857	3632	626	49189	12565	18359	514	659	28163	32097	83788	7540	30924	0	0	0	67298	0	67298	true							
1003558	45016	0	2210	59491	0	116013	0	0	0	0	111172	0	21042	20472	11113	35872	3115	113803	90130	0	0	1313	0	0	4808	15155	1765	526	19961	2153	5315	561	0	11142	8029	0	0	7468	0	0	0	0	0	0	true							
1003839	40679	0	6551	86349	0	113985	0	0	0	0	268733	0	13480	15394	20317	128066	9282	107434	255253	0	0	4882	0	0	11682	41826	3996	520	45894	9312	28247	4096	308	37708	41963	25161	0	35346	249	0	0	0	0	0	true							
1003950	5970	0	8762	6807	0	141720	0	0	5635	0	37993	0	762	1983	4920	8880	1051	131968	37231	990	0	494	5635	0	1348	10468	1103	5229	11814	0	3996	1000	0	13227	4996	17479	0	3996	0	0	0	0	0	0	true							
1004256	5926	0	772	10052	0	15929	0	0	2747	0	31777	0	4527	0	8425	8176	1563	15157	24391	0	2859	829	2747	1000	3802	9615	619	2489	12667	615	0	535	0	8100	1150	6785	0	615	1741	0	0	0	0	0	true							
1004470	210239	0	48166	493717	0	493717	0	0	0	0	838956	0	137523	0	151158	203049	45584	445551	701433	0	0	21605	0	0	54962	211156	13456	1006	266117	41396	101361	2332	0	129421	145089	0	0	142757	0	0	0	0	0	0	true	0	0	56551	144652	55340	154899	
1005075	69369	0	0	38457	0	38457	0	0	20000	0	144748	0	124	0	33696	14979	16978	38457	144624	0	0	13198	20000	0	11749	10910	3494	23105	20316	9578	533	0	1032	15562	11143	0	0	6514	0	0	0	0	0	0	false							
1005552	13470	0	7978	48818	0	60722	0	0	1006	248	105591	0	14072	16348	13492	47022	7984	52722	89767	22	1504	4852	1006	1006	7408	10763	3203	4430	18171	6766	9913	1266	1351	12312	19296	7992	0	16679	497	0	0	7227	0	7227	true							
1005655	12058	0	3079	31128	0	40870	0	0	5409	0	62333	0	2874	1808	12372	8341	1804	37791	59459	0	0	854	5409	5409	10401	20757	4014	1065	31158	2428	2529	300	441	23865	5698	5010	0	4957	12973	0	0	3138	0	3138	false							
1005851	11489	0	7374	44112	0	48023	0	0	58281	0	108191	0	2319	0	8540	52894	2560	39660	97093	989	8779	1428	57785	31132	6049	22859	5457	956	28908	4838	3249	400	0	26781	8487	24333	496	8087	7506	0	0	29966	0	20339	true							
1006148	97540	0	48427	166784	0	326410	0	0	36375	0	585081	10	120388	0	119181	212764	24656	276994	464225	989	458	8659	0	0	69362	90551	47278	660	159913	24765	30192	11970	0	88669	66927	36375	0	30192	0	0	16020	32058	0	48078	true	77231	81824	79931	28529	87935	6503	
1006157	50434	0	5074	48843	0	66465	0	0	0	0	112662	0	4162	8733	24152	0	6775	61391	108500	0	0	3187	0	0	16659	19580	3898	1218	19580	7846	12482	545	0	17202	20873	0	0	20328	0	0	0	0	0	0	true							
1006513	29455	0	0	97777	0	141839	0	0	5284	0	191011	0	0	0	16928	103324	7331	141839	191011	0	0	2348	4035	4035	9780	27216	2997	204	33518	7044	9821	1169	0	23269	18034	1249	0	14181	0	0	0	0	0	0	true							
1006559	31046	0	23326	36785	0	80826	0	0	16934	0	95433	0	3096	23824	13715	32666	3598	57500	92337	0	0	1199	16934	16934	4535	17717	1796	108	22252	4910	2655	0	0	10441	7565	3153	0	7565	0	0	0	20087	0	3153	true							
1006652	22571	0	23700	55896	0	97586	0	0	0	0	114201	0	22010	39885	18373	498	6186	73886	92191	0	0	3206	0	0	12012	29261	2475	0	41194	20818	23088	3478	0	25375	47384	0	0	43523	0	0	0	0	0	0	true							
1007015	230175	16	76540	1076429	0	1485287	0	0	75000	0	1587998	135	52508	118156	208357	570538	22123	1406356	1534992	2375	363	8242	75000	40000	117764	217949	45904	4052	335713	248618	151257	1077	664	177312	401616	7740	0	399875	0	0	0	0	0	0	true	293859	265795	307558	262980	220768	9407	
1007051	6713	0	7226	28381	0	38381	0	0	2000	0	60388	0	18479	6189	9069	19152	1882	31155	41909	0	0	454	0	0	14683	4651	1962	962	19334	5932	4833	1000	500	13189	12265	0	500	10765	0	0	0	0	0	0	false							
1007154	28271	65	9889	213872	0	283111	0	0	0	0	403987	0	27765	30621	14768	313778	3333	273157	376222	0	0	1523	0	0	17009	19399	1831	308	36408	5960	15637	1539	256	23779	23392	5071	0	21597	0	0	0	0	0	0	false							
1007417	724826	0	86859	159394	0	173272	0	0	0	0	783501	0	7621	31728	21388	25033	18994	86413	775880	0	0	7210	0	0	14473	7853	6466	2752	13182	2097	0	0	0	10157	2097	0	0	2097	0	0	0	0	0	0	false							
1007734	4680	0	5186	141686	0	152938	0	0	0	0	437477	0	7288	8423	47291	186295	4472	147752	429446	0	743	2398	0	0	43979	86792	1036	0	130770	46403	68291	0	0	84516	114694	17754	0	114694	0	0	0	17754	0	17754	true							
1007752	50275	0	7037	40862	0	99785	0	0	13838	0	100571	0	7269	7282	28464	0	6429	92658	81227	90	12075	0	13838	1265	10333	15931	14415	0	26264	930	6875	1812	0	12214	9617	0	0	7805	0	0	90	0	0	90	true							
1007819	187714	64	270080	1227420	0	1227420	0	0	0	0	1240360	0	47804	281824	116982	698935	17963	952818	1192556	4458	0	3317	0	0	113441	123940	9050	2495	237381	28998	74271	904	612	131944	104785	201992	0	103269	0	0	0	155310	0	155310	true	174085	110738	406110	265696	155638	11401	
1007873	150672	0	0	84311	0	112079	0	0	9030	0	340168	0	0	0	44749	36372	16157	112079	340168	0	0	7495	0	0	21711	50100	18853	6157	71314	13493	32317	8889	1604	52072	56303	0	0	45809	0	0	0	0	0	0	true							
1007930	30873	0	11789	31954	0	58802	0	0	13000	0	91229	0	10847	15244	14840	6778	2258	47013	80382	0	0	580	0	0	14035	12884	3160	0	26919	21059	1881	558	0	15239	23498	0	13000	22939	0	0	0	0	0	0	false							
1007958	5409	0	2823	13963	0	23470	0	0	0	0	37405	0	6011	8735	12571	3774	0	20647	31394	0	0	0	0	0	8291	8964	3760	236	17255	3969	2687	314	0	8680	6970	0	0	6656	948	0	0	0	0	0	true							
1008076	53276	0	56	426	0	27616	0	0	91277	0	322719	0	1056	0	157470	43098	26185	27560	321663	0	0	8180	91277	70311	32364	124583	47048	3625	156947	6090	7315	5322	0	50150	18727	0	0	13405	0	0	0	0	0	0	false							
1008151	17435	23	15843	33474	0	63139	0	0	0	0	47500	0	917	14290	14064	0	1621	47273	46583	0	0	214	0	0	5963	12089	3861	1835	12082	725	5051	541	0	9684	6317	0	0	5776	0	0	0	0	0	0	true							
1008209	1027	5	20442	37889	0	143175	0	0	0	0	146520	0	6200	8966	15477	96627	4474	120995	140083	1733	237	1648	0	0	14667	15353	2258	826	30019	7336	7200	840	387	17626	15763	51688	0	14536	0	0	0	46047	0	46047	true							
1008553	13503	0	11574	8694	0	33485	0	0	2691	0	79395	0	3395	10294	14070	7906	8865	21911	76000	0	0	5848	2440	1941	14181	12832	6456	2840	27013	7330	6033	7695	621	22237	21679	0	251	13363	0	0	0	0	0	0	true							
1008674	145037	0	85906	192268	0	351829	0	0	70078	0	762236	0	43754	0	139114	258598	15382	265923	718482	0	0	6647	70078	70078	110995	102604	2510	850	213599	51331	83765	6545	0	77845	141641	0	0	135096	0	0	0	0	0	0	true							
1008955	5208	0	1770	30901	0	43024	0	0	0	0	91013	0	4835	6476	19220	42220	7662	41254	86178	0	0	2478	0	0	13442	15980	3037	882	29422	8226	1722	0	296	14121	10244	0	0	9948	0	0	0	0	0	0	true							
1009242	109166	0	72591	346364	0	449499	0	0	15874	248	708422	0	94126	98018	111449	237463	29116	375175	612124	1733	1924	10036	490	0	58722	132357	96231	6283	191078	13011	43612	9971	1607	182143	68201	135542	5036	56623	52885	86536	0	0	0	86536	true	113234	92337	142860	8091	24005	1876	
1009354	253152	0	50284	868331	0	1260024	0	0	59063	0	1867717	0	206503	256787	254665	844662	52996	1207522	1596724	2218	64490	16156	59063	59063	184626	171501	49931	4556	353849	125447	226063	7521	258	155949	359289	0	0	350910	0	0	0	0	0	0	true	312440	302999	308148	536514	240685	12467	
1009756	6606	283	3996	64673	0	77623	0	0	4500	0	251986	60	83504	59830	37082	151554	6140	73344	167824	0	598	1864	4500	0	22552	47738	11748	1185	46264	5925	3643	1035	0	46141	10603	49149	0	9568	0	0	0	0	0	0	true							
1009840	23521	0	6685	16243	0	36447	0	0	0	0	54123	0	3637	0	15619	2355	3804	29762	50486	0	0	746	0	0	6118	16616	1534	157	22734	1029	2792	0	0	8806	3821	0	0	3821	0	0	0	0	0	0	false							
1010015	24777	0	32680	184119	0	184119	0	0	14180	0	104973	0	4321	37001	35868	0	4414	151439	100652	0	0	2238	14180	13138	16922	32368	4464	855	49290	8486	16470	630	0	18741	25586	0	0	24956	0	0	0	0	0	0	false							
1010574	24821	0	88574	204702	0	204702	0	0	0	0	138292	0	4351	0	24929	28567	6360	116128	133941	0	0	2967	0	0	20330	32335	2532	141	52665	13766	15800	0	0	30409	29566	11503	0	29566	0	0	0	0	0	0	true							
1011432	38338	0	11826	53771	0	79509	0	0	0	0	93810	0	3008	12004	20859	11258	4924	67683	90802	0	0	1862	0	0	19799	16344	2297	563	36143	3094	2117	0	0	18144	5211	0	0	5211	0	0	0	0	0	0	false							
1011526	2310618	0	140110	1134028	0	1182144	0	0	0	0	4267466	0	248119	309427	631774	653488	199874	1042034	4018566	0	781	81496	0	0	391649	636852	62562	16840	1028500	82132	107419	4745	1163	476128	195459	0	0	189550	0	0	0	0	0	0	true	90694	-46330	576785	76703	1818062	492556	
1011638	61377	0	93772	542902	0	542902	0	0	72220	0	718105	0	10939	79352	69758	405150	25766	446464	706918	2666	248	12509	0	0	78707	90392	2850	1005	169099	36081	40839	1704	0	103196	78624	65133	72220	76920	0	0	0	56285	0	56285	true	48854	115323	218058	184972	56804	4573	
1011656	5932	0	1708	10884	0	14507	0	0	475264	0	517033	0	104	981	488715	7173	3469	12799	516929	0	0	1718	475264	0	75034	43020	157259	223637	118054	2352	2627	0	0	10234	4979	0	0	4979	0	0	0	0	0	0	true							
1011955	34275	0	20738	131314	0	225881	0	0	33951	0	394861	0	51341	32543	115529	133799	19502	205143	343520	0	0	7622	33951	20000	45514	98181	21807	7350	143695	12667	39468	1801	0	57323	53936	8462	0	52134	0	0	0	6896	0	6896	true							
1012251	204259	0	8818	15056	0	26755	0	0	0	0	456687	0	199662	187621	15368	36481	9931	17937	257025	0	0	4860	0	0	11165	26777	2790	801	37929	76190	97691	533	0	26166	174414	0	0	173881	0	0	0	0	0	0	false							
1012457	6474	0	2521	10485	0	19950	0	0	0	0	24035	0	2190	4561	8483	0	619	17429	21845	0	0	425	0	0	2174	5989	2748	1774	8163	709	3867	0	300	4202	4876	0	0	4576	0	0	0	0	0	0	true							
1013070	84821	0	29	164060	0	164060	0	0	24415	0	666896	0	80262	0	83394	260645	22341	164031	586138	0	496	12055	24415	24415	91901	91996	11699	1010	183897	40264	73321	11239	0	113214	124824	0	0	113584	0	0	0	0	0	0	false							
1013650	0	0	3000	27388	0	38055	0	0	0	0	63458	0	7825	1568	16531	17062	6146	35055	55633	0	0	3787	0	0	10456	12805	7840	3319	23261	4682	4788	1907	600	17888	11977	0	0	9470	0	0	0	0	0	0	false							
1013744	76192	0	88601	500026	0	500026	0	0	25000	0	383178	0	38749	0	3670	185993	3447	411425	344429	0	0	0	25000	25000	19808	15787	273	0	35595	19310	65814	0	0	32199	85124	128458	0	85124	0	0	0	128458	0	128458	true							
1014059	9859	0	382	20045	0	26628	0	0	0	0	40894	0	2321	2046	5395	14277	1423	26246	38573	0	0	704	0	0	3964	7630	1329	70	11594	2606	1159	0	0	7598	3765	0	0	3765	0	0	0	0	0	0	true							
1014125	75792	0	65971	442874	0	442874	0	0	0	0	370264	0	35654	48396	41183	153144	15478	374435	334186	2468	424	7553	0	0	36212	37651	8556	7027	73863	25608	16523	7377	2375	48262	51883	141396	0	42131	0	0	0	120292	0	120292	true							
1014246	8599	11	6425	20908	0	35294	0	0	9587	0	74028	2486	42581	42165	4753	46790	1723	28858	28961	0	0	558	0	0	1977	5328	663	23	7305	4748	5900	0	0	3238	10648	0	9587	10148	0	0	0	0	0	0	true							
