"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
3971		0	13025	430	4057	0	14070	5532	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231		0	1083	130	10	0	944	1	0				10	0	3	0	0	13	0	0	0	0	0	0	0	0	0	40		
5069		0	10218	-3722	0	0	13940	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-701		
5135		0	6109	995	12	0	6967	1865	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210		0	23672	5262	89	0	17280	423	1464				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-532		
5461		0	6916	0	35	0	6887	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5751		0	3460	965	6	0	2637	148	0				40	0	0	0	0	40	0	0	0	0	0	0	0	0	0	5		
6039		0	7128	1172	30	0	5969	43	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	
6329		0	29533	21450	12873	0	30245	35035	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	
7009		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045		0	1131	179	9	0	1196	253	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072		0	3580	670	147	0	3320	557	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7		
7456		0	1303	195	11	0	1108	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634		0	1371	-10	76	0	1380	75	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9		
8462		0	2119	295	26	0	1968	170	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7		
8631		0	419	15	0	0	408	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
9357		0	3972	556	125	0	3736	445	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-32		
9553		0	1671	290	1	0	1380	0	0				70	0	10	0	0	80	0	0	0	0	0	0	0	0	0	0		
9807		0	32091	1000	697	0	30398	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955		0	2040	100	2	0	1943	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250		0	4545	594	54	0	4220	323	0				162	0	-10	0	0	152	0	0	0	0	0	0	0	0	0	66		
10849		0	3329	372	16	0	2941	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68		
11145		0	3433	-4011	2477	0	5196	229	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640		0	2571	21	45	0	2602	97	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11837		0	1235	243	0	0	1048	56	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57		
12030		0	12290	3000	4943	0	12685	8338	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12142		0	2267	251	10	0	2282	276	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19		
12311	0		2537122	461894	210151	0	2244361	526409	147125	0	7271	0	0	0	0	0	0	0	0	3434	-3434	0	0	0	0	0	0	4752	0	
12647		0	1224	15	8	0	1209	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946		0	36155	5017	664	0	34306	3832	0				0	0	0	0	0	0	600	0	0	0	0	600	0	0	0	-717		
13103		0	25400	2188	697	0	22973	458	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	
13251		0	752	55	10	0	767	80	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		
13457		0	1891	936	5	0	951	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155		0	5041	353	6	0	4701	19	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7		
14650		0	1751	572	52	0	1178	51	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-45		
14753		0	617	10	0	0	607	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865		0	6833	0	76	0	6786	29	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14977		0	682	25	4	0	660	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551		0	4879	0	123	0	4817	61	0				18	0	0	0	0	18	0	0	0	0	0	0	0	0	0	150		
17110		0	279	0	0	0	279	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147		0	195597	21250	5811	0	192757	24221	0				245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	2538	
17259		0	1061	817	11	0	256	23	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950		0	5487	580	25	0	5973	1091	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17978		0	1495	60	0	0	1435	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050		0	7562	1150	128	0	6801	517	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
18827		0	22486	504	318	0	23099	1435	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896		
18836		0	1987	206	34	0	1880	133	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199		
18854		0	19407	700	989	0	17918	200	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356		0	1843	490	27	0	1465	139	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15		
19936		0	4031	250	94	0	4139	452	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19972		0	505	80	0	0	425	0	0				29	0	-1	0	0	28	0	0	0	0	0	0	0	0	0	-17		
20053		0	1892	240	7	0	1940	295	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20633		0	2706	37	11	0	2692	34	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180		
20857		0	2484	403	1	0	2096	16	0				10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	-124		
21256		0	106	341	0	0	123	358	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359		0	520	41	0	0	479	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658		0	2301	0	7	0	2438	1	-143				0	0	0	0	0	0	0	0	0	0	0	0	0	0	-143	143	0	
22048		0	4440	1040	55	0	4099	709	-45				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543		0	2706	123	41	0	2580	38	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25		
22552		0	1200	204	2	0	1002	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730		0	1743	238	111	0	1729	335	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45		
23456		0	3186	720	13	0	3134	681	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504		0	97372	40941	1043	0	88751	33363	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-461	0	
23643		0	2821	1042	224	0	2380	825	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755		0	2209	325	102	0	1940	158	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24378		0	348	4	2	0	342	0	0				5	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0		
24659		0	598	0	13	0	594	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949		0	5417	-56	175	0	5307	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56		
25357		0	4833	3033	426	0	6243	4869	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647		0	3433	0	201	0	3369	137	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	
26765		0	49726	8233	521	0	42853	1881	0				14	0	-9	0	0	5	0	0	0	0	0	0	0	0	0	2581		
27070		0	8461	1304	11	0	7196	50	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81		
27614		0	1577	6	1	0	1608	38	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847		0	7573	643	143	0	7295	456	-52				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28013		0	38144	7402	1242	0	35183	5683	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-228	0	
28152		0	2122	354	0	0	1954	186	0				65	0	-1	0	0	64	0	0	0	0	0	0	0	0	0	0	0	
28675		0	1708	510	3	0	1195	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732		0	1567	155	8	0	1417	13	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25		
29476		0	1817	184	10	0	1720	97	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76		
29636		0	8945	2155	367	0	6948	525	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106		
29878		0	18416	852	0	0	17564	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11		
30052		0	438	5	0	0	433	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14		
31134		0	1930	240	72	0	1800	182	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255		0	10052	961	171	0	9494	574	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657		0	1043	1	32	0	1010	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826		0	5032	621	215	0	4655	459	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835		0	2347	251	403	0	2343	650	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179		
32234		0	1188	506	44	0	786	148	0				17	0	1	0	0	18	569	0	168	0	0	737	0	0	0	0		
32766		0	2904	471	142	0	2436	145	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46		
32971		0	3253	307	70	0	3022	146	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33147		0	5749	2363	76	0	6169	3961	1102				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71		
33259		0	11930	257	0	0	11871	198	0				3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	419		
33370		0	154	3	0	0	151	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839		0	112	-2	7	0	114	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
33857		0	14509	884	30	0	13793	198	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	
34537		0	178803	51260	6374	0	138055	20019	3133				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	0	
34555		0	3247	360	82	0	2766	86	125				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742		0	5998	1023	3	0	4924	30	78				2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	77		
35057		0	2507	311	45	0	2313	162	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301	2000		193000	58000	0	0	173000	38000	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	-1000	0	
35646		0	727	113	0	0	614	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24		
35879		0	1143	82	16	0	1126	81	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49		
36933		0	5503	1207	9	0	4404	117	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37051		0	1317	257	0	0	1060	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341		0	1077	436	20	0	1189	568	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10		
37435		0	18401	4263	925	0	16941	3728	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37640		0	77694	19425	902	0	44436	3572	16503				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	
37659		30	580	205	2	0	526	153	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15		
37949		0	1954	300	31	0	1987	364	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
38740		0	3417	350	29	0	3151	113	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
39327		0	4998	1207	57	0	3910	176	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193		
40033		0	785	0	0	0	785	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40855		0	1698	192	1	0	1509	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553		0	910	125	1	0	792	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629		0	2544	197	269	0	2551	473	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6		
41825		0	9842	1549	14	0	8279	0	0				103	0	-24	0	0	79	0	0	0	0	0	0	0	0	0	-43	0	
42037		0	791	74	40	0	724	47	0				0	0	0	0	0	0	0	40	0	0	0	40	0	0	0	0		
42354		0	3554	480	14	0	3102	42	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372		0	3638	0	17	0	3639	18	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42420		0	125768	32677	8991	2797	118906	35569	3560				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4048	0	
42448		0	30962	8517	455	0	23523	1533	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875		
42457		0	471	130	0	0	591	250	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052		0	1560	120	2	0	1441	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43351		0	11503	4820	1507	0	9879	4703	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20		
43856		0	714	15	0	0	700	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43959		0	1303	186	10	0	1219	112	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24		
44040		0	4718	-17	24	0	4745	34	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17		
44433		0	13400	5092	73	0	8255	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	
44741		0	5941	393	74	0	5627	153	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-27		
44750		0	2091	0	24	0	2081	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44929		0	1221	75	64	0	1152	70	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
45056		0	720	140	1	0	579	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458		0	1925	192	39	0	1808	114	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20		
45551		0	12101	3922	217	0	11068	3106	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18		
45560		0	15638	-67	118	0	15973	386	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	
45775		0	944	11	0	0	933	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053		0	3261	-87	78	0	3431	161	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112		
46941		0	2174	300	21	0	1912	59	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47247		0	11516	0	85	0	13705	2274	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500		0	4081	249	101	0	3931	200	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-68		
48374		0	16589	4875	362	0	14865	3513	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
48440		0	1669	50	0	0	1751	132	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
49054		0	3328	0	23	0	3305	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148		0	649	0	0	0	649	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49241		0	13806	2350	123	0	12852	2348	829				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652		0	3064	1201	59	0	2011	207	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858		0	1445	145	4	0	1300	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49951		0	2319	1276	20	0	1042	19	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50461		0	5895	500	0	0	5395	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253		0	11443	-24	172	0	11931	636	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	
51356		0	215	0	6	0	210	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51459		0	1620	100	21	0	1586	87	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
51842		0	11929	0	267	0	10064	8	1606				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	
52719		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951		0	3213	964	357	0	3434	1542	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
53051		0	700	2	0	0	700	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54058		0	6507	-150	29	0	6677	49	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
54973		0	57557	-1834	4955	0	64231	9795	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	
55336		0	4874	415	54	0	4550	145	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55		
55635		0	1735	357	52	0	1992	666	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
55970		0	6787	416	55	0	6419	103	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
56258		0	2178	85	0	0	2093	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		
56351		0	34105	7650	375	0	35019	8939	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56548		0	7649	0	8	0	7643	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		
56717		0	13730	2647	326	0	11124	367	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22		
57451		0	7427	-252	49	0	7729	99	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916		
58225		0	3208	530	59	0	2839	220	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58243		0	76743	10600	712	0	80846	15415	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-500	0	
58355		0	811	125	0	0	686	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58551		0	3105	480	103	0	3109	587	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58636		0	5212	300	387	0	5242	717	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10		
58757		0	2320	1022	22	0	1897	621	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104		
58971		0	154789	-1980	8765	0	153558	18556	13002				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-75	0	
59316		0	19882	1930	217	0	19843	2108	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-157		
59352		0	6652	126	2	0	6529	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59		
59370		0	3684	-71	7	0	3798	50	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-101		
59754		0	2601	1312	18	0	1326	55	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-17		
60143	0		695000	94000	40000	0	690000	129000	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	0	
60330		0	15052	397	709	0	15332	1386	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	
60545		0	2454	160	42	0	2271	19	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60554		0	1229	10	252	0	1000	33	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60648		0	4344	0	45	0	4365	66	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61122		0	19470	2345	705	0	18170	1750	0				59	0	43	0	0	102	0	0	0	0	0	0	0	0	0	355	0	
61355		0	13106	4448	542	0	14510	6394	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61757		0	6035	0	15	0	6020	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61832		0	2133	10	60	0	2067	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-10		
61953		0	1085	230	14	0	873	32	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62044		0	1762	522	0	0	1596	356	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9		
62110		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62147		0	671	-4	2	0	682	13	4				18	0	0	-2	0	16	0	0	0	0	0	0	0	0	0	4		
63050		0	3865	275	44	0	3644	98	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
63069	699		682563	62461	18977	0	677806	76681	0			0	216	0	110	0	0	326	259	0	-40	0	0	219	0	0	-364	2704	0	
63201		0	2393	-310	195	0	2599	91	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		
63573		0	6962	73	0	0	6826	0	63				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137		
63733		0	13417	1700	290	0	12749	1322	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
64552		0	3800	-83	9	0	3992	118	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	
64730		0	1974	214	45	0	1742	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92		
65205		0	6705	767	11	0	5936	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-166		
65559		0	5876	463	2	0	5542	131	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65858		0	22381	7211	458	0	17681	2969	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269		
66154		0	2527	373	29	0	2132	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-42		
66275		0	8061	10200	318	0	6815	9272	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
67142		0	1605	369	478	0	1247	489	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
67151		0	16382	0	13	0	16396	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
67209		0	17446	7812	541	0	18439	9346	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158		
67254		0	6	3	1	0	3	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
67656		0	68368	45982	4648	0	72997	55259	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68671		0	1389	15	15	0	1359	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		
68756		0	9958	573	28	0	9672	315	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-193	0	
68831		0	2575	252	39	0	2571	287	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56		
69333		0	15849	2539	168	0	13895	753	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-260	0	
69678		0	4160	238	172	0	3951	201	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		
70218		0	1082	0	0	0	1082	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70638		0	5700	3233	632	0	5531	3696	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133		
70955		0	123	0	3	0	120	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
71073		0	879	-149	0	0	1028	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
71457		0	7127	800	11	0	6327	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
71859		0	172	59	19	0	179	85	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
72258		0	3142	3195	11	0	3893	3957	0				4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0		
72351		0	1471	0	59	0	1417	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
72454		0	941	60	9	0	872	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
