rssd_id,ndfi_loans_total,ndfi_loans_total_usd,bank_name
2634351,95783.0,95783000.0,"MACATAWA BANK, NATIONAL ASSOCIATION"
422433,89530.0,89530000.0,FIRST GUARANTY BANK
853952,88343.0,88343000.0,"CENTRAL TRUST BANK, THE"
3402913,86973.0,86973000.0,BANESCO USA
3404207,83972.0,83972000.0,"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION"
734538,83786.0,83786000.0,FIRST NATIONAL BANKERS BANK
3348888,83719.0,83719000.0,SERVISFIRST BANK
2316714,83543.0,83543000.0,TIME BANK
9357,82270.0,82270000.0,SCALE BANK
663834,80919.0,80919000.0,OCEAN BANK
141556,76092.0,76092000.0,STEARNS BANK NATIONAL ASSOCIATION
1447639,76056.0,76056000.0,WESTSTAR BANK
140362,74632.0,74632000.0,SUNWEST BANK
426534,74301.0,74301000.0,HEARTLAND BANK AND TRUST COMPANY
2142155,74088.0,74088000.0,QUAD CITY BANK AND TRUST COMPANY
575254,73933.0,73933000.0,CITY BANK
34537,73190.0,73190000.0,SEACOAST NATIONAL BANK
2339795,73068.0,73068000.0,"LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
3016347,72925.0,72925000.0,GEORGIA BANKING COMPANY
913856,72765.0,72765000.0,PINNACLE BANK
660655,72363.0,72363000.0,AMERICAN NATIONAL BANK
1216022,71000.0,71000000.0,SYNCHRONY BANK
436159,69410.0,69410000.0,FIRSTBANK
593052,68396.0,68396000.0,PLAINS COMMERCE BANK
3214059,66402.0,66402000.0,AVIDBANK
498362,65726.0,65726000.0,AMERICAN NATIONAL BANK & TRUST
77851,65574.0,65574000.0,FIRST BANK & TRUST
795968,63445.0,63445000.0,BANK OF HAWAII
26765,62915.0,62915000.0,VANTAGE BANK TEXAS
2970657,62796.0,62796000.0,"SCHAUMBURG BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
3465392,60992.0,60992000.0,PEGASUS BANK
531250,60826.0,60826000.0,CENTENNIAL BANK
474254,58506.0,58506000.0,BROADWAY NATIONAL BANK
2624400,57341.0,57341000.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION"
3470154,56584.0,56584000.0,US METRO BANK
538802,55192.0,55192000.0,INTERAUDI BANK
470050,54704.0,54704000.0,FIRST FINANCIAL BANK
324340,51187.0,51187000.0,CHOICEONE BANK
31255,50791.0,50791000.0,CENTRAL BANK
317342,50510.0,50510000.0,STOCK YARDS BANK & TRUST COMPANY
113740,48686.0,48686000.0,FIRST STATE BANK
482156,48266.0,48266000.0,FARMERS BANK & TRUST
3630323,46943.0,46943000.0,THIRD COAST BANK
930965,45289.0,45289000.0,SMBC MANUBANK
137652,44723.0,44723000.0,UNIVERSITY BANK
188430,44493.0,44493000.0,"FLORIDA CAPITAL BANK, N.A."
509950,44382.0,44382000.0,FIRST UNITED BANK AND TRUST COMPANY
2808602,43615.0,43615000.0,"CAPITAL BANK, NATIONAL ASSOCIATION"
710859,43283.0,43283000.0,"CITIZENS BANK OF CLOVIS, THE"
403179,41951.0,41951000.0,FIRST FED BANK
522605,41183.0,41183000.0,BAR HARBOR BANK AND TRUST COMPANY
2121196,40214.0,40214000.0,"TD BANK USA, NATIONAL ASSOCIATION"
1002878,40000.0,40000000.0,NORTHWEST BANK
403151,39173.0,39173000.0,CORNERSTONE BANK
594853,37004.0,37004000.0,"BONVENU BANK, N.A."
867632,36028.0,36028000.0,INTERNATIONAL FINANCE BANK
407506,35985.0,35985000.0,ION BANK
703552,35625.0,35625000.0,"HORIZON BANK, SSB"
656377,35536.0,35536000.0,WAFD BANK
722544,35264.0,35264000.0,NATIONAL EXCHANGE BANK AND TRUST
69333,33967.0,33967000.0,"CITIZENS NATIONAL BANK OF MERIDIAN, THE"
595270,33580.0,33580000.0,MIDFIRST BANK
408875,33568.0,33568000.0,"AXIOM BANK, NATIONAL ASSOCIATION"
254849,32989.0,32989000.0,FIRST INDEPENDENCE BANK
3248849,32939.0,32939000.0,MAINSTREET BANK
272272,32690.0,32690000.0,SOUTHERN BANK
1218446,32040.0,32040000.0,BANKERS' BANK OF KANSAS
933256,31967.0,31967000.0,"ALERUS FINANCIAL, NATIONAL ASSOCIATION"
3076453,31693.0,31693000.0,"CALIFORNIA BANK OF COMMERCE, NATIONAL ASSOCIATION"
698144,30978.0,30978000.0,COMMUNITY FINANCIAL SERVICES BANK
2631846,30056.0,30056000.0,NORTH AMERICAN BANKING COMPANY
783161,30000.0,30000000.0,FIRST NORTHERN BANK OF DIXON
2891622,29108.0,29108000.0,"CORNERSTONE CAPITAL BANK, SSB"
525549,29049.0,29049000.0,LAKE RIDGE BANK
677644,28344.0,28344000.0,"FARMERS & MERCHANTS BANK, THE"
852704,27522.0,27522000.0,GENESEE REGIONAL BANK
3688043,27160.0,27160000.0,PARKSIDE FINANCIAL BANK AND TRUST
881478,26731.0,26731000.0,HERITAGE BANK
202907,26653.0,26653000.0,"COMMUNITY BANK, NATIONAL ASSOCIATION"
3344321,26634.0,26634000.0,TRADITION CAPITAL BANK
2838207,26476.0,26476000.0,SEATTLE BANK
1018927,26075.0,26075000.0,1ST SECURITY BANK OF WASHINGTON
369659,25901.0,25901000.0,FIRST NATIONAL BANK OF CENTRAL TEXAS
456045,25162.0,25162000.0,CENTENNIAL BANK
391418,25152.0,25152000.0,FIRST & PEOPLES BANK AND TRUST COMPANY
557858,24844.0,24844000.0,"INTRUST BANK, NATIONAL ASSOCIATION"
293053,23904.0,23904000.0,COMMUNITY NATIONAL BANK
497039,23828.0,23828000.0,COMMERCIAL BANK
859655,23575.0,23575000.0,"BANKERS BANK, THE"
382050,23250.0,23250000.0,CENTRAL SAVINGS BANK
732758,23220.0,23220000.0,BANKERS' BANK OF THE WEST
2398701,23018.0,23018000.0,"MODERN BANK, NATIONAL ASSOCIATION"
352772,22551.0,22551000.0,BANNER BANK
207050,22079.0,22079000.0,WEST GATE BANK
632858,21765.0,21765000.0,FRONTIER STATE BANK
806958,21552.0,21552000.0,MIDWEST BANK
540551,21500.0,21500000.0,"BANKWEST, INCORPORATED"
600419,21394.0,21394000.0,KISH BANK
528849,21276.0,21276000.0,HORICON BANK
840363,20749.0,20749000.0,FIRSTBANK SOUTHWEST
54973,20686.0,20686000.0,"AMERICAN SAVINGS BANK, NATIONAL ASSOCIATION"
726953,20670.0,20670000.0,UNITED TEXAS BANK
58971,20211.0,20211000.0,WASHINGTON TRUST BANK
176464,19905.0,19905000.0,ALLIANCE BANK
361167,19845.0,19845000.0,SOUTHSIDE BANK
160959,19625.0,19625000.0,KS STATEBANK
645625,19587.0,19587000.0,"WESBANCO BANK, INC."
370020,19471.0,19471000.0,"PENDLETON COMMUNITY BANK, INC."
477321,19130.0,19130000.0,CONSUMERS NATIONAL BANK
2815879,19061.0,19061000.0,GREAT AMERICAN BANK
2634191,19013.0,19013000.0,GLACIER BANK
285544,18324.0,18324000.0,CAPITOL NATIONAL BANK
859552,18180.0,18180000.0,BANK OF THE WEST
58243,18069.0,18069000.0,JOHNSON BANK
3146150,18060.0,18060000.0,U.S. CENTURY BANK
2855866,17691.0,17691000.0,FOUR CORNERS COMMUNITY BANK
3224375,17085.0,17085000.0,GOLDEN STATE BANK
5342974,16651.0,16651000.0,PIERMONT BANK
762447,16366.0,16366000.0,"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION"
546003,16291.0,16291000.0,BANKNEWPORT
2743244,16244.0,16244000.0,RED RIVER BANK
3437148,16088.0,16088000.0,FIRST FREEDOM BANK
418249,15756.0,15756000.0,"THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA"
3293540,15750.0,15750000.0,PACIFIC VALLEY BANK
1187551,15537.0,15537000.0,"INDEPENDENT CORRESPONDENT BANKERS' BANK, INC."
473266,15500.0,15500000.0,TEXAS FIRST BANK
3690635,15488.0,15488000.0,MEGA BANK
276850,15217.0,15217000.0,SECURITY FIRST BANK
45551,15000.0,15000000.0,BANK MIDWEST
3545258,14981.0,14981000.0,CALPRIVATE BANK
3614976,14897.0,14897000.0,FVCBANK
2562164,14809.0,14809000.0,COASTAL COMMUNITY BANK
499453,14793.0,14793000.0,FIRST STATE BANK NEBRASKA
2941068,14767.0,14767000.0,NICOLET NATIONAL BANK
2515320,14418.0,14418000.0,FORTIS BANK
1436204,14407.0,14407000.0,BANK OF MARIN
279954,14282.0,14282000.0,CITIZENS ALLIANCE BANK
594947,14200.0,14200000.0,"BANK FIRST, NATIONAL ASSOCIATION"
1013744,13811.0,13811000.0,CAPRA BANK
775456,13809.0,13809000.0,NATIONAL BANK OF COMMERCE
978118,13805.0,13805000.0,FIRST CITIZENS COMMUNITY BANK
3029589,13426.0,13426000.0,CEDAR RAPIDS BANK AND TRUST COMPANY
883959,13233.0,13233000.0,COWBOY BANK
3690121,13182.0,13182000.0,LIBERTY CAPITAL BANK
121651,13150.0,13150000.0,JONESBORO STATE BANK
3588424,12838.0,12838000.0,"WATERFORD BANK, NA"
825146,12477.0,12477000.0,MORTON COMMUNITY BANK
754853,12254.0,12254000.0,"FIRST NATIONAL BANK OF HUTCHINSON, THE"
380533,12000.0,12000000.0,LONGVIEW BANK
5382514,11999.0,11999000.0,GULF CAPITAL BANK
556459,11983.0,11983000.0,"KLEBERG BANK, N.A."
2451240,11718.0,11718000.0,PACIFIC COAST BANKERS' BANK
3378773,11372.0,11372000.0,BRIDGEWATER BANK
242976,11112.0,11112000.0,BAYVANGUARD BANK
428060,10990.0,10990000.0,CENTRAL NATIONAL BANK
939249,10917.0,10917000.0,FIDELITY BANK & TRUST
375043,10911.0,10911000.0,"PEOPLES NATIONAL BANK, NATIONAL ASSOCIATION"
968070,10872.0,10872000.0,CAPITOL FEDERAL SAVINGS BANK
3356191,10575.0,10575000.0,BRYANT BANK
290249,10401.0,10401000.0,WAUKESHA STATE BANK
220844,10250.0,10250000.0,DENVER SAVINGS BANK
779968,10247.0,10247000.0,STATE BANK OF INDIA (CALIFORNIA)
2332910,10000.0,10000000.0,FIRST COMMERCIAL BANK (U.S.A)
498317,9750.0,9750000.0,"OHIO VALLEY BANK COMPANY, THE"
327855,9719.0,9719000.0,CIERA BANK
565750,9467.0,9467000.0,BANK OF WASHINGTON
2877345,9319.0,9319000.0,INSBANK
479446,9243.0,9243000.0,CITIZENS STATE BANK OF LOYAL
1015252,9145.0,9145000.0,LEA COUNTY STATE BANK
597313,9116.0,9116000.0,PS BANK
2667957,9000.0,9000000.0,NEBRASKALAND BANK
814458,8963.0,8963000.0,CHARTER BANK
3447820,8945.0,8945000.0,"ESQUIRE BANK, NATIONAL ASSOCIATION"
163857,8902.0,8902000.0,F&M BANK
132107,8779.0,8779000.0,ANDROSCOGGIN SAVINGS BANK
640143,8722.0,8722000.0,FEDERATED BANK
309655,8614.0,8614000.0,REGENT BANK
41629,8581.0,8581000.0,PIONEER BANK
3720608,8071.0,8071000.0,OAKWORTH CAPITAL BANK
568359,8050.0,8050000.0,AMERICAN BANK OF FREEDOM
972648,7963.0,7963000.0,PLANTERS BANK & TRUST COMPANY
3595271,7878.0,7878000.0,"BANK OF PRINCETON, THE"
1001648,7875.0,7875000.0,CARROLLTON BANK
613008,7833.0,7833000.0,ROCKLAND TRUST COMPANY
509811,7745.0,7745000.0,"COMMUNITY TRUST BANK, INC."
329550,7633.0,7633000.0,INSOUTH BANK
724744,7500.0,7500000.0,GNB BANK
3459207,7500.0,7500000.0,MOUNTAIN PACIFIC BANK
236706,7335.0,7335000.0,PEAPACK PRIVATE BANK AND TRUST
649342,7259.0,7259000.0,IOWA TRUST & SAVINGS BANK
125855,7250.0,7250000.0,SABINE STATE BANK AND TRUST COMPANY
514655,7087.0,7087000.0,"TEXAS GULF BANK, NATIONAL ASSOCIATION"
892205,7002.0,7002000.0,WESTFIELD BANK
403946,7000.0,7000000.0,"PARK BANK, THE"
289702,6800.0,6800000.0,NORWAY SAVINGS BANK
552974,6751.0,6751000.0,"SHELBY SAVINGS BANK, SSB"
685676,6678.0,6678000.0,OPPORTUNITY BANK OF MONTANA
328777,6501.0,6501000.0,PENN COMMUNITY BANK
994435,6491.0,6491000.0,UNITED BANK
400141,6489.0,6489000.0,"FNB BANK, INC."
604024,6372.0,6372000.0,MINSTER BANK
215710,6330.0,6330000.0,"JUNIATA VALLEY BANK, THE"
3398623,6328.0,6328000.0,FFB BANK
51253,6208.0,6208000.0,APEX BANK
597546,6200.0,6200000.0,PREMIER COMMUNITY BANK
262059,6199.0,6199000.0,AVB BANK
674849,6070.0,6070000.0,LUANA SAVINGS BANK
475354,6000.0,6000000.0,FARMERS STATE BANK
693952,6000.0,6000000.0,SECURITY FIRST BANK OF NORTH DAKOTA
340742,6000.0,6000000.0,CIBM BANK
455459,5985.0,5985000.0,MAVERICK BANK
977951,5978.0,5978000.0,BORDER BANK
648242,5978.0,5978000.0,INDEPENDENCE BANK OF KENTUCKY
2734729,5855.0,5855000.0,AMERICAN BUSINESS BANK
701062,5748.0,5748000.0,CENTRAL PACIFIC BANK
2209553,5741.0,5741000.0,HERITAGE BANK OF COMMERCE
121642,5607.0,5607000.0,BANKPLUS
928618,5529.0,5529000.0,AMERISERV FINANCIAL BANK
499501,5379.0,5379000.0,MAINE COMMUNITY BANK
216922,5119.0,5119000.0,FIRST BANK
680813,5100.0,5100000.0,"FARMERS NATIONAL BANK OF CANFIELD, THE"
262741,5049.0,5049000.0,FARMERS BANK & TRUST COMPANY
962890,5003.0,5003000.0,CITIZENS COMMUNITY FEDERAL NATIONAL ASSOCIATION
256058,5000.0,5000000.0,AMERICAN NATION BANK
328357,5000.0,5000000.0,"TITAN BANK, N.A."
5313312,4973.0,4973000.0,WATERMARK BANK
442244,4956.0,4956000.0,NORTHEAST SECURITY BANK
5686089,4947.0,4947000.0,NAVE BANK
936462,4917.0,4917000.0,MECHANICS BANK
933023,4911.0,4911000.0,"SHORE UNITED BANK, NATIONAL ASSOCIATION"
924236,4848.0,4848000.0,FIRST STATE BANK
371232,4757.0,4757000.0,FIRST COMMUNITY BANK AND TRUST
634544,4708.0,4708000.0,BANK 21
100843,4655.0,4655000.0,FNBC BANK
1469677,4602.0,4602000.0,"HERITAGE BANK, INC."
1015560,4579.0,4579000.0,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION"
477648,4515.0,4515000.0,FARMERS STATE BANK
5592340,4486.0,4486000.0,CLIMATE FIRST BANK
137643,4369.0,4369000.0,WEST IOWA BANK
778738,4310.0,4310000.0,CITIZENS BANK
3835454,4263.0,4263000.0,ROYAL BUSINESS BANK
248745,4250.0,4250000.0,OOSTBURG STATE BANK
865544,4160.0,4160000.0,CLEAR LAKE BANK AND TRUST COMPANY
248240,4156.0,4156000.0,BANK OF SPRINGFIELD
475653,4000.0,4000000.0,MOUNTAIN VALLEY BANK
204826,3991.0,3991000.0,FIRST NATIONAL BANK IN NEW BREMEN
653134,3798.0,3798000.0,FARMERS-MERCHANTS BANK & TRUST COMPANY
936136,3752.0,3752000.0,OLD SECOND NATIONAL BANK
84541,3752.0,3752000.0,GUARANTY BANK AND TRUST COMPANY
2820604,3697.0,3697000.0,MILLENNIUM BANK
479370,3680.0,3680000.0,HIGH COUNTRY BANK
702117,3565.0,3565000.0,"NBT BANK, NATIONAL ASSOCIATION"
596062,3553.0,3553000.0,"CITY NATIONAL BANK OF SULPHUR SPRINGS, THE"
543459,3498.0,3498000.0,"DREAM FIRST BANK, NATIONAL ASSOCIATION"
851239,3475.0,3475000.0,"POCA VALLEY BANK, INC., THE"
1014853,3457.0,3457000.0,CITIZENS BANK OF KANSAS
659341,3400.0,3400000.0,"CONSTITUTION BANK, NATIONAL ASSOCIATION"
1225752,3396.0,3396000.0,COMMERCIAL BANK
716851,3393.0,3393000.0,COMMUNITY BANK OF RAYMORE
2631172,3282.0,3282000.0,STATE BANK FINANCIAL
972732,3253.0,3253000.0,FIRST NATIONAL BANK OF PULASKI
270504,3195.0,3195000.0,COMMUNITY NATIONAL BANK
261940,3160.0,3160000.0,ANSTAFF BANK
3391718,3158.0,3158000.0,BELMONT BANK & TRUST COMPANY
56351,3153.0,3153000.0,"VERABANK, NATIONAL ASSOCIATION"
229342,3071.0,3071000.0,STATE BANK & TRUST CO.
1386251,3063.0,3063000.0,BANCFIRST
421539,3032.0,3032000.0,FIRST PEOPLES BANK OF TENNESSEE
3314043,3001.0,3001000.0,FIRST RESOURCE BANK
839255,3000.0,3000000.0,FNB COMMUNITY BANK
841838,3000.0,3000000.0,THREAD BANK
172457,3000.0,3000000.0,"CITIZENS BANK OF EDMOND, THE"
435255,3000.0,3000000.0,SECURITY BANK MIDWEST
645317,2981.0,2981000.0,"ADIRONDACK TRUST COMPANY, THE"
959715,2934.0,2934000.0,ATLANTIC COMMUNITY BANKERS BANK
3010363,2900.0,2900000.0,BANKCDA
77422,2900.0,2900000.0,COMMUNITY BANKERS' BANK
719656,2800.0,2800000.0,"CALLAWAY BANK, THE"
455972,2761.0,2761000.0,PEOPLES BANK
