"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
233527																																																																																						286488	19841	19841	11.0064%	16.4686%	15.3281%	266647	1739598	2422651	-31300	0			8.4686%			0				-35853	2434691								0	0	0		0		314541	15.3281%	1	0	247388	0	1869	10172	-31300	0	0	0		0	266647	0	0	266647	0	0	0	0	0	0	0	0	0	19841	0	12040	0			
233554																																																																																						350681	28363	28363	12.6979%	15.5410%	14.2840%	322318	2256494	2538365	-987	0			7.5410%			0				283070	2538367								0	0	0		0		39250	14.2840%	1	0	321333	0	2	0	-987	0	0	0		0	322318	0	0	322318	0	0	0	0	0	0	0	0	0	28363	0	2	0			
234355																																																																																				1376153	0				10.8124%			149573		1383344	-12758	0						0	0	0	0	99192	1383344	0	0.0000%	51836	0	1011	52847	3.8402%	0	0	0	0	1		50381		1	0	136815	0	0	0	-12758	0	0	0		0	149573	0	0	149573	0	0	0	0	0	0						0	0	68579		
234506																																																																																						50983	3447	3447	9.2602%	18.5043%	17.2533%	47536	275519	513338	-3505	0			10.5043%			0				19129	513338								0	0	0		0		28407	17.2533%	1	0	44031	0	0	0	-3505	0	0	0		0	47536	0	0	47536	0	0	0	0	0	0	0	0	0	3447	0	0	0			
234739																																																																																						223823	20213	20213	9.1265%	13.8766%	12.6235%	203610	1612949	2230980	249	0			5.8766%			0				30656	2290527								0	0	0		0		232501	12.6235%	1	0	263406	52899	6648	0	249	0	0	0		0	203610	0	0	203610	0	0	0	0	0	0	0	0	0	20213	0	59547	0			
234841																																																																																						55827	1041	1041	15.7497%	40.7324%	39.9729%	54786	137058	347854	-3228	0			32.7324%			0				53486	347854								0	0	0		0		1300	39.9729%	1	0	51558	0	0	0	-3228	0	0	0		0	54786	0	0	54786	0	0	0	0	0	0	0	0	0	1041	0	0	0			
235174																																																																																						16619	832	832	16.3499%	25.1342%	23.8759%	15787	66121	96557	0	0			17.1342%			0				10208	96557								0	0	0		0		5579	23.8759%	1	0	15787	0	0	0	0	0	0	0		0	15787	0	0	15787	0	0	0	0	0	0	0	0	0	832	0	0	0			
235231																																																																																						26707	731	731	10.6503%	21.8228%	21.2255%	25976	122381	243899	-4332	0			13.8228%			0				23976	243899								0	0	0		0		2000	21.2255%	1	0	21644	0	0	0	-4332	0	0	0		0	25976	0	0	25976	0	0	0	0	0	0	0	0	0	731	0	0	0			
235446																																																																																				361070	0				10.3159%			38285		371127	-8061	0						0	0	0	0	34500	371127	0	0.0000%	47526	0	800	48326	13.3841%	0	0	0	0	1		3785		1	0	30224	0	0	0	-8061	0	0	0		0	38285	0	0	38285	0	0	0	0	0	0						0	0	0		
235530																																																																																						80139	6062	6062	8.5439%	14.1095%	13.0422%	74077	567981	867018	-10760	0			6.1095%			0				68602	867018								0	0	0		0		5475	13.0422%	1	0	63317	0	0	0	-10760	0	0	0		0	74077	0	0	74077	0	0	0	0	0	0	0	0	0	6062	0	0	0			
235558																																																																																				33205	0				11.2870%			3850		34110	0	0						0	0	0	0	170	34110	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		3680		1	0	3850	0	0	0	0	0	0	0		0	3850	0	0	3850	0	0	0	0	0	0						0	0	6723		
235950																																																																																				100673	0				15.0287%			14641		97420	-2199	0						0	0	0	0	13941	97420	0	0.0000%	9294	0	0	9294	9.2319%	0	0	0	0	1		700		1	0	12442	0	0	0	-2199	0	0	0		0	14641	0	0	14641	0	0	0	0	0	0						0	0	0		
236153																																																																																						607774	51247	51247	9.3213%	12.1598%	11.1345%	556527	4998208	5970500	-43366	0			4.1598%			0				454306	5977104								0	0	0		0		108825	11.1345%	1	0	519765	2544	4060	0	-43366	0	0	0		0	556527	0	0	556527	0	0	0	0	0	0	0	0	0	51247	0	6604	0			
236256																																																																																						13452	373	373	11.3180%	36.5712%	35.5572%	13079	36783	115559	-782	0			28.5712%			0				11209	115559								0	0	0		0		1870	35.5572%	1	0	12297	0	0	0	-782	0	0	0		0	13079	0	0	13079	0	0	0	0	0	0	0	0	0	373	0	0	0			
236603																																																																																				407614	0				9.7985%			38365		391540	-7211	0						0	0	0	0	36825	391540	0	0.0000%	26210	0	688	26898	6.5989%	0	0	0	0	1		1540		1	0	31154	0	0	0	-7211	0	0	0		0	38365	0	0	38365	0	0	0	0	0	0						0	0	0		
236706																																																																																						754761	67641	67641	9.0242%	11.8340%	10.7734%	687120	6377924	7614229	-49629	0			3.8340%			0				605996	7659058								0	0	0		0		125894	10.7725%	1	0	682261	36212	8617	0	-51845	2216	0	0		0	687061	0	0	687061	0	0	59	59	0	59	0	0	0	67641	0	44829	0			
236957																																																																																				370983	0				13.1168%			47957		365616	-344	475						0	0	0	0	16025	366160	0	0.0000%	0	0	984	984	0.2652%	0	0	0	0	1		32000		1	0	47681	69	0	0	-820	0	475	0		0	47957	0	0	47957	0	0	0	0	0	0						69	0	18716		
237066																																																																																						305019	22534	22534	10.1070%	17.0639%	15.8033%	282485	1787511	2794951	-4808	0			9.0639%			0				189326	2803793								0	0	0		0		102001	15.8033%	1	0	286519	8842	0	0	-4808	0	0	0		0	282485	0	0	282485	0	0	0	0	0	0	0	0	0	22534	0	8842	0			
237619																																																																																						264863	19086	19086	11.5629%	17.4545%	16.1967%	245777	1517447	2125561	12881	-63			9.4545%			0				213891	2150072								0	0	0		0		56460	16.1967%	1	0	283232	9599	2587	0	430	0	12451	0		12388	245777	0	0	245777	0	0	0	0	0	0	0	0	0	19086	0	24574	0			
237954																																																																																						41418	2264	2264	15.4919%	23.2783%	22.0059%	39154	177925	252739	-1974	0			15.2783%			0				27004	252739								0	0	0		0		12150	22.0059%	1	0	37180	0	0	0	-1974	0	0	0		0	39154	0	0	39154	0	0	0	0	0	0	0	0	0	2264	0	0	0			
238139																																																																																						27110	1592	1592	9.8108%	20.2592%	19.0695%	25518	133816	260102	-645	0			12.2592%			0				23018	260102								0	0	0		0		2500	19.0695%	1	0	24873	0	0	0	-645	0	0	0		0	25518	0	0	25518	0	0	0	0	0	0	0	0	0	1592	0	0	0			
238250																																																																																				70564	0				13.4110%			9506		70882	-755	0						0	0	0	0	8006	70882	0	0.0000%	8575	0	232	8807	12.4809%	0	0	0	0	1		1500		1	0	8751	0	0	0	-755	0	0	0		0	9506	0	0	9506	0	0	0	0	0	0						0	0	0		
238737																																																																																						91941	6936	6936	9.8641%	16.6059%	15.3531%	85005	553666	861762	-8466	0			6.2325%			0				45053	861762								0	0	0		0		14369	10.7325%	1	0	50956	0	0	0	-8466	0	0	0		0	59422	0	0	59422	25583	0	0	25583	0	25583	0	0	0	6936	0	0	0			
239556																																																																																						84225	5270	5270	12.5949%	17.1848%	16.1096%	78955	490113	626880	-6900	0			9.1848%			0				59230	637755								0	0	0		0		30600	16.1096%	1	0	82930	10875	0	0	-6900	0	0	0		0	78955	0	0	78955	0	0	0	0	0	0	0	0	0	5270	0	10875	0			
239659																																																																																						103760	8715	8715	14.0456%	14.9647%	13.7078%	95045	693365	676691	-28	0			6.9647%			0				83045	676691								0	0	0		0		12000	13.7078%	1	0	95017	0	0	0	-4	0	0	-24		0	95045	0	0	95045	0	0	0	0	0	0	0	0	0	8715	0	0	0			
240954																																																																																				248826	0				12.1463%			31627		260383	-123	0						0	0	0	0	20127	260383	0	0.0000%	16676	0	14	16690	6.7075%	0	0	0	0	1		11500		1	0	31504	0	0	0	-123	0	0	0		0	31627	0	0	31627	0	0	0	0	0	0						0	0	0		
241009																																																																																				211185	0				13.3094%			27629		207590	-4288	0						0	0	0	0	26168	207590	0	0.0000%	9065	0	0	9065	4.2924%	0	0	0	0	1		1461		1	0	23341	0	0	0	-4288	0	0	0		0	27629	0	0	27629	0	0	0	0	0	0						0	0	0		
241157																																																																																						100009	9049	9049	9.0978%	13.8704%	12.6154%	90960	721025	999800	-21351	0			5.8704%			0				70688	999828								0	0	0		0		23300	12.6154%	1	0	72637	28	0	0	-18394	0	43	0		0	90960	0	0	90960	0	0	0	0	0	0	0	0	0	9049	0	28	0			
241559																																																																																				276188	0				9.1653%			25249		275485	-635	0						0	0	0	0	14436	278083	0	0.0000%	0	0	1566	1566	0.5670%	0	0	0	0	1		13411		1	0	27212	2598	0	0	-635	0	0	0		0	25249	0	0	25249	0	0	0	0	0	0						2598	0	45781		
242257																																																																																						80835	7262	7013	9.0347%	11.7814%	10.7592%	73822	686126	817096	-1851	0			3.7814%			0				47661	823675								0	0	0		0		32740	10.7592%	1	0	78550	5678	901	0	-1851	0	0	0		0	73822	0	0	73822	0	0	0	0	0	0	0	0	0	7262	249	6579	0			
242444																																																																																				1969645	0				10.9464%			221474		2023262	-34833	0						0	0	0	0	210000	2023262	0	0.0000%	70883	0	31380	102263	5.1920%	0	0	0	0	1		11474		1	0	186641	0	0	0	-34833	0	0	0		0	221474	0	0	221474	0	0	0	0	0	0						0	0	121197		
242949																																																																																						10889	819	819	9.8554%	13.7632%	12.7280%	10070	79117	102177	-897	0			5.7632%			0				7570	102177								0	0	0		0		2500	12.7280%	1	0	9173	0	0	0	-897	0	0	0		0	10070	0	0	10070	0	0	0	0	0	0	0	0	0	819	0	0	0			
242958																																																																																				175122	0				10.7721%			18481		171563	-1284	0						0	0	0	0	5481	171563	0	0.0000%	4331	0	700	5031	2.8729%	0	0	0	0	1		13000		1	0	17197	0	0	0	-1284	0	0	0		0	18481	0	0	18481	0	0	0	0	0	0						0	0	4317		
242976																																																																																						156311	6543	6543	16.8128%	22.2006%	21.2713%	149768	704084	890797	-1166	0			14.2006%			0				79010	904088								0	0	0		0		84049	21.2713%	1	0	161893	8094	606	4591	-1166	0	0	0		0	149768	0	0	149768	0	0	0	0	0	0	0	0	0	6543	0	13291	0			
243375																																																																																						481766	7163	7163	8.5095%	31.8190%	31.3459%	474603	1514085	5577305	-185650	0			23.8190%			0				333963	5588226								0	0	0		0		151561	31.3459%	1	0	299874	10900	21	0	-185650	0	0	0		0	474603	0	0	474603	0	0	0	0	0	0	0	0	0	7163	0	10921	0			
243414																																																																																				316609	0				9.4335%			29226		309811	-133	0						0	0	0	0	22597	309811	0	0.0000%	45691	0	11	45702	14.4348%	0	0	0	0	1		6629		1	0	29093	0	0	0	-133	0	0	0		0	29226	0	0	29226	0	0	0	0	0	0						0	0	0		
243955																																																																																						8496	541	541	17.1618%	19.6299%	18.3799%	7955	43281	46353	1	0			11.6299%			0				-481	47829								0	0	0		0		9912	18.3799%	1	0	9432	1259	217	0	1	0	0	0		0	7955	0	0	7955	0	0	0	0	0	0	0	0	0	541	0	1476	0			
244037																																																																																				217820	0				13.6692%			29477		215645	-537	0						0	0	0	0	18756	215645	0	0.0000%	2396	0	100	2496	1.1459%	0	0	0	0	1		10721		1	0	28940	0	0	0	-537	0	0	0		0	29477	0	0	29477	0	0	0	0	0	0						0	0	13049		
244149																																																																																						69030	3083	3083	20.1607%	25.6984%	24.5507%	65947	268616	327107	-845	0			17.6984%			0				65097	327107								0	0	0		0		850	24.5507%	1	0	65102	0	0	0	-845	0	0	0		0	65947	0	0	65947	0	0	0	0	0	0	0	0	0	3083	0	0	0			
244158																																																																																						46226	4282	4282	10.4733%	13.5828%	12.3246%	41944	340328	400485	-4213	0			5.5828%			0				28421	405575								0	0	0		0		18613	12.3246%	1	0	42821	4119	971	0	-4213	0	0	0		0	41944	0	0	41944	0	0	0	0	0	0	0	0	0	4282	0	5090	0			
244251																																																																																						88472	4746	4746	12.4329%	23.3652%	22.1118%	83726	378648	673423	-23729	0			15.3652%			0				76202	673423								0	0	0		0		7524	22.1118%	1	0	59997	0	0	0	-23729	0	0	0		0	83726	0	0	83726	0	0	0	0	0	0	0	0	0	4746	0	0	0			
245016			273998	23833	23833	8.9046%	14.3748%	13.1244%	250165	1906103	2809396	-1355	0			6.3748%						246762	2811993								0	0	0		6000	13.1244%	0	251407	2597	0	0	-1355	0	0	0		0	250165	0	0	250165	0	0	0	0	0	0	0	0	0	23833	0	2597	0																																						0																	0				1																															
245276																																																																																						1370909	119746	119746	10.4511%	14.4335%	13.1727%	1251163	9498127	11971623	-33573	0			6.4335%			0				606804	12058786								0	0	0		0		731522	13.1727%	1	0	1304753	79333	7729	101	-33573	0	0	0		0	1251163	0	0	1251163	0	0	0	0	0	0	0	0	0	119746	0	87163	0			
245351																																																																																						43241	2905	2905	11.3485%	18.6150%	17.3644%	40336	232291	355431	-4272	0			10.6150%			0				29886	355431								0	0	0		0		10450	17.3644%	1	0	36064	0	0	0	-4272	0	0	0		0	40336	0	0	40336	0	0	0	0	0	0	0	0	0	2905	0	0	0			
245557																																																																																						128464	8196	8196	11.5675%	18.7544%	17.5579%	120268	684980	1039707	-23186	0			10.7544%			0				134390	1059426								0	0	0		0		5597	17.5579%	1	0	116801	19616	103	0	-23186	0	0	0		0	120268	0	0	120268	0	0	0	0	0	0	0	0	0	8196	0	19719	0			
246022																																																																																				561677	0				11.8536%			64996		548324	-5213	0						0	0	0	0	45996	548324	0	0.0000%	138945	0	1560	140505	25.0153%	0	0	0	0	1		19000		1	0	59783	0	0	0	-5213	0	0	0		0	64996	0	0	64996	0	0	0	0	0	0						0	0	0		
246134																																																																																				884209	0				10.4229%			94004		901897	-20744	0						0	0	0	0	79218	906585	0	0.0000%	62034	0	297	62331	7.0494%	0	0	0	0	1		19474		1	0	77948	4344	344	0	-20744	0	0	0		0	94004	0	0	94004	0	0	0	0	0	0						4688	0	0		
246451																																																																																				121835	0				11.1763%			13670		122312	-1222	0						0	0	0	0	7692	123184	0	0.0000%	9891	0	3426	13317	10.9304%	0	0	0	0	1		6850		1	0	13320	872	0	0	-1222	0	0	0		0	13670	0	0	13670	0	0	0	0	0	0						872	0	0		
246657																																																																																						90722	5725	5725	7.8396%	14.6807%	13.7542%	84997	617969	1084202	-35063	0			6.6807%			0				52012	1084202								0	0	0		0		32984	13.7542%	1	0	49933	0	0	0	-35063	0	0	-1		0	84997	0	0	84997	0	0	0	0	0	0	0	0	0	5725	0	0	0			
246947																																																																																						14762	639	639	12.4990%	26.8410%	25.6791%	14123	54998	112993	-2209	0			18.8410%			0				13723	112993								0	0	0		0		400	25.6791%	1	0	11914	0	0	0	-2209	0	0	0		0	14123	0	0	14123	0	0	0	0	0	0	0	0	0	639	0	0	0			
246956																																																																																						89823	4723	4723	13.7741%	22.0220%	20.8641%	85100	407878	617825	-8962	0			14.0220%			0				65591	618101								0	0	0		0		19785	20.8641%	1	0	76414	0	276	0	-8962	0	0	0		0	85100	0	0	85100	0	0	0	0	0	0	0	0	0	4723	0	276	0			
247140																																																																																				2545338	22856				12.6551%			324691		2565702	-10564	0						0	0	0	0	228633	2574821	0	0.0000%	156972	0	93384	250356	9.8359%	0	0	0	0	1		105177		1	0	323246	7346	1773	0	-10560	-4	0	0		0	324691	0	0	324691	0	0	0	0	0	0						9119	0	132816		
247355																																																																																				1981114	0				12.3372%			248567		2014782	-14310	0						0	0	0	0	212480	2014782	0	0.0000%	234765	0	413	235178	11.8710%	0	0	0	0	1		36087		1	0	234257	0	0	0	-14310	0	0	0		0	248567	0	0	248567	0	0	0	0	0	0						0	0	30416		
247476																																																																																				94454	0				18.7898%			17579		93556	-2507	0						0	0	0	0	18344	94321	0	0.0000%	5471	0	0	5471	5.7922%	0	0	0	0	1		0		1	0	15837	689	76	0	-2118	0	-389	0		0	17579	0	0	17579	0	0	0	0	0	0						765	0	0		
247551																																																																																				460523	0				9.6973%			43406		447611	-11	0						0	0	0	0	24106	447611	0	0.0000%	31831	0	501	32332	7.0207%	0	0	0	0	1		19300		1	0	43395	0	0	0	-11	0	0	0		0	43406	0	0	43406	0	0	0	0	0	0						0	0	13684		
247908																																																																																				2102538	0				10.7779%			218915		2031147	-38260	0						0	0	0	0	214912	2035802	0	0.0000%	176956	0	18533	195489	9.2978%	0	0	0	0	1		9000		1	0	185652	3397	1258	0	-30867	0	-7051	0		0	218915	0	0	218915	0	0	0	0	0	0						4655	0	316423		
248240																																																																																						191904	17369	17369	9.1706%	11.7312%	10.6694%	174535	1635848	1903211	-4756	0			3.7312%			0				148065	1908136								0	0	0		0		31395	10.6694%	1	0	174704	2947	1978	0	-4756	0	0	0		0	174535	0	0	174535	0	0	0	0	0	0	0	0	0	17369	0	4925	0			
248352																																																																																				183168	0				9.6829%			18050		186411	-3147	0						0	0	0	0	4641	187002	0	0.0000%	28320	0	70	28390	15.4994%	0	0	0	0	1		14000		1	0	15494	591	0	0	-3147	0	0	0		0	18050	0	0	18050	0	0	0	0	0	0						591	0	0		
248455																																																																																						87408	3291	3291	15.5414%	29.9872%	28.8582%	84117	291484	541245	-12197	0			21.9872%			0				70609	543302								0	0	0		0		15565	28.8582%	1	0	73977	2057	0	0	-12197	0	0	0		0	84117	0	0	84117	0	0	0	0	0	0	0	0	0	3291	0	2057	0			
248633																																																																																				439627	0				14.3508%			63894		445231	-2971	0						0	0	0	0	62313	445231	0	0.0000%	29169	0	3096	32265	7.3392%	0	0	0	0	1		1581		1	0	60923	0	0	0	-2971	0	0	0		0	63894	0	0	63894	0	0	0	0	0	0						0	0	0		
248745																																																																																						53289	4646	4646	11.3196%	14.3431%	13.0926%	48643	371530	429722	-3329	0			6.3431%			0				42643	429722								0	0	0		0		6000	13.0926%	1	0	45314	0	0	0	-3329	0	0	0		0	48643	0	0	48643	0	0	0	0	0	0	0	0	0	4646	0	0	0			
249416																																																																																				166485	0				9.2935%			15488		166654	-5581	0						0	0	0	0	13557	166654	0	0.0000%	5522	0	1396	6918	4.1553%	0	0	0	0	1		1931		1	0	9907	0	0	0	-5581	0	0	0		0	15488	0	0	15488	0	0	0	0	0	0						0	0	0		
249612																																																																																						1552716	67415	67415	7.8186%	12.0708%	11.5467%	1485301	12863435	18997050	-119796	0			4.0708%			0				1449837	19208856								0	0	0		0		247270	11.5467%	1	0	1577311	211171	0	0	-108630	1511	-12677	0		635	1485301	0	0	1485301	0	0	0	0	0	0	0	0	0	67415	0	211806	0			
249658																																																																																				124211	0				13.1246%			16637		126762	-1122	0						0	0	0	0	3164	126762	0	0.0000%	5278	0	35	5313	4.2774%	0	0	0	0	1		13473		1	0	15515	0	0	0	-1122	0	0	0		0	16637	0	0	16637	0	0	0	0	0	0						0	0	34		
250430																																																																																				129427	0				16.3332%			21047		128860	-1570	0						0	0	0	0	20547	128860	0	0.0000%	6567	0	1452	8019	6.1958%	0	0	0	0	1		500		1	0	19477	0	0	0	-1570	0	0	0		0	21047	0	0	21047	0	0	0	0	0	0						0	0	0		
250476																																																																																				61515	0				15.0733%			9553		63377	-725	0						0	0	0	0	-5297	63377	0	0.0000%	4832	0	0	4832	7.8550%	0	0	0	0	1		14850		1	0	8828	0	0	0	-725	0	0	0		0	9553	0	0	9553	0	0	0	0	0	0						0	0	0		
250850																																																																																				143005	0				10.8629%			14748		135765	0	0						0	0	0	0	707	139698	0	0.0000%	13243	0	65	13308	9.3060%	0	0	0	0	1		17974		1	0	18681	1449	2484	0	0	0	0	0		0	14748	0	0	14748	0	0	0	0	0	0						3933	0	0		
251558																																																																																						41089	3103	3103	9.1517%	16.6480%	15.3907%	37986	246811	415069	-3394	0			8.6480%			0				34255	416338								0	0	0		0		5000	15.3907%	1	0	35861	1269	0	0	-3394	0	0	0		0	37986	0	0	37986	0	0	0	0	0	0	0	0	0	3103	0	1269	0			
251745																																																																																				614947	0				11.1882%			67730		605372	-2086	0						0	0	0	0	64230	605372	0	0.0000%	0	0	2624	2624	0.4267%	0	0	0	0	1		3500		1	0	65644	0	0	0	-2086	0	0	0		0	67730	0	0	67730	0	0	0	0	0	0						0	0	3719		
251978																																																																																				643229	0				9.1142%			58052		636938	2	0						0	0	0	0	57099	636938	0	0.0000%	64453	0	267	64720	10.0617%	0	0	0	0	1		953		1	0	58054	0	0	0	2	0	0	0		0	58052	0	0	58052	0	0	0	0	0	0						0	0	0		
252041																																																																																				791630	0				9.5990%			75604		787626	-1504	0						0	0	0	0	67340	788441	0	0.0000%	108632	0	1205	109837	13.8748%	0	0	0	0	1		9079		1	0	74915	269	546	0	-1504	0	0	0		0	75604	0	0	75604	0	0	0	0	0	0						815	0	0		
252452																																																																																						11306	555	555	7.6637%	19.0273%	18.0932%	10751	59420	140285	-4600	0			11.0273%			0				2297	140382								0	0	0		0		8551	18.0932%	1	0	6248	97	0	0	-4600	0	0	0		0	10751	0	0	10751	0	0	0	0	0	0	0	0	0	555	0	97	0			
253356																																																																																				1507059	0				15.5322%			242410		1560696	-24356	0						0	0	0	0	237485	1560771	0	0.0000%	150432	0	1066	151498	10.0526%	0	0	0	0	1		5000		1	0	218129	0	75	0	-24356	0	0	0		0	242410	0	0	242410	0	0	0	0	0	0						75	0	0		
253468																																																																																						613309	53886	53886	9.3541%	14.4074%	13.1416%	559423	4256900	5980498	4435	0			6.4074%			0				528548	5980498								0	0	0		0		30875	13.1416%	1	0	563858	0	0	0	-3876	8311	0	0		0	559423	0	0	559423	0	0	0	0	0	0	0	0	0	53886	0	0	0			
253646																																																																																						41854	3268	3268	8.4580%	11.6023%	10.6963%	38586	360740	456206	-6109	0			3.6023%			0				23042	461662								0	0	0		0		21000	10.6963%	1	0	37933	5456	0	0	-6109	0	0	0		0	38586	0	0	38586	0	0	0	0	0	0	0	0	0	3268	0	5456	0			
253730																																																																																				154866	0				9.4784%			14095		148706	-1871	0						0	0	0	0	7595	148706	0	0.0000%	11501	0	0	11501	7.4264%	0	0	0	0	1		6500		1	0	12224	0	0	0	-1871	0	0	0		0	14095	0	0	14095	0	0	0	0	0	0						0	0	0		
254317																																																																																				1447578	0				25.7897%			370040		1434836	0	0						0	0	0	0	63480	1434836	0	0.0000%	1366	0	646	2012	0.1390%	0	0	0	0	1		306560		1	0	370040	0	0	0	0	0	0	0		0	370040	0	0	370040	0	0	0	0	0	0						0	0	32030		
254504																																																																																						44286	2259	2259	11.0714%	16.0436%	15.2252%	42027	276035	379601	-4168	0			8.0436%			0				31915	379601								0	0	0		0		10112	15.2252%	1	0	37859	0	0	0	-4168	0	0	0		0	42027	0	0	42027	0	0	0	0	0	0	0	0	0	2259	0	0	0			
254849																																																																																				875011	0				11.0995%			92335		831882	-4103	0						0	0	0	0	35003	833497	0	0.0000%	93235	0	617	93852	10.7258%	0	0	0	0	1		50553		1	0	81453	0	1615	0	-4103	0	0	0		0	83941	0	0	83941	0	0	8394	8394	0	8394						1615	0	0		
255350																																																																																				141345	0				11.7767%			16865		143207	-1470	0						0	0	0	0	4865	143207	0	0.0000%	3337	0	278	3615	2.5576%	0	0	0	0	1		12000		1	0	15395	0	0	0	-1470	0	0	0		0	16865	0	0	16865	0	0	0	0	0	0						0	0	2336		
255556																																																																																						35898	2079	2079	10.3818%	17.3261%	16.3227%	33819	207190	325754	-4257	0			9.3261%			0				25873	325754								0	0	0		0		7946	16.3227%	1	0	29562	0	0	0	-4257	0	0	0		0	33819	0	0	33819	0	0	0	0	0	0	0	0	0	2079	0	0	0			
255574																																																																																						262175	6531	6531	20.2301%	29.4311%	28.6980%	255644	890808	1263679	-10944	0			21.4311%			0				167244	1263679								0	0	0		0		88400	28.6980%	1	0	244700	0	0	0	-10944	0	0	0		0	255644	0	0	255644	0	0	0	0	0	0	0	0	0	6531	0	0	0			
255659																																																																																						838381	66929	66929	10.2487%	15.6755%	14.4241%	771452	5348344	7527325	-56363	0			7.6755%			1				714682	7557784								0	0	0		0		87229	14.4241%	1	0	745548	30459	0	0	-56363	0	0	0		0	771452	0	0	771452	0	0	0	0	0	0	0	0	0	66929	0	30459	0			
256058																																																																																				688308	0				10.1193%			70356		695267	-5730	0						0	0	0	0	61061	695267	0	0.0000%	58351	0	2459	60810	8.8347%	0	0	0	0	1		9295		1	0	64626	0	0	0	-5730	0	0	0		0	70356	0	0	70356	0	0	0	0	0	0						0	0	0		
256076																																																																																				136066	0				11.8391%			16098		135973	-1640	0						0	0	0	0	16098	135973	0	0.0000%	7264	0	0	7264	5.3386%	0	0	0	0	1		0		1	0	14458	0	0	0	-1640	0	0	0		0	16098	0	0	16098	0	0	0	0	0	0						0	0	0		
256179																																																																																				163019	0				15.8940%			25313		159261	-650	0						0	0	0	0	23952	159261	0	0.0000%	20699	0	212	20911	12.8273%	0	0	0	0	1		1361		1	0	24663	0	0	0	-650	0	0	0		0	25313	0	0	25313	0	0	0	0	0	0						0	0	0		
256553																																																																																						529228	47110	47110	9.8390%	12.4259%	11.3197%	482118	4259088	4900069	-22039	0			4.4259%			0				398743	4909526								0	0	0		0		92832	11.3197%	1	0	469536	9118	339	0	-22039	0	0	0		0	482118	0	0	482118	0	0	0	0	0	0	0	0	0	47110	0	9457	0			
257233																																																																																						142195	10959	10959	10.6462%	13.4935%	12.4535%	131236	1053805	1232700	-36082	0			5.4935%			0				92437	1244013								0	0	0		0		50112	12.4535%	1	0	106467	6415	4898	0	-35728	-354	0	0		0	131236	0	0	131236	0	0	0	0	0	0	0	0	0	10959	0	11313	0			
257345																																																																																						29207	2204	2204	8.7572%	15.1845%	14.0386%	27003	192348	308351	-6291	0			7.1845%			0				25072	308351								0	0	0		0		1931	14.0386%	1	0	20712	0	0	0	-6291	0	0	0		0	27003	0	0	27003	0	0	0	0	0	0	0	0	0	2204	0	0	0			
257578																																																																																						68783	5804	5804	9.2122%	14.8209%	13.5703%	62979	464095	683646	-1918	0			6.8209%			0				60692	683646								0	0	0		0		2287	13.5703%	1	0	61061	0	0	0	-1918	0	0	0		0	62979	0	0	62979	0	0	0	0	0	0	0	0	0	5804	0	0	0			
257653																																																																																				83760	0				12.9345%			10490		81101	-449	0						0	0	0	0	9990	81101	0	0.0000%	1969	0	0	1969	2.3508%	0	0	0	0	1		500		1	0	10041	0	0	0	-449	0	0	0		0	10490	0	0	10490	0	0	0	0	0	0						0	0	0		
